{'短评内容': '久了点，还好&hellip;', '短评打分': 5}
{'短评内容': '非常愉悦的旅程~酒店地理位置真的是超好，步行到尖沙咀各个购物点都很方便~周围很多美食之选，澳洲牛奶公司、义顺双皮奶、许留山、麦文记、庙街香辣蟹、稻香、翠华~真的是太方便了！！！入住的又是海景房，可以看到维多利亚港，窗下的九龙公园也是绿意盎然！虽然房间意料之中的MINI，但是干净卫生舒适。前台态度很好，免费的给我们delay了~checkin&out速度很快，而且不用检查房间！下次去HK，还会入住龙', '短评打分': 5}
{'短评内容': '第二次住了，除了盖的毯子不适应，其它都OK', '短评打分': 5}
{'短评内容': '性价比很高的酒店。\n\n酒店所处地理位置很好，工作人员服务态度也很好，会向朋友推荐并且以后还会选择此家', '短评打分': 5}
{'短评内容': '酒店 的服务很好，这次到香港参展，没想到，正好有到会展中心的穿梭巴士，还有到机场的免费巴士，如果是过境的商务还是很不错的。', '短评打分': 5}
{'短评内容': '酒店这次价格非常不合理，建议10月-11月不要入住此酒店，冬天了还是没被子，只有一个毯子，盖上不是很舒服', '短评打分': 5}
{'短评内容': '此酒店所在位置很好，交通非常便利，但房间较小，床较为窄小，服务比较一般，卫生还不错。', '短评打分': 5}
{'短评内容': '酒店位置居中，闹中取静，四通八达，前往尖油旺区各游览购物点、地铁尖沙嘴/尖东站皆可徒步而至；马路对面即庙街，吃饭方便。酒店大堂、楼层走廊宽敞明亮，有内地专业四星风范。个人认为，该酒店既有较高性价比，又不失体面。美中不足的是，所住房间窗户不能打开。', '短评打分': 5}
{'短评内容': '位置环境都不错,服务也好,下次还会住这里,希望外宾也能有优惠!', '短评打分': 3}
{'短评内容': '交通方便，性价比高，近红勘也近购物旺地，值得推荐', '短评打分': 5}
{'短评内容': '距離海港城,尖沙嘴,地鐵站很近,房間浴室很好,下次去香港還會住', '短评打分': 3}
{'短评内容': '价格非常值，而且地理位置很好,卫生及服务满意', '短评打分': 5}
{'短评内容': '就是房间及床小了点，座向景观不错，尽量要高层。', '短评打分': 5}
{'短评内容': '酒店位置很好，卫生和服务都还不错，只是房间比较小，不过在香港也算是还可以的啦，下次有机会还会入住。', '短评打分': 5}
{'短评内容': '位置稍微有点难找，最好能有一个清晰的路线，比如从佐敦地铁出来后如何走，我们当时就走反了：）', '短评打分': 5}
{'短评内容': '位置好！  价格还是可以   不算贵!性价比高  ', '短评打分': 5}
{'短评内容': '酒店就离中港城不到800米，步行去海港城都行。地理位置确实很方便。', '短评打分': 5}
{'短评内容': '总体挺不错的，就在佐敦站那里，购物观光都方便，就是床太小了~~', '短评打分': 5}
{'短评内容': '房间虽然小了一点,但还算舒适,周边交通便利,下次去香港还会选择这家酒店.', '短评打分': 5}
{'短评内容': '地點位置佳，服務衛生皆好，只是房間小了點', '短评打分': 5}
{'短评内容': 'Rather small, same as the other Hong Kong hotels, but nearby MTR, very convenience.', '短评打分': 5}
{'短评内容': '+内容', '短评打分': 5}
{'短评内容': '房不大，但卫生很好。工作人员比香港其他酒店的服务人员态度差，一副爱理不理的样子，比较不好。', '短评打分': 3}
{'短评内容': '房不大，但卫生很好。工作人员比香港其他酒店的服务人员态度差，一副爱理不理的样子，比较不好。', '短评打分': 5}
{'短评内容': '帮朋友订的,住的还好,离地铁也近,也听容易找到的', '短评打分': 3}
{'短评内容': '帮朋友订的,住的还好,离地铁也近,也听容易找到的', '短评打分': 3}
{'短评内容': '不错的地理位置，去哪都很方便，离两个地铁站很近，对面有一家大家乐餐厅，一家7-11。', '短评打分': 5}
{'短评内容': '酒店很干净，交通很便捷，走10几分钟就是海港城，新港中心，DFS等，就是床太小了，下次还会住。', '短评打分': 5}
{'短评内容': '香港龙堡离海港城、庙街很近，交通很方便，还可以用银联卡做预授权，这个其他许多香港酒店还不能。', '短评打分': 5}
{'短评内容': '房间有香港特色：很小。不过位置很好，交通购物都很方便。会再次入住。', '短评打分': 5}
{'短评内容': '位置很好，离海港城/地铁近，房间不大，但也没想象的小，卫生和服务都不错，是在香港旅游的好选择', '短评打分': 5}
{'短评内容': '地理位置相當的優越，離地鐵站很近，逛街購物，出行遊玩都相當的便利.離中港城很近，下了船步行12分鐘左右就可達到或者打的 15塊錢 也就可以了。只是最近酒店有點小貴，990一晚有點小貴', '短评打分': 5}
{'短评内容': '不错，下次还会入住！早餐品种每天希望变更一下！', '短评打分': 5}
{'短评内容': '很不错的酒店，如果价格含早餐会性价比较高', '短评打分': 5}
{'短评内容': '还可以，交通便利，就是有点嘈杂外面，里面可以', '短评打分': 5}
{'短评内容': '这个酒店离海港城大概十五分钟左右，周围还有很多吃的，旁边有个巴士站可以直接乘车到深圳机场，很不错的酒店！', '短评打分': 5}
{'短评内容': '真的不错,虽然房间小小的,但是很整洁,住了三晚,每天早上都会送厚厚的一叠报纸,就是入住的时候,有施工队在施工,大概从早上弄到晚上5点吧,声音很大,会很吵,不过还好呆在房间的时间不长,一般都逛到半晚才回酒店.性价比蛮高的,下次还会选择龙堡的:)', '短评打分': 5}
{'短评内容': '入住后感觉很干净.而且距海港城十五分钟步行时间.走出来就到弥敦道.周边的饮食很方面味道很好.后面就是九龙公园.很值得推荐', '短评打分': 5}
{'短评内容': ' 位置不错  性价比一般 房间不是很大 床也很小 服务可以  如果想要出行方便的推荐这家 ', '短评打分': 5}
{'短评内容': '第二次入住这家酒店，服务和价格还是一如既往地好。是我在尖沙咀的首选。只是这次入住的标准房摆两张床显得房间很小。早餐过于简单。', '短评打分': 5}
{'短评内容': '经济实惠型房间，交通方便，环境设施都还不错，已经入住第二次了', '短评打分': 3}
{'短评内容': '酒店虽然房间不大，但却很舒适，最重要的是极其方便，离海港城非常近，周边有很多购物场所', '短评打分': 5}
{'短评内容': '位置、交通很方便 性价比很好 转个弯就是著名的海港城 紧挨的中港城里打折名牌比较多 下次去还是选择入住', '短评打分': 5}
{'短评内容': '经济实惠型，性价比较高， 很不错.........', '短评打分': 5}
{'短评内容': '价格合理，地理位置好，但是房间偏小，主要是没被子，只有毛毯，不是特别舒服，其他都还行', '短评打分': 3}
{'短评内容': '床太小了,其它都不错.距佐敦地铁站比较近,走路大概5分钟', '短评打分': 5}
{'短评内容': '位置很好,到海港称5分钟。不过刷卡要提醒前台走银联，不然会直接刷VISA。', '短评打分': 5}
{'短评内容': '已经入住过一次.上次感觉不错.因为晚上到的.免费升级了.\r\n这次再入住,.感觉就没有之前好了.因为知道HK入住是从下午2点开始.这次到早了点.3点半到达的,以前都是晚上到.告知有个小孩所以想要个大床房.因为预定上面没有给予选择的地方.被告知没有房间了.大床都住完了..说加钱可以给高低铺的家庭房.笑脸相迎的.也没有办法.谁知到了楼上.同一边的明明有大床房空着.已经打扫完了.但是还没有关上门被我看见.', '短评打分': 1}
{'短评内容': '酒店的位置还不错，离地铁站很近，去旺角和尖沙咀都很方便，逛街的话住这里不错，对面就是7-11，房间里面还有小冰箱哦。服务态度超热情。不过附近吃的东西不太多。', '短评打分': 3}
{'短评内容': '位置很好，离开HABOUR TOWN不远但是厕所很小。。转个身都会碰壁！！！马桶看上去也不怎么干净。。总体来说。。就将就好了。房间也就睡觉。。香港这城市就是吸引你不呆在房间的。', '短评打分': 5}
{'短评内容': '地理位置很不错，交通方便，可是每次去都没有大床房，有点遗憾', '短评打分': 3}
{'短评内容': '地理位置很不错，交通方便，可是每次去都没有大床房，有点遗憾', '短评打分': 5}
{'短评内容': '物美价廉，每次来香港都住这里，地点好，方便', '短评打分': 3}
{'短评内容': '物美价廉，每次来香港都住这里，地点好，方便', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '来香港N多次，住的酒店好多，这家总体来说还是不错的，性价比高', '短评打分': 5}
{'短评内容': '酒店性价比是不错的！', '短评打分': 5}
{'短评内容': '位置极佳，离码头、地铁很近，附近的弥敦道、柏丽大道等购物点多；毗邻庙街，周边有惠康超市、大家乐、肯德基以及各式各样的茶餐厅，简直就是美食街，太方便了。酒店服务好，设施全，推荐酒店二楼的自助餐（中午每人仅98港币），味道好极了。', '短评打分': 5}
{'短评内容': '酒店很干净，出门五分钟就到海港城购物了，而且隔壁就是警察局，感觉相当安全，呵呵！！！下次还住那', '短评打分': 5}
{'短评内容': '酒店的位置还不错，离地铁站很近，去旺角和尖沙咀都很方便，逛街的话住这里不错，对面就是7-11，房间里面还有小冰箱哦。服务态度超热情。不过附近吃的东西不太多。', '短评打分': 5}
{'短评内容': '位置不错，干净卫生，房间小了点。', '短评打分': 5}
{'短评内容': '这家酒店位置很好 但因为是两个地铁站之间 所以都不太近 唯一的缺点\r\n服务和性价比相当高 真正相当于国内三星标准的酒店 是住过的比较好的酒店 觉得值得推荐', '短评打分': 5}
{'短评内容': '酒店位置不错，离地铁站很近，就是价钱高了点。', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '價格還合理,交通也比較方便,要是有早餐更好,特別是對於首次去港的人來說', '短评打分': 5}
{'短评内容': '房间很卫生舒适，夜景好，周边购物、交通方便，距离旅游景点近，可步行。', '短评打分': 5}
{'短评内容': '房间还不错，就是有点点小，感觉还行吧，基本很满意', '短评打分': 5}
{'短评内容': '酒店设施非常好，特别干净。地点也很好，离广东道特别近，买东西逛街特别方便，值得推荐。', '短评打分': 5}
{'短评内容': 'Room is rather small but this is acceptable in Hong Kong. Rate was at HK$880/night, OK in Hong Kong. Convenient location.', '短评打分': 5}
{'短评内容': '1房间非常干净，装修也很时尚漂亮，尤其是地毯，非常干净，而且很漂亮。房间虽不大，但布局合理，到不觉得有多小了。卫生间很紧凑，也很干净，卫生用具齐全。2距离中港城、海港城步行就可到达，离佐敦地铁站也就步行5分钟。周边还有超市、麦当劳、肯德基。3我入住时500多港币，觉得还合算。4服务人员也非常有礼貌。如果需要打扫房间，10元港币的小费就可。推荐入住。', '短评打分': 3}
{'短评内容': '吃喝玩都很方便，楼下的九龙公园还可以游泳。\r\n不错，下次还要住这儿。', '短评打分': 3}
{'短评内容': '中港通巴士总站上面，真的很方便，那里有到大陆的直通大巴\r\n离佐敦地铁站很近5分钟左右就到\r\n中港城、海港城步行去就可以', '短评打分': 5}
{'短评内容': '，龙堡挺不错，距离海港城挺近的，酒店对面有个大家乐餐厅，东西挺好吃，价格一般。打烊太早。', '短评打分': 5}
{'短评内容': '酒店附近有夜市,很多吃的.酒店出门右边直走就有商场等等购物地方.前台服务态度很友善,酒店设备舒适都很好.性价比高', '短评打分': 5}
{'短评内容': '很好。。。从23楼看出去风景很好很好。。。从23楼看出去风景很好', '短评打分': 5}
{'短评内容': '非常好的酒店，很安静，已经是第二次入住，我女儿非常喜欢这家酒店，购物方便、舒适，下次还会住这家酒店的，赞一个。', '短评打分': 5}
{'短评内容': '龙堡酒店环境很好，交通便利，紧邻九龙公园增添了许多休闲和乐趣，下次去香港还会住这里。', '短评打分': 5}
{'短评内容': '卫生条件很好，地理位置也不错，离海港城及九龙都很进，离地铁站也很近。就是餐厅自助餐品种有些少。', '短评打分': 5}
{'短评内容': '挺好的，就是房间小了点，但在香港，还可以了，下次去还会去住', '短评打分': 5}
{'短评内容': '空间较少，但是麻雀虽小，五脏俱全，性价比算比较高的', '短评打分': 5}
{'短评内容': '以住', '短评打分': 5}
{'短评内容': '又一次入住,很好的酒店,交通便利,柏丽大道\\海港城\\新港中心\\中港城\\佐敦地铁\\九龙机铁站,都在附近.', '短评打分': 3}
{'短评内容': '又一次入住,很好的酒店,交通便利,柏丽大道\\海港城\\新港中心\\中港城\\佐敦地铁\\九龙机铁站,都在附近.', '短评打分': 3}
{'短评内容': '又一次入住,很好的酒店,交通便利,柏丽大道\\海港城\\新港中心\\中港城\\佐敦地铁\\九龙机铁站,都在附近.', '短评打分': 5}
{'短评内容': '地理位置很不错，出门很方便。卫生也很好，每天早上都有报纸送。只是房间实在小，多放几件行李都转不开身。。。', '短评打分': 1}
{'短评内容': '+酒店不错,特别是地理位置优越。去维多利亚港方便,去海港城买东西更方便!', '短评打分': 5}
{'短评内容': '四床房的上床沿碰头，稍不注意就碰一个大包', '短评打分': 5}
{'短评内容': '真的很不错 性价比极高 ', '短评打分': 5}
{'短评内容': '这个价位在香港来说算是性价比高的酒店了，还可以看到一点点海。\r\n可是好像酒店里面又有一个大概是青年旅舍的酒店，估计是楼层不同，有一点杂乱的感觉。', '短评打分': 5}
{'短评内容': '位置很好,床小哦,90公分的', '短评打分': 5}
{'短评内容': '酒店位置挺好，性价比比较高 ', '短评打分': 3}
{'短评内容': '我几次去香港的落脚点，非常方便，性价比也非常高。个人很喜欢酒店大堂里的童军总司令画像。', '短评打分': 5}
{'短评内容': '位置，价位都很好，就是床太小了，', '短评打分': 5}
{'短评内容': '物美价廉，地理位置好，性价比好', '短评打分': 3}
{'短评内容': '地理位置较优！对面马路有好多的风味餐馆', '短评打分': 5}
{'短评内容': '每次去香港都是入住的这家酒店，感觉交通方便，酒店的服务和硬件设施不错。这次是7月初去的，房价合理，而且升级到园林海景房。同去的朋友都感觉不错。自己特别喜欢到附近的九龙公园去游泳（成人：19港币，小孩：9港币）。晚上回酒店时也喜欢从公园中穿过，顺便瞧瞧园内池塘中休息的野鸭及各种鸟类，惊喜的发现居然有黑颈天鹅。', '短评打分': 5}
{'短评内容': '地方很小，但是因为在九龙公园附近，到弥敦地铁站也很方便，尖沙咀附近。 服务也很专业。很喜欢，从我们住的地方可以看到一部分维多利也海港。性价比不错。但是如果有更多的预算的话，会推荐更好的地方， 因为还是感觉有一点旧 ', '短评打分': 5}
{'短评内容': '位置还不错，300m就有伦敦地铁站，交通便利，最重要的是对比香港其他酒店空间大很多，而且能看到中环漂亮的夜景，性价比非常满意，下次还是回选择这家酒店\n', '短评打分': 5}
{'短评内容': '我们是前几天入住这家酒店的，免费给我换了家庭房，龙堡的房间虽比弥敦的小，但地理位置十分优越，步行到海港城就十分钟，很方便，酒店附近就有莎莎，万宁，海港城购物十分方便，龙堡离佐敦地铁出口也就三五分钟的路程，十分方便，也免费让我们下午二点退房，酒店的自助餐很值得一赞，总而言之，三口或四口之家入住这家酒店性价比很高，服务也很好。', '短评打分': 5}
{'短评内容': '这酒店不错，比我想的还好，一家大小都还算满意。我是7月11曰入住的。', '短评打分': 3}
{'短评内容': '这酒店不错，比我想的还好，一家大小都还算满意。我是7月11曰入住的。', '短评打分': 5}
{'短评内容': '还不错，位置很好。靠近中港直通巴士。就是上网要4小时100元，是在太贵。', '短评打分': 5}
{'短评内容': '在看了大家的点评后选择了入住龙堡酒店,感觉大体上还行,酒店大堂挺气派,走道也很宽敞,离地铁口不是很远,交通很方便,搭的去红堪直通车站也近,洗浴卫生也挺干净,总体还行吧!重要的是上网的网速非常的快,赞!', '短评打分': 5}
{'短评内容': '交通还满方便的，前面就是九龙公园。再走走就到维港了。周围购物吃饭的地方也比较丰富。房间干净，景观也不错，挺好的，推荐。', '短评打分': 5}
{'短评内容': '性价比好，地理位置不错，推荐', '短评打分': 3}
{'短评内容': '除了房间小点 电视机老式点 没别的什么缺点 最大的好处是地理位置太好了~', '短评打分': 5}
{'短评内容': '楼酒后面就有深港巴士,很方便.', '短评打分': 5}
{'短评内容': '帮家人订的，还好', '短评打分': 3}
{'短评内容': '到的时候免费升级到海景房。房间虽然不大。但是很不错。比较新。地段也很好。附近都是吃的和逛的。要是下次再便宜点。就经常来住。', '短评打分': 5}
{'短评内容': '此酒店的服务和环境还是很不错的，只是员工的素质可能存在问题，需要好好管理，父母入住过程中，出去玩，手机充电回来竟然消失了。虽然酒店经理及相关人员帮忙寻找，态度也很不错，但最终无果，希望酒店能更加完善自己的保全系统。以免影响酒店信誉', '短评打分': 5}
{'短评内容': '酒店坐落九龙公园旁边，尖沙咀和佐敦交界，购物方便，交通便利，可步行到尖沙咀码头坐渡轮到会展中心。酒店舒适，价格也很适中，我下次一定再住这家。', '短评打分': 5}
{'短评内容': '性价比好，地理位置好', '短评打分': 5}
{'短评内容': '房间整体感觉还是不错的，卫生、服务、设施、位置都赞得没话说，唯一我觉得美中不足的是床上的毯子，本人不喜欢巨大的床罩，不喜欢土黄色的加一层床单的毯子，没有被套套着的被子，冻了一晚上，不知道香港的酒店是不是都是这样', '短评打分': 5}
{'短评内容': '在尖沙咀能找到这样的酒店真是幸运，此前通过网上预订的马可波罗要高出三倍的价格，真是超值！内部设施和地理位置具佳，到海港城和弥敦道走路都只需要几分钟时间。', '短评打分': 5}
{'短评内容': '酒店在尖沙咀附近，很方便购物，我每次到香港基本都会订这间酒店。香港的酒店基本都很干净，这间都不例外。', '短评打分': 5}
{'短评内容': '挺不错的酒店,这样的价格在香港应该还是便宜的', '短评打分': 5}
{'短评内容': '位置还可以', '短评打分': 5}
{'短评内容': '性价比好，房间不大，但够一个人住，地点不错', '短评打分': 3}
{'短评内容': '性价比好，地点不错，方便，几乎每次去都住', '短评打分': 3}
{'短评内容': '条件不错，楼下自助餐也挺合胃口的', '短评打分': 5}
{'短评内容': '房间很小，性价比不高', '短评打分': 3}
{'短评内容': '总体来说还好', '短评打分': 5}
{'短评内容': '房间很小', '短评打分': 1}
{'短评内容': '房间里的床太小了，可能是地域的关系，啥叫寸土寸金这下明白了。不过服务真的可以。第二晚在迪斯尼的好莱屋住床就是1.2米的了。', '短评打分': 5}
{'短评内容': '不错的酒店,大床间很不错,标准间的床还是和几年前一样大,小的可怜;感觉服务比去年有进步,每天加送了报纸,最后一天还有满满的果盘相送', '短评打分': 5}
{'短评内容': '位置距离地铁站有400米左右，如果要坐地铁出行的就不是非常方便，步行至广东道海港城倒是蛮方便的，沿路都是一些可逛的小商店，酒店周围还有几座中型商场，下楼拐个弯就是九龙公园；酒店大堂很气派，房间布局紧凑，卫生间干净；4月20日入住，网上订的标间价格是638港币，有点小贵，性价比不是很高，下次会选择不是展会的时间去，希望价格会低些。', '短评打分': 5}
{'短评内容': '已经第2次住了，依然很方便，特别是对面弥敦道上的金域酒家早茶很好。当然旅行团依然熙熙攘攘', '短评打分': 3}
{'短评内容': '非常方便，闹中取静，去尖沙咀和旺角都很方便，适合逛街', '短评打分': 5}
{'短评内容': '个人不喜欢这家酒店，服务态度一般，房间很小，和国内的2星的差不多，很寒酸的感觉，服务生碰到你，连招呼都不打的，和我们后来换的旺角朗豪形成强烈对比，相对大概1000块钱的价格，可以说真的很一般，不过位置比较好。', '短评打分': 3}
{'短评内容': '去海港城购物挺方便的.', '短评打分': 3}
{'短评内容': '地理位置不错,每次去都会住该酒店.', '短评打分': 5}
{'短评内容': '跟我想象中的香港酒店一样大小，但是酒店的办事效率蛮好的，地理位置也好，shopping方便（海港城、DFS、莎莎旗舰店、龙城），吃东东的地方多，地铁站也近，旁边还有个九龙公园，还可以游泳呢，价钱比我们这里便宜，下次再去就带上泳衣～～', '短评打分': 5}
{'短评内容': '很不错的地方。交通很便利。房间也不错。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '物美价廉，每次去香港出差都会住，离海港城很近，女孩子逛街买东西也很方便', '短评打分': 5}
{'短评内容': '典型的香港酒店,房间很小.地理位置很方便,离地铁站很近,旁边就是小巴站.', '短评打分': 5}
{'短评内容': '酒店性价比不错，地段也比较好！', '短评打分': 5}
{'短评内容': '朋友回来说很满意，交通也方便。', '短评打分': 5}
{'短评内容': '位置很好，旅游，购物，观光的优选。房间有点小。。', '短评打分': 5}
{'短评内容': '位置很好,闹中取静,性价比不算太高,但是在香港应该还算不错了,如果能再便宜些就更好了,值得一提的是在庙街的几家茶餐厅都很好吃,赞一个', '短评打分': 5}
{'短评内容': '为什么外国人要贵点呀！不理解', '短评打分': 3}
{'短评内容': '都很好，不知平时价格会不会便宜点', '短评打分': 5}
{'短评内容': '补充下,订的大床房,到了却说没有,小床90CM宽,够小的,翻个身就怕掉下来.', '短评打分': 3}
{'短评内容': '酒店位置不错,近尖沙咀,旺角.附近吃饭方便,大把的茶餐厅,就是房间不是一般的小,和住过的&quot;如心&quot;比较,那时一个在天一个在地了.', '短评打分': 5}
{'短评内容': '这个价格有点贵了', '短评打分': 1}
{'短评内容': '酒店地理位置很好，性价比较高，这是目前在香港住过的性价比最好的一家酒店！', '短评打分': 5}
{'短评内容': '床太小──比同等价位的香港酒店要小。\n被子太差──比同等价位的差。\n', '短评打分': 1}
{'短评内容': '位置方便,价格合理', '短评打分': 3}
{'短评内容': '价比性比较好', '短评打分': 5}
{'短评内容': '地理合适,价格合理', '短评打分': 5}
{'短评内容': '地段好，方便，价格也比较适中，性价比不错', '短评打分': 3}
{'短评内容': '外观漂亮,入住时就是有好几层说没有棉被的,通过和酒店协商,把我们换了房间还是不错', '短评打分': 5}
{'短评内容': '龙堡我住过多次，卫生很好，隔音也不错，地理位置方便，（从罗湖到红磡站下来转西铁2个站，到港岛或旺角坐地铁走路才几分钟路）到尖沙咀只要从酒店旁走九龙公园十分方便。龙堡周围小吃店很多（无论早餐或宵夜），当然龙堡房间及卫生间是比较小（刚够用），但很干净。', '短评打分': 5}
{'短评内容': '位置相当好，购物，乘车很方便。去皇岗口岸的过境巴士就在楼下，还算是比较安静。以前就住过，这次感觉就是前台服务比较差，比国内还不如', '短评打分': 5}
{'短评内容': '前台服务质量一般,客房服务非常好.房间干净整洁漂亮,虽然面积比内陆的客房面积要小,但布置的合理紧凑,并不显得拥挤.卫生间也很干净整洁,卫浴设施齐全.饭店位置不错,离柯士甸地铁约50米.饭店吃饭价格较高,不过饭店周围有麦当劳、肯德基，对面还有两家超市。推荐入住.', '短评打分': 5}
{'短评内容': '很干净，服务也不错，寄存行李的服务生很不错，就是结帐的时候没有提示我使用银联，呵呵。', '短评打分': 5}
{'短评内容': '非常好的酒店', '短评打分': 5}
{'短评内容': '方便来往机场', '短评打分': 5}
{'短评内容': 'GOOD ', '短评打分': 3}
{'短评内容': '超棒位置 但是房間位小的嚇人 ', '短评打分': 5}
{'短评内容': '酒店安排入住24楼的房间，能看到九龙公园和维港景致，还有水果赠送，感觉不错！', '短评打分': 5}
{'短评内容': '如果主要在油尖旺shopping的话，蛮不错的选择！离地铁近，离各个购物商场都近，下次还去。', '短评打分': 5}
{'短评内容': '我已经3次入住该酒店，酒店服务很周到，地理位置优越，后面就是九龙公园，可以带小朋友去玩，比其他五星级酒店的隔音好。下次还会选择龙堡国际酒店。', '短评打分': 5}
{'短评内容': '看点评大家说这里不错，而且距离尖沙咀DFS也不远，就选了这里。位置还算好找，而且算是闹中取静的地方，周围不乱。但我们入住以后发现房间还没有清洁，打了2个电话他们才过来打扫，可能是过节期间大陆客太多了他们忙不过来吧。其他都还好。没在饭店吃早餐，床的软硬适中，房间也还不算小，卫生嘛是香港普通水平，因为他们那里都还算干净。而且这里还给客人提供一次性拖鞋、浴帽和洗漱用品，真的很照顾大陆客的需求哦。不过我想', '短评打分': 5}
{'短评内容': '卫生很不错，比较干净，住着舒服，设施完善，地理位置交通方便，服务热情周到，性价比不错', '短评打分': 3}
{'短评内容': '最大的特点就是位置好，购物非常方便，其他吗还可以。推荐！', '短评打分': 5}
{'短评内容': '电视小了一点，房间没有烧水壶', '短评打分': 5}
{'短评内容': '酒店位置很好，购物非常方便。位于酒店B层的汉宝皇宫酒楼，早、午、晚茶均有，而且味道很正宗，就是类似于宵夜。如果想坐大巴去深圳机场，可到酒店西面的圆方大厦（坐出租车过去就是起步价），那里有过境巴士总站，很正规，服务态度也很好，甚至可以办好登机手续，大大节约了时间。', '短评打分': 5}
{'短评内容': '在九龙公园内，离佐敦地铁站不远，离庙街也不远，离海港城需要穿过九龙公园。靠九龙公园的房间可以看到维港的无故夜景，七八百的价格可以看到夜景而且视野还非常开阔。', '短评打分': 5}
{'短评内容': '因为意外情况不能去澳门，临时决定选择这家酒店，发现超值得！很棒的三星酒店，位置很好，设施很新，性价比非常高！', '短评打分': 5}
{'短评内容': '位置环境都不错', '短评打分': 5}
{'短评内容': '地段好，环境优，性价比高，下次还住这！', '短评打分': 3}
{'短评内容': '环境不错，旁边就是九龙公园；但离弥敦道又近，购物方便。原本只是订了一个单人间大床房，但因楼下部分房间在装修，就安排在顶层的海景房了，晚上的夜景很漂亮！', '短评打分': 5}
{'短评内容': '很不错的酒店。位置挺好，性价比不错\r\n', '短评打分': 5}
{'短评内容': '漏了补充一点很重要，本来去住之前已经看到过前面的点评，说不能刷银联结帐。 这次本来都准备了付港币的。没想到做预授权的时候前台小姐表示就是从10月份开始，已经可以刷银联了。大家不用担心因走VISA/MASTER/AE等路线引发的外币兑换手续费了。这次做预授权的时候前台走的AE，结帐时候会刷银联。前台会明确告诉客人。 ', '短评打分': 3}
{'短评内容': '初次去香港。酒店房间小了点，和前一天晚上入住的深圳宝安机场附近的锦江之星的双标比起，小了三分之一。没办法香港就这么点大这个面积也算正常了。住的是18楼城市胜景房。我这个房间看不到海景，胜在安静隔音好。但窗完全不能开，全封闭的大玻璃。从内地初次过去那里朋友的可能不会习惯。清洁工作不错。头一天去刚放下行李就马上有清洁阿姨热情的以英文招呼送上水果盘。很有礼貌。卫生间比较小。一人够用。两人一起转身有点狭窄', '短评打分': 5}
{'短评内容': '地理位置较适合，离中港城很近，购物及饮食较方便，对面就是食街，走路到佐敦才几分钟，后面就是九龙公园，十楼又是童子军总部，环境不错，价格还挺适合，网上定还有报纸果盘送，下次继续选这里', '短评打分': 5}
{'短评内容': '酒店的服务态度需要改进，环境很不错，干净舒适，位置交通也挺方便的。', '短评打分': 3}
{'短评内容': '酒店很干净，卫生条件还不错，而且酒店的地理位置很好，交通很便利', '短评打分': 3}
{'短评内容': '酒店经济实惠。在那个地段酒店都很贵，但这家酒店很优惠，而且从深圳去香港的打巴也停在酒店附近很方便的', '短评打分': 5}
{'短评内容': '环境一般，设施不好，位置比较方便，价格适中', '短评打分': 5}
{'短评内容': '位置好得没得说,就在九龙公园旁,逛街吃饭也很方便.我订的时候才660一晚,性价比已经很好了.', '短评打分': 5}
{'短评内容': '这个酒店在香港来说就是比较不错的了，服务、环境都很好，地理位置也不错', '短评打分': 5}
{'短评内容': '深圳到到香港的大巴距离很近,房间不是很大.环境硬件设施不是很好,主要是房间面积比较小.和不舒适,床也很小.', '短评打分': 5}
{'短评内容': '酒店挺好的,所在的地段也比较繁华,交通十便利,价格当时也很便宜', '短评打分': 5}
{'短评内容': '酒店价格很实惠,交通很便利,出行十分方便,整体感觉都是很不错的', '短评打分': 5}
{'短评内容': '酒店还可以,环境很不好,楼层高的房间就感觉更了,但是价格有点偏高', '短评打分': 5}
{'短评内容': '环境卫生都很好,就是房间房间比较小. 酒店距离机场比较近,可以乘坐机场大巴到酒店,可以直接走过去.', '短评打分': 5}
{'短评内容': '酒店位置条件不错，设施和价格也比较适中。', '短评打分': 5}
{'短评内容': '感觉这个酒店位置最好，离中港码头近，坐地铁也方便。虽然房间有点小，不过在别的酒店，一千六、七以上的，也不见得大很多，在香港这样的地方，这样的价位，性价比算高了。以后再来香港出差，打算还是选这家酒店住了。', '短评打分': 3}
{'短评内容': '我是从上环的“中环丽柏酒店”搬出来入住龙堡国际酒店的。中环丽柏名字比较好听，但是根本不在中环，离地铁站很远，在半山腰上，旁边挨着一家医院，附近都是卖寿衣一类丧葬用品的，很恶心。房子隔音几乎没有，随便隔壁动一下都可以听见，双床标准间只有10平米左右，从来没见过这么小的房间，连洗漱的水盆都是在外面的，连独立的卫生间都没有，简直是荒唐。&lt;br /&gt;\n实在受不了，就在在港的最后一个晚上搬到了尖', '短评打分': 3}
