{'descr': '酒店不错，房间大，不过在八层的房间有点热，有点异味！', 'star': 5}
{'descr': '位置、价位、服务可以，就是墙面油漆脱落，略逊档次', 'star': 5}
{'descr': '除了床太硬 其他的都不错 对了 还忘补充一点 这个隔音效果超级的好啊 隔壁的一切大小声音 俺都能听到  同志们 我后来戴着耳机睡觉的', 'star': 5}
{'descr': '房间很大~环境也不错~服务态度很好~喜欢那个小沙发~就是房间里偶尔会出现小强~还有就是如果房间里的电子秤能让它一直有电就最好了~', 'star': 5}
{'descr': '哎，以前都不错。。。这次的房间很烂啊。。。。。。。。。。。', 'star': 1}
{'descr': '酒店不错，干净整洁，性价比很高，早餐也不错，就是服务态度不太好，隔音不好，隔壁说话听的很清楚…也还不错吧', 'star': 3}
{'descr': '前台服务很不好，房间内卫生也不行，墙壁隔音效果真差，住了这么多次，怎么才发现这些问题呢？郁闷', 'star': 1}
{'descr': '还好，就是网上预订好像连续好几天的话不能同时抵用我的消费券，郁闷', 'star': 5}
{'descr': '给我安排的房间在最顶层，通过暖气管道竟然可以看到天！下雨怎么啊。电视用的卫星，经常没有信号，网速慢的赛蜗牛，最可气的前台几个女同志那副要死不得断气的嘴脸，爱搭不搭的态度，还好房间楼层的服务员态度还算可以，房间也很宽敞，阳光充足，不在上面说哪些的话，倒是可以考虑入住', 'star': 1}
{'descr': '价格合理，服务到位，环境整洁，交通便利。', 'star': 5}
{'descr': '.........................................', 'star': 5}
{'descr': '挺好..................................', 'star': 5}
{'descr': '一如既往的好,不管在环境还是舒适程度，但是靠前和靠后的房间会比较冷在冬天。', 'star': 5}
{'descr': '。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '很好，环境不错，就是卫生要更好点。。。。。。。', 'star': 5}
{'descr': '交通方便,环境不错.............................', 'star': 5}
{'descr': '出差住在这交通比较方便,环境还行,电视超大....', 'star': 5}
{'descr': '长期出差住的环境不错,交通方便............', 'star': 5}
{'descr': '交通方便,出差一直都住在这,感觉不错...', 'star': 5}
{'descr': '在太原长期出差,住得时间比较长,选择住这挺方便的,环境各方面都不错', 'star': 5}
{'descr': '房间很大，就是网突然就掉了再也上不去，害我赢的游戏输了。房顶上的天窗早上影响休息。', 'star': 5}
{'descr': '地理位置好,环境总体也不错,电视够大......', 'star': 5}
{'descr': '经济房还是性价比不错的，房间有点潮，几次入住不同房间，淋浴头都有问题，希望尽快修复。', 'star': 3}
{'descr': '性价比高，总体来说还是不错的。不过房间的隔音不好。', 'star': 5}
{'descr': '已经第二次入住了，整体感觉很不错，周围交通，饮食也很方便。建议升级一下房间内个别陈旧设施！', 'star': 3}
{'descr': '很好，态度也不错了，下次还回住哪里\n就不不送早餐了原来送，价位在低一些就更好了', 'star': 5}
{'descr': '整体感觉挺温馨的，就是入住的时候正当圣诞节，里面还没有收拾。挺好', 'star': 5}
{'descr': '还可以！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '蛮好的，每次去淮安就去这家住~~~~~~~~~~~~', 'star': 5}
{'descr': '还行吧~性价比还可以，总之是便宜了。呵呵~！', 'star': 5}
{'descr': '连锁店的服务态度很好，下次来的话还会在住。', 'star': 5}
{'descr': '干净卫生、还可以kkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'star': 5}
{'descr': '这是第一次来，挺不错的，交通挺方便的，就是隔音太差了。', 'star': 5}
{'descr': '酒店卫生很差，床单和枕套貌似没换过~~交通还是蛮方便的，价钱也还算合理', 'star': 1}
{'descr': '非常好，就是没有窗户，但是价格实惠，出行方便。', 'star': 5}
{'descr': ' 环境很好，唯一的缺点是床头柜没有台灯', 'star': 3}
{'descr': '房间干净卫生，可以上网，电视节目也不少，洗浴等一切都配备齐全！缺点嘛，床有点硬，电话只可以打市话，长途是打不成的，整体而言，性价比还是很高的，以后还会光临！', 'star': 5}
{'descr': '冬天住这里快冻死人了，又没有暖气。。。空调根本不顶用！', 'star': 1}
{'descr': '感觉不这么好。不介意大家去，隔音不是很好！', 'star': 1}
{'descr': '一楼房间潮湿墙壁掉皮,热水器是坏的.', 'star': 3}
{'descr': '还行吧，位置有点难找，在太原这个地方还算可以。。', 'star': 5}
{'descr': '为了给其他jjjjjjjjjjjj用户提供更有价值的意见，请您发表20个字以上的点评', 'star': 5}
{'descr': '条件不错。。住着舒服', 'star': 3}
{'descr': '没有暖气，空调又不行，快冻死我了！！！！！！！！！！！', 'star': 1}
{'descr': '你好，昨天我已回复你们要直接到盱眙住，你们也没有回复我，房间肯定不要了谢谢！', 'star': 3}
{'descr': '其他都还好，就是水壶有问题，叫了服务员帮忙弄好了，第二次烧水时又不好用了', 'star': 5}
{'descr': '不错，住很多次了，以后还会去的。不错，住很多次了，以后还会去的。', 'star': 5}
{'descr': '＋酒店还算干净 就是地方太小 不能上网 电视是黑白的 ', 'star': 3}
{'descr': '宾馆设施不错，服务非常好！尤其是打扫的阿姨，很满意！', 'star': 5}
{'descr': '物超所值，值得推荐。以后还会住。希望能提供免费早餐', 'star': 5}
{'descr': '不错，不错，不错，不错，不错，不错，不错，不错，不错，', 'star': 5}
{'descr': '常客了，很满意，就是房间太潮了，拐角处有蟑螂', 'star': 5}
{'descr': '房间不错，服务一般吧！住好几次了！！！！！！！！', 'star': 5}
{'descr': '装修风格我喜欢，哈哈，只是有点不太干净的感觉，还好拉~~', 'star': 5}
{'descr': '经常住。质优价廉，现在不如以前的地方时没有免费的早餐了', 'star': 5}
{'descr': '还可以  经济实惠  就是停车不方便，开车的朋友要注意。。。。', 'star': 5}
{'descr': '位置还可以， 不太好找。设施比较简陋， 不太适宜商住', 'star': 1}
{'descr': '凑合 ~  凑合 ~  凑合 ~  凑合 ~  凑合 ~  凑合 ~  凑合 ~  凑合 ~  凑合 ~  ', 'star': 5}
{'descr': '总体感觉还可以的，可惜的就是没窗户，有点闷。', 'star': 5}
{'descr': '还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以', 'star': 5}
{'descr': '价格比较便宜，服务还可以，环境良好，相对于在其他城市住宿来讲性价比较高', 'star': 5}
{'descr': '还不错吧。感觉挺好的，交通也很便宜，一出门就有公交站', 'star': 5}
{'descr': '房间很不错，热水很给力，挺温馨的', 'star': 3}
{'descr': '房间比较好，位置也不错，性价比还可以，推荐。 ', 'star': 5}
{'descr': '服务还可以，房间也还不错，个人还是比较满意的', 'star': 5}
{'descr': '还行吧，总台服务员的态度很一般，房间卫生也很一般，墙角居然还有蜘蛛网', 'star': 5}
{'descr': '房间布局奇怪，暖气严重不足，床垫不舒服，房间开关嫉妒不便，插座很少。。。等等，总之对不起这个价格，性价比不高', 'star': 1}
{'descr': '环境还可以,大床间床太硬了,没想象的好~一分钱一分货啊~', 'star': 1}
{'descr': '这次住的是301房间，因为在最靠边的位置。房间明显偏冷。卫生间偏小也太靠门口了。其他都很好!服务态度很好！', 'star': 5}
{'descr': '推荐给朋友住的，我帮她订的房，朋友还比较满意。', 'star': 5}
{'descr': '住了两天，空间挺大的,但没有柜子，且卫生稍差了点。', 'star': 5}
{'descr': '不错，空调很强劲。', 'star': 3}
{'descr': '  非常的不错！！.................', 'star': 5}
{'descr': '房间设施不错。值得入住。早餐也算可以，上网的网速挺快的。', 'star': 5}
{'descr': '房间宽敞，环境好，服务不错。沙发舒服，热水不够热。从机场出有机场大巴在大营盘下步行即到，附近有到火车站和汽车站的公交车，出行方便。', 'star': 3}
{'descr': '隔音效果不好，唯一的缺点！再好点就完美了', 'star': 5}
{'descr': '我的首选，我们鼓励真实入住客人的点评，如果您最终未入住该酒店，您所发表的点评会被视为无效点评。\n', 'star': 5}
{'descr': '不错，大床房比较舒适！！！', 'star': 3}
{'descr': '房间舒适，交通便利；卫生安全，值得信赖。\n就是价格稍微实惠下更好', 'star': 5}
{'descr': '暖气不行\n隔音不行\n范德萨啊范德萨爱上 萨芬啊 ', 'star': 1}
{'descr': '812在最顶层，有一些冷哦，空调和暖气一起开，好点了。。。。', 'star': 5}
{'descr': '酒店卫生不错但隔音差到极点，睡眠不好的不推荐入住', 'star': 3}
{'descr': '还不错啊，蛮干净的，以后对象来了还会去的', 'star': 5}
{'descr': '还成~还成~还成~还成~还成~还成~还成~还成~还成~还成~还成~还成~还成~还成~还成~还成~还成~', 'star': 5}
{'descr': '酒店位置挺好，离火车站汽车站都不远。房间墙皮有脱落，给人不太干净的感觉。隔音不好。淋浴喷头不错，但上午洗澡水不热。', 'star': 3}
{'descr': '酒店设施还可以，环境也好，交通方便，就是有点不隔音，隔壁有什么动静都能听见！', 'star': 5}
{'descr': '房间时尚装修 相对安静 不错 热水充足 隔音一般', 'star': 5}
{'descr': '很满意', 'star': 3}
{'descr': '性价比还可以，不错', 'star': 3}
{'descr': '房间有自己的风格，比较干净舒适，就是感觉房间不开空调会有点冷，总体感觉不错，推荐！', 'star': 5}
{'descr': '不错，只是公司报不了那么多，适量控制下，节约消费', 'star': 5}
{'descr': '价格不贵，环境也不错。交通也很方便。离市中心很近。', 'star': 5}
{'descr': '不错，值得推荐！北方算不同错的了！不能和南方比！不过在太原算性价比高的！', 'star': 5}
{'descr': '整体没问题，就是声音比较大，可能与旁边有供暖锅炉有关系。', 'star': 5}
{'descr': '不错，值得推荐！北方算不同错的了！不能和南方比！不过在太原算性价比高的！', 'star': 5}
{'descr': '不如以前了，隔音不好，墙壁也很脏，不如其他快捷酒店', 'star': 3}
{'descr': '房间隔音不好，早上服务员收拾房间在过道说话声音很大，很吵。\n[HR]', 'star': 3}
{'descr': '总体还成~总体还成~总体还成~总体还成~总体还成~总体还成~总体还成~总体还成~', 'star': 5}
{'descr': 'bu cuo !就是有点儿冷！不开空调没法睡！', 'star': 5}
{'descr': '还不错，一直住这里！经济！希望这里的暖气可以更好！', 'star': 5}
{'descr': '相比其他家酒店，该酒店性价比不错，经济点！', 'star': 5}
{'descr': '维客这个店也不错。早餐也比较丰富。希望以后服务员态度好点！', 'star': 5}
{'descr': '酒店靠近市中心 还是蛮方便的 只是周围吃饭的地方不多 嘿嘿', 'star': 5}
{'descr': '还行', 'star': 3}
{'descr': '还可以 这次我住的是2楼的日式房 虽然房间设备比其他楼层老 但是设计的很好 很舒服  \n 我最喜欢六楼 六零一房间  房间很大  有大大的窗户  阳光照进来很舒服 很不错 ', 'star': 5}
{'descr': '五楼的房间非常棒 下次还住那............', 'star': 5}
{'descr': '环境不错，价格也合适，有机会还是会去住的。', 'star': 5}
{'descr': '床有点硬。', 'star': 3}
{'descr': '房子还行。价钱实惠。是个不错的选择', 'star': 3}
{'descr': '卫生不好，房间隔音差，影响休息，半夜有客人醉酒、闹事无人管，悲哀！', 'star': 1}
{'descr': '酒店不错，舒适，给个好评', 'star': 3}
{'descr': '设施很全  很不错的。也能借东西在，服务员态度差点', 'star': 5}
{'descr': '方便。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '晚上很冷   不干净  服务员还厉害··········································', 'star': 1}
{'descr': '个人感觉不错，地理位置比较适合我！总体说在太原，这算首选了！', 'star': 5}
{'descr': '房间较大，睡眠较舒适，房间环境相对较好。但是网速太慢，希望改进', 'star': 5}
{'descr': '＋房间显得有些旧', 'star': 3}
{'descr': '挺棒的酒店 太原环境算很好的了  下回还选这里·····', 'star': 5}
{'descr': '很方便。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '很干净，就是第一次那个床硬了点。经过服务员的调整，第二次还好点。很宽敞。', 'star': 5}
{'descr': '还行！就是床有点不舒服~有点冷~~~~~~~~~~~~~~~~~~~·', 'star': 5}
{'descr': '感觉不错 各方面都挺不错的', 'star': 3}
{'descr': '非常不错的酒店，价格合适，服务好，网络电视也非常好看', 'star': 5}
{'descr': '服务有点不到位，，用餐比较麻烦，都是送餐，早餐就更别说了。', 'star': 1}
{'descr': '环境不错', 'star': 3}
{'descr': '入住', 'star': 3}
{'descr': '还可以，没有经济间，给我换了个标准间~~~~~~~~~~~', 'star': 5}
{'descr': '地段很好，很方便，环境可以，服务一般。就是不知道发票真假。', 'star': 5}
{'descr': '这次还是没有经济房，但是主动给换了标准间，态度不错。只是调换房间时服务台里有个人叽歪说给好房间还不加价，有点便宜顾客的意思。', 'star': 3}
{'descr': '很一般，太原的宾馆价格较贵，条件也就这样了。', 'star': 1}
{'descr': '还可以，虽然小了点，价格挺合理。下次有可能还去住', 'star': 5}
{'descr': '店面干净、整洁，服务周到。', 'star': 3}
{'descr': '房间还可以，卫生间有味，前台服务员态度很差', 'star': 3}
{'descr': '还可以，就是卫生间水下的慢~~等热水时间也蛮长的', 'star': 5}
{'descr': '\u3000很不错\u3000值的推荐\u3000大家都去\u3000超级好', 'star': 3}
{'descr': '恨值得推荐!房间干净!价钱合理!性价比高!', 'star': 5}
{'descr': '希望管理者能尽快看到我的留言。监督好财务。用假发票消费者是有权举报的。', 'star': 1}
{'descr': '有特色，以前都经常住，但是最后这次办公，第一次拿发票回来就被财务说是假票', 'star': 1}
{'descr': '虽然一直住，但发票却有假，希望能改进，否则以后没办法再入住了。', 'star': 1}
{'descr': '很好，一直住着，就是拿回来的票据财务说是假票，因为一在网站查询就说超出查询次数。', 'star': 5}
{'descr': '非常不错。下次还来这里。环境挺好的。适合居住', 'star': 5}
{'descr': '交通便利，购物方便，闹市区小吃很多，银行也很多，而价格很实惠，性价比极高，值得推荐！', 'star': 5}
{'descr': '住的是大床房，卫生实在不怎么样，还有空调一打开就有响声，运转时墙面和空调一起在震动，洗手间和房间的间隔玻璃一碰就晃得厉害，一看就害怕它随时会倒的感觉，因为没有窗户的关系，房间的味道也很难闻。不过旁边的双人间没人住，偷看了一下，貌似比我们的大床房感觉要好', 'star': 1}
{'descr': '环境幽雅，交通便利，干净卫生，性价比很高，值得推荐', 'star': 5}
{'descr': '地段很好，不过确实是隔音效果不好，隔壁说话都能听见', 'star': 5}
{'descr': '这家店奇差,建议大家尽量不要预定。楼梯厅弥漫着浓厚的腐败的味道。一楼的公共洗手间更是悲剧。Ruth', 'star': 3}
{'descr': ' 还不错～就是空调出了点问题～不过服务态度还挺好的～', 'star': 3}
{'descr': '挺好的', 'star': 5}
{'descr': '酒店卫生很好,房间也较宽敞性价比还行', 'star': 5}
{'descr': '该酒店位置较好，距汽车站距离较近，出行较为方便，但房间隔音效果较差，总的来说，尚值得推荐。', 'star': 5}
{'descr': '经济实惠，这格价位就非常好了', 'star': 5}
{'descr': '性价比很突出的一家酒店，地理位置优越，设施齐全，环境幽雅', 'star': 5}
{'descr': '隔音很差。隔壁说话声就像在自己房间一样。', 'star': 3}
{'descr': '位置好、设施简单整洁。就是房间隔音差，隔壁手机震动都能感觉到，隔壁说话声就像在自己房间一样。', 'star': 5}
{'descr': '离车站很近 方便 。。。。。。。。。。。', 'star': 5}
{'descr': '整体来说还不错，性价比还算是比较高，如果早餐质量提高一些就好了', 'star': 3}
{'descr': '整体来说还是非常不错的。以后来还会选择住这里。就是饭菜稍稍菜一些，周边又没有啥可吃的。', 'star': 5}
{'descr': '还不错啊，就是隔音不好，不是实墙，价格再便宜点就好了', 'star': 3}
{'descr': '距离火车站不远，还可以，床够大，一个人住够用了', 'star': 5}
{'descr': '位置稍偏啦！不过价格挺优惠，整体来说值得推荐。', 'star': 5}
{'descr': '交通方便，服务不错，早餐种类丰富，住着确实性价比很高，下次还来！', 'star': 3}
{'descr': '支持 很干净! 大家可以去的! 强烈建议可以推荐!', 'star': 5}
{'descr': '总体还成 就是床硬了点总体还成 就是床硬了点~', 'star': 5}
{'descr': '1， 房间依旧老样子\r\n2， 早餐加咖啡了  还凑合  ', 'star': 1}
{'descr': '性价比超好的一家酒店，设施好，房间给人一种家的感觉，亮堂', 'star': 5}
{'descr': '能说得过去的一个招待所。前台服务员的态度非常生硬不礼貌，能不住这家一定不要住。', 'star': 1}
{'descr': '环境还可以，床单什么的换的不勤，还有上个人的头发', 'star': 5}
{'descr': '就这个价位来说算不错了，就是床睡着不舒服，比较硬而且床垫不平。其他的还算不错了。', 'star': 5}
{'descr': ' 价格便宜的    火车站也近  房间有家的感觉的    值得推荐', 'star': 5}
{'descr': '隔音效果很差，居然房间之间是木板不是墙。其他还可以，贵了点。', 'star': 1}
{'descr': '5月这次住的是二楼的特价房，是日式房，和之前住过的风格都不同，酒店整体来说装修风格很别致。车库管理更是很贴心，随叫随到。', 'star': 3}
{'descr': '装修很漂亮，房间都不尽相同，性价比很高，每次去太原都在这边住。两年前的时候刚装修好非常漂亮，这次入住觉得设备开始有老化迹象，阳台推拉门推着挺费劲', 'star': 3}
{'descr': '装修很有风格，价格合理，有车库。去哪里都很方便。', 'star': 5}
{'descr': '装修挺别致的，很温磬的感觉。\n要是没有蟑螂就更好了。', 'star': 5}
{'descr': '我觉得这个宾馆从性价比来看已经挺不错了，其实房间内部感觉一般，因为我住的是日式房型。不过这个价钱，住住也可以的', 'star': 5}
{'descr': '性价比不错 房间也还不错 地理位置非常好 就在市中心 ', 'star': 3}
{'descr': '这个价格的酒店 算是好的了  很值得入住', 'star': 5}
{'descr': '宾馆地理位置方便，距离火车站和市中心都挺近。房间价格适中。但是房间卫生间是玻璃隔成，房间整体显得潮湿。另外房间隔音极差，隔壁房间电视和咳嗽声都清晰可闻。', 'star': 5}
{'descr': '因为是淮安看女朋友的，也没去过淮安，不知道那边的消费水准，但是这样的宾馆相对于我们黄山市这样的旅游城市来说，90（经济间），108（标准间）来说是正常的，或者说稍微贵一点点。这个价格先不说；服务一般般，不是很热情；设施，卫生还是比较可以的！！！', 'star': 5}
{'descr': '洗澡的时候热水不太热，并且房间隔音很差，隔壁说话的声音听得很清楚。其它什么的还行吧。', 'star': 5}
{'descr': '位置不错，从武宿机场搭乘机场大巴，在五一广场下然后打的过去不用跳表。环境不错，性价比高，值得推荐。', 'star': 5}
{'descr': '性价比非常不错的一家酒店，地理位置优越，路况很好，市内装饰非常不错', 'star': 5}
{'descr': '特价房和特价大床房同样的价格，但特价房显然不够好。以后只定大床房！', 'star': 3}
{'descr': '挺好，位置靠近火车站，房间布局、家电设施都不错，而且比较便宜。以后回太原就住这里了！', 'star': 5}
{'descr': '唯一的不足，是酒店的隔音不好，隔壁的呼噜都能清楚听见。其他的还好！服务态度不错的。', 'star': 5}
{'descr': '总体感觉还是不错的，就是灯光比较暗，如果小强能少一些的话就完美了', 'star': 5}
{'descr': '设施设施比太原其他几家分店都好，交通也很方便，唯一不足早饭被砍掉了', 'star': 3}
{'descr': '1:洗澡间是玻璃隔着的，看着不舒服\r\n2：洗澡不是热水器，要开很长时间等太阳能的水\r\n3：房间有点滑，建议在洗澡间门口放一块吸水的地毯', 'star': 3}
{'descr': '房间还行，就是洗澡不是热水器，洗澡的话，要把水龙头开很长时间，等5楼上的太阳能下来的热水.', 'star': 5}
{'descr': '服务态度很好，酒店有点闹中取静的感觉，没有早餐有点美中不足。', 'star': 3}
{'descr': '+酒店洗澡热水好，就是床垫不平，搁的难受', 'star': 5}
{'descr': '以前住过这家酒店， 但这次感觉各方面都差很多\r\n1， 房间卫生不好， 床铺不干净， 打扫的也不好\r\n2， 服务态度照比以前退步很多\r\n3， 早餐有所进步， 值得表扬。\r\n', 'star': 1}
{'descr': '不错，就是没有早餐了，要花20元买。。。。。。', 'star': 5}
{'descr': '所处地段不错，服务态度很好，周边吃的选择比较多，交通方便。', 'star': 5}
{'descr': '不错,要加上早餐就好了!还有就是屋内可能墙面漏雨吧,好多地方都发霉了.', 'star': 5}
{'descr': '地理位置不错。环境还行。。。。。。。。。。。价格低。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': 'mcmsnkfdkfjksdjdgfdffrgearer', 'star': 5}
{'descr': '住了很多次了，问题还是一样，房间很潮，墙皮掉了很多，希望可以引起酒店的注意，不过性价比还是很高的', 'star': 3}
{'descr': '老顾客了，很喜欢，性价比高，可惜挨着路边，比较吵，可能价钱高的房间会好些吧', 'star': 5}
{'descr': '小酒店，比较隐蔽，服务一般。大堂太小，饭菜一般。有宽带，还可以。', 'star': 3}
{'descr': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好', 'star': 5}
{'descr': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好', 'star': 3}
{'descr': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好', 'star': 3}
{'descr': '住这次没下次的地方，一个壮硕的女服务员很厉害滴 哈哈', 'star': 3}
{'descr': '维克南内环店还不错，就是有点潮湿，墙皮掉了一片，墙壁是木板的，隔音不好', 'star': 3}
{'descr': '。。。。。。。。。。。。。。。。。。。。。。。', 'star': 3}
{'descr': '基本没有服务意识，态度不积极，脑子发木的服务员，让人难以接受，，，，，真不痛快', 'star': 3}
{'descr': '不错的经济快捷酒店 性价比不错 落地窗  还有榻榻米 很有情调', 'star': 3}
{'descr': '不错的经济快捷酒店 性价比不错 落地窗  还有榻榻米 很有情调', 'star': 5}
{'descr': '面积可以26平米，服务员就不说了，大家早都看到下面的评论，果然不是一般的服务', 'star': 1}
{'descr': '一般般，交通很方便，但是卫生不是很好，服务一般般', 'star': 3}
{'descr': ' 入住维克 1晚。405房闻', 'star': 5}
{'descr': '维克还不错，有点潮，隔音不太好，总体还是可以的', 'star': 5}
{'descr': '房子有点旧，有点潮，不过对于这个价不错了', 'star': 5}
{'descr': '不错，不错，如果房间设施好一些就好了，早餐再丰盛一些会更好', 'star': 3}
{'descr': '房间还不错，就是需要重新装修一下了，总体还不粗，推荐\r\n', 'star': 5}
{'descr': '卫生一般，服务一般，但是位置还行，交通比较方便', 'star': 5}
{'descr': '比较普通的一家快捷酒店．卫生还可以．交通方便．', 'star': 5}
{'descr': '不错得地方          价格合理        环境优雅', 'star': 3}
{'descr': '前台的服务员态度很好，而且整个维客酒店的服务很到位，我当时将邮包寄给了维客（服装城店），后来改住南内环店。服装城店的经理不仅帮助搬行李，还帮助打车（要知道在服装城是很难打到车的）。总之，这次很令我满意~！', 'star': 5}
{'descr': '感觉不错，房间和卫生间挺宽敞，可以订餐送到房间，交通方便。物有所值。', 'star': 5}
{'descr': ' 这个酒店居然没有凉水！', 'star': 5}
{'descr': '11111111111111111111111111111111111111111111111111', 'star': 5}
{'descr': '硬件还行，软件设施一般般，服务态度不太好', 'star': 3}
{'descr': '硬件设施还可以，但是前台服务太差，那两前台接待顾客的时候冷冰冰的，还不耐烦，感觉客人欠他们几千万似的，还有，每次我结账要刷卡付房费的时候，他们都说预备金不够，好几次了，气死我了，还狡辩说我开房的时候肯定提醒过我的，明明没有，这样的服务态度，真让人生气', 'star': 1}
{'descr': '酒店位于建南路，离火车站很近，交通比较方便，房间设计具有特色，住着舒适，环境卫生都不错，性价比个人觉得挺高的。值得入住。', 'star': 5}
{'descr': '服务很不错，酒店设施也不错，总体来说还挺好的', 'star': 3}
{'descr': '价格还可以 房间也较舒适 还有停车位 我订的单间没有早餐 而且每窗户 所以不通分 很潮 ', 'star': 5}
{'descr': '还可以，日式床像榻榻米。要是喜欢这个风格来这里很好。', 'star': 3}
{'descr': '好地方，值得常来。服务态度非常好，设施也很有特色！', 'star': 5}
{'descr': '很不错的地方.室内很干净.很喜欢大床间的浴室和大床', 'star': 5}
{'descr': '服务员态度不错，不过周边条件不怎么样，离哪都远，这也是性价比高的原因吧，值得入住。', 'star': 5}
{'descr': '不错的地方，挺好的。', 'star': 5}
{'descr': '房间隔声效果太差！', 'star': 5}
{'descr': '房间够大,不错,挺好,位置也方便,早餐十元非常丰富', 'star': 3}
{'descr': '房间面积大,设计合理,有个阳台可以喝茶,开着窗户就是南内环,位置也不错,挺好!', 'star': 5}
{'descr': '硬件设施挺好，就是有虫子什么的，还挺多的，住一楼，有蚂蚁的\r\n厕所有点脏', 'star': 5}
{'descr': '蛮不错的酒店，服务挺到位，设施一般，性价比较高', 'star': 5}
{'descr': '房间损坏处较多，潮气很严重，有些发霉的味道。唯一印象深刻的就是房间布局，挺有新意。但因价格较低，将就了。', 'star': 1}
{'descr': '很不错，非常值得一去，卫生服务设施位置等各方面都很好', 'star': 5}
{'descr': '价格便宜，被套上有污渍，不知道打扫房间时有没有更换，前台服务态度不错，总体上该宾馆还是不错的。', 'star': 5}
{'descr': '位置有点偏，和电子地图的标注差的挺远，原以为离建南汽车站比较近就预定的，结果距离很远。', 'star': 5}
{'descr': '互联网电视是个亮点，但是隔音效果比较差，房间布局不怎么合理，我住的是单人间。', 'star': 5}
{'descr': '服务太度不佳    卫生勉强', 'star': 5}
{'descr': '很好！很好！很好！很好！很好！很好！很好！很好！很好！很好！很好！很好！很好！很好！', 'star': 3}
{'descr': '物有所值，适合居住，实惠，隔音差，里面设施还可以，周边也安静', 'star': 3}
{'descr': '特价房间还不错，性价比挺高的，以后去淮安出门必选这家宾馆。服务态度也很好。', 'star': 5}
{'descr': '环境和卫生都不错，我到店时所订规格的已满房，填了升级卡，住高规格房，赚了，呵呵！缺点嘛就是房间烟味还没散净，房间灯开关混乱，不知道控制哪路灯光，还有好几盏灯是坏的，因为住得时间短，未向酒店投诉。', 'star': 3}
{'descr': '住了三次了，感觉很好，各方面都很经济，房间比较卫生干净', 'star': 5}
{'descr': '+价格与如家并州店一样但房间面积大一倍，安静，性价比高。', 'star': 5}
{'descr': '性价比不错，没有窗户，不错这价钱可以了！！！', 'star': 3}
{'descr': '卫生很不错哦，比想像中的要好很多，比如火车站附近的如家好贵哦，打完折还要218呢，这里各方面都很不错，希望大家都可以去住住。', 'star': 5}
{'descr': '房间比较大，设施还可以，不过电视只有几个台，据说有几个楼层都这样。热水温度根本无法调节，因太晚了，没让服务员来查看，凑合了。发现枕头有污物向服务员反映，服务态度还行，来看了看说向上汇报一下，但当时无法更换，这对只住一天的客人是不负责任的。', 'star': 1}
{'descr': '环境不错，细节有待改善，比如房间灯开关混乱，有多个灯泡不亮等等。', 'star': 5}
{'descr': '别的都好，唯一一点就是服务态度的问题。和说上半天话都听不清楚说的是什么。不知道服务员在想什么了！！！！', 'star': 5}
{'descr': '还不错 价格便宜 房间设施不错 电视可以看很多东西 有计算机的功能了 唯一不好的就是房间的确小了点', 'star': 5}
{'descr': '挺好的，环境不错，室内布局很舒服，希望继续努力！', 'star': 3}
{'descr': '挺好的，环境很好，很舒服！', 'star': 5}
{'descr': '总感觉还可以，只是床不太舒服。', 'star': 5}
{'descr': '总的来说还不错，最主要是性价比高，可以服务质量较为一般，对于顾客的要求响应速度较慢', 'star': 5}
{'descr': '+环境还不错 就是窗帘没有遮光布 天亮了感觉很亮 中午洗澡没有热水', 'star': 5}
{'descr': '环境可以就是有点潮气，应该多通风。', 'star': 5}
{'descr': '酒店的设施有点旧服务还好.交通还可以周围的吃饭的地方有一两家.', 'star': 1}
{'descr': '不错', 'star': 5}
{'descr': '，环境不错，服务还行', 'star': 5}
{'descr': '还不错吧！比其他家好！因为在山西这性价比还可以，如果在南方，这酒店业会倒闭的！', 'star': 5}
{'descr': '郁闷。冷热水写错。哎。 冷水与热沙沙标着是错的。。我洗澡就搞晕了。', 'star': 5}
{'descr': '特价房有点潮，其他的可以。八楼还是不错的', 'star': 5}
{'descr': '还不错，布局超越了许多快捷酒店，落地窗很赞。', 'star': 5}
{'descr': '酒店还不错，性价比高', 'star': 5}
{'descr': '房间很大，装修得风格还不错。干净和如家差不多，比如家大；住起来比金广舒服。', 'star': 5}
{'descr': '服务很好，由于去时没有预定的特价房了前台主动给升级到了原价房。房间依旧不错，设施很好，值得推荐\r\n', 'star': 5}
{'descr': ' 酒店服务态度较好  房间干净 早餐应提高 房价再优惠点就好了', 'star': 5}
{'descr': '不错，挺好的。玻璃窗户透明全景，唯一一点毛巾不是一次性的。', 'star': 5}
