{'短评内容': '非常好，直接被取消', '短评打分': 5}
{'短评内容': '位子很好，紧挨着厦门大学和南普陀寺。房间也很不错的。一如既往，如家的风格。但是因为到的早，没有安排带窗户的房间，有点小小的遗憾。早餐虽然品种太少，但是吃饱肚子，也可以了。', '短评打分': 5}
{'短评内容': '如家的卫生和服务都挺好的，就不多说了。这家酒店离厦大和南普陀不远，挺方便。附近有一些小店，里面各具特色，外面养绿植，蛮漂亮的，晚上没事可以去逛逛，离亚尖大排档也不远，有一条小路可以下去。唯一的缺点是酒店坐落在一个小坡上，去酒店提行李上坡有点累。', '短评打分': 5}
{'短评内容': '房间还是挺宽敞的，整洁干净，交通也方便，总体满意。', '短评打分': 3}
{'短评内容': '十酒店还算干净，但住进后一股烟味窗户订死通风效果不好！价格只打了9.5折，优惠好小', '短评打分': 3}
{'短评内容': '可以延时到1点退房，离厦大挺近。在厦门那几天，这里的早餐是儿子吃的最满意的一顿。附近有一个亚杰大排档，也是我们在厦门最满意的吃饭点，跟老公约定，下次来厦门一定还要去那家吃。', '短评打分': 5}
{'短评内容': '地理位置好比较好，周围很多景点，就是上坡比较麻烦，很累\n环境和设施都比较好，服务态度也很好，价钱也比较便宜', '短评打分': 5}
{'短评内容': '是我住过的房间最大的如家，就是上去的坡有点累，交通也蛮方便的，去厦大和南普陀寺都不用叫车，走走就到了', '短评打分': 5}
{'短评内容': '环境不错，就是隔音差了点，', '短评打分': 3}
{'短评内容': '环境很好，非常不错！好评！', '短评打分': 3}
{'短评内容': '地理位置优越，离厦大、南普陀寺很近；由于是新酒店，房间设施都很干净；虽然要上个坡儿，还算方便；综合来说不错。', '短评打分': 5}
{'短评内容': '非常不错，周边非常方便，出行和吃饭等都非常不错\n酒店入门管理有待加强，有骚扰\n入住的那间，排水装修有点问题，最低点不是排漏的地方，导致卫生间总是有水，非常不爽\n', '短评打分': 5}
{'短评内容': '环境不错~离厦大和中山路都挺近的~路口就有公车站了~非常方便~房间很干净~不过就是小了点~但对于出门旅游的朋友来说是足够了的~配套挺齐全了~', '短评打分': 5}
{'短评内容': '位置不错，新装修，推荐这家…', '短评打分': 3}
{'短评内容': '地理位置真的比较好,出行很方便.不过是有一个陡坡有点难走,还有房间的色彩超土,里边的设施也很简单,不过性价比算是可以的了,毕竟这价钱便宜嘛!', '短评打分': 5}
{'短评内容': '房间还不错蛮干净的', '短评打分': 3}
{'短评内容': '位置还不错，就是客户服务人员在客人入住期间，室内的整理不够上心，床都不能铺好，希望能改进。', '短评打分': 5}
{'短评内容': '确实有个很陡的坡，幸亏是带的拉杆箱。酒店位置很好，离厦门大学、南普陀只有一站路，走路就可以到，去轮渡和中山路也很方便，出门就有公交（博物馆站）可以直达，回来坐到理工大站，往回走一点即可。房间也还蛮干净的，就是隔音效果不太好，早上能听到走廊里面小孩的吵闹声。', '短评打分': 5}
{'短评内容': '地方方便，酒店很大，很干净，位置方便，房间不错，去厦大很近。', '短评打分': 5}
{'短评内容': '还可以。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '房间就不说了，经济型的，就是那样。至少符合了自己的要求。位置好，离夏大/海边/南普陀/中山路都挺近。公交车站就在路边。方便。', '短评打分': 5}
{'短评内容': '距离厦大和中山路都比较近，交通非常方便，有很多路公交，打车也很好打。就是住这个酒店需要爬个有点长有点陡的坡，其他都非常好！服务也还可以', '短评打分': 5}
{'短评内容': '这间是新开的，卫生很好，交通方便，服务员态度好，真有如家的感觉。如再来，会继续入住这里的。', '短评打分': 5}
{'短评内容': '新店，房间干净整洁，到酒店有个大坡，有点不方便。离厦大一站路，走过去很方便，旁边还有南华路咖啡一条街，还有一些有意思的小店。交通非常方便，从轮渡坐2路到理工大学站下，有点奇怪，反方向站牌就叫博物馆站了。遗憾的是有一天一大早没冷水，一天晚上回去没热水，不过很快就来了。电吹风需要到前台拿。总体不错。', '短评打分': 5}
{'短评内容': '条件和服务都很不错，地点也挺好，就是在坡上，有点高，地方很好找，在如家中算是很不错的', '短评打分': 5}
{'短评内容': '为看厦大去住了5天，是2223房间。酒店非常好，房间、床上用品、卫生间都很干净，光脚在地上走也没灰。被子是果绿色的，有三叶草的小花纹，超喜欢。卫生间放的洗头液很好用，不是一般酒店的那种洗出来后头发都梳不开的。走道里有地毯，晚上睡觉很安静。重要的是交通方便，酒店旁不远就是华侨博物馆、夏门大学、南菩陀寺、公交车站。公交车2路、29路到轮渡码头去鼓浪屿、胡里山炮台、会展中心、中山路、环岛路、海滩都很近。', '短评打分': 5}
{'短评内容': '最值得称道的是交通便捷，火车站直达，机场转一次公交车，轮流也可直达。房间还算比较干净，只是比较小', '短评打分': 5}
{'短评内容': '酒店房间、厕所、空调保持了如家一贯的标准，性价比不错。离厦大和南普陀一站路。如家的短信确认上写了“如家思明南路厦大店”思明南路497号，建议再加一句“华侨博物院旁”，否则，对初到厦门的人来说，还是可能与“如家思明南路店”搞混淆，两个如家都在思明南路上，相差两站路。厦门公交站设置有些问题，同一条马路两边同样的站名的站相距很远，有的甚至距离大半站路。如厦大店这一站，从厦大往中山路方向在“博物馆”站乘车', '短评打分': 5}
{'短评内容': '房间挺干净的，自助游也很方便，走5分钟就是南普陀寺和厦门大学了，只是前台不给力，我只是要冰个冰袋也说了很久，最后还是一个看似领班的给解决了，其他几个实在是水平一般般', '短评打分': 5}
{'短评内容': '地理位置不错，从轮到坐531就能到，出去玩又很方便，住的六楼采光很好，早餐去的晚了，没什么吃的了，要是能及时补充就好了', '短评打分': 5}
{'短评内容': '地理位置还不错，去厦大普陀寺玩都很方便，就是去机场较远，打车50左右。我们住的是三层这间，有点小，关键是空调吵了一晚上都没睡着，实在是满不爽的。', '短评打分': 5}
{'短评内容': '这次出行通过网站订的酒店,非常方便。参考网友的评价之后选了这家,非常不错哦,地方不难找,酒店很新,还有帮订车票机票的服务,周到！交通便利,离厦大很近,步行10几分钟就到了,从酒店出来就有公车站,去中山路或者码头都很方便。一回来我就急着评价了,这家真的不错哦。', '短评打分': 5}
{'短评内容': '出行非常方便，离厦大和南普陀很近，服务态度也不错，基本还是很满意的~可能因为是新店出租车司机基本不知道这家店，所以还要给司机指路....还有就是到旅店要爬坡...实在是有点痛苦...特别是一天玩下来...回来再爬坡很累啊...', '短评打分': 5}
{'短评内容': '離廈大很近，房間也很乾淨，就是房間沒有掛衣服的鉤子，其它都挺好的。', '短评打分': 5}
{'短评内容': '价格合适，服务不错。距离厦大和南普陀寺很近，步行过去几分钟就到了。', '短评打分': 5}
{'短评内容': '离厦门大学很近，干净，还算新，感觉不错！值得推荐！', '短评打分': 5}
{'短评内容': '交通便利，条件不错，房间大小还可以，离厦大和中山路都很近。', '短评打分': 5}
{'短评内容': '环境尚可，地理位置优越，靠近市区中心，厦门大学，鼓浪屿码头，价格相对较贵，性价比不高', '短评打分': 5}
{'短评内容': '厦大旁边，夜晚很静，睡得很香，也有停车的地方，非常好', '短评打分': 5}
{'短评内容': '以快捷酒店的标准来看是合格的，如果想去厦大和南普陀寺，这个店的地理位置很方便，去轮渡码头坐的士也就一个起步价。只是附近还有几个如家，的士司机有时搞不清。你只有告诉的士司机去希尔福酒店旁的如家才能正常到达，而不是很悲催地在附近打转。', '短评打分': 5}
{'短评内容': '地里位置好，交通方便，酒店规模很大是我见过最大的如家', '短评打分': 5}
{'短评内容': '＋有两栋楼，去总台得爬坡，不过位置很好，交通方便', '短评打分': 3}
{'短评内容': '房间有点小，卫生还可以，总体还不错。', '短评打分': 3}
{'短评内容': '很不错,干净,服务也不错,性价比很高的酒店~~', '短评打分': 3}
{'短评内容': '离厦门大学和南普陀寺很近,步行在十分钟之内,方便,酒店蛮干净的,很新', '短评打分': 5}
{'短评内容': '酒店很好！尤其是服务态度一流！', '短评打分': 3}
{'短评内容': '这家如家是新开的，近厦门大学，里面的设备都听新的。很大的一间如家', '短评打分': 5}
{'短评内容': '挺干净的,卫生间很大,颜色也喜欢,傍晚回来走那个大坡有点累', '短评打分': 3}
{'短评内容': '不错，满干净的', '短评打分': 3}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '不错，感觉刚装修的。。。很不错，很新，很舒适，也很安静', '短评打分': 5}
{'短评内容': '离厦大和南普陀都很近，走着去就能到，只是门口到前台客房还要爬坡，步过性价比算高了', '短评打分': 3}
{'短评内容': '离厦大很近，环境也不错，就是现在还在扩建，入住条件还是很好的', '短评打分': 5}
{'短评内容': '很新的如家，一如既往的干净。只是大堂建在个陡坡上，走上走下很累。。', '短评打分': 5}
{'短评内容': '还好。还算干净。位置也不错。交通很方便。只不过我去的时候在修路。公交车只有单向经过，不过上一站离酒店也并不远。算满意。', '短评打分': 5}
{'短评内容': '很好多', '短评打分': 3}
{'短评内容': '总体感觉挺干净的，不过房间设施不够齐全。', '短评打分': 5}
{'短评内容': '酒店地段很不错，下面就是公交车站，到哪儿都方便，而且房间环境很好，很不错，所以连锁酒店就这些地方做得到位', '短评打分': 5}
{'短评内容': '很不错的酒店，很干净，房间也很大。离厦门大学、南普陀很近；就是最近思明南路在修路，导致门口那里一直堵着。', '短评打分': 5}
{'短评内容': '强烈推荐该酒店:\n1、地理位置优越(到厦大和南普陀走路5分钟)到中山路坐车2个站非常方便;\n2、酒店设施很新而且非常干净；\n3、性价比高；\n', '短评打分': 5}
{'短评内容': '离厦门大学很近，门口有很多的公交车，非常的方便，酒店是新开的，环境非常的不错！', '短评打分': 5}
{'短评内容': '很不错的酒店，很干净，房间也很大。离厦门大学很近，走路8分钟左右；离中山路也只有两站路，并且坐公汽很方便，出门坐车直接到中山路下只要1元钱。这两天正好有一个两岸的庙会，好多小吃啊，没见过买小吃还有排这长队的。', '短评打分': 5}
{'短评内容': '如家厦大店，房间很新，交通方便，临近厦大和普陀寺，价格便宜。值得。如果酒店能拦截一些色情的广告纸就更好了。', '短评打分': 3}
{'短评内容': '如家厦大店内部环境尚可,全部新装备,热水充足.已住一夜发现电蚊香片是假的,一晚上腿上被叮出十多个苞.性价比不算高!', '短评打分': 3}
{'短评内容': '新开的如家，卫生的确一如既往的干净，就是那个坡实在是太陡了，玩了一天根本爬不动，希望在下面有什么车可以接送。', '短评打分': 5}
{'短评内容': '卫生很好。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '位置距厦门大学、南普陀都很近，步行十分钟就到景点。店是新装修的，服务也不错。', '短评打分': 5}
{'短评内容': '看起来是新装修的,房子很大,住的很舒服,不错!', '短评打分': 3}
{'短评内容': '环境不错，服务态度很好，房间整洁，离哪里都比较近', '短评打分': 3}
{'短评内容': '地理位置很好，去哪都方便。离南普陀、厦大、胡里山炮台都很近。', '短评打分': 5}
{'短评内容': '位置不错，离厦大和成功大道隧道口都很近，服务员态度很好，缺点是卫生间隔音一般', '短评打分': 3}
{'短评内容': '新酒店,还没完全装修好,有两栋楼,只有一个接待前台,办手续借东西都要去另一栋楼.门口有个大坡,开车可以,可是自己走路拖行李的人会很不方便', '短评打分': 1}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '很好~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 满意', '短评打分': 5}
{'短评内容': '店是新开的，很干净，和其他的如家一样，就是厦门那几天下雨，于是被子有点潮湿，开了空调就好了', '短评打分': 5}
{'短评内容': '房间还是很不错的，离厦大和南普陀都很近。就是服务怎样……', '短评打分': 5}
{'短评内容': '不管房间还是服务什么的都很不错，下次还去', '短评打分': 3}
{'短评内容': '不错，住的很舒服的，', '短评打分': 3}
{'短评内容': '不错，舒适廉价，地点很好，就是最近在装修.', '短评打分': 5}
{'短评内容': '第一次去的时候还搞错了，因为镇海路上有两家如家，应该是在理工大学或者博物馆那站地下车。宾馆有两栋楼，住的是山上那栋，感觉上下坡比较累。宾馆里面是如家标准的房间，好像是新装修的，早上9点多就开始有电钻的声音，这点不太好。网络很慢，想查吃饭、游玩的地方需要很大的耐心。这家宾馆比较好的是地理位置，门口就是公交站，可以去轮渡、厦门大学、厦门大学白城（海滩）、胡里山、南普陀，中山路，挺方便的。', '短评打分': 5}
{'短评内容': 'The Best Home Inn ever!!!', '短评打分': 5}
{'短评内容': '酒店位置好，离厦大和南普陀都近，房间简洁，舒适，卫生！', '短评打分': 5}
{'短评内容': '住的是B栋，要走一个大斜坡··累了一天实在不想动。服务确实很经济吧···', '短评打分': 1}
{'短评内容': '很好', '短评打分': 3}
