{'短评内容': '交通方便，值这个价', '短评打分': 4}
{'短评内容': '酒店的地理位置很好，出行方便，离地铁公交站都很近，到中国美术馆3，5分钟就可到。离故宫博物馆、北海公园也很近。酒店外面就是隆福寺老北京小吃店，可以吃到很正的北京早餐和小吃。酒店服务态度还好，寄包服务很好，唯一缺点是公用女卫生间没有窗户也没有换气扇。', '短评打分': 5}
{'短评内容': '交通比较方便，酒店设施虽然比较陈旧，但是比较安静，工作人员态度也比较好', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '宾馆的蚊子超多，个个像直升飞机似的，点了蚊烟也不管用，卫生条件较差，床单8天都不主动给换，公用卫生间的马桶水压不够，总也冲不干净，地段还是不错，总体来说一般一般吧', '短评打分': 5}
{'短评内容': '地理位置很好，设施略嫌简单，早餐还算丰富，服务不错。下次还会选择这里。', '短评打分': 5}
{'短评内容': 'very very very very good', '短评打分': 5}
{'短评内容': ' 还可以～', '短评打分': 3}
{'短评内容': '酒店服务尚可，希望以后能够改进内部设施。', '短评打分': 5}
{'短评内容': '通过6天的入住，感觉这家酒店的优点有：1、交通便利，离地铁站、公交车站都很近，基本上步行6、7分钟就到了。2、生活方便。早上有早市，水果很新鲜，附近的小吃店很多，旁边的生活区还有修拉链、修鞋的，我的旅行包拉链就是在那修的，3、服务尚可，早上的早餐不错，前台的服务人员也很热情，有什么问题一般都能及时解决。缺点有：酒店设备老旧，特别是卫生间，下水不通畅，有时有异味.总体来说，还算满意。', '短评打分': 5}
{'短评内容': '离市中心很进，方便。以后在来北京，还住这里。。。。。。', '短评打分': 5}
{'短评内容': '再加一条。早餐是免费的，但是味道真得不咋样。10块钱在门口的小吃店也可以吃得很好。还有门口有家“西单烤翅XX粥”的真得不要去，味道差，价格也不厚道。失望。\n东四北大街靠近东四十条有个叫什么"锅“的，羊蝎子火锅很不错。可以去尝尝。68块，3斤羊蝎子。两个人吃不完。3个人差不多。', '短评打分': 1}
{'短评内容': '除了地处市区，其他没有什么大优势。性价比并不高。\n1.交通还算方便。但是都得步行5-10分钟到公交站或地铁站\n2.吃饭还不错。门口有个隆福寺小吃。东四北大街还有一些饭馆。东四十三条那里有关王胖子驴肉火烧....\n3.隆福寺大清早是个早市，可以买买水果\n4.宾馆在大楼的后面，很偏僻，门口还有个公共厕所。招待所的级别吧。\n5.可能真的因为在市区，所以价格比较不合适。这样的宾馆如果稍偏僻的，估计150块', '短评打分': 1}
{'短评内容': '地理位置不错，方便，离地铁站挺近的，价格还算便宜。', '短评打分': 5}
{'短评内容': '非常不错~房间整洁……服务人员态度也非常好', '短评打分': 5}
{'短评内容': '地理位置不错，价格合理，但是不如想像的好，晚上蚊子太多了', '短评打分': 5}
{'短评内容': '交通很方便，不过具体位置有点难找。服务态度特别好，这点非常好！', '短评打分': 5}
{'短评内容': '位置不错,安静', '短评打分': 3}
{'短评内容': '交通便宜，早餐可口，卫生干净，交通便利，就是周边的环境就点差。', '短评打分': 5}
{'短评内容': '还可以，服务态度不错。卫生不错。早餐主食较丰富，缺点是菜品太单调，基本上就是盐水腌白菜，对于从南方来的旅客，太难为了。以至于不敢再吃你们的中餐和晚餐。另外，催促客人到店的技巧有待改进，太恐怖了。', '短评打分': 5}
{'短评内容': '这家酒店总体来说不错，经济实惠，服务很好，交通方便。缺点是：双床间也不让带12岁以上的小孩住，三人间里没有茶几和凳子。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '一家三口原本定了普通两人间，但到酒店后，服务员却说孩子超过了1.4米需要但自己用一张床，除非换成三人间，否则无法入住。（孩子仅八岁）没办法只得改换。可孩子睡觉还是与妈妈一张床，结果白白闲置了一张床。不知国家对酒店入住是否有这一条。父母带偏高的孩子到此酒店需要注意了！！！', '短评打分': 5}
{'短评内容': '这家酒店总体来说不错，经济实惠，服务很好，交通方便。缺点是：双床间也不让带12岁以上的小孩住，三人间里没有茶几和凳子。', '短评打分': 5}
{'短评内容': '\n服务员太度不错卫生也可以。周边交通也方便。', '短评打分': 3}
{'短评内容': '\n交通方便卫生还可以但蚊子多了几个。\n总评还可以\n', '短评打分': 3}
{'短评内容': '服务态度不好，我预定的是标间含早，单独洗浴的，到的时候给我大床，打电话问，他们说标间有大床 有双人床，我的个天啊，我也是做酒店的，他说标间是大床，我晕，也许是我孤陋寡闻吧。', '短评打分': 1}
{'短评内容': '还算干净，服务态度也不错。', '短评打分': 3}
{'短评内容': '交通便利，服务热情，早餐丰富，下次去还准备入住。', '短评打分': 5}
{'短评内容': '环境不错价格合理交通便利', '短评打分': 3}
{'短评内容': '环境不错，干净卫生，服务态度良好，下次还住这', '短评打分': 3}
{'短评内容': '挺卫生，早餐也丰盛，服务也不错，价格能接受…总体都可以，下次来北京还要住哈！', '短评打分': 3}
{'短评内容': '环境很好住起来很舒服，距离天安门啥的算很近了，我倒觉的门口附近的小吃店一般', '短评打分': 3}
{'短评内容': '很好,地点方便又便宜,离地铁站很近，工薪族首选,下次来北京还会选这里。', '短评打分': 5}
{'短评内容': '卫生还不错', '短评打分': 3}
{'短评内容': '酒店有位前台服务人员，工作不称职。自己工作失误，造成了纠纷，却要算在客人的身上。另外还捏造事实真相，逃避责任！而酒店的管理人员完全没有“客户至上”的观念。听之任之那个服务人员的捏造。顾客要找他们上一级领导，竟然遭到他们的拒绝！因为他们知道，我靠不过他们，我时间有限，我还要游玩，但是他们想过吗，你们作为服务人员，在乎客人的心情吗！更有趣的是，此酒店在一个不太明显的地方有个举报投诉箱，上面是有电话，可', '短评打分': 1}
{'短评内容': '比较满意，只是有入住人员限制。', '短评打分': 3}
{'短评内容': '定了一个小标间，虽然内部比较简单，但是感觉170/天的这个价格在市区还挺便宜，早上的自助早餐还可以，到北京旅游的朋友们，如果按经济划算来讲来这家还是可以的。', '短评打分': 5}
{'短评内容': '宾馆其实挺好找的，出门公交很方便，公交站名叫美术馆东或北，离灯市口的5号线地铁站大概两站公交车，离米市和王府井都超级近的，离故宫神武门和北京动物园也近。普通间虽然没有卫生间，但胜在价格便宜，公用浴室和厕所也很干净好用。卫生每天打扫，床单什么的都有换。唯一小遗憾是隔音效果不怎么好，但房间空调效果不错，我晚上不开，睡着其实也不热~~~好评了', '短评打分': 5}
{'短评内容': '位置不错，去地铁、王府井都很近。门口还可以吃到隆福寺地道北京小吃。', '短评打分': 5}
{'短评内容': '价格比较实惠，在北京能在离王府井那么近的地方，只要百来块，很不错。', '短评打分': 5}
{'短评内容': '不错，很安静，就是离地铁站稍有点远，酒店附近吃的比较方便。', '短评打分': 3}
{'短评内容': '特别推荐此酒店，太好了，干净卫生。', '短评打分': 3}
{'短评内容': '宾馆在这个价位上还不错.走出去不远就是王府井', '短评打分': 3}
{'短评内容': '出行很方便，服务员态度很好，早餐也挺丰富的，附近还有个隆福寺早市，买水果很方便，很好。', '短评打分': 5}
{'短评内容': '这个酒店卫生条件不错，服务态度特别好，周围挺繁华，交通也挺便利的。', '短评打分': 3}
{'短评内容': '这家也不错的！挺安静的。很干净。交通方便！服务也不错', '短评打分': 5}
{'短评内容': '入住', '短评打分': 3}
{'短评内容': '条件一般吧，这价格估计也就这样吧', '短评打分': 3}
{'短评内容': '服务员恨热情，服务态度很好。安全，舒适。值得推荐', '短评打分': 5}
{'短评内容': '-总体性价比较高,卫生条件尚可,唯一不足是有蚊子.', '短评打分': 3}
{'短评内容': '交通方便，干净卫生,\n交通方便，干净卫生,\n交通方便，干净卫生,\n交通方便，干净卫生,\n交通方便，干净卫生,\n', '短评打分': 5}
{'短评内容': '还是不错的，离地铁很近，很方便的，酒店服务环境都好，很安全，下次还会入住', '短评打分': 5}
{'短评内容': '和朋友两个人来玩，订的小标间，住得非常舒服，选这里不会后悔的！哈哈', '短评打分': 5}
{'短评内容': '来北京玩，在这里住了六天，订的小标间~住得很舒服，不仅交通方便，服务也是特别热心，很开心~下回再来北京需要订酒店的话肯定还订这儿！强烈推荐！', '短评打分': 5}
{'短评内容': '还可以。', '短评打分': 3}
{'短评内容': '订的130的双人间，在五楼，地理位置还不错，公用卫生间、澡堂，一楼有无线网络，没有网口，整体感觉还可以。', '短评打分': 3}
{'短评内容': '福苑宾馆服务不错', '短评打分': 3}
{'短评内容': '不满意，除了便宜以外，没其它好的。\n1、太难找了，两边大路都没有标识。\n2、房间的床快塌了。\n3、原来订的130的双人房，结果要公用洗手间和浴室，升级到200元的，一楼窗外就是大门，整晚亮灯。\n4、房间没隔音。\n5、没电梯。', '短评打分': 1}
{'短评内容': '环境很好，服务也很好~~~~干净卫生。下次还会光顾~~~~~~', '短评打分': 5}
{'短评内容': '已入住北京东四福苑宾馆、订130元的、说不带洗手间又加了70元才入住。条件很差了，连一次性托鞋都没有！就将就住一宿吧！', '短评打分': 3}
{'短评内容': '房间很干净出去交通便利很好', '短评打分': 3}
{'短评内容': '帮朋友定的。还可以。很安静。位置也还可以的。', '短评打分': 5}
{'短评内容': '交通很方便，离地铁五号线东四站很近，早餐也很丰富，就是卫生间总有股味道，总体来说性价比还不错，下次还会入住。', '短评打分': 5}
{'短评内容': '酒店比较安静，离北海、故宫、王府井、西单都较近，就是相对同等级别价格略显贵了些。', '短评打分': 3}
{'短评内容': '在隆福大厦背后，交通便利，适合在北京旅游居住。', '短评打分': 5}
{'短评内容': '交通便利，价格适中，免费早餐，卫生干净。', '短评打分': 5}
{'短评内容': '交通便利，市中心，坐公交坐地铁都很方便，价格适中。', '短评打分': 5}
{'短评内容': '酒店位置很好，在隆福大厦正后方，出门右转到隆福寺街，走路十多分钟就能到王府井大街。楼前有早市，到九点，卖的东西很多，很方便。酒店住宿环境一般，很干净，但是房间不是很大，设施稍微老一些，但是住起来很幽静，觉得挺舒服。免费早餐很方便，也很好吃卫生。这次住的小标间，没有网络，但是一楼大厅可以上网，在网上买演出票什么的也挺方便。', '短评打分': 5}
{'短评内容': '院落安静，葡萄藤下休息。房间整洁服务周到早餐不错（免费）！', '短评打分': 3}
{'短评内容': '还好。', '短评打分': 3}
{'短评内容': '价格肯定对的起这个房间，不过屋子里只有床，其他啥也没有，而且一点也不干净。', '短评打分': 3}
{'短评内容': '交通真的挺方便，离地铁近，周边吃饭娱乐也不错。', '短评打分': 5}
{'短评内容': '宾馆位置不错，出行非常方便，卫生环境也可以，下次还会入住的。', '短评打分': 5}
{'短评内容': '服务很热情，住的是200的房间，送两张10元的早餐券，早餐还算丰富，有蛋有饭有饺子有面还有些包子小菜什么的。房间还算干净，通风不错，也还算安静，就是面积太小。。', '短评打分': 1}
{'短评内容': ' 交通方便，价格便宜，出门就有热心的北京出租车恭候.', '短评打分': 5}
{'短评内容': '位置不错！离地铁100米左右！服务周到！', '短评打分': 5}
{'短评内容': '地理位置还算凑合以外，没有值得推荐的地方，比较脏，灰尘比较大，被子旧且不干净，完全是出租房的模样，唉，这个价钱可能是因为地理位置吧', '短评打分': 1}
{'短评内容': '地理位置挺方便，环境也不错，下次去北京应该还会入住。', '短评打分': 5}
{'短评内容': '地段不错，搭地铁坐公交都非常方便，性价比高；\n服务也很满意，每天都会主动送热水到房间；\n缺点就是热水器的水压偏小，洗澡不太舒服，希望以后硬件上能改进；\n值得推荐，下次还会考虑。', '短评打分': 5}
{'短评内容': '周边环境有点脏乱，但内部卫生安全，交通很方便', '短评打分': 5}
{'短评内容': '可能是价位低的原因 环境不是很好 服务倒是不错', '短评打分': 1}
{'短评内容': '还不错,交通方便,卫生也还行,就是价格又涨了', '短评打分': 5}
{'短评内容': '挺不错的，服务员都很热情，四周交通便利。', '短评打分': 5}
{'短评内容': '这家宾馆的服务态度很好，位置也不错，交通也很方便，就是条件不是很好。', '短评打分': 5}
{'短评内容': '已入住、态度真的好好好好、非常好。卫生又好。', '短评打分': 3}
{'短评内容': '非常好,住过很多次了,比较干净,服务也很好', '短评打分': 5}
{'短评内容': '办理入住时被带到前面100米的另外一家青年旅馆，后打开房间空调漏水滴到床上，前台服务人员很快极力解决，虽然后来仍然滴水，因为晚上气温不高，我们没有使用空调。旅店工作人员很热情，周到，一楼有一个小酒吧，很多老外。位置很方便，离天安门，王府井，火车站坐地铁都很近，很方便。', '短评打分': 5}
{'短评内容': '优点：酒店的位置交通非常方便，如果再临街的地方有个标识牌就更好找些了，服务人员态度都挺好的。\n缺点：房间的隔音效果不太好。\n总体来说，性价比算是比较高的。', '短评打分': 5}
{'短评内容': '地方挺好找的 挺好的 挺干净 然后服务态度也可以 地方挺安静 交通方便 ', '短评打分': 3}
{'短评内容': '旅店还不错', '短评打分': 3}
{'短评内容': '＋工作人员态度很好，宾馆的位置处在商业繁华区，出行很方便', '短评打分': 3}
{'短评内容': '酒店在隆福大厦后面，不太容易找，距离王府井步行街得走段路。但住宿环境还是不错的，我住的四楼，干净、清静，是自助游下榻的好地方', '短评打分': 5}
{'短评内容': '2星的酒店就很好了，价格也合理。老公说要是好找就更好了。\n', '短评打分': 5}
{'短评内容': '环境整体比较好，地理位置不错，就是小标间确实小啊！', '短评打分': 3}
{'短评内容': '服务质量好，做车方便，离地铁东四很近，晚上可以步行去王府井，很近的。空调很好用，就是水杯不干净。', '短评打分': 5}
{'短评内容': '比较安静,定了两个大标可来了没有了,给了一个套间,就住一晚不带计较那么多了.', '短评打分': 3}
{'短评内容': '有点旧，有点贵，虽然相对于北京来说是比较低的。', '短评打分': 3}
{'短评内容': '哈哈，，，，还不错，很安静，就是有点难找', '短评打分': 5}
{'短评内容': '挺满意的 交通方便 物有所值了 不是特别好找', '短评打分': 5}
{'短评内容': '房间不是很大，但还是挺卫生的，东西有点年头了，这个价钱，这个位置还算不错了！', '短评打分': 5}
{'短评内容': '此宾馆我又续住三天，感觉服务好、性价比合适。', '短评打分': 3}
{'短评内容': '位置不错离地铁口近,房间比较整洁但热水器水流较小', '短评打分': 3}
{'短评内容': '刚入住福苑宾馆，房间卫生、服务态度亲切，附设餐厅家常饭菜可口。', '短评打分': 3}
{'短评内容': '不能刷卡，装修比较旧，空间倒还是比较大的，卫生一般', '短评打分': 1}
{'短评内容': '交通很方便,附近吃的也多,还有个大型超市\n\n有自助早餐比较方便,虽然简单了点,但能吃饱,对得起10元早餐的价格.\n\n服务不错,但设备简单了点,长城回来再爬五楼真的很累\n\n卫生间这么大,不建淋浴室也就算了,还没有可以拉手的地方,滑倒怎么办?\n\n洗完澡一地的水,上个厕所都怕滑.没有可以挂衣服的地方,洗个内衣只能挂窗上.\n\n希望宾馆设施能跟上.其实不用花大力气就能完成的小设施.对住客来说就更贴心了.', '短评打分': 5}
{'短评内容': '地理位置真不错，外边早市也挺好玩，总的来说物美价廉吧，挺好', '短评打分': 5}
{'短评内容': '性价比高，就是比较小，总体还是不错的，位置很好', '短评打分': 5}
{'短评内容': '酒店位置不错，交通很方便，房间也挺干净的，晚上比较安静，但最好提前了解一下位置', '短评打分': 5}
{'短评内容': '成功入住', '短评打分': 3}
{'短评内容': '交通比较方便 服务和环境卫生好 有待改进卧具有异味床垫都塌了该换了睡觉真是不舒服 早餐一般般 ', '短评打分': 5}
{'短评内容': '房间环境不错.干净卫生.', '短评打分': 3}
{'短评内容': '洗澡水不是很满意 一会就会变凉 饭菜不敢恭维 地理位置很好 出门很方便 什么都有 除了宾馆环境 其他都很满意', '短评打分': 5}
{'短评内容': '还好了。。大标间还可以了，自助早餐也可以的，就是酒店位置有点偏', '短评打分': 5}
{'短评内容': '优点：2星宾馆，服务人员素质高。价格实惠！位置好，离地铁五号线东四站也就三四百米，出行非常方便，附近有中型超市，还有很多老北京胡同。早上还有早市。没什么噪音。适合追求性价比高的朋友！\n缺点：五楼的门锁应该换一下！', '短评打分': 5}
{'短评内容': '闹中取静，出行很方便，房间也干净；下次再来京是首选。', '短评打分': 5}
{'短评内容': '服务员态度不错', '短评打分': 3}
{'短评内容': '很好的地方   干净  便捷  舒适', '短评打分': 3}
{'短评内容': '不错！很好！有早餐的哟！北京城市中心。去故宫北海美术馆天安门景山都很方便。', '短评打分': 5}
{'短评内容': '环境比较安静,比较赞的是早餐很不错的说', '短评打分': 3}
{'短评内容': '服务态度尚可，餐饮价格合理、口味好!唯一不足的是周边卫生和客房卫生较差，需望酒店改善', '短评打分': 5}
{'短评内容': '房间环境还可以,干净卫生.该有的都有.', '短评打分': 3}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': '住宿的环境还可以.就是设施有待进一步完善.', '短评打分': 3}
{'短评内容': '第一眼看到外部，心都凉了，进到房间后感到性价比不错，至于其它，因为才入住还不好评说。', '短评打分': 3}
{'短评内容': '感觉还不错', '短评打分': 3}
{'短评内容': '我们三个九十斤的女生住170的非让我们价钱 怎么这个样子呢 想钱想疯了么', '短评打分': 1}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '  嗯不错…服务态度不错。地方稍微有点隐蔽，但有明确标示。房间比想想的稍微小一些但够住了。推荐', '短评打分': 3}
{'短评内容': '我已入住东四福苑宾馆怎么领代币券', '短评打分': 3}
{'短评内容': '设施比较陈旧，还算干净。相对于王府井这样的地理位置算是性价比很高的了', '短评打分': 5}
{'短评内容': '服务人员态度很好，热水也有，就是卫生程度还有待改进，不过门口坐车十分方便，还有外国人居住。早饭也能吃饱。门口的大厦停业多年，乍一去有点害怕，一点都不热闹。', '短评打分': 5}
{'短评内容': '靠近王府井大街  地理位置很便利， 住的大标间，整体感觉不错，对得起这个价格', '短评打分': 5}
{'短评内容': '酒店的位置很安静，而且离五号地铁很近，交通比较方便。卫生也还不错吧。', '短评打分': 5}
{'短评内容': '位置好，态度也不错，房型很多\n有时有些吵\n要是有电梯， 能刷卡就更好了\n一分钱一分货，对得起这个价位了', '短评打分': 5}
{'短评内容': '性价比很高，很实惠的，房间设施比较简单，但不错，地方有点不好找，但离地铁口非常近。', '短评打分': 5}
{'短评内容': '房间还行', '短评打分': 3}
{'短评内容': '还可以，不错，位置比较好。但是条件一般没有电梯', '短评打分': 5}
{'短评内容': '离地铁东四站较近，位置较好，服务还可以。但是条件一般。', '短评打分': 5}
{'短评内容': '旅店挺好找，我们从车站南广场坐109电车在美术馆下车，对面就是隆福寺，隆福寺大厦后面即是旅店。条件还不错。那二十元现金怎么反？', '短评打分': 3}
{'短评内容': '这个酒店不错，交通很便利，服务也很好，只是房间有点小，不过价格不错，很安静，下次过来还住这。', '短评打分': 5}
{'短评内容': '经济实惠，这个价格对得起这个区域。。 唯一不好的就是没有电梯，这会给行李多的人带来很多麻烦。但服务员很乐意帮忙，这个非常好。。', '短评打分': 5}
{'短评内容': '环境尚可  地理位置尚可 就是工作人员服务太差，半夜一位朋友扭伤腰 行动不变，酒店说我们定的是2人标准间不可以住3个人，必须另外开一间房说是派出所规定的！本人电话派出所，民警说没有这样规定做好登记就好了，民警 电话前台，前台又说他们酒店自己规定的！！！！并对我们说 要是交100可以上去住 僵持半天 前台又说50块也可以，难道交50块钱就可以无视派出所或酒店的规定了？？？  如此唯利是图的酒店是不是', '短评打分': 1}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '绝对差评。服务太不上心了。我差点以为我身份证出问题了。', '短评打分': 1}
{'短评内容': ' 好', '短评打分': 3}
{'短评内容': '宾馆很干净，住得很舒服，交通方便，而且不同价位的房间类型较全，价位低的房间服务并没有降低，这点很好，以后去北京的话还会入住的！', '短评打分': 5}
{'短评内容': '酒店位置不错，以这个价格来说是很不错的。如果有电梯就更完美了。', '短评打分': 5}
{'短评内容': '不措', '短评打分': 3}
{'短评内容': '就是没有厕所，要出去洗澡不方便，环境还是可以的，就是有噪音', '短评打分': 5}
{'短评内容': '出行方便是该宾馆的最佳点,普通间设施一般招待所的级别，如果在介绍中告知用品需自备让客人入住时有所准备就更好了', '短评打分': 5}
{'短评内容': '总体不错，价格便宜，位置还行，挺卫生的。', '短评打分': 5}
{'短评内容': '很好啊！性价比很高，就是有点偏僻，找了好半天了。以后多做宣传啊', '短评打分': 3}
{'短评内容': ' 是二星级啊……服务不错的', '短评打分': 3}
{'短评内容': '条件很一般', '短评打分': 3}
{'短评内容': '价格合理，服务周到。建议要定的朋友之前看好地图，可能会更好找些。', '短评打分': 5}
{'短评内容': '位置很不错，可是服务不好', '短评打分': 3}
{'短评内容': '环境和服务都还不错，价钱也不是很贵，对于学生和背包族都很适合', '短评打分': 5}
{'短评内容': '宾馆交通方便，环境是闹中取静，管理较好，早餐虽然简单些，但物有所值。下次去还是首选之处。', '短评打分': 3}
{'短评内容': '房间较小，服务还可以，总之符合这个价位的消费！', '短评打分': 5}
{'短评内容': '怎么说呢？便宜是便宜，哎，，，，便宜没好货。', '短评打分': 1}
{'短评内容': '很好，住着很舒服，位置很好，周围吃饭旅游都很方便', '短评打分': 5}
{'短评内容': '缺点是房间小，电视和沙发等家具比较陈旧。优点是周边美食店较多，交通方便，价格实惠', '短评打分': 5}
{'短评内容': '酒店位置不错，周边的小吃店很多，北京特色小吃尽收眼底', '短评打分': 5}
{'短评内容': '宾馆的环境很清静，住的很舒服。', '短评打分': 3}
{'短评内容': '宾馆服务很好价格公道！', '短评打分': 3}
{'短评内容': '老酒店有老酒店的味道，位置不用说了，东四，市中心位置，只是酒店设施有些陈旧，比不上新开的商务宾馆，但有它的好处，前面就是隆福寺，还有个小菜场，离东四地铁站步行10分钟。酒店前面有些脏乱，不过酒店住住尚可，另外就是早点饼还不错，就是鸡蛋限量一个，哈哈@#￥', '短评打分': 1}
{'短评内容': '价格实惠，值得', '短评打分': 3}
{'短评内容': '不错干净，安静', '短评打分': 3}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '酒店实惠便宜，位置也还不错，离地铁站不远，周围吃饭的地方挺多，有个物美超市就在地铁口那儿，还蛮好的。 最主要的是旅馆工作人员的态度，相当好，给你们很高的评价。 不足就是酒店的硬件稍微差点，装修没有汉庭啊什么的好，当然了这和价格有直接关系，做完这个价位的酒店算是相当划算的了，今后还会考虑。', '短评打分': 5}
{'短评内容': '酒店地点不错，交通挺方便的，我住的房间很干净，下次来北京还会考虑住的。', '短评打分': 5}
{'短评内容': '不错的地方,推荐！', '短评打分': 3}
{'短评内容': ' 宾馆条件一般', '短评打分': 3}
{'短评内容': '服务态度很好，交通方便，热水也很好\n房间和网上提供的图片不一样，仅剩了2个很简陋的房间，也不像对外营业的客房\n到像是服务员的临时休息房间。\n希望贵酒店：既然在网上承诺就应该表里如一，不要让我们认为那是在敷衍消费者', '短评打分': 5}
{'短评内容': '还可以，环境不错，只是位置有点偏僻，不太好找，挺干净，价钱很合理！', '短评打分': 3}
{'短评内容': '这个地段价钱还是可以的了，住的大标间，房间比较宽敞，比如家大，装修陈旧了些，其它还好，洗澡水是电热水器的，不太冲，基本没有水压。早餐还可以，能吃饱。', '短评打分': 5}
{'短评内容': '环境挺好的，离市中心很近，服务员的态度很好，很满意', '短评打分': 5}
{'短评内容': '还不错 很干净 整齐 而且很好找 。反正价格又便宜', '短评打分': 5}
{'短评内容': '宾馆周围环境有些脏，不过服务态度不错，而且附近小吃很多', '短评打分': 3}
{'短评内容': '酒店位置不错，附近有夜市及小吃街，屋内简单干净，不吵闹，适合老人出行居住。', '短评打分': 5}
{'短评内容': '宾馆还可以，就是前台推荐的去长城千万别去！和街上发小广告的黑导游一样！', '短评打分': 1}
{'短评内容': '位置不错，服务很好。房间虽小点但对得起这个价', '短评打分': 5}
{'短评内容': '交通便利，早餐不错的。各方面都还好，服务态度有待提高', '短评打分': 5}
{'短评内容': '＋挺好的，交通方便', '短评打分': 3}
{'短评内容': '简单但干净，很不错', '短评打分': 3}
{'短评内容': '价廉物美，不太好找', '短评打分': 3}
{'短评内容': '总体来说不错 入住率很高。就是住在一楼那有个后门 经常半夜有人敲门进来 很吵！', '短评打分': 5}
{'短评内容': '住过很多次了 觉得还是不错的 服务挺好的 晚上休息也安静', '短评打分': 5}
{'短评内容': '交通方便，去王府井不远。从东四地铁站出来，东四西大街方向。', '短评打分': 5}
{'短评内容': '住的还好,干净卫生,环境优静.价格公道.', '短评打分': 3}
{'短评内容': '性价比还行', '短评打分': 3}
{'短评内容': '交通便利，服务态度不错，卫生也可以，就是床垫子太软，床单还有补丁，房间有点霉味需要多通风。', '短评打分': 5}
{'短评内容': '条件还好符合心理价位，交通挺便利的，下次还会考虑入住的', '短评打分': 5}
{'短评内容': '虽然有点简陋  但是很干净  价钱也很公道', '短评打分': 5}
{'短评内容': '环境不错，只是在卫生方面还有提高的空间', '短评打分': 3}
{'短评内容': '卫生状况良好！闹中有静、服务周到。希望能把早餐的品种增加的丰富点就更好了！', '短评打分': 5}
{'短评内容': '总体而言，这间酒店还是比较卫生干净的。由于离亲戚家比较近，而且老人家强调“勤俭节约”，所以尝试入住，结果比较满意。大致如下：\n优点：1、干净卫生，尽管我订的标间没有卫生间，但也不碍事；\n2、标间在4、5楼，不像其它那些经济酒店那样在地下室；\n3、服务意识尚可，价格合理。\n缺点：1、不能刷卡；\n2、服务比较死板，我第二次住的时候，由于现金不足（有房租钱，但现金押金不足），差点不让我住，其后虽可入住，', '短评打分': 5}
{'短评内容': '总体而言，这间酒店还是比较卫生干净的。由于离亲戚家比较近，而且老人家强调“勤俭节约”，所以尝试入住，结果比较满意。大致如下：\n优点：1、干净卫生，尽管我订的标间没有卫生间，但也不碍事；\n      2、标间在4、5楼，不像其它那些经济酒店那样在地下室；\n      3、服务意识尚可，价格合理。\n缺点：1、不能刷卡；\n      2、服务比较死板，我第二次住的时候，由于现金不足（有房租钱，但现金押金', '短评打分': 5}
{'短评内容': '宾馆的交通十分便利，价格还实惠！定的双人间，就是没有独立卫生间，但是每层都有公共的，浴室在一楼，24小时热水，其实也挺方便的！', '短评打分': 5}
{'短评内容': '我觉得这个酒店还不错，好干净的 位置也不错，有地铁5号线，到哪里都很方便的哦，服务也还好，就是前台服务方面稍微感觉不大专业哦，（竟然不知道机场电话，还有就是有接待长城等旅游信息，但是问他们也说不知道）希望有所改进！', '短评打分': 5}
{'短评内容': '很僻静，环境优雅，有隐于市的感觉。离5号线地铁站、王府井、钢协等很近，适合旅游及去附近单位办事的人。酒店大门外不远处有隆福寺早市，很热闹。\n房间小，卫生间空间很局促。酒店位置不太好找，需走过隆福市场的门洞，再转到隆福大厦后面才到', '短评打分': 5}
{'短评内容': '性价比还算比较高，整体面积要比一般商务快捷酒店大，硬件设施及环境还是有待提高，地理位置不错，周边交通也比较方便，附赠的早餐还是不错的。要是跟几个朋友出来旅游，这里绝对推荐，情侣的话因为要追求环境所以未必是必选之一。', '短评打分': 5}
{'短评内容': '交通很方便交通很方便交通很方便交通很方便', '短评打分': 5}
{'短评内容': '很不错。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '便宜实惠。方便快捷。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': 'Good location and not difficult to fimd.  A few-minute walk from subway. Overall good.', '短评打分': 5}
{'短评内容': '实在太差了，没有网上说的那么好…它竟然是餐厅改装地。崩溃…太不适合了', '短评打分': 3}
{'短评内容': '宾馆在地铁旁边，交通方便，环境一般，服务人员态度不错，房间比较小，不过还是挺好的。', '短评打分': 3}
{'短评内容': '酒店的早餐可口，服务也好，就是套间的沙发太脏，隔音效果不好，在走廊说话，房间里听的很清楚，周围的小吃也很多，交通还算便利。', '短评打分': 5}
{'短评内容': '因为我来的晚了，虽然提前打了个电话通知，可还是没有给我留房，最后只能换个大的房间。。多收钱。。第一次来，感觉一般。。', '短评打分': 3}
{'短评内容': '服务态度很好，住的挺舒心的，就是地方不怎么好找', '短评打分': 5}
{'短评内容': '环境服务都很好。价格也公道。', '短评打分': 3}
{'短评内容': '推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐', '短评打分': 5}
