{'短评内容': '地铁直达非常便利，出行首选。早餐还有庆丰包子', '短评打分': 5}
{'短评内容': '酒店位置好，屋内环境不错，值得推介', '短评打分': 5}
{'短评内容': '总得说来，非常好。物有所值！房间的设计也很棒，小细节也很贴心。下次还会来。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '不错的性价比，不错的位置。就是晚上酒店没有叫餐服务。', '短评打分': 5}
{'短评内容': '比较干净,设施新', '短评打分': 5}
{'短评内容': '房间空调太冷，无论设置多少度，最后都是19度。。。', '短评打分': 3}
{'短评内容': '就在地铁2号线车公庄站B出口，出行非常方便。5星级标准，环境和硬件设备都不错，就是打车不方便。入口在一小路上，单行道，没车。。。', '短评打分': 5}
{'短评内容': '房间有点冷', '短评打分': 3}
{'短评内容': '建议房间内及时补充方便面等', '短评打分': 5}
{'短评内容': '不错，建议室内放置方便面', '短评打分': 5}
{'短评内容': '酒店硬件不错，但软件条件太差。如果你对前台服务员态度不在意，也没什么特殊要求，以这个酒店的价格和位置来说，值得推荐！\r\n\r\n郑重提示，这酒店的早餐不用去吃，又次又贵！宁愿出门走5分钟去吃肯德基。再就是酒店附近没什么好的餐厅。', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 5}
{'短评内容': '这次住这很不开心！中午退房间的时候本来是我先到的前台在那要退房等呢，来了两个人前台的服务员一看那两个人就说了声是酒店的VIP啊！就忙着给那两个人退房低声下气的！难道酒店的VIP就享受这样的待遇？而我们这样出差偶尔住那的就得不管多么的提前都要在VIP的后面？？？？酒店真的得在服务方面好好改善下！当时心情很低落都发誓了以后来北京不住这酒店了！气死了都！VIP怎么了？普通客人又怎么了？还不是一样给你们酒', '短评打分': 1}
{'短评内容': '很好的酒店，位置不错，房间也舒适，就是澡盆开按摩好像有脏东西出来，后来就没有了，呵呵。别的都很好，没得说', '短评打分': 5}
{'短评内容': '经常入住这家酒店，就在附近办事很交通方便。', '短评打分': 3}
{'短评内容': '我住的行政丽人房，房间里没有电脑，需自己带笔记本上网，不方便。酒店的饭菜很一般。', '短评打分': 1}
{'短评内容': '很喜欢这家酒店!很安静!尤其是大床房的大床非常棒!每次都住这家酒店!价格上怎么说呢?为什么是周末跟平时的价格相差那么大呢?有点搞不明白!早餐太贵了!', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都比较不错，卫生服务也很达标，出行交通也很方便，整体来讲算是比较不错的酒店，值得推荐入住。', '短评打分': 3}
{'短评内容': '豪华大床间很好,床很大很舒服,服务态度不错.', '短评打分': 5}
{'短评内容': '酒店就在梅兰芳大剧院边上，但是正门有点偏，所以位置不太好找。前台checkin和checkout的速度稍慢，人多时显得有点应付不过来。不过态度很不错还主动给升级了行政间。房间里的大床很舒服，唯一不足是排风扇声音太大，不过关掉就好。另外这个价格能含早餐性价比就更高了。', '短评打分': 5}
{'短评内容': '不好意思啊！上一条点评错了！那是我去石家庄时候的酒店！呵呵！连接太多！弄错了！这个远景也不错！房间可以！！价格也不错！主要是性价比相当好', '短评打分': 3}
{'短评内容': '经常入住了，几乎每次都去这！地理位置好！性价比不错！房间比较安静，唯一有一点就是公寓楼那边电梯好像不够用！要是赶上那里上班的人坐，会等很久！能不能客住和办公的分开，还有就是入住后地下停车场还收费，这点有点别扭！去北京住王府等，只要是入住都不会要停车费的，其实不在那点钱，感觉上不太好，希望改进。', '短评打分': 5}
{'短评内容': '住过很多次这家酒店！恩服务态度很好！住着很舒服！尤其是大床！呵呵！', '短评打分': 5}
{'短评内容': '新装修的，设施齐全，卫生也很干净！和五星级标准基本符合！\r\n\r\n不过房间里面的枕头，实在垃圾，用的是最低级的，睡了一晚就落枕了，难受死了！', '短评打分': 5}
{'短评内容': '总体不错，希望屋内放置方便面', '短评打分': 5}
{'短评内容': '宾馆条件不错，交通便捷。\r\n\r\n', '短评打分': 3}
{'短评内容': '房间大小很适中,环境很不错,卫生很干净,地理位置很好交通很方便.性价比比较高.', '短评打分': 3}
{'短评内容': '这是我第三次住，第二次和第三次的服务比第一次差远了，大堂在二楼，入住时行李员都看不到，也不出来帮忙拿行李，房间空调不好要求换房，礼宾部送房卡半个多小时不见人影，最后还是我自己下楼去拿的。除了总台态度不错外，其余服务跟不上。', '短评打分': 1}
{'短评内容': '宾馆条件不错，交通便捷。', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 3}
{'短评内容': '酒店位置可以，各方面始中', '短评打分': 5}
{'短评内容': '感觉还是很不错的！就在地铁站口，非常方便！', '短评打分': 3}
{'短评内容': '舒适度还是比较不错,房间也比较大,卫生也挺干净的,出行的话也很方便总体感觉还是比较不错的.', '短评打分': 3}
{'短评内容': '第一次入住该酒店，整体感觉还好。说几个改进的方面吧（有些可能无法改进）：门口太挤，也不好找；服务还有较大的提升空间。', '短评打分': 5}
{'短评内容': '硬件设施还是挺好的,就是吃早餐的地方很混乱餐桌吃完都没有人去收服务意识还是不是很强而且当时我回到房间之后看到我的房门是没有关紧的当时我出去的时候是关上的而且我的笔记本还放在屋子里面真好旁边有打扫卫生的我就问服务员他说是送水果进去的时候有水果摆在屋子里面但是没有经过我的允许就私自进客人的房间万一丢什么东西怎么办服务意识还是很差的,要是不改善以后我想我不会选择这家酒店了,位置是蛮好的,除了服务其他方面', '短评打分': 3}
{'短评内容': '酒店位置很好，服务设施很不错，只是大门不太好找。而且大床间较少。', '短评打分': 5}
{'短评内容': '比较一般的酒店,也没有什么可比性,价格一般,位置还行吧,很平常的酒店.', '短评打分': 3}
{'短评内容': '位置超好，下楼就是地铁。纯商务型酒店，没有游泳池。停车也还可以，地下车位够用。特别推荐行政丽人间，很有特色。', '短评打分': 5}
{'短评内容': '位置好得没有得说，地铁站就在楼下。入住时免费升级到豪华单人床，房间整体布置和设施很棒！\r\n中旅维景的管理不错，三楼的自助餐厅食物也不赖，特别是西点！\r\n唯一一个缺点就是酒店入口挤了点吧？', '短评打分': 5}
{'短评内容': '服务不错，房间没想像的大还好，大门不太好找。总体推荐', '短评打分': 5}
{'短评内容': '环境很好,酒店大门不方便.其它都不错.订房间的价格400多,价格还好,就是早餐价格有点高.\r\n楼下就是地铁,非常方便.', '短评打分': 5}
{'短评内容': '设施不错  屋里配的有保险柜和电熨斗  解决了我很多的麻烦   浴缸里面泡泡澡也是很舒服的   服务非常的好  我们打听附近的小吃经理 还把我们送出门   附近有一家小的饭店性价比很高   下次有机会的话  我还会选择它的', '短评打分': 5}
{'短评内容': '服务态度好，位置好', '短评打分': 5}
{'短评内容': '性价比高，去了两次了', '短评打分': 5}
{'短评内容': '酒店相当不错~也很干净!服务很到位.', '短评打分': 5}
{'短评内容': '位置很好，在金融街上，在此位置性价比非常好。楼下是梅兰芳大剧院。够档次，建议一层大厅重新布置，一层风格和酒店整体风格相差太远，像是过道。', '短评打分': 5}
{'短评内容': '硬件和服务都非常满意（尤其抽水马桶很顺畅！我刚刚在喜来登经历了深夜马桶堵了的悲惨经历，对此酒店的强力马桶充满了欣赏！！！）唯一的地方，是大门不好找，建议酒店在梅兰芳剧院的入口处树立标志，告诉大家要从梅兰芳剧院的入口去酒店，不然大多的客人都得围着酒店绕一圈。现在既然我知道门道了，下次还是会去的。', '短评打分': 5}
{'短评内容': '高档酒店，服务很好，港式茶点和自助餐都很好。位置优越，车位不多。', '短评打分': 5}
{'短评内容': '我住的行政丽人间,房间很舒适,而且可以去吃小点心,孩子很喜欢,下次还会带孩子去住!交通很便利,离地铁站很近的,楼下就是梅兰芳大剧院,很棒的!', '短评打分': 5}
{'短评内容': '新酒店，正门位置不好找，有时打不到车', '短评打分': 5}
{'短评内容': '总的来说还是挺好的，位置也不错，价格也不高，性价比还是挺好的', '短评打分': 5}
{'短评内容': '给朋友定的，朋友回来跟我说“不错，相当的不错”~', '短评打分': 5}
{'短评内容': '酒店环境还不错，房间挺干净的，位置也比较方便，值得推荐', '短评打分': 5}
{'短评内容': '安全卫生，舒适温馨', '短评打分': 5}
{'短评内容': '酒店位置在车公庄地铁站出行很方便，但酒店正门位置在梅兰芳剧院的后面，打车比较难找。酒店的卫生一般，我喝过的茶水没倒掉就放在原位了，窗台窗户也是有灰尘。不过500左右的价格还算性价比可以的。', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都非常好，价格也比较合理适中。房间的配置硬件设施舒适度也很达标，卫生服务也很好，对酒店还是很满意的值得推荐入住', '短评打分': 5}
{'短评内容': '酒店是别的改造的,大堂不是很好,本是不是酒店改造后有点不适应,卫生服务这些比较一般,不会推荐的酒店.', '短评打分': 1}
{'短评内容': '住了很多次了！习惯了', '短评打分': 5}
{'短评内容': '利用地铁是很方便的，但用车是不方便的，停车位很少。别的还可以。\r\n', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '地理位置不错！就是停车费点事~', '短评打分': 5}
{'短评内容': '建议房间空调能随意调节温度，我住的那几天感觉太热了，不过酒店位置非常好，交通很方便！', '短评打分': 5}
{'短评内容': '非常好，推荐入住。', '短评打分': 5}
{'短评内容': '房间设施不错，装修水准也比较时尚，但是个别位置有墙皮有起皮的现象！卫生间手纸显得比较粗糙，入住的时候可能是刚做完房，手纸还放在马桶水箱上!最的遗憾的地方是有个别房间是套间改的!和别的房间之间有道木门,隔音效果不太好!', '短评打分': 5}
{'短评内容': '地方不错！住了两次挺好~就是一楼没大厅~不过我还会去', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都达不到5星际的酒店,位置还不错,价格也比较合理.服务设施不完善.', '短评打分': 5}
{'短评内容': '感觉酒店还不错，干净整洁，服务也不错，有个小建议，房间里的床稍微有点高了，住点有点不太舒服', '短评打分': 5}
{'短评内容': '酒店位置不是很好,可能是因为单行的原因,打车的时候不能直接到酒店,要再向钱绕一小段,所以感觉不是很方便;其他方面还是不错的;', '短评打分': 5}
{'短评内容': '感觉酒店还不错，干净整洁，而且出门有地铁，外出也比较方便，就是前台办事的时候有点慢', '短评打分': 5}
{'短评内容': '早餐难吃，房间空调太热，连着3天晚上都被热醒，预约车子结果忘了。。。', '短评打分': 1}
{'短评内容': '酒店的位置很好，就在车公庄地铁站东南出口，出站就是。第一次去住，打了3次电话找了好久才找到入口。门口和酒店很不相称，也没有明显的标志。\r\n卫生条件不错，很干净，床很舒服，但比一般的酒店要高一点。\r\n价格有点贵，性价比差点儿。\r\n餐厅比较弱，除了早餐可以在酒店吃，午餐建议你去外面吧，至于晚餐我不知道是什么样。周边吃饭的饭店不太好找，也可能我走错方向了？\r\n活动期间酒店提供的各种免费我是一点没享受到，', '短评打分': 5}
{'短评内容': '酒店的早餐的种类很少,环境设施都很不错,出行交通很方便.紧邻地铁.', '短评打分': 5}
{'短评内容': '酒店的早餐的种类很少,环境设施都很不错,出行交通很方便.紧邻地铁.', '短评打分': 5}
{'短评内容': '酒店是开业的，服务跟不上，设施觉得也很一般，以后去北京可能不会在住这家酒店', '短评打分': 1}
{'短评内容': '我是1月1号-4号入住的本酒店 因为交通的问题 熬了一夜于早上6点到的北京 然后坐地铁2号线时间为7点34分到的贵酒店 当时我和友人已非常疲惫 结果前台小姐告诉我如果我要立刻入住 必须要加收半天房费 而且无法通融 我当时非常气愤和无奈 但没办法 只好去KFC吃了早餐 等到9点才办的入住 这是我无数次商务旅行碰到的第一次 在三亚的铂尔曼 上海的WINEST 北京的华侨 重庆的君豪或者是南方君临都不曾', '短评打分': 1}
{'短评内容': '大堂在二楼，门面不像5星酒店。房间设施不错， 卫生情况也很好。08年12月入住的， 房间温度有26度，还配备的是很厚的被子。被子雪白又厚又松软给人感觉很舒适，但是热的睡不着。 还有价格涨的太高。 5月入住的时候大约400现在600了， 还把免费早餐和水果取消了， 加价再减量。而且对老客户也没有任何优惠措施。 ', '短评打分': 5}
{'短评内容': '酒店床不太舒服，但是位置很好，离地铁近出行办事很方便，另外性价比也比较高 ，商住更合适。', '短评打分': 5}
{'短评内容': '上周去住了5天，房间设施很好，可惜床头没有网络插口，离地铁很近，交通很方便。门童反应特别迟钝，没有帮忙拿东西。定好的出租车早上没来，估计他们就没给定。上了车司机告诉我去的是机场，但我去的是火车站！没办法自己又现截了一辆。', '短评打分': 3}
{'短评内容': '地理位置较好，但是车辆进出不是很方便，酒店相对安逸舒适，不过似乎开业时间不久，服务意识还需加强。', '短评打分': 5}
{'短评内容': '感觉很不错，各方面（交通，房间环境，服务人员态度等等）都很好，当然价钱也是不菲。只是有一些小的瑕疵，比如经常没有拖鞋等小的物品，需要自己去要。强烈建议如果在银两充足的情况下，入住此酒店，呵呵。', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '住在这里还算不错，无论服务、卫生、设施、交通都能接受，只是装潢后的味道还蛮重的。对于代订火车票要加收每张票 30 元的手续费，因此代订五张票就加收了 150 元的手续费，另外，代叫一辆四人座的出租车从饭店到火车站索价 150 元，不知道各位对这样的收费看法如何？或许每个人的接受度不同！将之提供给之后入住的房客一个参考！', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '住进这个酒店也是因为距离金融街很近，方便我去工作，新酒店，服务态度，环保程度，设施都不错，很喜欢的。推荐去金融街附近办事，入住这个酒店，很超值。地理位置，在梅兰芳大剧院的旁边，地铁车公庄站的出口附近，交通也不错。', '短评打分': 3}
{'短评内容': '&lt;font face=&quot;宋体&quot;&gt;Sample Text&lt;/font&gt;&lt;font size=&quot;2&quot;&gt;Sample Text&lt;/font&gt;&lt;font color=&quot;Black&quot;&gt;Sample Text&lt;/font&gt;这个酒店的硬件和软件都不错，价格也很便宜，交通方便，就是如', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 1}
{'短评内容': '这家酒店刚开业，我是第一批入住的，入住的豪华间，而且是第一位开私家车入住的，呵呵！总体来说不错，这里我主要说说缺点：&lt;br /&gt;\n1。刚开业，室内装修的味道很大！每天晚上我都是开窗入睡！&lt;br /&gt;\n2。西式早餐的种类不多，只有两桌，一桌热点，一桌冷点。感觉不值150元！&lt;br /&gt;\n3。由于是停车入住第一人，所以相关免费停车制度不健全！第一天收了我75元的停车', '短评打分': 5}
