{'descr': '谁住谁知道。。', 'star': 5}
{'descr': '卫生是挺干净的就是房间太小，酒店的位置还好，价格还是比较便宜了。', 'star': 3}
{'descr': '性价比比较好；离火车站较近；但没有窗户空气闷热', 'star': 5}
{'descr': '除了隔音效果很差，其他都还可以……\n附近没有吃饭的地方，倒是有买水果的地摊……', 'star': 5}
{'descr': '很干净整洁，价格相比也很实惠，入住很舒服，唯一的不足就是房间隔音不太好，总体来说还是不错的', 'star': 3}
{'descr': '就是很难找，房间是隔出来的一个一个的，很小！大多没有窗，凑合住可以，性价比不太高！！', 'star': 5}
{'descr': '缺点：一、我预订的118的房间，太小，不是一般的小。据说有大点的。 \n      二、太难找，不是一般的难找，出了地铁口，按照前台的指示转了一个圈。\n优点：一、服务不错，我笔记本不能上网酒店借给一个用。 \n      二、暖气充足。\n      三、卫生很好。\n      \n\n\n', 'star': 5}
{'descr': '还可以~~i真的还可以洗澡还是多舒服的！！', 'star': 5}
{'descr': '房间整洁,服务还好,只是第一次去的客人可能要花点时间和口舌甚至金钱才能找到它,', 'star': 5}
{'descr': '干净  位置很好   性价比较高  就是房间没有窗子', 'star': 5}
{'descr': '房间较大，卫生干净，就是有点冷，服务态度很好。', 'star': 5}
{'descr': '总体环境不错，就是晚上人多时上网网速较慢。', 'star': 5}
{'descr': '挺好的', 'star': 3}
{'descr': '性价比很好,干净.', 'star': 3}
{'descr': '酒店环境还不错，位置很好，服务方面和价格都还不错，就是房间小了些。硬件设施装修都很不错。', 'star': 5}
{'descr': '国瑞百捷的服务态度非常好!酒店的环境也比较干净!但酒店由于机器原因未能及时开出发票,她们承诺用快递帮我把发票寄到我家,希望能做到!', 'star': 3}
{'descr': '干静！标准！', 'star': 3}
{'descr': '房间太小了，不过很干净，卫生间到时挺大的，出水也不错，没有暖气开空调就够热了。总体还可以', 'star': 5}
{'descr': '房间十分小，不过很干净，隔音效果不太好，不过对于预算不多的游客性价比很高', 'star': 5}
{'descr': '酒店环境还可以房间卫生打扫比较干净，就是房间比较小了些，位置还是挺不错的离火车站很近，服务态度还是很好的，价格还是比较合理。', 'star': 5}
{'descr': '虽然房间很小，但是热水和空调都很好，感觉比附近其他的宾馆都正规。感觉很好。', 'star': 5}
{'descr': '环境还不错，挺干净的，虽然找起来有点麻烦，但还是再次选择入住的', 'star': 5}
{'descr': '环境比较好，很干净，只是找房间象走迷宫。', 'star': 3}
{'descr': '酒店各方面都很好，所以我再次选定百捷。', 'star': 3}
{'descr': '还不错，价格便宜，离火车站也近，挺好！..........', 'star': 5}
{'descr': '还不错啊 环境还行 价钱也不是很贵 挺干净的 ', 'star': 5}
{'descr': '很干净，但是说是24小时可以洗澡，我晚上12点到的，一点热水都没有，而且白天洗澡也只有一点热水，这点很不好！', 'star': 1}
{'descr': '房间虽小但很干净', 'star': 3}
{'descr': '酒店环境很好  很卫生   服务人员的态度也特别好  就是房间太小   不过这个价位对于北京来说  已经相当不错了  毕竟不可能花少价钱住5星级的大酒店  所以也就不会很挑剔  而且酒店的地理位置相当好  离地铁站很近   去哪都很方便   不错', 'star': 5}
{'descr': ' 酒店离崇文门地铁站不远，位置很好，交通饮食购物都很方便，大床房虽然房间不大但是设施装修都很好，物美价廉，有机会一定再住', 'star': 3}
{'descr': '如果是在崇文门附近办事的话，这个旅店是很便宜的！酒店的卫生还不错，电视机很小。', 'star': 5}
{'descr': '真的不错，服务好，退房后还可以免费寄存箱包，房间够大，离地铁口8分钟路程，总体满意，下次还会入住！', 'star': 5}
{'descr': '从北京站顺着人行道往西走，绕一圈，过个马路，大概25分钟就走到了。\n我住的是单人间，没有窗户，房间虽然很小，但是很干净，很精致。\n可以洗澡。\n无线网的速度还可以。', 'star': 5}
{'descr': '虽然房间小，但是感觉很好。服务态度也很好。二十四小时的热水。下次还会再去。', 'star': 5}
{'descr': '房间小', 'star': 3}
{'descr': '房间非常小而且卫生间就在房间里搭起来的，很多设施也很简陋，位置的话还可以，服务态度还不错，价格还是比较合理就是酒店硬件方面有点不理想。', 'star': 1}
{'descr': '  很不错 碰见老乡了  很热情 还给延长2小时。。。就是那屋电视放的太牛了', 'star': 5}
{'descr': '第一次住所处位置 不太好找，房间还比较干净，性价比好。出差就近住宿很好！', 'star': 5}
{'descr': '去同仁医院看眼睛的首选,没窗户,吃了睡,睡了吃,旁边的的饺子馆很不错,酒店很干净.', 'star': 5}
{'descr': '条件不错,住着舒服；走廊有点七拐八拐的，感觉乱，灯还不亮。', 'star': 3}
{'descr': '房间忒小自己住还凑合会客就不成了', 'star': 3}
{'descr': '  酒店很好，地点交通方便，环境好干净，非常满意', 'star': 5}
{'descr': '整体还不错，屋子有暖气没开，但是开着空调睡觉也没觉得冷，屋里的位置是根据国瑞城商铺改造的，设计很特殊，和别的酒店不一样，有点别扭，但是整体感觉还不错，店里房间很多，下次可以考虑', 'star': 5}
{'descr': '酒店还算好找，交通便利，离地铁口不远，周边靠近大型商场，超市便利店都有，房间有点小，但蛮干净，无线网信号很好。', 'star': 3}
{'descr': '还可以的，整体环境应该还是不错，性价比比较高的', 'star': 5}
{'descr': '很干净很舒服 值 装修的很精致 地毯也很软 服务态度很好', 'star': 5}
{'descr': '卫生条件不错，服务也很好，房间有点小，不隔音', 'star': 5}
{'descr': '房间e有点太小了，服务还不错。位置也可以！', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '房间有点小 但还算干净', 'star': 3}
{'descr': '酒店环境不错 无噪音  就是退房时间太早 没有人性化变动  我是凌晨2点入住的 但是还是要求中午12点前退房  我认为应该适当的 人性化处理', 'star': 5}
{'descr': '卧室干净整洁，配套齐全，地理位置好，周边购物方便，就是屋子隔音差点，早上楼道走步声可以听到。', 'star': 5}
{'descr': '酒店环境还可以，基本符合酒店星级标准，只是交通不是很方便，离地铁、公交稍远些，要走8-10分钟，', 'star': 5}
{'descr': '房间有些小，温度很高，不过交通还是很方便的，卫生也很好！', 'star': 5}
{'descr': '交通比较便利，价格比较优惠，房间隔音设施差，隔壁的声音听得太清楚了。', 'star': 5}
{'descr': '房间比较干净，隔音效果较差，没有窗户，个人觉得比较闷，不透气，不过酒店位置在北京站后身，地理位置决定，138元入住一个大床间，价格还是比较低的，出行也比较方便！没有早餐，酒店的房间连接，似乎像个迷宫，各种穿越。。。方向感较差的人还是小心一点，呵呵。。。', 'star': 5}
{'descr': '环境不错，家庭房很舒服，不过有点小，而且服务员稍少！总体来说不错！', 'star': 3}
{'descr': '比想象中的好多了，很满意，离北京站很近。', 'star': 3}
{'descr': '不好 浴室漏水居然漏到房间', 'star': 3}
{'descr': '20', 'star': 3}
{'descr': '酒店不太好，房间挺小的就是一个大间隔成两个小间那个墙也不是水泥砌成的特别吵，设施还好，位置还行，价格的话其实也就一般水平，服务也一般。', 'star': 1}
{'descr': '  \r\n没有电话，隔音不好，', 'star': 3}
{'descr': '酒店条件不错,干净实惠,服务态度也很好,下次还选这家酒店。', 'star': 3}
{'descr': '谢谢', 'star': 3}
{'descr': '首先酒店位置很难找，千万不要认为离火车站近，其实很远！\n其次，酒店里毛巾根本没有换，所以让我觉得工作不到位，是否床具也没有更换？我就住了一晚就离开了。', 'star': 1}
{'descr': '酒店位置很好，很干净，离北京站很近，下次还会来', 'star': 5}
{'descr': '不错，房间整洁，户型略小。内铺设地毯，属于大房套小房的类型。', 'star': 5}
{'descr': '酒店卫生还不错，服务也很热情，价格也蛮适宜的。', 'star': 3}
{'descr': '房间不太隔音其他还好', 'star': 3}
{'descr': '房间很暖和，卫生条件很好，就是房间太小，上网也是在大厅里', 'star': 5}
{'descr': '很不错，服务态度特别好，晚上找不到地方，宾馆开车接的，很温暖', 'star': 3}
{'descr': '环境整洁 服务很好 交通不是特别方便 离地铁和公交车站有一些距离', 'star': 5}
{'descr': '还行', 'star': 3}
{'descr': '房间干净，隔音效果太差！', 'star': 3}
{'descr': '服务态度不错有空调但没暖气因为是新房子', 'star': 3}
{'descr': '隔音不好，一般…', 'star': 3}
{'descr': '房间干净，但有窗的房间有些冷。找房间也有走迷宫的感觉。', 'star': 3}
{'descr': '位置理想，卫生良好，户型差，服务一般，不是标准的酒店', 'star': 5}
{'descr': '＋位置实在太难找', 'star': 3}
{'descr': '房间太小了设施装修的也是简简单单的，服务态度还可以，价格也差不多和环境都还算符合。出行倒是挺方便位置还不错。', 'star': 3}
{'descr': '房间很干净，很实惠,附近购物出行很方便，要是在隔音点就更完美了', 'star': 5}
{'descr': '网上预定挺方便，干净舒适', 'star': 3}
{'descr': '不错，服务好', 'star': 3}
{'descr': '房间干净整洁', 'star': 3}
{'descr': '干净，隔音效果不好，听见打鼾的，总体还不错', 'star': 3}
{'descr': '条件一般，周围想找家吃饭的，太费劲！一点不隔音，隔壁电视声听的清清楚楚（绝对不是音量的问题）。', 'star': 1}
{'descr': '经济实惠干净方便', 'star': 3}
{'descr': '酒店还不错 挺好的 房间挺干净的  服务也不错 价钱也挺便宜', 'star': 3}
{'descr': ',干净，隔音效果不好，听见打鼾的，总体还不错', 'star': 3}
{'descr': '这家酒店的卫生环境特别好，希望能好好保持下去，空间有点小，但是性价比挺高的，值！', 'star': 5}
{'descr': '房间太小，只能放下一张床。没有暖气，空调燥热，隔音效果实在不好...难以忍受', 'star': 1}
{'descr': '很干静。就是有点小。', 'star': 3}
{'descr': '隔音太、太、太差，一次性纸质拖鞋太差，一次性洗漱用品太差，房间太小，卫生间太小。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 1}
{'descr': '酒店服务很好，房间很整洁。我住的是大床房，电视小了点，厕所很大。房间很暖和。就是隔音不是很好。地理位置非常好，好多的大商场，吃喝玩乐全有了。下回还会选择入住。总体来说，非常不错。', 'star': 5}
{'descr': '房间超小，隔音很差。卫生条件还可以，地理位置也不错，旅游临时借住没问题的。', 'star': 5}
{'descr': '房间很干净，热水比较舒服，在小区中间，周围设施齐全，这个地理位置来讲算超值了\n美中不足的是隔音和空气不是很好', 'star': 5}
{'descr': '房子有些小，不过很干净，服务很好。这个价格这样的服务已经不错了。', 'star': 3}
{'descr': '酒店不错  精致整洁  安全便捷', 'star': 3}
{'descr': '我已入住服务很好', 'star': 3}
{'descr': '挺好的   就是小点', 'star': 3}
{'descr': '隔音非常不好，洗澡不方便，倒还干净。距离火车站需乘车五六分钟。', 'star': 1}
{'descr': '很干净，挺安静，就是房间小点，比较满意', 'star': 3}
{'descr': '这个酒店的确不错，干净是一定的，而且很温馨', 'star': 5}
{'descr': '房间很干净，很整齐。周边还有水饺馆、小超市', 'star': 5}
{'descr': '感觉还可以吧，就是一夜之后有些晕，客气质量不是很好，只不过性价比在北京这儿还是不错吧，另外建议把室内门窗上的产品字样去掉，隔音不好', 'star': 5}
{'descr': '隔音很差，房间很小，一次性纸质拖鞋洗澡后很容易滑跌，离地铁也很远，应该不会再去入住了。。。。。。', 'star': 1}
{'descr': '环境好，比较经济实惠，交通方便。服务态度挺好的。', 'star': 5}
{'descr': '房间虽然不大，但给人一种很温馨的感觉，服务也很好，挺好的。', 'star': 5}
{'descr': '酒店给我们安排的是无窗的房型,可是预定时并不是这类的房间,后来和酒店沟通给我安排的是走廊窗的房间,其它各方面也很一般.', 'star': 1}
{'descr': '条件非常不错，就是管理不是很专业，下次会考虑入住的', 'star': 5}
{'descr': '离车站不止300米 大约有3公里 卫生条件较差', 'star': 3}
{'descr': '桌面小点其余都很好', 'star': 3}
{'descr': '很小，像个迷宫，而且没窗户，进了房间以后像进了监狱桑拿，手机无线网卡都没信号了，千万别住！', 'star': 1}
