{'短评内容': '空调是坏的第二天起来都感冒了，被子是夏天的', '短评打分': 1}
{'短评内容': '酒店连空调都不开，热死人，以后坚决不省这钱了。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '需要自带洗漱用品 卫生间还需改进 性价比不错 ', '短评打分': 5}
{'短评内容': '房间有点小，不过总体比较可以', '短评打分': 5}
{'短评内容': '房间很小，没有热水壶，没有一次性洗漱用品，上网要付20元', '短评打分': 1}
{'短评内容': '电脑大床房不错，99元的房间比较小，吃饭，出行都很方便', '短评打分': 3}
{'短评内容': '交通便利,对面就是汽车站,离火车城站也不远~房间内卫生情况较好,不配拖鞋,牙刷和牙膏~', '短评打分': 5}
{'短评内容': '酒店价格高了，里面什么东西都没有。这点很不好！', '短评打分': 3}
{'短评内容': '我住的是标准大床房，房间很小，布置很简单，卫生一般，不过酒店的位置很好。', '短评打分': 5}
{'短评内容': '便宜，干净&#183;&#183;&#183;\r\n前台边上有便利店\r\n不过东西比外面贵了些&#183;&#183;&#183;\r\n不推荐在那边购买&#183;&#183;&#183;\r\n', '短评打分': 5}
{'短评内容': '综合成本考虑房间属于经济型连锁酒店的缩小版，卫生方面细节稍有不到位，但总体性价比非常高。', '短评打分': 5}
{'短评内容': '小店不错，不足就是灯光有点暗，还有没有拖鞋牙刷等。上网20块钱一天', '短评打分': 5}
{'短评内容': '小而精致,性价比比较高！地段也可以！！值得入住', '短评打分': 5}
{'短评内容': '也就位置好些，方便些，近车站，可是房价条件实在是一般，卫生间很小，洗澡胳膊都会碰到墙壁的，而且棚顶很低，不舒服，要是住一晚上还可以忍受。', '短评打分': 1}
{'短评内容': ',房间很小，其他方面还可以，性价比一般', '短评打分': 5}
{'短评内容': '实在是太小了，呵呵，不过很庆幸，我的身高也不高，要不，实在是感觉那个床会掉下去。各方面就一般般了，没有什么特殊的，也没有什么满意的。但是总是要出去接水喝，有点麻烦。\r\n可以推荐朋友入住，但是自己不会再住了。这样的钱住这样的房间，有点浪费了', '短评打分': 5}
{'短评内容': '性价比太低，169虽然是大床房但房间小的要死才12个平方，设施真的差的要命，地面既然是铺PVC地革，搞的和合租房一样，没有一次性物品，感觉不值这个价，最多100元一大关了，一点都不隔音，不是砖墙，是彩钢板隔的，哎，在也不去了', '短评打分': 1}
{'短评内容': '刚进房间就看见好几只蟑螂，受不了了，打电话找前台要求换房间，结果他们服务态度很差，设施也很差，隔音也很差，也就地理位置还算是好找。这是我这几天住过最贵也是最差的酒店，酒店名称是“99元我的客栈”，可实际入住价格却不是所谓的99元，而是根据不同房间以及入住时间来定。以后也不会住这个连锁酒店了！', '短评打分': 1}
{'短评内容': '不是很方便.酒店什么也没有....上网速度超级慢', '短评打分': 5}
{'短评内容': '不理解为什么房间挺大，弄那么小的床？！位置很好，交通很便利！', '短评打分': 5}
{'短评内容': '总得感觉还蛮不错的，房间颜色的满喜欢的。', '短评打分': 3}
{'短评内容': '小巧玲珑，结算方便，离西湖不远，交通也挺方便的。。', '短评打分': 3}
{'短评内容': '性价比不错  值得推荐 适合经济人士居住  钱少的朋友们的好选择', '短评打分': 5}
{'短评内容': '很便宜，性价比高，在汽车南站对面，交通还很方便，就是入住的手续太繁琐了，累得服务员满身是汗，排队至少要等20多分钟', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '很干净整洁……  但是住99元房记得自带头梳、牙刷 酒店不提供  性价比很不错~', '短评打分': 5}
{'短评内容': '交通比较方便，到哪里的公交车都有。\r\n附近的超市、饭店、便利店几乎没有。\r\n打扫卫生的大姐很好。\r\n房间很矮。\r\n床是扣分项：床很短，1.75的人，脚脖子以下都在床外！第一次见这样的床。沿西湖走了一天回来再睡这样的床脚受不了。最后只得睡对角线.......', '短评打分': 5}
{'短评内容': '不错，就楼间的房间很矮，厕所很旧，抽水马桶经常没有水', '短评打分': 3}
{'短评内容': '房间小倒是预料到了，可是洗手间条件还是差了点，不过位置还是挺好找的，应该下次不会去住了', '短评打分': 1}
{'短评内容': '位置比较好找，但周边很难找到吃饭的地方。房间很小，卫生巾没有排气设备，这点比较不能接受。', '短评打分': 3}
{'短评内容': '附近很难找到吃东西的地方，离西湖有点远，酒店位置还是挺好找的', '短评打分': 5}
{'短评内容': '房间空间小了些，但离景点蛮近的。这里的客服很繁忙啊。', '短评打分': 5}
{'短评内容': '房间还可以!就是小了点', '短评打分': 5}
{'短评内容': '入住时办手续需要太多时间,客栈应加强这方面的服务.', '短评打分': 3}
{'短评内容': '入住时办手续需要太多时间,客栈应加强这方面的服务.', '短评打分': 5}
{'短评内容': '感觉挺好的  推荐推荐  哈哈  赞一个   服务态度也很好', '短评打分': 5}
{'短评内容': '订房的速度太慢。。工作效率太低了。。其他还行。。', '短评打分': 3}
{'短评内容': '房间还好,挺干净的,楼下还有便利店,买东西很方便,就感觉洗手间有点小,其他的都很好,房间看上去很舒服', '短评打分': 5}
{'短评内容': '＋空间比较小，布局还算合理。', '短评打分': 5}
{'短评内容': '房间较小，但是考虑到价格，性价比还是不错的，交通业方便。', '短评打分': 5}
{'短评内容': '挺干净的，就是床太小。还有就是周围没有比较像样的餐厅。', '短评打分': 5}
{'短评内容': '汽车南站对面，城站火车站两站路，但离西湖景区远，交通不算方便，玩的话还是住得离西湖近点好，方便。', '短评打分': 1}
{'短评内容': '我的客栈很干净，服务态度也很好，房子面积不大，休息还是不错，顶一个。', '短评打分': 5}
{'短评内容': '老婆为了省钱定的这家...房间有点小...东西太少了...自己弄东西吃的话不方便...位置还不错的..就在汽车南站对面...省钱的朋友可以去...情侣就不推荐了...别舍不得那钱哦...教训...', '短评打分': 5}
{'短评内容': '价格够便宜了 设施也还可以 适合学生族居住\r\n交通一般 有点远', '短评打分': 5}
{'短评内容': '房间还行，就是check in有点慢…', '短评打分': 5}
{'短评内容': '不错。', '短评打分': 5}
{'短评内容': '比较卫生,但地方比较窄,床不够长', '短评打分': 5}
{'短评内容': '唯一的缺点就是容易，断网…', '短评打分': 3}
{'短评内容': '+良好', '短评打分': 5}
{'短评内容': '+环境不错 交通也挺方便的~', '短评打分': 5}
{'短评内容': '很有特点,适合年轻人,高层的视野也不错,就是稍远', '短评打分': 5}
{'短评内容': '不错，就是房间此想像中的要小很多…', '短评打分': 5}
{'短评内容': '环境很不错，位置蛮方便的，价钱合理，有机会还会再去', '短评打分': 5}
{'短评内容': '很好，很不错！下次还会去!  就是少洗漱用品。 嘿嘿', '短评打分': 3}
{'短评内容': '优点：房间色调很好，给人感觉很舒适。\r\n缺点：洗手间容易积水。', '短评打分': 5}
{'短评内容': '总的感觉还不错。电脑网速在快一点就好了。房间大小也还好！色调也很好。', '短评打分': 5}
{'短评内容': '便宜是最大的优势，虽然设施十分简单，但房间挺大，对要求不高的旅行者来说还是很实惠', '短评打分': 5}
{'短评内容': '+环境不错、交通便利，虽房间小了一点不过还比较舒适，乘公交的地方有点堵…', '短评打分': 5}
{'短评内容': '房间比较大，还不错，可惜没有电视没有一次性洗漱物品', '短评打分': 5}
{'短评内容': '地理位置不错，就在南站对面。 房间很大，我住的16楼，很大的一个落地窗，能看到杭州的美景', '短评打分': 5}
{'短评内容': '房间很干净。很满意。', '短评打分': 5}
{'短评内容': '设备很简单不过还干净', '短评打分': 5}
{'短评内容': '蛮好', '短评打分': 5}
{'短评内容': '…总体还行…', '短评打分': 5}
{'短评内容': '各方面都还可以 就是房子里没有拖鞋 相当简约', '短评打分': 5}
{'短评内容': '还蛮整齐干净的，比想象中的好，就是窗户不够大。', '短评打分': 5}
{'短评内容': '差！牙刷拖鞋的一样都没，也没什么装修可言，性价比太低。。。。。更郁闷的是11:30电话语音提醒12点退房，11:40服务员又跑来敲门询问退房还是续住，11:50又一电话说12点退房请配合什么的。。。。下次肯定不去住了！', '短评打分': 1}
{'短评内容': '一般吧，房间布置比较冰冷，虽然房间挺大的，可是总觉得不舒服，住了一天就换酒店了。还有一点，我建议，如果酒店不提供洗漱用具，干脆连洗手间里的那两个纸杯也去掉好不好？看着很别扭的！还有楼下的便利店，简直就是抢钱。。。。', '短评打分': 3}
{'短评内容': '总的来说,性价比还是蛮高的.电脑大床房,房间空间挺大的,设施是简单了点,显得房间空荡荡的,电脑网速还行,看看PPLIVE还是顺畅的.', '短评打分': 5}
{'短评内容': '物美价廉，交通便利，很卫生，不错', '短评打分': 5}
{'短评内容': '还是..隔音不是一般的差..基本上隔壁的人再聊电话这边都能听的一清二楚..                                                     ', '短评打分': 3}
{'短评内容': '总体来说还行..隔音真的很差..还有就是楼层间隔不是一般的低..还好我的海拔不是很高.不然我想需要弯着腰通过了', '短评打分': 3}
{'短评内容': '房间小了点，空调小了点。卫生间干净，但太狭窄。其他还好。我住的是电视大床', '短评打分': 3}
{'短评内容': '外面还真没什么吃的可以吃,其他的没什么了', '短评打分': 3}
{'短评内容': '房间比较大............................', '短评打分': 5}
{'短评内容': '房间确实很小,但感觉很特别,床头灯小小的,好温馨.比想象中要好!', '短评打分': 5}
{'短评内容': '房间里面什么都没有 要自己准备牙刷等 可以上网很不错 上网费20元每24小时。但是打扫人员素质比较差。大清早就来拼命敲门，挂了请勿打扰当全没看到。房间比较小。空调温度没法调 刚进去很热', '短评打分': 5}
{'短评内容': '空间还不错,服务还不错, 比较符合经济酒店,就是周围环境比较不好', '短评打分': 5}
{'短评内容': '小但五脏俱全，性价比高，唯一唯一唯一让你蛋疼的是中央空调，不可以自己控制大小风速我忍了，风口的风是非常小的，非常非常之小的，关键它是红外感应的，就是说只有人或者热源移动他才会继续工作，晚上睡觉不动，一会就不制冷了（除非在他前面拴一只不停飞的鸟或者小白鼠），建议夏天不要去住，其他天气去住都才能谈谈性价比。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '除了床有点小，其他的都不错，算是满意吧，就是不要住靠马路的房间，晚上有点吵', '短评打分': 5}
{'短评内容': '床实在是太小了，房间倒是挺大，那么两张小床，不协调。', '短评打分': 5}
{'短评内容': '房间不大，但是很干净，位置也很好，很适合年轻人外出旅游的选择', '短评打分': 5}
{'短评内容': '在杭州住一晚上100元的旅店根本就没有（不包括站前黑旅店），该旅店非常干净，装潢很好，位置也好，出门交通方便。实在找不出缺点。', '短评打分': 5}
{'短评内容': '非常不满意，出来地段好以外没有可取之处！地板竟然还采用塑料地毯，很脏，下午在午睡，睡到一半保洁员竟然随便开我的房门，说是要清洗房间地板，把我吵醒了不说，很不尊重顾客。反正我下次绝不考虑', '短评打分': 1}
{'短评内容': '电视大床房房间还好，有点小，没有拖鞋哦…', '短评打分': 5}
{'短评内容': '+房间还行…就是隔音好差…楼下有小卖部饿了可以买东西吃还不错…过道有饮水机…总体来说还不错', '短评打分': 5}
{'短评内容': '酒店价格便宜，但床太短了，正常身高的人睡在上面脚都会露出来，这点省钱不是地方，位置也一般，周围吃的地方比较少', '短评打分': 1}
{'短评内容': '酒店很干净，洗澡水很大，不错.酒店到西湖交通也很方便。一楼的小超市东西也很齐全。', '短评打分': 3}
{'短评内容': '前台服务很好，酒店管理不錯。99元的房间大的和一般经济型驴友客棧没法比，提前半个月的预订还是值得的，遗憾是没电视，上网另收费', '短评打分': 5}
{'短评内容': ' 房间很大，没有洗漱用品，床很小，我178躺着 脚就在外面了，总体来说是还ok的！', '短评打分': 5}
{'短评内容': '酒店位置不错。。去火车站，西湖都很近，适合背包旅游者', '短评打分': 5}
{'短评内容': '总体感觉还一般吧，房间没有洗漱用具，吃饭困难，没地方', '短评打分': 1}
{'短评内容': '还不错吧', '短评打分': 5}
{'短评内容': '虽然说里面设施基本没有，但是很大，住着很舒服，而且色调什么的都很让我感到亲切，交通也很方便，真的是性价比很高，楼下的小卖部价钱很合理，不会趁机涨价', '短评打分': 5}
{'短评内容': '之前看网友的点评心里还有点忐忑，结果过去以后感觉还不错。房间确实特别大，有点空的感觉，大落地窗也不错。虽然没有电视不过有电脑，联网要另花钱，我没开通，连上我自己带的ipod就可以听里面存的歌看视频了也不错。空调自动的有点不足，但也凑合了。总之性价比已经超级高了，很推荐~', '短评打分': 5}
{'短评内容': '杭州我的客栈离西湖太远.', '短评打分': 5}
{'短评内容': '非常好  交通便利  住的舒服   就是电脑病毒毁了相片横不好', '短评打分': 5}
{'短评内容': '总的来说还可以吧，因为房间的范围够大，可以晒晒衣服。但是就是电吹风还要用押金的，每次办个什么业务还要给一大堆的纸张，最后一天早上要走了，给工作人员开发票，因为机器的密码在经理那就要等啊等啊，让我等好久，还一直跟我强调让我在等一会儿，从二十几分钟前就让我等一会儿，现在还在等一会。赶着去飞机场，你说飞机能等我这一会儿吗？最后跟她要求把发票寄回家，还不止一遍地跟我说，他们可以给我们寄，但是只能寄平邮，还', '短评打分': 5}
{'短评内容': '房间很大  但是显得很空，不过采光度很好。服务态度也很好。交通还算方便，离南站很近。边上的沙县小吃好吃也不贵~~', '短评打分': 5}
{'短评内容': '酒店不错\r\n位置很方便\r\n就是前台问他们路他们自己都不清楚\r\n', '短评打分': 3}
{'短评内容': '很失望，拖鞋没有  厕所实在垃圾  楼层低  压抑  很不舒服', '短评打分': 1}
{'短评内容': '地理位置很好,房间很小的，符合他的价位', '短评打分': 5}
{'短评内容': '酒店性价比非常高。入住之前没报太大的期望，毕竟99元的房价太低了。没想到房间非常的宽敞，看起来也比较干净，床睡着也很舒服。比后来去上海入住的知名连锁酒店好多了。虽然位置有点偏，但是交通很方便。总之非常满意了，是旅游的良好选择。', '短评打分': 5}
{'短评内容': '性价比不错~', '短评打分': 5}
{'短评内容': '房间太小了~~~', '短评打分': 1}
{'短评内容': '靠汽车站那边很吵，交通不太方便，网速慢，前台服务赞一下。', '短评打分': 3}
{'短评内容': '环境还不错，是一间性价比很高的酒店，就是空间太小了，给人有点压抑的感觉', '短评打分': 5}
{'短评内容': '洗澡水很大很舒服,还贴心的留了衣架.房间很干净,插座也够多,我很满意.', '短评打分': 5}
{'短评内容': '麻雀虽小五脏俱全呀，房间有点矮，有点小，但是设施都很齐全。房间看着也很干净温馨。前台服务也挺不错的。性价比相当的高。', '短评打分': 5}
{'短评内容': '蛮好的', '短评打分': 3}
{'短评内容': '其它都很好 就是房间小了点 床短了点', '短评打分': 5}
{'短评内容': '上网速度慢，连接方式不方便。', '短评打分': 1}
{'短评内容': '很不错，性价比很高', '短评打分': 5}
{'短评内容': '房间面积很大，大厅有个很大的休息室，很方便。', '短评打分': 5}
{'短评内容': '房间太小，地板卫生不好！服务不错！', '短评打分': 1}
{'短评内容': '很不错', '短评打分': 5}
{'短评内容': '一开始刚去的时候不知道什么样，后来到了之后觉得还好啦，第一次在外面住，觉得这样的就可以啦，嘿嘿，满足', '短评打分': 5}
{'短评内容': '早上3点多到的杭州 ,打电话问不能入住,因为退房时间是12点 我等到9点去的店铺 ,迅速给我安排了一个房间.服务也不错,唯一就是洗淑的东西没有,自己带,另外没有拖鞋,整体上讲还不错,地段离杭州站也比较进,我溜达到这用了25分钟(步行)', '短评打分': 5}
{'短评内容': '脏，房间设计风格很冰冷，不推荐', '短评打分': 1}
{'短评内容': '牙刷牙膏洗头膏拖鞋都要自己买 价格不菲 切克 in 时间太慢了 吹风机还要押金才给借 房间灯又暗 ', '短评打分': 1}
{'短评内容': '设施有点像布丁。。牙刷什么的都得自备。。酒店大厅有个小超市。对面就是汽车南站。。到河坊街什么的也蛮近的。。', '短评打分': 5}
{'短评内容': '上网要花钱。。。预定之前不知道 以为是免费提供 希望下次提前说明', '短评打分': 5}
{'短评内容': '太小气的酒店，拖鞋毛巾一概没有，十分之不方便', '短评打分': 1}
{'短评内容': '还好，在汽车南站正对面，位置算不错，离各个地方比较近，就是空调很废。感应式的', '短评打分': 5}
{'短评内容': '酒店很实惠，我有住119元电视大床房和电脑大床房，房间挺大的，房间内电话还免费打市话，这点很好。只是大床有些短，睡觉时脚都掉到外面去了。', '短评打分': 5}
{'短评内容': '很喜欢他们家的装修风格,不过交通不是十分便利,去西湖景区需要换公交车,旁边有好又多,还有很多买水果的,在一个村子里,名字忘记了.', '短评打分': 5}
{'短评内容': '比我想象中的要好的多.而且位置又好,性价比真是超高的', '短评打分': 5}
{'短评内容': '酒店的位置还可以，就在汽车南站附近。酒店的外观也是不错的，只是从服务到房间都显得比较小气，房间与小旅馆的差不多，卫生条件很一般，我住的是电脑大床房，电脑不太好使，床更是小得可怜，两只脚都露在了外面。总之，该酒店价格看似低廉，其实性价比不高，不建议入住。', '短评打分': 1}
{'短评内容': '整体感觉不错。性价比高，电脑房免费上网很方便，还能去附近外婆家解决中晚饭，房间大，会再来。', '短评打分': 5}
{'短评内容': '床长度小一点.不推荐180cm以上的睡...别的都没得说,非常好,很干净,服务态度很好', '短评打分': 5}
{'短评内容': '性价比超高，简洁风格，适合年轻人出行的选择', '短评打分': 5}
{'短评内容': '由于去的晚了，结果被安排到很小的房间，根本不是原来订的那种25㎡的大房间，卫生间又差，水龙头也坏的，这次很不满意，我就奇怪了，用信用卡担保的，为什么就不预先留一个？', '短评打分': 5}
{'短评内容': '性价比高', '短评打分': 1}
{'短评内容': '位置还是凑合的~~毕竟这个价格要想住在西湖边也不太可能。楼很高，房间不大（或者干脆说很小，不过很适合背包客，也对得起这价钱)。房间很卫生，我们定的电视大床房，设备都ok，只是没有拖鞋和洗漱用品，虽然说是环保可还是有点不太方便。总体来说还可以~下次来杭州的话如果不住西湖岸边还是可以来这里的。', '短评打分': 5}
{'短评内容': '还行吧，挺干净，我住的是电脑房，网速不错，就是电脑配置太烂，慢死了……\r\n交通什么的很方便，就是到楼下续房和结账的时候花了好半天，很慢~', '短评打分': 5}
{'短评内容': '非常干净舒适 位置不错 推荐', '短评打分': 5}
{'短评内容': '房子很大，但是房内设施很少，不过够基本使用.\r\n牙膏，洗发水最好自带', '短评打分': 3}
{'短评内容': '房子很大，但是房内设施很少，不过够基本使用\r\n牙膏，洗发水最好自带', '短评打分': 5}
{'短评内容': ' 在汽车南站对面,下车就能看到.整个大楼都是我的客栈的.屋子很大很干净.不过因为人太多,checkin的速度就比较慢,前台女接待的态度不怎么好(ps:因为我们赶上的是女接待).吹风机去楼下借要交200押金,.比较麻烦.房间设施不太好.柜子没有,放行李的台子也好小.', '短评打分': 5}
{'短评内容': '就是床有点小,脚都在外面了..我只有1.70多一点', '短评打分': 5}
{'短评内容': '电脑房超大，电视房超小...不过性价比不错~~~', '短评打分': 5}
{'短评内容': '不错！', '短评打分': 5}
{'短评内容': '总体来说还是可以的，性价比很高的', '短评打分': 5}
{'短评内容': '交通便利但是设施不完备，很多东西都要自己准备，不太方便。', '短评打分': 3}
{'短评内容': '都很好，很喜欢洗澡时的水压，很爽！，唯一的缺点就是有蟑螂。', '短评打分': 5}
{'短评内容': '   这个店在杭州汽车南站对面，交通方便；店内卫生很好，房间设施及颜色也不错，下次出游还会选择这个店。', '短评打分': 5}
{'短评内容': '骗人的酒店，来了才知道上网还要单收费20元，洗漱用具也没有，太差了，房间也特别小，价钱也不便宜。', '短评打分': 1}
{'短评内容': '在杭州,性价比算是很不错的了!99元的房间有点儿太小了,119的电脑大床房不错.', '短评打分': 5}
{'短评内容': '实在不推荐。之前看了其他住客的评价我还犹豫了下，决定还是定下先住住看。可是，我就睡了一晚，实在没有办法接受。首先，前台服务速度和效率实在有够毛线的，明明只有我一个人，还是等了有半个小时左右。已经十二点左右，真是有够折腾的。然后，等我好不容易到了房间，天呐。卫生间的味道实在让我无法忍受，居然还会漏水！房间真的有够节省的，太小了啦！烧水壶没有，只在电梯口有饮水机，弄得我一晚上没有喝水，夏天啊！放在洗漱', '短评打分': 1}
{'短评内容': '交通比较便利，对面就是长途汽车站，坐公交只要两站路就可以到达火车站，出行很方便。但是设施不全，很多小用品必须在大堂的小超市购买，整体还不错。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '地理位置好，就是房间设施一般', '短评打分': 5}
{'短评内容': '借吹风机还要交押金，不太合理。隔音不太好。清洁阿姨人很好！', '短评打分': 5}
{'短评内容': '酒店在汽车南站对面，不过没想到离市区还挺远，订的时候没注意到这点。去的时候大厅还在排队，其实前面只有一个人，可是那前台的速度简直&#183;&#183;&#183;没法说，还有大厅超级热，我以为空调坏了，结果一问才知道说本来就没空调的，我郁闷。在弄了一大推的程序以后终于入住了，我还是挺不情愿的，因为一进去那里就感觉不怎么舒服。幸好房间没有我想象中那么那么小，反倒很宽敞，宽敞的简直空荡荡，可是厕所很', '短评打分': 1}
{'短评内容': '这家店给我感觉非常精致，配套设施很完善，唯一一点缺店就是床铺比较小', '短评打分': 5}
{'短评内容': '99元的房间非常小 没有活动空间 但是这个价格要求也不能太多了', '短评打分': 5}
{'短评内容': '总体感觉不错！', '短评打分': 5}
{'短评内容': '酒店的大床房太小了，根本转不开身。', '短评打分': 1}
{'短评内容': '房间太小，床也小，我老爸178cm都睡不下。卫生间沐浴喷头和隔音超级烂，又小。最主要的是冷气是坏的。但是价格便宜，反正我是不会再去住了', '短评打分': 1}
{'短评内容': '靠近汽车南站', '短评打分': 5}
{'短评内容': '非常好，附近都是旅游景点，更重要的是附近还有海鲜大排档，东西都满好吃的。', '短评打分': 5}
{'短评内容': '价钱是绝对有优势的，但是地理位置不好，离市中心远，去游玩不方便，坐车线路不多。不过对面就是汽车南站，去乌镇可以从这里坐车到九堡，有直达车到，其它的比较一般。', '短评打分': 3}
{'短评内容': '价钱是绝对有优势的，但是地理位置不好，离市中心远，去游玩不方便，坐车线路不多。不过对面就是汽车南站，去乌镇可以从这里坐车到九堡，有直达车到，其它的比较一般。', '短评打分': 5}
{'短评内容': '这个酒店虽然离南站很近，但是前台的服务态度真的不好。语气很冲，还表达不清，有的房间没有电脑，上网还要付20块钱，比网吧通宵还贵，网速又慢，加上上网的钱一点性价都没有了，房间也不是很干净。没有沐浴露和洗发水，总之什么都没有，都要自己带。。。。不会在住！！！', '短评打分': 1}
{'短评内容': '我之前住的一直忘记来评论了，住了这个觉得很不错，公交车站很近，很方便，服务不错，屋子蛮大的，总的来说，99元住这样的房间很划算，下次还回去住的！！！', '短评打分': 5}
{'短评内容': '太简单了点~', '短评打分': 5}
{'短评内容': '假如空调更人性一点就太完美了', '短评打分': 5}
{'短评内容': '房子很小，床真的更小，层高很低，但是价格便宜，洗澡水很恒温，水很大', '短评打分': 3}
{'短评内容': '一般吧！', '短评打分': 5}
{'短评内容': '床太短，层高太低，压抑，卫生间很小，但是洗澡水很大，洗澡舒适，价格便宜。', '短评打分': 5}
{'短评内容': '总体来说还不错。', '短评打分': 5}
{'短评内容': '我的客户觉得还满意', '短评打分': 5}
{'短评内容': '床短了点，99元的房子空间比较小，卫生还不错，交通不算很便利', '短评打分': 5}
{'短评内容': '十分差，特别差，白天30度不能开空调，就一条毛巾，剩下什么都没有。床太小，地面太脏，隔音差。', '短评打分': 1}
{'短评内容': '层高比较低，灯光不太好\r\n', '短评打分': 5}
{'短评内容': '总体说价位便宜，距离火车站打车12块钱到了，\r\n缺点是房间太小，订的电视大床房，床和桌子距离很窄，只能通过一个人！', '短评打分': 5}
{'短评内容': '宾馆在汽车南站，交通挺好的，就是周围没有什么像样的超市饭店什么的，去好又多超市要走七八分钟，不过那边很多吃饭的地方呢，还不赖。房间很大，我住的电脑房，蛮好，有窗户。入住和退房比较慢&#183;&#183;&#183;建议赶车的人提早退房~', '短评打分': 5}
{'短评内容': '99元我的客栈是一个性价比较高的酒店，是出行驴友的最佳选择。我经常介绍给那些去杭州旅游的朋友。', '短评打分': 5}
{'短评内容': '态度不好，等的太久 \r\n', '短评打分': 1}
{'短评内容': '还不错，性价比高', '短评打分': 3}
{'短评内容': '还不错，汽车南站对面，方便', '短评打分': 5}
{'短评内容': '住的是电脑房，比电视房大两倍，采光很好，色调搭配舒服，卫生间没有三件套，比较麻烦，不过性价比算很高了，适合要求不要的人', '短评打分': 3}
{'短评内容': '住的但是电视房，房间小，隔音差，非常不喜欢...', '短评打分': 3}
{'短评内容': '如果要求不高的话，这家酒店是很好的选择。价格便宜，房间很大，可是很多东西都要自备，卫生间里只有两个杯子、两条浴巾和沐浴乳，其他东西都要自己带。住的是电脑房，挺宽敞的，色调搭配的比较舒服。', '短评打分': 5}
{'短评内容': '这是我住过最让人不舒服的酒店，地理位置差，周边吃的玩的都没有，服务人员态度差，还给脸色看，居然还说“你没听见就当我没说”，办入住的时候就让人一肚子火，进房间后感觉更不好，空荡荡的房子，就摆一台电脑和床，然后借个吹风还要你自己跑前台拿，更气人的是还要收你两百押金，总之不推荐，劝想入住的旅客要三思。', '短评打分': 1}
{'短评内容': '房间很宽敞，落地窗，采光好，大床，位置也不错。就是床有点硬，而且窗户的隔音效果实在不怎么地。', '短评打分': 5}
{'短评内容': '性价比不错，值得推荐，干净卫生，房间还是不错的，就是位置不是很好，坐车不是很便利。', '短评打分': 5}
{'短评内容': '比较便宜，房间很大。', '短评打分': 3}
{'短评内容': '酒店交通比较便利，紧挨“汽车南站”的站牌，四通八达，这一点而言比较好，酒店设施也比较齐全，喷头水压真的特别大，但房间比较小，对于追求性价比的客户而言还是比较划算的，可以向大家推荐！', '短评打分': 5}
{'短评内容': '挺好的一家经济型酒店，适合要求不高的兄弟姐妹门。不过位置挺好，就在杭州汽车南站对面，交通很方便。下次我还回去住！', '短评打分': 5}
{'短评内容': '位置、卫生、服务都还不错。总之，性价比很高！', '短评打分': 3}
{'短评内容': '感觉有点慢，可能是因为服务人员比较少的原因吧。但是总的感觉还不错。', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '很便宜，房间很大，还有电脑。可是开网线额外要加钱', '短评打分': 5}
{'短评内容': '一切都好 若能多配張椅子就更好了', '短评打分': 5}
{'短评内容': '价格很好，其他的就不太挑剔了！！！', '短评打分': 5}
{'短评内容': '价格低廉，但是条件不错，服务也很好，总的来说很不错，交通很方便，39路到火车站，然后去景点很方便', '短评打分': 5}
{'短评内容': '实惠型', '短评打分': 5}
{'短评内容': '汽车南站对面，有到城站和汽车北站的直达公交车，房间没有洗漱用品，需自备和购买，性价比不错', '短评打分': 5}
{'短评内容': '性价比高，但服务很值得改进，效率很慢', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '酒店位置还可以，就在杭州汽车南站的对面，过道即是。我和老婆订的是电脑大床房，房间干净宽敞，舒适度不错，性价比高。\r\n    值得一提的是，离开时因为走的匆忙，老婆把眼镜落在了酒店。第一次问起，可能清扫工找的不够仔细，没找到。第二次致电前台，终于找到了。大家都知道眼镜属于易碎品，不好邮寄。前台小姐很理解人，自己想办法装了些报纸塑料之类的填充物，寄了回来。眼镜虽然不是什么贵重物，但对老婆来讲，重新去配', '短评打分': 5}
{'短评内容': '总体不错。', '短评打分': 5}
{'短评内容': '位置不错，价格合理', '短评打分': 5}
{'短评内容': '房间很干净，每天都有人打扫，不过房间挺小的，隔音效果很不好，不太挑剔的可以住，如果要求太高最好别住，我们白天出去玩，就晚上回来睡个觉，感觉还可以', '短评打分': 5}
{'短评内容': '房间挺大的。精细度差了些。但是作为旅途，住是不错的了。', '短评打分': 5}
{'短评内容': '盥洗池子设计的不太好，洗漱的时候水很容易溅到地板上，造成地板很滑，容易摔倒。', '短评打分': 5}
{'短评内容': '房间大到震惊，装修很简，但对于这个价格来说还不错，住到了巧克力色的楼层，开心', '短评打分': 5}
{'短评内容': '价格很合理，房间也比较干净，挺舒适的。就是位置远了点，周围没什么好玩的地方。', '短评打分': 5}
{'短评内容': '除了该有的没有之外其他的都还好，有电脑的没电视，有电视的没电脑，难道我就不能先看下电视再去电脑工作？环境不错，很干净。', '短评打分': 1}
{'短评内容': '位置偏了点，房间挺大，床很短，其他方面都不错！', '短评打分': 5}
