{'短评内容': '房间干净整洁，服务不错，早餐丰富', '短评打分': 4}
{'短评内容': '房间小，设备比较旧了，房间内只放了两小包代茶，喝完了似乎就要自己买房间内的罐茶了，不大气，能值几个钱啊。', '短评打分': 1}
{'短评内容': '是个老宾馆改的。卫生间陈旧，一进去有股味道，很难闻。其它还好。早餐不错。', '短评打分': 1}
{'短评内容': '位置偏，房间小，床具cheap，淋喷头固定件有问题，水到处溅，前台服务态度还是很好的，早餐比想象种好很多，不过下次来不会住了。', '短评打分': 1}
{'短评内容': '还行，就是早餐太差，只有馒头和稀饭', '短评打分': 5}
{'短评内容': '很好的酒店', '短评打分': 5}
{'短评内容': '性价比不错，值得一住', '短评打分': 3}
{'短评内容': '我入住的是6楼，房间有点小，有点发霉味，要是能改善下就相当不错了', '短评打分': 5}
{'短评内容': '最少是第三次入住了，总体感觉还是不错！值得推荐。这个价格还含丰富的双早，相比较快捷酒店是值得的。这次住的是8楼的房间是地毯的，感觉比以前住的16楼的地板的装修风格不同。另外上次住的16楼的地板地的房间仔细看床下面和边角处清理的不是很干净。希望酒店再接再厉！', '短评打分': 5}
{'短评内容': '性价比较好', '短评打分': 3}
{'短评内容': '靠近高速路口，出行比较方便', '短评打分': 5}
{'短评内容': '不错！', '短评打分': 5}
{'短评内容': 'very good hotel', '短评打分': 5}
{'短评内容': '性价比不错的酒店！出差值得推荐，这个价格比较快捷酒店要合算啊！！', '短评打分': 3}
{'短评内容': '准备第三次入住了，性价比不错！早餐丰富双人比较值。\r\n', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '卫生不错，服务不错，设施有点陈旧，我住的房间有下水道的味道，另外四星的酒店竟然连桶装水都没有。早餐还可以', '短评打分': 1}
{'短评内容': '以前的华药大厦，不错', '短评打分': 5}
{'短评内容': '4星级酒店，环境很干净，我住的是218的单人间，信价比很好！下次还会入住。', '短评打分': 5}
{'短评内容': '还不错的酒店，那种超小型房间很适合一个人出差住。', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '酒店位置交通方便，不过旁边的华药空气很重的气味', '短评打分': 3}
{'短评内容': '酒店内还好，只是夜里周边在整宿的施工，怕吵的朋友请留意', '短评打分': 5}
{'短评内容': 'just good', '短评打分': 5}
{'短评内容': '很不错的。性价比高。', '短评打分': 3}
{'短评内容': '环境很好，房间不错，价格公道。', '短评打分': 5}
{'短评内容': '可以说非常不错，缺点是电梯慢了点，经常有开会的占用电梯', '短评打分': 5}
{'短评内容': '其它挺好的,就是房间小些', '短评打分': 5}
{'短评内容': '这次房间在五楼，冲马桶的按钮坏了，不过还能用，地毯有发霉的痕迹，退房晚了一个小时，也没说什么，态度还是很好的，总体感觉不错，希望下次入住的时候能住高一点楼层的房间。', '短评打分': 5}
{'短评内容': '酒店环境不错...离火车站10块钱的打车费,就是酒店的硬件不像4星级的..酒店对面有一家药店,味道很大', '短评打分': 5}
{'短评内容': '设备和服都不错，就是在房间里没吃的。', '短评打分': 5}
{'短评内容': '挺好的！', '短评打分': 3}
{'短评内容': '半个月来第二次入住，以后还会住这里，推荐!', '短评打分': 5}
{'短评内容': '石家庄东北方向最好的宾馆了！假如你在石家庄东北部办事的话，美丽华是最好的选择！', '短评打分': 5}
{'短评内容': '性价比 还算 不错的～！', '短评打分': 5}
{'短评内容': '性价比不错的宾馆,但谈不上4星.可以推荐.', '短评打分': 5}
{'短评内容': '218的单人间房型最好。\r\n260有两种房型，单人间的不错，还有一种老的标准间，非常差。\r\n总的来说，选对房型就可以住。而且早餐不错。', '短评打分': 5}
{'短评内容': '住着不错，早餐也可以', '短评打分': 5}
{'短评内容': '他们家的床好硬，不舒服，一点不像四星的', '短评打分': 1}
{'短评内容': '这次去比上次好多了，走廊里没有味道了！住起来挺舒服！', '短评打分': 5}
{'短评内容': '这是我10年后再次入住华药大厦。选择的房型是精致单人间。因为面积小的缘故，所以进门之后感觉陈设布局略显紧张。房间内也并没有其他四星酒店里通常提供的新鲜水果，虽然我们酒店的对门就是水果市场。房间里也没有提供手提袋，信封，针线包这些东东（以前，我也觉得这些东西的配备没多大必要，可是这次出差，真的要用到的时候，才知道没有这些是多么不方便）。另外，不知道为什么没有直饮水，难道别的房间也是和我一样，要烧自来', '短评打分': 5}
{'短评内容': '设施略旧，其他都不错，晚餐价格还行，主要是在石家庄同价位的酒店选择很少。', '短评打分': 5}
{'短评内容': '房间好像是单元楼改的，显得房间较小。以房间大小论价格有些偏高。', '短评打分': 5}
{'短评内容': '酒店设施、服务都不错，位置也好。\r\n唯一缺点就是对面的制药厂味道熏死人。\r\n', '短评打分': 5}
{'短评内容': '电梯少，等候时间长，其他还好。', '短评打分': 5}
{'短评内容': '卫生间的设施该更新了', '短评打分': 5}
{'短评内容': '我已经是第二次入住该酒店了，我觉得总体印象是很不错的，服务员态度都很好，尤其是总台的服务员，我在电梯里看到有什么水果赠送，报纸赠送，还有什么直饮水，可是我在房间里没看到。还有就是酒店周围的味道很不好。房间还可以我下次去海事要住的。\r\n', '短评打分': 3}
{'短评内容': '总体来说还是不错的，不过，有些设施像电视有点旧了，房间里有点干，应该配加湿器', '短评打分': 5}
{'短评内容': '酒店还可以，房间比较舒适，就是位置有点偏僻。', '短评打分': 5}
{'短评内容': '其他还好，就是电视太差了。估计是20年前的', '短评打分': 5}
{'短评内容': '4星级 可总体感觉总差了一点点 3星半差不多吧 ', '短评打分': 3}
{'短评内容': '希望能提供洗发水和沐浴露，其他方面都还挺好的。 ', '短评打分': 3}
{'短评内容': '总的说还不错 只是位置有一些偏 单人间性价比还是不错的 ', '短评打分': 5}
{'短评内容': '酒店不错，服务员也很礼貌，以后还去那住。早餐就是单调了一些。', '短评打分': 5}
{'短评内容': '性价比高！这个价钱还是值得的。酒店的服务人员给我的感觉不错，所有的部门所见到的服务人员待人接物都是那种很自然的职业和礼貌，很舒服。这个相当不容易做到。是个软的东西。看得出来这里的管理是很专业和到位的。早上还发现上班的时间酒店的经理们都和服务员一起在门口迎宾。虽然酒店设施啥的没什么好也没什么不好。但软性的东西和这个价格比起来是超值的。下次还会选择。', '短评打分': 5}
{'短评内容': '跟实际的四星级差太远了 而且服务内容说的免费水果\\矿泉水和报纸也没有 纯粹是骗人的', '短评打分': 1}
{'短评内容': '希望增加加湿器和电脑。', '短评打分': 3}
{'短评内容': '有电脑就好了。希望增设电脑。', '短评打分': 5}
{'短评内容': '舒适的环境，方便的出行，以后到石家庄还会选这里的哦', '短评打分': 5}
{'短评内容': '在华药旁边夜里声音太吵了，房间隔音太差，卫生可以。', '短评打分': 5}
{'短评内容': '比较满意，下次还住', '短评打分': 5}
{'短评内容': '酒店不错，服务、卫生、舒适度都很好。下次还是会入住的', '短评打分': 3}
{'短评内容': '第一次住，很好，很安静，下次还是会去的', '短评打分': 5}
{'短评内容': '享受了一下新春特价活动，应该是超值的，下次去石家庄，还会考虑入驻', '短评打分': 5}
{'短评内容': '总体感觉都很好，房间内卫生很好，住的也很舒适，只是有一点，走在走廊里，有一股味道，闻起来不舒服！', '短评打分': 5}
{'短评内容': '总的来说是个不错的酒店。以后会经常去！早点改善一下就更好了。\r\n煎蛋最好是现做的。咖啡太稀了。', '短评打分': 3}
{'短评内容': '小房间暖气太热了，开窗又冷。因为房间太小了，通风不是很好。大房间还不错。早点一般。其他都还满意。', '短评打分': 5}
{'短评内容': '性价比比较高的酒店，没想到美丽华停车位也很难找了。总的来说不错。', '短评打分': 5}
{'短评内容': '酒店是四星级酒店，服务不错，但内部设施有些老了。性价比还行', '短评打分': 3}
{'短评内容': '酒店的性价比还行，就是中午闭餐时间太早。我们中午2点钟到的，就没有饭吃了。四星级的酒店，应该给客人提供全天的服务', '短评打分': 3}
{'短评内容': '老的四星级酒店，也就这样了。尽管和图片上的有很大的不同，但是性价比还是不错。管家中心很好', '短评打分': 5}
{'短评内容': '相当不错的酒店，服务及卫生状况很好！并且性价比相当高。', '短评打分': 5}
{'短评内容': '硬件条件达四星，服务质量待提高', '短评打分': 3}
{'短评内容': '酒店还行，就是房间太小，有点不太舒服。下次还会选择。', '短评打分': 5}
{'短评内容': '不知道为什么要用ELONG.COM定酒店.没有优惠,什么都没有...奇怪了，以后在那里定都不在这里定了', '短评打分': 5}
{'短评内容': '早餐不错，但是还可以提高一下。周围有个制药厂，所以空气味道不好。酒店硬件条件不错，服务也很好。一层的豆捞值得品尝，目前正做活动。100送50', '短评打分': 5}
{'短评内容': '环境好，服务好', '短评打分': 5}
{'短评内容': '卫生服务等条件都很好，就是在华北制药厂附近，有时有制药的味道', '短评打分': 5}
{'短评内容': '午夜2点半，走廊里传来疯狂的敲门声，一开始我以为是敲我的门，后来我慢慢醒了，分辨出是敲别的房间的门，一男一女，狂砸20分钟，我打电话到总台，他们说派人来查看，我很奇怪，如果没有走廊监控的话，那么起码有保安夜间巡逻吧。\r\n我打完电话，没有任何回复，当疯狂的喊声和砸门声再次响起的时候，我又一次打电话去总台，他们说下来看了，没人。我估计我不再打电话，酒店方就没有什么回应了，这让睡眠本来就不好的我，再也睡', '短评打分': 1}
{'短评内容': '位置还是不错。不拥堵。\r\n不过标间太小了。设施还非常陈旧。不忍心看。。。\r\n单间很好，狠舒服，也比较时尚\r\n早餐很好\r\n总体来说，不到四星的标准，也不到四星的价钱，还算性价比高', '短评打分': 5}
{'短评内容': '酒店的设施很旧，达不到四星的水准，性价比较低', '短评打分': 1}
{'短评内容': '酒店卫生状况佳，早餐也还行。', '短评打分': 5}
{'短评内容': '很好，下次继续住。', '短评打分': 5}
{'短评内容': '位置方便,酒店的环境也不错,住着比较舒适的,而且价格也比较合理.', '短评打分': 3}
{'短评内容': '我本来预订的是大床的单间但是酒店这种的房间已经满了，后来该酒店销售部张经理给我免费给我们升级到套间，感觉不错，该酒店的销售部经理比较有素质，服务态度超好，下次我到哪里还要住该酒店，总台的服务员业务应该有所提高，应该精通预订的业务。酒店大厅应为有外租写字间所以比较乱。电梯比较老化。应该有多改变。', '短评打分': 5}
{'短评内容': '蛮不错的一家值得推荐的酒店，每天还送水果，服务态度也好，房间很大。下次还会住~', '短评打分': 5}
{'短评内容': '软件设施还不是太好,房间的卫生和设施还行,服务态度不是很好,性价比还是挺低的.', '短评打分': 3}
{'短评内容': '很不错', '短评打分': 5}
{'短评内容': '总体还可以，大楼的其他楼层有Office，因此有时用电梯较紧张。早晨感觉一般。', '短评打分': 5}
{'短评内容': '位置不错，就是房间比较小', '短评打分': 3}
{'短评内容': '位置不错，房间比较小', '短评打分': 5}
{'短评内容': '很舒适，安静，适合旅行的人，可以睡个好觉。', '短评打分': 3}
{'短评内容': '很干净，很安静，性价比高。', '短评打分': 5}
{'短评内容': '位置不错，但房间比较小', '短评打分': 5}
{'短评内容': '性价比不错，但周围可以吃饭的地方太少。', '短评打分': 5}
{'短评内容': 'feichanghao', '短评打分': 5}
{'短评内容': '因为大雾，逗留石家庄。\r\n\r\n高速公路上看到酒店广告。\r\n\r\n很方便，吃住不错。', '短评打分': 5}
{'短评内容': '很好的酒店，但是位置很远。不是在市内中心。', '短评打分': 1}
{'短评内容': '我订的是&quot;精致单人间&quot;,房间很小,非常不标准!但房间装修感觉还可以,适合一个人住!性价比还行!觉得酒店里商品太贵,早餐太一般!新开的酒店,很多细节有待改善!', '短评打分': 5}
{'短评内容': '酒店装修很好，赠送的早餐也不错，价格很便宜。', '短评打分': 5}
{'短评内容': '早餐不错，但是不知道为什么住宿没有身份证就不给早餐券,还有住宿时车停在门前还要收费.', '短评打分': 5}
{'短评内容': '唯一的缺点就是住宿后停车还需另交停车费', '短评打分': 5}
{'短评内容': '酒店的性价比还是不错的,其它方面一般了.', '短评打分': 3}
