{'短评内容': '酒店位置好', '短评打分': 5}
{'短评内容': '商务套房住了三晚，太陈旧的装修，显得厚重而压抑，毛巾太旧呈灰白色，盥洗台上用品就牙具、梳子、浴帽、肥皂，与星级标准严重不符。入住时POS机老失败，刷卡付押金遂改为手工压制取款单，金额空白并签好名。晚上才发现卧室暖气不通，电话找了客房中心，很快来人检查并主动提出换房，服务值得肯定。第二天早餐，没有空座位，但有几个没有收拾的餐桌，招呼旁边一无所事事装没看见的络腮胡服务员收拾，只见他咂了一下嘴满脸的不情', '短评打分': 1}
{'短评内容': '每次我的外国上司来，都喜欢住这家酒店。他觉得酒店设施很好，步行去南京路很近。但我觉得酒店最直接的周边环境不够好，晚上有路边滩晚，居民楼的那种垃圾桶路边可见。所以虽然酒店本生没问题，但5星级的价格，这样的性价比我就不推荐了。', '短评打分': 1}
{'短评内容': '地段好，商业网点多，交通方便。酒店服务也不错。房间很大，卫生总体不错，服务态度很好，性价比很高，下次还会入住！', '短评打分': 5}
{'短评内容': '酒店附近就是成熟的南京路商业区，非常方便，性价比高，不错。', '短评打分': 5}
{'短评内容': '酒店周围就是成熟的南京路商业区，非常方便，性价比高，不错。', '短评打分': 5}
{'短评内容': '交通便利,离步行街也很近.下次还会选择住这里.', '短评打分': 5}
{'短评内容': '世博过后该酒店对房价超划算，但酒店对服务水准略有下降。', '短评打分': 5}
{'短评内容': '环境不错，住的商务房很宽敞。早餐一如既往让人不满意', '短评打分': 5}
{'短评内容': '是旧了一点，但地点比较好，是性价比较高的四星酒店！', '短评打分': 5}
{'短评内容': '位置非常好，就在外滩边，装修也不错，就是房间矮了一点。性价比很好', '短评打分': 5}
{'短评内容': '住的是双人间\n房间很大,装修稍显陈旧,特别是卫生间。前台和客房服务人员态度很好,服务很及时。', '短评打分': 3}
{'短评内容': '还不错~很多外国人~服务员也比较客气~~今年比去年价格高了100多~', '短评打分': 5}
{'短评内容': '早餐一般,比不了其它同等价格的酒店.有待改进', '短评打分': 5}
{'短评内容': '价格  合理 处于 上海中心地带，交通便利，就是房间有点小，不过看在离购物中心比较近的的份上忍了，房间空调不错很温暖，这点我很喜欢，在冬天很适合入住。早餐一般。', '短评打分': 5}
{'短评内容': '整体还不错,就是早餐九十块不值', '短评打分': 3}
{'短评内容': '酒店的房间很宽敞,浴室的水龙头还有按摩的功能.只是早餐有不是很丰富', '短评打分': 5}
{'短评内容': '环境和位置都不错，就是有点小贵', '短评打分': 3}
{'短评内容': '上海中福世福汇大酒店位置不错，价格合适，交通方便，离外滩、城隍庙豫园、南京路等地方步行10分钟。', '短评打分': 5}
{'短评内容': '订房时不能选择无烟房。好意思叫自己五星级酒店呀！', '短评打分': 1}
{'短评内容': '位置很好，服务周到，卫生干净，己经住很多次了。', '短评打分': 3}
{'短评内容': ' 很不错，以后还会住', '短评打分': 3}
{'短评内容': '位置不错，价格合适，交通方便，离城隍庙豫园南京路等地都比较近。', '短评打分': 5}
{'短评内容': '一个字，值。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '好。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '地理位置非常好大酒店，已经不是第一次住了。。。。。。。。。', '短评打分': 5}
{'短评内容': '就两个字一般呀！！！就得了地理位置好而已。下次不会去住的', '短评打分': 1}
{'短评内容': '地理位置非常好，步行到南京路和外滩只要十几分钟，餐饮娱乐很给力', '短评打分': 3}
{'短评内容': '地理位置很好，逛街和购物很好，到南京路比较方便。但房间内的有些设施有些陈旧。但相对于价格来说，还可以。值得推荐', '短评打分': 5}
{'短评内容': '替公司客人订的酒店，之后询问客人，客人很满意，下次还会订。', '短评打分': 5}
{'短评内容': '第一次，感觉还好。老店第一次，感觉还好。老店第一次，感觉还好。老店第一次，感觉还好。老店', '短评打分': 5}
{'短评内容': 'Ok', '短评打分': 3}
{'短评内容': '已经不是第一次入住了，酒店的位置真的很好，而且是巨便宜的五星级酒店！', '短评打分': 5}
{'短评内容': '位置很好，离南京路和外滩很近，但是打出租车不大方便，要等候很长时间，', '短评打分': 5}
{'短评内容': '酒店还是不错的，每次到上海都住该酒店。房间价格也还可以。', '短评打分': 5}
{'短评内容': '地理位置位于市中心，出行、游玩都非常方便，酒店环境优雅，服务到位，值得推荐。', '短评打分': 5}
{'短评内容': '服务态度赞 房间也很舒服 很温馨 ·· 总之 赞··', '短评打分': 5}
{'短评内容': '属于外滩地段性价比非常高的酒店，很不错，适合商务人士', '短评打分': 5}
{'短评内容': '酒店设施有点旧  只能说位置不错 去哪里都很方便', '短评打分': 5}
{'短评内容': '地段好，购物方便', '短评打分': 3}
{'短评内容': '地段不错，服务不错，去机场、火车站都外滩都只需五分钟。没有浴缸\n', '短评打分': 5}
{'短评内容': '满意，增加一晚', '短评打分': 3}
{'短评内容': '环境不错，周遍交通非常方便，房间稍微小了点，下次还会去。', '短评打分': 5}
{'短评内容': '广东路上，距离南京路步行街和外滩都很近，不错。', '短评打分': 5}
{'短评内容': '服务不错.性价比高', '短评打分': 3}
{'短评内容': '每次到上海都是住这家酒店，介绍给朋友都觉得满意。', '短评打分': 5}
{'短评内容': '服务很周到。', '短评打分': 3}
{'短评内容': '很不错，就是离南京路步行街稍远了点，服务还不错，如果有早餐就更好了', '短评打分': 5}
{'短评内容': '以前住过一次，这次是第二次入住，房间有点小，写字台的椅子没有靠背，差点习惯性的靠空了。位置不错，走几步就是上海书城，到南京路也很近，周边有很多上海小吃，味道很正。', '短评打分': 5}
{'短评内容': '住了第二次了，价格比11月涨了80块，不过仍然觉得性价比不错。交通也方便。', '短评打分': 5}
{'短评内容': '空调声音有点大 总体还不错 性价比还不错', '短评打分': 5}
{'短评内容': '位置还可以，离南京路不远。房间不错。下次还住。', '短评打分': 5}
{'短评内容': '地理位置不错,距离1\\2\\8号地铁都不远,走路即可到达,早餐也还算丰富.我住的是商务大床房,感觉一是太小,二是房间吊顶太低,有些压抑.以600多元的价格来说,性价比不高.', '短评打分': 5}
{'短评内容': '还不错 朋友说设施有点旧 但是交通很方便', '短评打分': 5}
{'短评内容': '安静、早餐好，服务一般。淋浴水龙头有一个是坏的。', '短评打分': 5}
{'短评内容': '帮同事订的，不错           ddddddddddd', '短评打分': 5}
{'短评内容': '房间装修是欧式的，赶上上海下雪降温，房间暖风很足，酒店门口有很多吃饭的地方，如茶餐厅、馄饨店等，步行可到南京街，距地铁站也很近。', '短评打分': 5}
{'短评内容': '酒店还是不错的，每次去都住，但是早餐一直没有变化，需要改进。', '短评打分': 5}
{'短评内容': '打车比较方便，就是酒店的设施有点陈旧，卫生条件也不是特别好。', '短评打分': 5}
{'短评内容': '经常住的酒店了，价格比较实惠但是酒店设施不是很好', '短评打分': 5}
{'短评内容': '住了很多次了，基本上没什么可抱怨的，不过酒店的凳子非常不舒服，强烈建议换一下', '短评打分': 5}
{'短评内容': '房间空调不好，去前台要求换个房间，前台接待员一脸不屑一顾的样子，仿佛歉了她多少钱一样，如果你想享受前台服务员的那种傲慢的脸色，那就去入住这个酒店吧。一个管理非常次的酒店。再也不会去入住了', '短评打分': 1}
{'短评内容': '有点旧，房间小，设施老化，早餐很一般，周围也没什么像样的餐厅', '短评打分': 1}
{'短评内容': '位置不错，很干净，性价比还算可以。不过酒店房间小了点，洗手池的下水也坏了有点麻烦', '短评打分': 5}
{'短评内容': '比较满意,但设施有些陈旧,总的来说还可以,有兴趣试试', '短评打分': 5}
{'短评内容': '酒店设施一般，但位置好，还能使用卷，总体还好；', '短评打分': 5}
{'短评内容': '内部装修比较旧，电视还是大屁股的那种，距离地铁也不算近', '短评打分': 3}
{'短评内容': '房间小点，其他不错。位置横好，购物逛街方便。', '短评打分': 5}
{'短评内容': '很差，我定的房间在5层，住了2天，每天都有噪音。原来旁边是健身房。说什么按5星标准建造的，实话说连3星都不如。还有房间的空调居然晚上自己停了，早上冻醒的。', '短评打分': 1}
{'短评内容': '酒店地理位置不错。很方便。', '短评打分': 3}
{'短评内容': '打折之后比较划算~之前的价钱有些贵哦~不过环境其实蛮好~我们入住前发生了点事，所以还是早上才进去的~就住了几小时。因为是大概五六点过去的，天都没完全亮，所以感觉在外面看不到酒店的名字，不过进去的话感觉还是不错的~离南京路很近很近，交通啥的也很方便！', '短评打分': 5}
{'短评内容': '刚开业的时候住过，感觉很好，现在依旧很好。交通方便，周围吃饭也很方便，性价比很高。', '短评打分': 5}
{'短评内容': '非常好！非常好！非常好！非常好！非常好！非常好！', '短评打分': 5}
{'短评内容': '非常好，非常好，非常好，非常好，非常好，非常好，非常好，非常好。', '短评打分': 5}
{'短评内容': '非常好的酒店，货真价实的4星，服务好，设施好，房间大，标间还有会客的地方，下次一定还来', '短评打分': 5}
{'短评内容': '非常好的酒店，安静，服务好；性价比高；；；；；；；；；；；；', '短评打分': 5}
{'短评内容': '非常好的酒店；符合五星级；；；；；；；；；；；；；；；；；；；；；；；；；；；', '短评打分': 5}
{'短评内容': '位置很好，离外滩和南京路很近，就是价格稍贵，还不含早', '短评打分': 3}
{'短评内容': '上海新天哈瓦那大酒店位置好，卫生条件也不错，服务态度更好', '短评打分': 5}
{'短评内容': '酒店卫生条件不错，但马桶老化，冲水不畅，需要改进。位置很好，旁边就是外滩，与南京路也 很近。', '短评打分': 5}
{'短评内容': ' 不错的酒店，性价比高，位置好！', '短评打分': 3}
{'短评内容': '酒店位置很好，非常方便。去外滩、南京路、城隍庙等都很近。服务也不错。', '短评打分': 5}
{'短评内容': '酒店服务是不错的，就是价格有点贵还不含早餐，地理位置也不错，酒店设施老一些，洗澡的水龙头都是坏的', '短评打分': 5}
{'短评内容': '酒店总台微笑着拒绝顾客，不仅没商量，还使些小绊，更别提顾客是上帝了。', '短评打分': 1}
{'短评内容': '单床房房间有点小，地理位置不错，活动交通很方便！', '短评打分': 5}
{'短评内容': '很方便的酒店，走过去5分钟就是步行街，离城隍庙也不远，挺好的酒店。', '短评打分': 5}
{'短评内容': '酒店一般，服务也一般般，交通还可以，一切只能说是中等', '短评打分': 1}
{'短评内容': '感觉还好，有种家的味道！', '短评打分': 3}
{'短评内容': '位置不错，步行可到外滩，价钱也比较合理！', '短评打分': 5}
{'短评内容': '宽敞,出行方便.', '短评打分': 3}
{'短评内容': '酒店地理位置不错，出行方便，但酒店较老，价格偏贵。', '短评打分': 1}
{'短评内容': '酒店很宽敞,位置也方便,价位再低点就好了.', '短评打分': 5}
{'短评内容': ' 住好几次了  房间大  不错', '短评打分': 3}
{'短评内容': '好了、\n很方便。就是设备旧了一些。性价比还可以', '短评打分': 5}
{'短评内容': '除了位置好，其他的都一般，酒店旧了点，价格偏贵', '短评打分': 1}
{'短评内容': '酒店位置很好，地毯有点脏，还有空调横大声。其他的还可以', '短评打分': 5}
{'短评内容': '不错，不错，不错不错，不错，不错不错，不错，不错不错，不错，不错不错，不错，不错不错，不错，不错', '短评打分': 5}
{'短评内容': '地理位置很好  环境还可以  重要的是便宜', '短评打分': 5}
{'短评内容': '地理位置很好，服务态度也很好，就是人有点多，排队时间稍长，总之下次来还会住这里。', '短评打分': 5}
{'短评内容': '酒店在闹市区，去南京路或者地铁都算方便。 房间比较想象的大，不算很挤。床很软很舒服，唯一遗憾就是不是1。8米的大床。', '短评打分': 5}
{'短评内容': '这个价格的5星级宾馆，在上海还是非常难得的，如果不是这个时间，估计是不可能的。房间的淋浴的水有点小的可怜。希望能改进', '短评打分': 5}
{'短评内容': '酒店位置好服务好设备相对老', '短评打分': 3}
{'短评内容': '酒店不错，离外滩很近，周围餐饮及百货商场很方便。', '短评打分': 5}
{'短评内容': 'SOSO', '短评打分': 3}
{'短评内容': '上司每次出差都让我定这酒店，应该是很满意。这次得到机会，我进到房间看了一下，房间是欧洲人会喜欢的那种。周边的环境，稍有些嘈杂。但可能是因为住的楼层靠高，上司从没抱怨过。那就OK了。', '短评打分': 5}
{'短评内容': '酒店服务好位置好设施有点老', '短评打分': 3}
{'短评内容': '不是很好，服务也很差。这个酒店不值得推荐。', '短评打分': 1}
{'短评内容': '不是第一次入住，这次印象不如上次，装修显陈旧了', '短评打分': 5}
{'短评内容': '酒店地理位置很好,离外滩很近.房间比较干净,只是稍微小了点.隔音有点差.前台服务态度很好.', '短评打分': 5}
{'短评内容': '地点不错，但设备比较陈旧，桌椅沙发的表面很脏,好像这几年一直没更新过。\n标准间无无烟房。\n服务方面还可以。\n', '短评打分': 1}
{'短评内容': '信价比好，就是卫生间洗涤用品差一些，交通方便，离南京路步行街很近', '短评打分': 5}
{'短评内容': '附近购物方便，饭店设备很齐全，有很多小餐馆，价格便宜', '短评打分': 5}
{'短评内容': '不错  就是感觉续订很麻烦  的感觉差   就是价格便宜', '短评打分': 5}
{'短评内容': 'Good location with competitive price. But the aircon is out of control.', '短评打分': 5}
{'短评内容': '位置真的很方便，去哪里都很方便，缺点是房间隔音不太好。', '短评打分': 5}
{'短评内容': '还不错，酒店整体感觉挺欧美挺豪华的，我们住的是商务单人间，就是这个卫生间小了点。', '短评打分': 5}
{'短评内容': '.感覺不错.', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '位置挺好，总体行', '短评打分': 3}
{'短评内容': ' 房间尚可', '短评打分': 3}
{'短评内容': '对于位置和星级来说,是一个性价比比较高的酒店', '短评打分': 5}
{'短评内容': '800多的套房还是比较值得住的，缺点交通不算很方便，广东路是个单行线', '短评打分': 5}
{'短评内容': '酒店很好，很满意。交通方便，下次还会推荐朋友来这里', '短评打分': 5}
{'短评内容': '总体不错，就是空调制暖效果不怎么样，不知道是系统问题还是房间问题', '短评打分': 5}
{'短评内容': '还算蛮实惠的酒店，又刚好碰上酒店有活动，哈哈', '短评打分': 5}
{'短评内容': '位置不错，但隔音效果太差了，睡不好。。。', '短评打分': 5}
{'短评内容': '世博会期间，同样的房间是888元，现在世博会结束了，现在价格是480元，还算实惠。', '短评打分': 5}
{'短评内容': '世博会，第三次让公司客户入住了，会向朋友推荐。', '短评打分': 5}
{'短评内容': '世博会期间，公司的外地客户都安排住在这里，相对那个时候的价格，算是实惠的，房间也挺干净，大堂不算太差。', '短评打分': 5}
{'短评内容': '世博会期间入住的，房价是888元，在那个时候算是比较实惠的了。', '短评打分': 5}
{'短评内容': '管理混乱。以后不要再说“我们是按照五星标准建造的”，可以这样说：“我们硬件五颗星，服务一颗星”，或者说：“服务没有星”。', '短评打分': 1}
{'短评内容': '总体感觉还可以，环境、服务满意，性价比一般，卫生间淋浴水流太小，不会是节水的缘故吧，呵呵！', '短评打分': 5}
{'短评内容': '房间很大,卫生环境不错.  地理位置好. \n早餐还可以吧.\n就是大堂有点旧了. \n总体不错.  90分吧. ', '短评打分': 5}
{'短评内容': '这个酒店，我认为非常好，档次很高，我会向朋友们推介的。\n', '短评打分': 5}
{'短评内容': '酒店位置很好，离外滩和人民广场很近，交通也很方便，但设施有点老了', '短评打分': 5}
{'短评内容': '位置非常方便，基本每次出差都住这。酒店对面的肉饼味道不错，上次吃了好几个。', '短评打分': 5}
{'短评内容': '房间很大，很不错，没有早餐，本来用了卷的，不知道为什么没有用上', '短评打分': 5}
{'短评内容': '地段非常好，480元的特价在此地段应该还是物有所值的，房间设施尽管不新但还较干净，房间非常大，出去也较方便。', '短评打分': 5}
{'短评内容': '地點位置不錯, 購物及飲食都非常的便利. \n飯店整体服務佳.就是房價太貴又不含早餐.', '短评打分': 5}
{'短评内容': '通过Elong订性价比还说不错的。尤其是地理位置很好。', '短评打分': 5}
{'短评内容': '是一家很像家的酒店，我几次来沪都住在此，离外滩，南京路，和地铁都很近，吃饭也方便，有上海有名的德兴馆，有意大利风味的萨利亚，还有日本料理，和港式茶餐厅，在此与几位分别多年的老同学叙叙旧，很是舒畅。下个月还要来此宾馆下塌。2010.12.19', '短评打分': 5}
{'短评内容': '价格适中，环境一般，地理位置不错，性价比不错的酒店', '短评打分': 5}
{'短评内容': '预定两天，提前退房竟然不退第二天的，由于我有急事就认了。其他服务人员素质也很差，连四星都不够！！！', '短评打分': 1}
{'短评内容': '对比之选，旧了一点，管理也只是上海人特色，卫生过得去', '短评打分': 5}
{'短评内容': '房间很乾净,设施有点旧，安静.离外滩,南京东路,人民广场很近. \n', '短评打分': 5}
{'短评内容': '很好的酒店，很舒适，有回家的感，离南京路，外滩很近，离地铁也很近，房间很大，我们已是在这里住了好几次了。', '短评打分': 5}
{'短评内容': '地理位置没的说，去南京路，外滩，人民广场都非常方便，离地铁二号线也很近，虽然价格有点高，但是相比较来说还是非常划算的。', '短评打分': 5}
{'短评内容': '地理位置还不错，就是不好找，里面装修还不错，但是卫生间的浴缸上面的顶棚太矮了，站着洗不了澡。\n服务还不错。', '短评打分': 5}
{'短评内容': '邻近南京路，适合逛街购物，环境还可以，房间面积大', '短评打分': 5}
{'短评内容': '很不错，性价比非常高，在外滩，南京路附近这个价钱性价比非常高了，里面老外非常多~~', '短评打分': 5}
{'短评内容': '到外滩非常近，位置比较方便，房间比较大；但设施比较旧。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '房间太小，设施陈旧。酒店的停车场居然向入住酒店的客人收费。就算收费，先是说过夜收40元，住店客人打5折收20元。我只停了不到5个小时，居然收我25元，比过夜收得还多。理由是一小时收10元，5小时收50元，打5折25元。振振有词。酒店管理太差。', '短评打分': 1}
{'短评内容': '前台服务员友情赠送了一张早餐券，31楼的早餐很丰富，特别是新鲜的生蚝，吃了4个。', '短评打分': 5}
{'短评内容': '房价很贵，设施很差，交通不便，要不是因为开会方便，肯定不会选择这个酒店。', '短评打分': 1}
{'短评内容': '设施比较陈旧，房间有味道，价格很贵，打的士不方便。', '短评打分': 1}
{'短评内容': '酒店区域不错，房间有点老，但性价比还是挺高的。', '短评打分': 5}
{'短评内容': '感觉还不错。', '短评打分': 3}
{'短评内容': '480元的房间，标准件，够大，可惜没有早餐。', '短评打分': 5}
{'短评内容': '位置好，就在外滩中心边上，多么熟悉的地方啊。', '短评打分': 5}
{'短评内容': '住的还不错，韩国人很满意，下次还要住这个宾馆。', '短评打分': 5}
{'短评内容': '很好的酒店性价比很好；；；；；；；；；；；；；；；；；；；；；；；', '短评打分': 5}
{'短评内容': '酒店不错，下次还会继续来住，也会推荐给朋友。', '短评打分': 5}
{'短评内容': '位于上海市中心！Perfect，交通便利，距离虹桥机场比较近，地铁沿线', '短评打分': 5}
{'短评内容': '这个价格在这么一个繁华地段还是不错的。 出门打的或者步行15分钟，就能到七浦路，外滩也离的不远。\n\n不过房间里的闹钟不是静音的，嘀嗒嘀嗒的声音比较大。', '短评打分': 5}
{'短评内容': '离外滩和南京西路徒步区很近\n特价标准间有点旧，而且不提供早餐，可能这边的餐比较高档次吧。\n', '短评打分': 5}
{'短评内容': '地段不错 价格也比较适中 \n地段不错 价格也比较适中 \n地段不错 价格也比较适中 ', '短评打分': 5}
{'短评内容': '自己和同事都入住了这个酒店，优点缺点都有，下次还可能会住\n', '短评打分': 5}
{'短评内容': '帮同事预定的，自己也定了，离外滩近，安静是优点；缺点就是早餐性价比不高', '短评打分': 5}
{'短评内容': '离外滩相当近，不错;确定就是房价有点旧而且早餐比较贵', '短评打分': 5}
{'短评内容': '帮老外定的，老外说这是他住过的五星酒店里比较舒服的，他会跟其他老外推荐', '短评打分': 5}
{'短评内容': '对于上海寸土是金的地方，这个酒店性价比很高，房间很大，交通也很方便。', '短评打分': 5}
{'短评内容': '这家酒店有些年代了~\n如果想来怀旧下老上海~那这是不错的选择~\n地理位置对于旅游的人来说不错~', '短评打分': 5}
{'短评内容': 'Overall it is good, especially the location.', '短评打分': 5}
{'短评内容': '旧，实在不像五星级酒店，宁波的4星都比这个好', '短评打分': 1}
{'短评内容': '酒店地理位置很好，走到外滩20分钟左右，性价比很好。服务也很不错。', '短评打分': 5}
{'短评内容': 'fan jia tai xiao, yi hou bu zhu la ', '短评打分': 1}
{'短评内容': '性价比不错。还算市中心的位置。服务还可以。够用了。', '短评打分': 5}
{'短评内容': '不象四星级，早餐还行，但服务不好，离外滩较近', '短评打分': 1}
{'短评内容': '以目前的价格，还是比较合适的。酒店位置很好，设施有些陈旧，有些设备工作已经不正常。需要指出的是，酒店礼宾部的小弟，总是和红色的小公司出租车窜通一气，欺骗外国人，从酒店到浦东机场，正常价格在160到170人民币。而这些车子往往要250到500不等。了解情况的人还可以投诉，但对于外国游客和商务人士，很多就只能算了。', '短评打分': 5}
{'短评内容': '酒店位置非常好,在南京东路地铁站上去走5分钟就到,地铁去那都方便.酒店早餐90元应该说还是较好的,但房间里的毛巾可是非常差,脏呼呼的.勉强推荐吧', '短评打分': 5}
{'短评内容': '酒店环境很好，尤其是地段好，到外滩步行只要5分钟，简直太方便了。而且安静。', '短评打分': 5}
{'短评内容': '房间很乾净,安静.离外滩,南京东路,人民广场很近.', '短评打分': 5}
{'短评内容': '房间空间稍微小点,未来还是会选择这间酒店.', '短评打分': 5}
{'短评内容': 'good location, and also fine service.', '短评打分': 5}
{'短评内容': '这个酒店很新，现代化优势显著，以后有机会可以在住。', '短评打分': 5}
{'短评内容': '上次住过，但是今年世博会，房价高、服务差，唉。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '交通方便，房间空间大。适合商务居住。卫生、服务都很好。建议拖鞋换成两种颜色以区分', '短评打分': 5}
{'短评内容': '酒店大堂挺不错的，可是房间就让我太失望了。所处的地点也不是很好，在一个小街道内。房间设施都太久了，应该重新装修了。', '短评打分': 1}
{'短评内容': '我是第二次入住这家酒店，很好，不错，地理位置优越，购物方便，服务也很好。建议，房间费含早餐，要不早餐太贵。', '短评打分': 5}
{'短评内容': ' 总的来说不错，就是房间小了点。网上介绍有20到25平方米, 实际最多也就15平方米。', '短评打分': 3}
{'短评内容': '地理位置还可以，就是网带宽超级慢。早晨明明请勿打扰还是遭遇服务员的敲门——有点热情过火。', '短评打分': 5}
{'短评内容': '交通还算方便，设施还可以，入住的时候是5、6百，这个价位还是可以的。\n', '短评打分': 5}
{'短评内容': '1111111111111111111111111111111111111111111', '短评打分': 5}
{'短评内容': '位置很好，而且房间很大，在外滩旁边这种条件的酒店比较难得，但前台办理手续效率偏低，还有提高空间，另外价格涨得太快。但总的来说，在此附近位置还是比较高的性价比', '短评打分': 5}
{'短评内容': '设施陈旧,床也不舒服', '短评打分': 3}
{'短评内容': '己入住', '短评打分': 3}
{'短评内容': '酒店位置很好，出差在外吃饭买东西都方便。就是前期世博会，太贵了。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '服务态度很好，下次还愿意去做。。。。。。。。。', '短评打分': 5}
{'短评内容': '我挺喜欢这间酒店,位置超好,早餐超好,房间设施好好,毛巾有点旧', '短评打分': 5}
{'短评内容': '服务非常好，房间非常大，很整洁和干净，是性价比很高的酒店。', '短评打分': 5}
{'短评内容': '不错..................', '短评打分': 5}
{'短评内容': '平心而论，这一家酒店绝对不到五星级酒店的水平，同时服务的态度尤其差。', '短评打分': 1}
{'短评内容': '热情 周到 很好', '短评打分': 3}
{'短评内容': '装修还可以，但服务绝对不是五星级的标准。前台办理入住要等，早餐品种不多，就餐环境和三星的差不多！', '短评打分': 1}
{'短评内容': '十好!', '短评打分': 3}
{'短评内容': 'it is not good hotel but too expensive', '短评打分': 1}
{'短评内容': '还不错~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '竟然没有租车服务!', '短评打分': 5}
{'短评内容': '十好', '短评打分': 5}
{'短评内容': '世博后肯定不会再住这里了，房间很差，而且严重', '短评打分': 1}
{'短评内容': '就是觉得双人床位的房间只赠送一张早餐券，不合情理，没理由两个人分开地方来吃早餐的吗。实际上我们后来三天只去了一个早上，两张作废。这样的酒店想第二次再住都难以考虑，没人情味！', '短评打分': 5}
{'短评内容': 'This hotel so cheap !!! very bad service to chinese people!\r\nnever and never stay here again!!!!!!', '短评打分': 1}
{'短评内容': '这样的酒店ELONG怎么能放在FIVE STAR，真的是搞不明白，三星的标准五星的价格，哑巴吃黄连', '短评打分': 1}
{'短评内容': '帮客户订的，客户说很满意，下次还让我帮他订这个酒店', '短评打分': 5}
{'短评内容': '酒店隔音太差，隔壁按开关的声音都听得很清楚。世博期间价格涨得有点离谱!', '短评打分': 5}
{'短评内容': '酒店服务不错，就是卫生间稍陈旧~床还是睡着很舒服，而且免费升级了套间~运气不错！', '短评打分': 5}
{'短评内容': '整体上说还是不错的。地理位置很好，只是房价稍偏高一点，可能是世博会的缘故吧。下次还会去住！', '短评打分': 3}
{'短评内容': '整体上说还是不错的。地理位置很好，只是房价稍偏高一点，可能是世博会的缘故吧。下次还会去住！', '短评打分': 3}
{'短评内容': '房间不错，就是因为世博搞的价格有点高了。以后价格调整后，会再看。', '短评打分': 5}
{'短评内容': '+Eric Marescassier 一家5人已经入住上海中福世福会大酒店\u3000\u3000樊', '短评打分': 5}
{'短评内容': ' 环境可以，床太小，位置挺便利', '短评打分': 5}
{'短评内容': '环境还好,价格偏贵.', '短评打分': 5}
{'短评内容': '酒店蛮好的，装修也好的，地理位置也不粗，离外滩很近。不过价格涨的也太离谱了，以前只要4,5百，现在将近两千块。不知道世博会结束后会不会有调整', '短评打分': 5}
{'短评内容': '酒店是不错，价格更是高，水涨船高，高!高!高!!', '短评打分': 1}
{'短评内容': '酒店不错，有机会一定还介绍朋友去住！！！！', '短评打分': 5}
{'短评内容': '酒店地理位置不错，但酒店设施一般，装修较老，性价比不高', '短评打分': 1}
{'短评内容': '估计这几日是世博旅游高峰期，上海的酒店价格疯涨，有些还已经爆满。\r\n相比较~这家酒店性价比蛮好的~位置也很适合游客~~', '短评打分': 5}
{'短评内容': '房间很不错，只是装睡风格有点中欧，位置很好，离外滩就几百米', '短评打分': 3}
{'短评内容': '酒店服务不错，位置不错，整体感觉都很好，只是房间内的设施可以更新一些，价位可以稍降一些，就更完美了。', '短评打分': 5}
{'短评内容': '酒店位置很好 离外滩很近 房间装修比较有档次 ', '短评打分': 5}
{'短评内容': '第二次入住这个酒店了。离南京路非常的近，旁边有很多小吃店。', '短评打分': 5}
{'短评内容': '总体感觉不错，位置可以，离外滩、南京路很近，饭菜质量好，就是早餐有点贵!', '短评打分': 5}
{'短评内容': '总体感觉不错，位置可以，离外滩、南京路很近，饭菜质量好，就是早餐有点贵!', '短评打分': 3}
{'短评内容': ' 酒店不错', '短评打分': 5}
{'短评内容': '+服务周到，位置好，性价比高。', '短评打分': 5}
{'短评内容': '房间比想像中小了许多。', '短评打分': 5}
{'短评内容': '本次适逢上海世博会期间，所以房价较此前略高，但都算比较合理。', '短评打分': 5}
{'短评内容': '什么都好就是服务没有跟上,盼酒店能够重视起来，早饭90元价格太贵，质量不是很好', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '酒店整体还可以\u3000挺干净的\u3000房间也还算大的\u3000就是隔音不太好\u3000旁边房间的笑声说话声都听的见的', '短评打分': 5}
{'短评内容': ' 酒店光线不是很好，很昏暗。地段比较繁华。离南京路较近', '短评打分': 5}
{'短评内容': '世博期间价格有点高,非常好的酒店,但只能等会议完后再住吧', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '性价比高', '短评打分': 5}
{'短评内容': '浴室偏小，没有浴缸，热水壶坏了，要半小时后才有人来看，然后又要花十分钟才能更换。不过房间还是挺大的，空调也够劲，就是空调比较声音吵。距离地铁和外滩都不算很近，均需要走15分钟。只能说价格在五星酒店来说便宜了点。', '短评打分': 1}
{'短评内容': '不错的地理位置，房间也不错。原本一直住艾美的，现在换这家住住，感觉也不输艾美，挺好。', '短评打分': 5}
{'短评内容': '酒店的服务一般，但是价格偏贵。地点很好，闹中取静。', '短评打分': 3}
