{'短评内容': '好，地理位置优越', '短评打分': 5}
{'短评内容': '还可以，只是服务不配套。', '短评打分': 3}
{'短评内容': '位置很好，在老年大学里面所以不是很好找，但是冬天来性价比很高。', '短评打分': 5}
{'短评内容': '海天条件很不错，是我住过的性价比最高的宾馆了，强烈推荐！', '短评打分': 3}
{'短评内容': '已入住，总体很好，空调较冷，暖气没开。', '短评打分': 3}
{'短评内容': '不熟悉路的话，有些难找 但是地理位置其实非常好\n安静 房间干净\n虽然在一层 夜间也不会有吵闹声\n离着湛山寺很近那\n价格也太优惠了 非常超值', '短评打分': 5}
{'短评内容': '不错很好不错很好不错很好不错很好不错很好', '短评打分': 5}
{'短评内容': '不错很好不错很好不错很好不错很好不错很好不错很好不错很好不错很好不错很好不错很好', '短评打分': 5}
{'短评内容': '挺不错的，关键是便宜，服务态度也不错，热水全天都有，就是加的被子上有污迹，打电话想换结果被服务员无厘头地拒绝了。总体来说非常不错，毕竟在这个价位青岛很难找出第二家了', '短评打分': 5}
{'短评内容': '不推荐入住，大床房，服务态度不错，但空调不暖，被子太薄，地板有破，空间也小，不知道标准间会不会宽敞些', '短评打分': 3}
{'短评内容': '住了很多地方，还是这里好，干净整洁，也比较安静', '短评打分': 5}
{'短评内容': '房间很干净，很安静，网速还还行，服务还可以！', '短评打分': 5}
{'短评内容': '周边很安静 虽然不在闹市区 但是离景点都很近 ', '短评打分': 5}
{'短评内容': '周围环境很安静，大连不大，打车去哪都方便', '短评打分': 5}
{'短评内容': '服务不热情，房间与报的面积不符偏小，卧室潮有霉味，卧室木地板开裂并上翘，卫生间玻璃坏了一尺多长用透明胶条粘着很难看。', '短评打分': 1}
{'短评内容': '非常值得的选择，性价比真的很高。停车场很大', '短评打分': 5}
{'短评内容': '不错..性价比较高/..............................', '短评打分': 3}
{'短评内容': '环境很好，安静，交通便利，附近有超市，由于离海有段距离，东西没海边贵', '短评打分': 5}
{'短评内容': '房间还是不错的，见光度不错，被子也还干净，就是房间顶上和厕所顶上有污点，大概是天气潮湿发霉的关系。总体来说还是不错的，公交很方便，乘公交车去市南区几个旅游点都很近。', '短评打分': 5}
{'短评内容': '位置有点偏，价格相对于周边的7天，汉庭还算便宜；主要是在老年大学里面，非常的安静', '短评打分': 5}
{'短评内容': '还算干净........................................', '短评打分': 5}
{'短评内容': '酒店内的设施比较陈旧。酒店有很大的停车场，方便自驾住宿。', '短评打分': 5}
{'短评内容': '+', '短评打分': 5}
{'短评内容': '感觉上还不错，有些细节性的东西需要提高，例如旅游指示标识牌安排和利用。', '短评打分': 5}
{'短评内容': '地理位置还行，很清静，晚上有海风，很凉快，也比较负责的。我上次马桶被我老公那个哈儿弄堵住了，工作人员一会就来清理了，也没说费用什么的，弄得很干净。', '短评打分': 5}
{'短评内容': '这家店 我感觉唯一好的就是比较安静，因为在老年大学内。\r\n刚进屋，坐上床，感觉床单很潮湿，并且很多贴墙的木头都掉下来了，再走的时候 因为来了例假不小心弄脏了床单 不是太多，结果被罚100块，还说是经过打折的~，哎 直接无语了~', '短评打分': 1}
{'短评内容': '位置不太好找，院内黑暗，附近的三旺炉倒是推荐大家去尝尝。', '短评打分': 5}
{'短评内容': '升级了房间阳面的多花了40但是感觉很值很好的旅行很好的酒店', '短评打分': 5}
{'短评内容': '还好啊.', '短评打分': 5}
{'短评内容': '就是比较高， 走路回去很辛苦, 里面很可以，卫生还可以。', '短评打分': 5}
{'短评内容': '很好了，很满意，希望经常推出特价房~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '酒店离湛山寺很近，交通方便，房间也还过得去，就是卫生间有股说不出的异味！~', '短评打分': 5}
{'短评内容': '没有网管，无经理,房间地板都坏了，卫生间不干净', '短评打分': 5}
{'短评内容': '+特价房性价比较高', '短评打分': 5}
{'短评内容': '一般,比如家差很多.毛巾很破,很黑.下次不住了.', '短评打分': 3}
{'短评内容': '一般,比如家差很多.毛巾很破,很黑.下次不住了.', '短评打分': 3}
{'短评内容': '交通一般,设施一般,毛巾很破,感觉上很不干净,下次不会选择了', '短评打分': 1}
{'短评内容': '卫生环境还不错，服务也不错，地理位置除了离湛山寺比较近，其他就没有优势了。', '短评打分': 5}
{'短评内容': '酒店还出行还算方便，设施一般，但总体来讲性价比还是可以的，服务员态度不错，提出的要求一般都能满足，总的说还是可以的', '短评打分': 5}
{'短评内容': '房间小、有霉味、地理位置很一般--在老年大学里面、周边环境差、白毛巾都变成黑色的了—还不如不配毛巾。但服务员服务特别好，很热情。希望尽快开进，让每个游客都满意。\r\n', '短评打分': 3}
{'短评内容': '这家店挺不错哦。服务也很好.推荐找住宿的同志们。', '短评打分': 5}
{'短评内容': '酒店太烂，周边环境太差。', '短评打分': 5}
{'短评内容': '我已准时入住，谢谢你们！', '短评打分': 5}
{'短评内容': '房间稍小其他尚可', '短评打分': 5}
{'短评内容': '因公出差，离要去的地方非常近，所以定的这里。应该说酒店还可以，符合国内三星标准，亮点就是非常安静，可以休息的很好，空气也不错。离中山公园非常近，走路十分钟吧，也有公交车到海边和美食街，吃的玩的都还好。缺点是性价比还是有点低，400多还不含早餐。', '短评打分': 3}
{'短评内容': '性价比OK啦，最求实惠的朋友值得一住，据说是海天大酒店直属的经济酒店', '短评打分': 5}
{'短评内容': '酒店比较干净环境还算可以,关键是离我办事地址比较近.价格太贵了！', '短评打分': 5}
{'短评内容': '房间太小了，太简陋了，性价比不高。早餐还很一般，还没吃那，就没什么了，人多，拥挤。', '短评打分': 1}
{'短评内容': '很好，房间很大。', '短评打分': 5}
{'短评内容': '青岛海天e家商务酒店位于青岛市市南区，虽距景点稍远，但门口有很多公交车，可直达八大观、五四广场、劈柴院、崂山等地，便宜又便利。室内卫生间以玻璃相隔，很时尚；大堂有电脑，可供住宿者查找信息，前台服务员也很热情地回答客人的提问。酒店不临街，避免了喧嚣，的确是旅游的住宿的好选择。', '短评打分': 5}
{'短评内容': '青岛海天e家商务酒店位于青岛市市南区，虽距景点稍远，但门口有很多公交车，可直达八大观、五四广场、劈柴院、崂山等地，便宜又便利。室内卫生间以玻璃相隔，很时尚；大堂有电脑，可供住宿者查找信息，前台服务员也很热情地回答客人的提问。酒店不临街，避免了喧嚣，的确是旅游的住宿的好选择。', '短评打分': 3}
{'短评内容': '虽然在老年大学里比较安静，但是设施感觉不值这个价位，地板感觉怪怪的，好像弄不干净的样子', '短评打分': 1}
{'短评内容': '帮亲戚预定的酒店~入住办理花了近半个小时~枕巾有污渍（后来更换了）~躺椅脏的不能形容~硬件一般~位置还可以', '短评打分': 1}
{'短评内容': '不错 ，位置不错，适合乘坐飞机时住宿，我推荐给朋友住', '短评打分': 5}
{'短评内容': '挺好的酒店，经济实惠，干净整洁。下次再来，还选择这家酒店。', '短评打分': 5}
{'短评内容': '在活动中心院内 很安静。交通还可以 窗外没有什么环境可言。', '短评打分': 5}
{'短评内容': '我住了这么多年酒店，从没星的到5星的都住过。但是这家酒店是我住过最舒适安静的酒店。虽然设施一般，但是感觉非常温馨。强烈推荐~', '短评打分': 5}
{'短评内容': '如此的价格不该是这样的酒店状况。另有一插曲：在找酒店的路上用GPS引路被指引到了另一家四星的“海天大酒店”，再打电话到“海天E家”问路，被说得天南地北都找不着了——接电话的女士坦言自己不知道路的东南西北方，说不清——我晕！！人员素质有待提高。', '短评打分': 1}
{'短评内容': '入住的是358的大床房，可能是旺季房价有点高，地理位置一般，门口在修路出行有点不便，周围环境也一般，好的是在大学校园内比较安全也安静，结账时服务员连预付卡也没搞定业务水平有待提高，总的来说还可以，下次可能还会入住。', '短评打分': 5}
{'短评内容': '酒店的位置很好，公交出行到各景点都很方便，走两步就到湛山寺了，也比较安静，但是酒店内隔音不好，大堂感觉很暗，味道很潮闷', '短评打分': 1}
{'短评内容': '总体感觉不错，价格适中，交通便利！', '短评打分': 5}
{'短评内容': '是家不大的商务酒店，大床房房间小，在青岛的旅游旺季就显得性价比不高了。不过这里位置挺好，离湛山寺步行也就5、6分钟。门口就有公交车，到海边步行也差不多10多分钟。周围吃饭的地方也挺多的，比如新时代大酒店，乡村季风等等。服务挺好的，门口还有免费上网机器。就是酒店设施很一般。', '短评打分': 5}
{'短评内容': '总体来说比较不错，性价比非常好，虽然离各个景点都不很进但是去哪儿也都方便，周围24小时超市，要点都有，最重要的是在老年大学院内，感觉很安全', '短评打分': 5}
{'短评内容': '地理位置比较偏，不太好找，虽叫海天一家，但离海很远。优点是僻静，有停车场，早餐一般。', '短评打分': 5}
{'短评内容': '设施需要改进', '短评打分': 5}
{'短评内容': '我们是25号带孩子入住的，总体感觉不错，住得好玩的就会很开心 。', '短评打分': 5}
{'短评内容': '安静', '短评打分': 5}
{'短评内容': '还酷', '短评打分': 3}
{'短评内容': '和之前在网上看到的照片相差甚远！大厅里全是饭菜的味道，不同时段有不同的菜味儿。卫生间小得一个人转身都费劲。本来预定了三天，结果第二天早上就逃之夭夭了。同样价位的酒店，如家可比他强多了，差距咋就那么大呢？！建议此酒店像如家好好学习下吧。', '短评打分': 1}
{'短评内容': '还行，就是感觉档次和价格不是很匹配', '短评打分': 5}
{'短评内容': '7.16入住的，由于前面一个宾馆是在太烂了，看到这个觉得还能够接受了。\r\n被子部分是破的。毛巾有铁锈的颜色。\r\n其余基本没什么大的问题了。', '短评打分': 5}
{'短评内容': '房间干净，地理位置好，停车方便 。', '短评打分': 3}
{'短评内容': '停车方便，位置好。', '短评打分': 5}
{'短评内容': '酒店房间虽然小点，但是一到就免费升级为1米8的大床，感觉很不错，如果下次有机会的话还会入住', '短评打分': 5}
{'短评内容': '综合各项我非常满意', '短评打分': 5}
{'短评内容': '条件不错，环境安静，服务态度好，以后有机会还是会去住的', '短评打分': 3}
{'短评内容': '酒店在老年大学内，出行还算方便 从后门出来走5分钟 就可以到延安三路上坐公交车到各个景点啦，房间上网挺快的，下次去可能还会选择这里。', '短评打分': 5}
{'短评内容': '我住的这间卫生状况不好，洗手间墙壁上有血渍，坐便器的盖子是后配的，比马桶小很多。前台服务还不错。', '短评打分': 5}
{'短评内容': '不错，安静。', '短评打分': 3}
{'短评内容': '在青岛老干部活动中心内，晚上比较安静，房间布置也挺好，附近有乡村季丰饭馆挺好，人气比较旺。', '短评打分': 5}
{'短评内容': '环境安静，服务态度不错，室内设施也挺好', '短评打分': 3}
{'短评内容': '旅店位置还是不错的 可是卫生间下水道散发点气味 把卫生间门关上还是不影响的 可能酒店设施时间长了 空调已经老化 不是很凉 其他还行吧 这个位置这个旅馆价钱还是能接受的~', '短评打分': 5}
{'短评内容': '只能说一般吧.位置比较不好找,打车司机都很多不认识.', '短评打分': 1}
{'短评内容': '服务、设施还行，毛巾确实比较老旧，能否考虑更换。', '短评打分': 5}
{'短评内容': '大床房，光线充足，房间比较干净，躺椅一般。总的来说性价比还好，服务也不错。', '短评打分': 5}
{'短评内容': '位置很好，闹中取静，去景点都很方便。就是卫生间稍偏小了些，毛巾硬了点。吃饭的话推荐隔壁那家新时代大酒店，性价比很高，用餐基本都在那里解决了。', '短评打分': 5}
{'短评内容': '不错的酒店，位置好，在青岛是我的首选。', '短评打分': 5}
{'短评内容': '带着小宝宝去的，给免费升级了家庭房，人性化处理，暖人心。设施、卫生、地理位置都满意', '短评打分': 5}
{'短评内容': '酒店各方面都很不错，主要是浴室里的毛巾太旧了，很硬。希望下次可以改善。', '短评打分': 5}
{'短评内容': '性价比还行。我住那间不知是蚊子还是其它，咬得很厉害。不再去住了。', '短评打分': 3}
{'短评内容': '酒店环境还可以，闹中取静，走的匆忙，离开时未仔细看帐单，订的其中一间大床房也算我标房的价钱了，回来仔细看了才发现，看看就几十块钱也就算了。', '短评打分': 5}
{'短评内容': '嗯、还不错。', '短评打分': 3}
{'短评内容': '空调声音有点大&#183;~服务员的服务态度虽然不坏~但是有点冷漠，缺少热情&#183;呵呵  还有就是餐厅伙食不是很好 其他都很不错  推荐~~~', '短评打分': 3}
{'短评内容': '隔音效果太差了。旁边房间的在看世界杯，闹得一个晚上没睡好。其他都蛮好的。', '短评打分': 5}
{'短评内容': '卫生条件好，就是服务人员素质差了一点。', '短评打分': 5}
{'短评内容': '酒店内部环境很好~周边环境也很舒服，交通很便利', '短评打分': 3}
{'短评内容': '您会向您的朋友推荐这家酒店吗？\n     &quot;会&quot;', '短评打分': 3}
{'短评内容': '青岛海天e家商务酒店感觉一般 房间很潮,不过环境不错,在老年大学内,很安静,位置也可以,方便去奥帆,市政府,54广场,香港路和第二海水浴场.', '短评打分': 3}
{'短评内容': '感觉一般 房间很潮,不过环境不错,在老年大学内,很安静,位置也可以,方便去奥帆,市政府,54广场,香港路和第二海水浴场.', '短评打分': 1}
{'短评内容': '毛巾很久，已经变成了灰色了。\n卫生间发霉。房间也有霉味，把窗打开一会儿就没有了。\n晚上很宁静，就是早上有点吵。\n房间隔声不好，隔壁的客人很晚才睡，一直在聊天，内容都听到了。\n地点还可以，打的去旅游点也不贵。', '短评打分': 5}
{'短评内容': '对了，最重要的一点，店里前台位置靠门口可以免费上网。去的时候人不多，估计年轻人较少，老年人比较多，所以很舒适的上网查了很多来不及细查的游玩资料。', '短评打分': 3}
{'短评内容': '周一到周五过去，早上可能会有点吵。前面就是老年大学的教学楼类的，一大早，弹琴，唱京剧的，唱美声的。比较吵。周末学校放假，会比较好。另外，酒店的毛巾实在太差了，还有破的。如果打算入住的，最好备好毛巾。其他一次性用品还可以。之前想商量延迟二个小时退房，当时房间很空的情况下，也不能通容，缺乏人性化。卫生间的浴帘确实有霉斑，有待改进，估计材质有问题。地上有防滑垫，比之前有改进。', '短评打分': 5}
{'短评内容': '酒店服务还是不错的,除了发现部分霉点外,卫生也很好。关于霉点,她们解释是因为靠近海边.前后住过三个房间,其中一个要求调换,但三个房间的靠墙的地板,或者靠窗的木搁板,总最少有一处损坏的,很遗憾.\r\n房间未到退房时间即锁房,缺少人性化.', '短评打分': 1}
{'短评内容': '客房不错，挺干净，服务也很好，各方面不比其他的旅馆差。', '短评打分': 5}
{'短评内容': '在网上看到图片，卫生间是透明的，可以边洗澡边看电视，到了之后发现果然是这样的，老公一边洗澡一边看球赛，我一边洗澡一边看电影，很爽啊 ，哈哈，而且工作人员态度也都很好的 ，环境也不错 ，在老年大学里面，很安静，推荐~~~ \r\n', '短评打分': 3}
{'短评内容': '房间的门的隔音效果相当差！！！其他还可以。', '短评打分': 5}
{'短评内容': '那里的环境相对比较安静，晚上的时候能很好的休息，离五四广场等旅游景点也不远，打车都很便宜。', '短评打分': 5}
{'短评内容': '在网上看到图片，卫生间是透明的，可以边洗澡边看电视，到了之后发现果然是这样的，老公一边洗澡一边看球赛，我一边洗澡一边看电影，很爽啊 ，哈哈，而且工作人员态度也都很好的 ，环境也不错 ，在老年大学里面，很安静，推荐~~~', '短评打分': 5}
{'短评内容': '总体印象不错', '短评打分': 5}
{'短评内容': '浴室防渗水做的不好，使得地板发霉', '短评打分': 5}
{'短评内容': '总体感觉不错。离南北的主干道（香港路和台东）各有2站路的距离。门口有公交车可以出去，交通是方便的，但走路是有点累的。自己旅游住那是不错的。', '短评打分': 5}
{'短评内容': '一如既往的好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '房间还比较大的，床也够大。卫生条件不错，服务好。地理位置在市南区，算是青岛的市中心，去各个景点坐车比较方便的。况且酒店在老年大学内，环境不错，安静。', '短评打分': 5}
{'短评内容': '总的来说还可以，就是被子太硬了，毛巾有点旧了', '短评打分': 5}
{'短评内容': '比较合理的酒店。各方面都还不错。', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '不错 很好 ', '短评打分': 3}
{'短评内容': '酒店很干净，而且位于市中心，在老年大学内，当初定的178特价房，不过到的时候没有了，前台给补了一个208的房间，再此表示感谢。', '短评打分': 5}
{'短评内容': '还不错  下次还会去 ', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 1}
{'短评内容': '酒店房间一进去就有霉味，特别潮，洗手间浴室的遮挡布上面全是霉菌', '短评打分': 1}
{'短评内容': '非常好，下次还会光顾', '短评打分': 5}
{'短评内容': '很好 虽然价格高 我住的豪华大床房 但是很享受 很宁静', '短评打分': 5}
{'短评内容': '服务还可以,交通也挺方便，就是房间隔音差了点。', '短评打分': 5}
{'短评内容': '房间很大', '短评打分': 5}
{'短评内容': '住一晚，被可能是跳蚤的虫子咬。可见卫生太差！', '短评打分': 1}
{'短评内容': '就是普通的快捷酒店，房间稍大，在老年大学内，很安静。坐公交走到延安三路上（大概7、8分钟），车比较多。房间内的空调不大好用。刚进房间的时候确实有异味，开窗并关上卫生间的门以后出门，回来时就好多了。', '短评打分': 1}
{'短评内容': '挺好的。每次都住。早餐也改善了。', '短评打分': 3}
{'短评内容': '差', '短评打分': 1}
{'短评内容': '  住的很舒心，房间没有什么问题，也就没和服务员有多少接触。', '短评打分': 5}
{'短评内容': '很喜欢房间和走廊的大镜子~~', '短评打分': 5}
{'短评内容': '位置不错，很安静', '短评打分': 5}
{'短评内容': '它家的前台服务很专业，态度很好。酒店位置也是非常好。', '短评打分': 3}
{'短评内容': '总体来说还是不错的！', '短评打分': 5}
{'短评内容': 'mama huhu ', '短评打分': 3}
{'短评内容': '设施较为简陋， 性价比还可以。', '短评打分': 5}
{'短评内容': '挺值的住。早餐也有些改善了。', '短评打分': 3}
{'短评内容': '一般吧', '短评打分': 1}
{'短评内容': '。。。', '短评打分': 5}
{'短评内容': '房间相对比较宽敞，晚上也比较安静', '短评打分': 5}
{'短评内容': '还可以吧就是刚进去有点潮', '短评打分': 5}
{'短评内容': '感觉很一般', '短评打分': 1}
{'短评内容': '性价比高。好住！', '短评打分': 3}
{'短评内容': '位置不错，很方便，房间也挺惬意。', '短评打分': 5}
{'短评内容': '总体来说，还不错，只是发生了一点不愉快：\r\n1.我在房间发现了蟑螂，致电总台，她们问我“房间是不是有吃的东西，所以有蟑螂....”这意思是我引来了蟑螂吗？我住酒店就不能带吃的东西吗？无语中... ...\r\n2.酒店的普通塑料袋也要收费，觉得有点小气了\r\n3.因为中午妹妹要来酒店，所以想延迟2点左右退房，总台一口回绝，毫无情面\r\n4.我入住三天，前两天是一位服务员打扫卫生还算干净，最后一天是一位小姑', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 3}
{'短评内容': '不错，性价比很好', '短评打分': 5}
{'短评内容': '躺椅好。', '短评打分': 5}
{'短评内容': '因看到评价觉得还不错订了这家酒店~没想到住进去之后发现评论果然是真的~服务好，环境好，就是隔音稍微~~~~~', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '还可以，不错', '短评打分': 5}
{'短评内容': '酒店不在闹市区，去各景点要坐公交车，但很安静，卫生也很好，坐公交车也方便，住着挺舒服', '短评打分': 5}
{'短评内容': '一般', '短评打分': 1}
{'短评内容': 'nice hotel.', '短评打分': 5}
{'短评内容': '地理位置很好 吃东西 走 老年大学的南门 ，后天很多，刚开的 驴肉火烧很好，安静没得比，缺点是 潮湿，隔音不好，不过旅游来说，性价比第一，推荐给大家 ', '短评打分': 5}
{'短评内容': '       168的大床房，感觉有点贵。房间太小了点。位置还不错。只是房间有点冷。服务挺好的。但是前台不借雨伞 必须买，这点应该改进。', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 3}
{'短评内容': '这个酒店还是很方便的,下了机场大巴,打车起步价就到了,白天公交也很方便.我们去的时候已经凌晨一点多了,免费给我们升级套房,很不错,装修很简洁,比较新', '短评打分': 5}
{'短评内容': '4月29日,30日住了2天. 29日的房价还可以150左右,30日250元性价比就没那么高了.感觉有点小贵.地段的话到哪几乎都有一辆车,就觉得还算方便。反正青岛也不大.总的来说还行.在五四广场和火车站中间.', '短评打分': 5}
{'短评内容': '挺不错的', '短评打分': 5}
{'短评内容': '普普通通的快捷酒店 很大 比较干净 隔音一般 但是在小区里很安静 ', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 5}
{'短评内容': '酒店环境位置都很好，服务也不错，进入感觉很舒服，干净，又经济便宜\r\n', '短评打分': 5}
{'短评内容': '地理位置比较好，临近海边及商业圈，值得推荐', '短评打分': 5}
{'短评内容': '性价比不错，市中心附近，但是晚上很安静', '短评打分': 3}
{'短评内容': '安静是安静，唯一就是有点不好找', '短评打分': 5}
{'短评内容': '前台服务很好，位于市中心，交通方便。', '短评打分': 3}
{'短评内容': '第一次来，感觉很好！性价比很高', '短评打分': 5}
{'短评内容': '环境挺好，设施一般，周围吃饭的地方很多。', '短评打分': 3}
{'短评内容': '每次都住这里。', '短评打分': 5}
{'短评内容': '很不错，性价比一般', '短评打分': 3}
{'短评内容': '位置是闹中取静，还有个大院子，设施一般，服务不错。', '短评打分': 5}
{'短评内容': '就是隔音不行，对门的开门关门好像在开自己的房门一样。\r\n\r\n其他还可以，早上去湛山寺吸新鲜的空气，绕药师佛塔，顺便看看猫猫狗狗鸽子自在的样子，很不错。\r\n\r\n酒店前台有地图卖，6元/张，比外面稍微贵点（机场8元，栈桥3元）\r\n\r\n酒店的菜价格适中，量挺足，味道也不错，推荐鱼香肉丝16元（酸酸辣辣，里面还有土豆丝、青椒丝），大蒜筒篙8元。\r\n\r\n公交很便宜，1元搞定。门口就是206路\r\n此车可以到长', '短评打分': 5}
{'短评内容': '从网上看到这个酒店评价不错所以预定的，实际情况真是很不错，环境安静、位置又方便，而且卫生干净、性价位极高，以后来青岛还住这里。', '短评打分': 5}
{'短评内容': '地理位置还不错，就是性价比一般般', '短评打分': 5}
{'短评内容': '闹中取静的地方，出行比较方便。青岛的酒店普遍不便宜，这个性价比还算不错。不足之处是床单、毛巾、浴巾等不是很好，虽然还算干净，但大多比较就，质地也一般。希望以后能改进。', '短评打分': 5}
{'短评内容': '坐落在老年大学里，离湛山寺也很近，自然而然就是2个字---安静。晚上睡觉不用担心外面有卡车等声音，非常舒适安静。住的商务大床房，房间蛮大的，卫生设施也挺干净的，去哪里打个车也都挺方便，推荐下~', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '综合比较，还是可以的，就是稍微有一些贵！', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '环境不错', '短评打分': 5}
{'短评内容': '没什么多说的，推荐，非常推荐。', '短评打分': 5}
{'短评内容': '在青岛的第二天住宿酒店,之间那家不好,所以换了这一家,住了以后感觉还不错,很干净,性价比很高,相信如果再去青岛还会住', '短评打分': 3}
{'短评内容': '性价比很好的酒店,很干净,如果再去青岛的话,还是会首选这里', '短评打分': 3}
{'短评内容': '性价比很高。', '短评打分': 5}
{'短评内容': '交通不太方便', '短评打分': 1}
{'短评内容': '很不错，位置好，服务优。', '短评打分': 5}
{'短评内容': '性价比相对较高，酒店位置很好，去哪里都很方便，都有公交，最大的缺点就是房间的隔音有些差，大床房相对于高级大床房差距不小啊，推荐大家入住高级大床房。另外希望酒店能在房间内配备电脑，我发现青岛酒店在房间内配备电脑的不多，都需要另外花钱租用。总体还是很不错的，下次去青岛应该还会入住。', '短评打分': 5}
{'短评内容': '酒店位置不错，距离各个景点比较近，只是酒店设施一般，比较陈旧。', '短评打分': 1}
{'短评内容': '服务、卫生都很不错，推荐！', '短评打分': 3}
{'短评内容': '服务很好，就是周边饭店少，卖东西的少', '短评打分': 5}
{'短评内容': '我们住的是高级大床房，真的很不错。感觉最大的特点是非常的干净，房间朝南，采光很好。地理位置也相当不错，打车到台东也就是个起步价，步行10左右就能到五四广场，以后去青岛还会住那里。', '短评打分': 5}
{'短评内容': '离第二海水浴场很近，从机场做701巴士到海天大酒店下车，打车到湛山寺附近3分钟就到酒店,位置不错,环境很好，服务也不错。下次还会入住。', '短评打分': 3}
{'短评内容': '房间挺宽敞而且还挺干净\r\n服务也还可以\r\n不过东西实在是不好吃，除了咸没吃出别的味道来~~\r\n就住宿来说还不错的', '短评打分': 5}
{'短评内容': '安静,环境好,超值!', '短评打分': 5}
{'短评内容': '离第二海水浴场很近，从机场做701巴士到海天大酒店下车，打车到湛山寺附近3分钟就到酒店。位置很不错。', '短评打分': 3}
{'短评内容': '很不错的商务酒店，我预定的是单人间，因为预定的早，酒店给免费升级为高级大床间，空间很大，很干净，尤其是服务没的说。赞一个，下次还会去住。', '短评打分': 5}
{'短评内容': '性价比很高！也很安静，就是超级不适合冬天入住，3月36号去的，冻死啦。。。还有淋浴，好小啊。。。。', '短评打分': 5}
{'短评内容': '酒店很干净，服务也不错', '短评打分': 5}
{'短评内容': '房间很干净,环境也很幽静,就是热水有时不够热', '短评打分': 3}
{'短评内容': '很干净，很大，就是找的时候有点难找', '短评打分': 5}
{'短评内容': '环境、服务都还可以，热水有时不是很热，感觉还是有些贵！', '短评打分': 3}
{'短评内容': '环境还可以，感觉还是有点贵！', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '位于老年大学内，出门就是公交车站，还是比较方便的。除了周边吃饭的地方较少，对面有两家超市，东西还是满齐全的。服务员服务挺周道的，待客也很热情。', '短评打分': 5}
{'短评内容': '离火车站稍远，比较安静。离五四广场十分钟路吧，门口有趟公交，不过没坐，打车挺便宜的。  沿着路去海边途半道有家 倩倩馄饨，好吃不贵，挺不错。，卫生间适合年青情侣呵呵，总体值得推荐。', '短评打分': 5}
{'短评内容': '非常不错，交通很方便，下次去还住那儿', '短评打分': 3}
{'短评内容': '值得再去～', '短评打分': 3}
{'短评内容': '交通方便，能看到海边的栈道。条件一般般。', '短评打分': 1}
{'短评内容': '房间卫生尚可，就是酒店餐饮配套不够齐全。且周围吃的也不好找！', '短评打分': 5}
{'短评内容': '服务精神有待提高，应多从住客角度想想', '短评打分': 3}
{'短评内容': '我住的是高级大床间\r\n比較寬敞舒適而且安靜\r\n窗户很大很明亮\r\n衛生也不錯\r\n前台服務員都很熱惰\r\n查問如何坐公交去景點\r\n不知道的還幫忙查地圖\r\n位置稍偏交通還算方便\r\n\r\n有些小缺點還是應改善一下較好：\r\n空調真的不太夠力，不過看見暖管已裝好，明年應可改善\r\n浴簾有霉斑，應該更換了，也不是什麼太貴的設備\r\n卧椅也有污漬，令人感覺不太好\r\n\r\n', '短评打分': 3}
{'短评内容': '很不错的，下次还要住', '短评打分': 3}
{'短评内容': '我住的是高级大床间\r\n比較寬敞舒適而且安靜\r\n窗户很大很明亮\r\n衛生也不錯\r\n前台服務員都很熱惰\r\n查問如何坐公交去景點\r\n不知道的還幫忙查地圖\r\n位置稍偏交通還算方便\r\n\r\n有些小缺點還是應改善一下較好：\r\n空調真的不太夠力，不過看見暖管已裝好，明年應可改善\r\n浴簾有霉斑，應該更換了，也不是什麼太貴的設備\r\n卧椅也有污漬，令人感覺不太好', '短评打分': 5}
{'短评内容': '很好，我推荐', '短评打分': 3}
{'短评内容': '很不错', '短评打分': 5}
{'短评内容': '一般', '短评打分': 1}
{'短评内容': '本来还预定了别家，但是刚来就觉得这非常好，所一直没换地方，很舒服，很好~', '短评打分': 3}
{'短评内容': '刚刚回来，本来还预定了别的酒店，来了之后就决定一直住下去，服务好，卫生好，总之都不错~', '短评打分': 5}
{'短评内容': '电视机很大。空调的效果稍微差了些。开一晚上都不热。宾馆的服务很热情。会员卡没什么吸引力。', '短评打分': 3}
{'短评内容': '房间很干净。服务很专业，推荐绝对！但是宾馆的餐厅还是差了些。不过很少选宾馆的餐厅吃饭。', '短评打分': 5}
{'短评内容': '很棒的感觉.朋友很喜欢', '短评打分': 3}
{'短评内容': '恩，很好，这个价格，这个位置,很不错\r\n里面感觉很不错，新装修时间不长', '短评打分': 5}
{'短评内容': '性价比好可惜房间空调坏了', '短评打分': 1}
{'短评内容': '不错，下次还来', '短评打分': 5}
