{'短评内容': 'Hh', '短评打分': 5}
{'短评内容': '本酒店位置非常好，在市内繁华地段，并且离西湖很近，购物、观景都很方便！性价比很高的酒店。', '短评打分': 5}
{'短评内容': '地理位置好,下民航班车即到。适合家庭外出。', '短评打分': 5}
{'短评内容': '总体很好，卫生，服务，隔音，尤其地理位置不错，只是会有小广告塞进来，这个需要酒店人员严格管理', '短评打分': 5}
{'短评内容': '地理位置好，对面就是银泰杭百，价钱适中，可以推荐', '短评打分': 5}
{'短评内容': '位置在武林广场附近 逛街什么都很方便，在这个地段价格还不错。', '短评打分': 5}
{'短评内容': '选择这家酒店，就是看中了它地理位置，对面就是银泰很方便。订的是标房，房间满干净的，不错，就是晚上回到房间，发现地上有很多张塞进来的乱七八糟的小卡片。总体来说满意。', '短评打分': 5}
{'短评内容': '地理位置为闹中取静，遗憾的是静中有闹：房间隔音效果明显很差，且走廊处不时有喧哗声。不过，总体而言，还是不错的。推荐之。', '短评打分': 5}
{'短评内容': '在杭州市中心区，出行较为方便，居住环境一般，无早餐。', '短评打分': 5}
{'短评内容': '到银泰商场出差办事，非常方便，武林广场附近，更方便', '短评打分': 5}
{'短评内容': '挺干净的，离银泰什么的挺近的，方便，也很安静', '短评打分': 5}
{'短评内容': '房间内的各项设备都有点旧了,洗手间还有异味,尤其白天看到盖的被套有污迹,浑身不自在,下次再也不住那了.', '短评打分': 1}
{'短评内容': '位置很好的~出门正对银泰百货~~~晚上收到无数个小名片~~', '短评打分': 5}
{'短评内容': '总的来说地理位置绝对是一大优势，性价比高', '短评打分': 5}
{'短评内容': '总体还不错，地理位置没得说，太好了~周六日去订估计早没了~~~', '短评打分': 5}
{'短评内容': '地段好,价格实惠,但是因为是特价房,所以在一楼,水温可以,但是不是特别热,最好厕所里又防滑的毛巾垫.', '短评打分': 3}
{'短评内容': '该酒店位置和服务、设施均不错，但唯有一点让人完全无法接受，每天都有人往房间里塞涉嫌色情服务的卡片。', '短评打分': 1}
{'短评内容': '房间内布置还可以。。就那躺椅比较旧，有点脏。。。\r\n晚上开空调，感觉噪音比较大。。\r\n', '短评打分': 3}
{'短评内容': '床垫太差了点，还有厕所太小地面相当滑。这种设施跟房价不成正比', '短评打分': 1}
{'短评内容': '上次去杭州住的是商务大床，总体很满意。提点小意见，虽然床确实很宽，但是好像床垫质量很差，睡着不是很舒适；还有就是卫生间淋浴后比较滑，应该是一次性拖鞋的问题。希望再接再厉！支持假日之星~', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '交通方便，服务不错，床够大但是有点硬，我住的那间空调声音太大，总体还算不错，价格能在200以下就更好了！', '短评打分': 5}
{'短评内容': '性价比不错 ', '短评打分': 5}
{'短评内容': '肯定：设施挺全，衣柜、洗漱用品、吹风机都有；卫生看上去挺干净，位置离银泰百货很近，离西湖也不算远，服务也挺热情。\r\n不足：空调外机运行有噪音、晚上回来看到门底边塞有乱七八糟的小名片，床垫有些硬，卫生间地砖遇水比较滑（淋浴区有防滑垫，淋浴区以外地砖尽量不要溅到水）\r\n', '短评打分': 5}
{'短评内容': '优点：市中心，距离银泰百货是面对面，门口的饭店物超所值，到民航班车始发站步行约5-8分钟\r\n缺点：靠近桑拿的房间（忘记房间号了）比较吵', '短评打分': 3}
{'短评内容': '整体还好，就是床不知道怎么回事，在后背的位置凸起一条。后来发现柜子下面还有一条被子，然后就垫在了床单上，减轻了不适感。', '短评打分': 5}
{'短评内容': '168的特价房性价比还是可以。不过空调基本不能制热了，这样的天气还可以，冬天的话有点受不了。还有空调出风口的挡板不能调控了。建议空调修一下。', '短评打分': 5}
{'短评内容': '房间的布置很温馨，店员服务态度很好，而且离断桥很近，附近还有很多大商场，方便购物', '短评打分': 5}
{'短评内容': '168的经济房，给了一间前台对面一层的房间，那个吵啊，没法睡的', '短评打分': 1}
{'短评内容': '地理位置挺好，酒店一般.', '短评打分': 3}
{'短评内容': '位置较佳，适合商务旅行。。。\r\n这次觉得空调有点吵，不过前台很快更换了房间。', '短评打分': 5}
{'短评内容': '在武林广场附近，这算一家便宜的酒店了。', '短评打分': 5}
{'短评内容': '房间挺大的，挺温馨的~~住着很舒服~~~', '短评打分': 3}
{'短评内容': '地理位置很好，我预定是特惠的，所以在一楼，如果有人在门外大声说话当然听得到，但是还是比较安静的，服务态度也不错，设施比较普通，不过有网线，带笔记本电脑了上网就比较方便，厕所也比较干净，还有电吹风，就是水龙头水压有点小，水也不是很热，还好住的时候天气也不是很冷。有点意见就是希望厕所有个垫子，其他有的宾馆有，也是白色的和毛巾一样，就是放在浴室门口，洗完澡以后站上去也不会湿、冷。', '短评打分': 5}
{'短评内容': '    地段很好，出去就是银泰，武林路也就在边上，逛街是很方便的。其他也就一般吧，就这个价格的房间。', '短评打分': 5}
{'短评内容': '位置地段都非常方便，房间大小也合适，就是住一楼有点吵，浴室水龙头有点简陋不是很好用!位置方便下次还会考虑的', '短评打分': 5}
{'短评内容': '每一次到杭州，每次都有不一样的感觉。\r\n酒店离市中心近，出去十分方便。\r\n不过，酒店入住和离店的时间太久，效率不是很高。', '短评打分': 5}
{'短评内容': '位置没的说，就是晚上不能洗澡，没热水\r\n其他都还行', '短评打分': 5}
{'短评内容': '很不错的一家酒店，位于武林广场旁，地理位置很不错，价格也比较合理，房间舒适，性价比高，个人还是比较推荐入住的！', '短评打分': 5}
{'短评内容': '总体感觉性价比还可以，就是我们住的那幢楼没电梯，楼下因为是吃饭，感觉有点潮，脏，旧', '短评打分': 5}
{'短评内容': '酒店的位置，当然是无话可说，中心的中心地带了、\r\n卫生，我个人还是满意的\r\n服务不错，但是空调打起来没有什么感觉，要很久以后，半夜里才有感觉暖起来，好像自己遥控器控制不了的感觉。\r\n性价比很好。在市中心这个位置是拿不到这个价位了。\r\n赞一个先。哈哈', '短评打分': 5}
{'短评内容': '地理位置实在太好了 就在银泰和百大对面 很方便 住宿各方面都不错 要是设施能在新一点就更完美啦 总的来说还是很棒的', '短评打分': 5}
{'短评内容': '地點不顯眼 連計程車司機都要先與酒店通話才找的到地方 不過房間比其他特價房比較明顯大的多 可惜椅子只有一把 一般都還會多個小凳子之類的 房間要求延長線也不給 (後來才發現為什麼: 當我們開暖氣 電視 房間燈全亮 沖電筆記 手機 像機 煮開水時 房間就跳電了!!! 不過你拿掉一項就沒問題) 服務員態度不錯 房間也很安靜 重點是附近蠻好逛的 還會再回來 (可惜沒電梯)', '短评打分': 5}
{'短评内容': '220的大床房，够大，这样的位置经济型酒店差不多了，阳光挺好...\r\n\r\n希望改进下卫生\r\n\r\n在附近这样的价位我就推荐这家了', '短评打分': 5}
{'短评内容': '我住的是168元的特价房，总体来说，比较划算啦。之前一直怕房间很小，但入住后，基本还能接受，就是毛巾太旧了。', '短评打分': 5}
{'短评内容': '位置临近武林广场和杭百,价钱也实惠,硬件设施什么的都还可以,而且有寄存服务,还不错,唯一不足的是居住三四层是没有电梯的,晚上黑漆器的有点吓人.', '短评打分': 3}
{'短评内容': '第一次入住的时候印象还可以,除了没有电梯;第二次就不行了,空调老旧了,一晚上都象只老牛在哼哧哼哧地喘气,很吵;提出换个房间,空调是坏的^&gt;^!!晚上8点水温已经优点冷了,洗的瑟瑟发抖,总之这次入住不算满意,有点失望,希望改进,做好细节.', '短评打分': 1}
{'短评内容': '性价比还好了，和如家隔壁下次去下如家对比一下', '短评打分': 3}
{'短评内容': '总的来说还是不错的，位置很好', '短评打分': 5}
{'短评内容': '离民航售票处和银泰都很近，环境不错，挺好的~~~', '短评打分': 5}
{'短评内容': '这样的位置还行吧', '短评打分': 5}
{'短评内容': '不错的位置', '短评打分': 5}
{'短评内容': '性价比还可以', '短评打分': 5}
{'短评内容': '房间比较干净明亮，不过空调有点问题，好像不太能制热，隔音也不是特别好。但是地理位置是没的说的~', '短评打分': 5}
{'短评内容': '位置极佳，性价比超高的~~~非常满意，下次还住着！！', '短评打分': 3}
{'短评内容': '交通便利，房间比较干净', '短评打分': 3}
{'短评内容': '地理位置非常好!绝对的市中心!去旅游景点坐公交车也挺方便的我要的是特价房没有电梯!要拿着行李上四层有点累!!卫生还可以!就是水壶里还留着别的客人煮的红茶!有点恶心!!\r\n酒店旁边就是个不错的餐厅非常方便!', '短评打分': 5}
{'短评内容': '觉得都很好。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '淋浴水不是很大，其它都不错。', '短评打分': 5}
{'短评内容': '位置真的很好，就在银泰对面的巷子里，巷子也不深。觉得很方便，走出来就可以逛街、吃饭饭。\r\n印象最深刻的是在3楼，楼下是厨房么，一阵又一阵土豆烧牛肉的味道，这是嗅觉污染喔。\r\n看看电视，上上网，冲冲澡，这些都还是很方便啦，设备、卫生情况都很好接受。\r\n总之，如果是在周围有事干，又有空逛荡，住这里不错！', '短评打分': 5}
{'短评内容': '到的时候杭州下雨，为了找地方打电话给前台服务，前台态度散漫。入住后，房间内烧开水的塑料器具有问题，水都烧干了指示灯没有跳掉，请服务人员换了一个还是这样，安全隐患大，后来我只得自己控制时间关掉。空调开了热得慢，晚上睡觉只有一条被子，感觉冷。不过对于在市中心168元的特价房来说，位置很好，适合购物，交通便利，房间是蛮宽敞的，卫生间也比较舒服。整体来说，除了一些细节不理想，其他还是可以推荐的。', '短评打分': 5}
{'短评内容': '位于购物商圈内 购物便利 ', '短评打分': 5}
{'短评内容': '对面就是银泰，逛街很方便，物有所值，下次来还住假日之星！！！', '短评打分': 5}
{'短评内容': '卫生还可以。房间隔音差了点。会员卡更便宜。', '短评打分': 5}
{'短评内容': '220的价有点偏贵！', '短评打分': 5}
{'短评内容': '酒店位置不错，出行、就餐、逛街、购物都很方便。特价房房间偏小，隔音效果较差。卫生状况良好。', '短评打分': 5}
{'短评内容': '除了床比较硬一点外，其他各房间都满好的，属于性价比较高，特别是地理位置很优越', '短评打分': 3}
{'短评内容': '从性价比方面考虑，真的是非常不错，地理位置绝对佳！已经不是一次住了，推荐', '短评打分': 5}
{'短评内容': '洗手间洗澡的设施不好，都生锈了，墙面也不是很干净，卧室还行，价格还比较合理，位置出行也方便', '短评打分': 3}
{'短评内容': '酒店位置较好，自费早餐10元还是可以的。\r\n    另特价房在3号楼，无电梯，无有线上网[与之前订房的说明不符]，请前台协助处理，却百般推卸责任。床铺上有头发，用手摸感觉非新换。\r\n    ', '短评打分': 1}
{'短评内容': '位置不错，很容易找到，床不够软，被子不够厚', '短评打分': 5}
{'短评内容': '位置不错', '短评打分': 5}
{'短评内容': '性价比高', '短评打分': 5}
{'短评内容': '这个酒店很好，就是入住手续有点复杂。空调不是蛮好。', '短评打分': 5}
{'短评内容': '适合购物去住。', '短评打分': 5}
{'短评内容': '在杭州市中心，就是不太好找，服务还是可以的，卫生也不错，里面有电吹风什么的都很全，房间也很舒适。价钱稍微低点就好了，本人感觉180左右比较合理', '短评打分': 5}
{'短评内容': '位置很好,位于市中心,出行都很方便,房间的卫生和设施方面也都不错,如果墙面能再刷刷就更好了.', '短评打分': 3}
{'短评内容': '墙面不够干净~~有点旧~~\r\n卫生间那个洗澡液出口都有点锈了~所以买了一个洗澡三部曲花了10元~\r\n但是使用的地方很好，挺干净~~\r\n可能我住的房间是特价房，地方特方便，价格绝对便宜~\r\n吃的东西附近很多，反正性价比很好', '短评打分': 5}
{'短评内容': '这家酒店的位置还不错,就是里面的卫生条件不是很理想,硬件设施也有些陈旧,性价比一般', '短评打分': 3}
{'短评内容': '多次入住。交通很方便时最大的优势。性价比高。\r\n提2点要求\r\n1：空调老化。噪声太大了。某些部分空调外机运转时候吵的受不了。\r\n2：希望卫生彻底些。上次去躺椅感觉比较脏。\r\n总体，推荐', '短评打分': 5}
{'短评内容': '还算不错,房间不大,但还算干净,旁边有个小学,白天有点吵', '短评打分': 5}
{'短评内容': '位置还是挺好找的,房间也挺不错的,服务也还行,性价比还是比较不错的.', '短评打分': 3}
{'短评内容': '我住的房间那天晚上空调是坏的,修了半天也没修好,冻了一个晚上,卫生服务还不错.', '短评打分': 3}
{'短评内容': '在同等价位的酒店里面算是比较差的,性价比不好,唯一优点酒店地理位置好交通便利.', '短评打分': 3}
{'短评内容': '不错的酒店，位置比较好，就是价格有点高', '短评打分': 5}
{'短评内容': '位置非常不错，隔音效果比较一般，总体马马虎虎吧', '短评打分': 1}
{'短评内容': '交通便利，服务还可以，关键价格优惠', '短评打分': 3}
{'短评内容': '各方面都不错，就是早餐差点，过道吵点。', '短评打分': 3}
{'短评内容': '位置很好，房间也明亮透气，装修简洁，卫生间也干净。就是墙面较脏，应该重新粉刷了。', '短评打分': 5}
{'短评内容': '还可以的。价格有点高了的。', '短评打分': 5}
{'短评内容': '优点：逛西湖，去银泰/武林门购物，坐飞机的首选之店（同等价位）\r\n缺点：隔音较差，夜里一楼旁边的桑拿（？）中心电话铃声很清脆', '短评打分': 5}
{'短评内容': '各方面都不错。缺点是早餐太一般，应该再丰富一点，再则是服务员习惯于在走廊叽叽喳喳，大声喧哗，影响休息。', '短评打分': 5}
{'短评内容': '价格有些偏高,位置还挺好的出行挺方便的,酒店的卫生和设施都不错,服务也挺好的,感觉还是挺满意的.', '短评打分': 3}
{'短评内容': '位置好，设施一般般，就是隔音不好', '短评打分': 5}
{'短评内容': '感觉比较温馨  也蛮干净的', '短评打分': 5}
{'短评内容': '不错，位置方便', '短评打分': 5}
{'短评内容': '地理位置很好，很方便，附近有银泰、杭州大厦等，离西湖也很近\r\n酒店的房间也很干净舒适，就是隔音差了一点点\r\n', '短评打分': 5}
{'短评内容': '总体来说还不错的,一看房间颜色很明亮,觉得心情好,就是墙壁有点旧了', '短评打分': 5}
{'短评内容': '被安排在副楼，爬楼梯到四楼，晕。。。。\r\n除了床太硬，副楼靠马路一侧有点吵', '短评打分': 5}
{'短评内容': '酒店的位置很好，就在武林广场对面，也很靠近民航售票处，从杭州萧山机场坐机场巴士到达武林门民航售票处后步行3-4分钟就可到达酒店，从酒店去西湖景区打的也只是起步价，出行很方便,酒店的服务员态度也很好，很友善，尤其要称赞的是四楼负责打扫房间的那位阿姨，很尽责！酒店房间可能开业已有一段时间了，显得有点儿陈旧了，墙壁上的墙纸也有点剥离的情况，床单有点脏，卫生间也有点污渍，这点有待改进。值得一提的是酒店房间', '短评打分': 5}
{'短评内容': '房间特别房间，服务也不错，而且酒店的位置也很好，交通方便，吃饭购物都不错，要是价格在低点就更好了 ', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都很好的，酒店的位置不错的，出行很方便的，性价比不错的酒店', '短评打分': 5}
{'短评内容': '酒店的服务卫生方面还是不错的，设施方面也比较齐全，周边环境也还可以了，交通蛮方便的，就是价格稍微偏高些了。', '短评打分': 5}
{'短评内容': '酒店的硬件条件，环境设施我觉得很一般应该说，没有那些如家，锦江之星的连锁酒店好，但是位置还不错，挺方便的，但是整体的性价比不是很好。', '短评打分': 1}
{'短评内容': '酒店的卫生还可以，地理位置蛮方便，服务也很周到，整体感觉都很不错', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都很好的，窗户没有纱窗的，位置不错的，出行方便的，性价比不错的酒店', '短评打分': 5}
{'短评内容': '酒店的位置还是蛮不错的，周边交通蛮方便的，房间面积有点小，设施也一般了，但卫生弄的还是蛮干净的，价格方面还算比较合适的。', '短评打分': 5}
{'短评内容': '酒店在晚上十一点左右总是有骚扰电话,应该加强一下管理,地理位置也不太好找,不过内部环境还是不错的,设施也挺新的,价格也比较实惠.', '短评打分': 5}
{'短评内容': '酒店在软件和前台服务方面有点欠缺，不过由于他的位置非常好，硬件设施和整体的环境也还算是可以的。', '短评打分': 5}
{'短评内容': '酒店的服务都很好的,卫生以及设施都很齐全的,酒店的位置不错的,出行很方便的,性价比不错的酒店的,', '短评打分': 5}
{'短评内容': '酒店环境还是不错的，挺干净舒适的，周边交通也挺便利的，价格也比较合适的。', '短评打分': 5}
{'短评内容': '总的来说比较一般，环境不是很好，酒店好象是改造过的，走廊特别窄，房间也特别小，卫生还可以，位置特别好，周围挺繁华的，购物，外出都方便  ', '短评打分': 5}
{'短评内容': '整体感觉还是不错的，性价比还是蛮高的。值得推荐', '短评打分': 5}
{'短评内容': '这个宾馆太难找了，打车过去师傅都不知道，摸摸索索的，一条弄堂里面，房间里还算可以，但是时不时有骚扰电话打来，很麻烦，11点以前还有站街女来敲门。结账时候，非得说我用了房间里的安全套，我都没碰过，他说拆了，你说气人不，还不是上次客人拆的也说不定，酒店里面是不错的，但是某些东西很令人难受。', '短评打分': 1}
{'短评内容': '酒店卫生很干净整洁,设施完善,服务上差了一些,性价比还是非常好的.还是可以推荐的酒店.', '短评打分': 5}
{'短评内容': '酒店的价格很合理，卫生条件、和设施条件都还不错，很值得推荐', '短评打分': 5}
{'短评内容': '宾馆的地理位置非常适合旅游地人士，不过配置和其他东西还要加把劲才行。', '短评打分': 5}
{'短评内容': '位置很好,市中心,价格也比较合适,服务方面没有太大感觉,房间里面的软件设施不是很全.', '短评打分': 5}
{'短评内容': '酒店地理位置较好，购物很方便，但是觉得前台服务挺差，连个微笑都没有，感觉像自助酒店。', '短评打分': 5}
{'短评内容': '当时酒店对面在施工，晚上噪音大，睡不好；酒店是有两栋楼的，一栋是没有电梯的，爬楼很颣；它所在的地理位置非常方便', '短评打分': 5}
{'短评内容': '酒店还不错,卫生条件很好,服务也很热情,但是位置和价格都很一般', '短评打分': 5}
{'短评内容': '酒店的电脑网速很慢,开始安排了一个没有电梯的房间,后来调换了,其它的都还是比较满意的.', '短评打分': 5}
{'短评内容': '我们住的附楼的,房间很小,楼道有异味,位置不错,购物方便,价格稍高一些', '短评打分': 1}
{'短评内容': '房间里的设施简简单单的,和价格相当比较感觉性价比不是很好.', '短评打分': 1}
{'短评内容': '酒店环境不错，就是地点不是很好，比较难找', '短评打分': 5}
{'短评内容': '酒店的房间空调制热效果不好，太冷了，服务也很一般，价格也不是很优惠，酒店的优势就是位置方便', '短评打分': 1}
{'短评内容': '酒店的价格适中，而且环境很干净，位置不错，交通很方便。', '短评打分': 5}
{'短评内容': '冬天酒店也有蚊子，环境不太好，服务员态度还不错，早餐品种少', '短评打分': 1}
{'短评内容': '服务卫生还可以 ,位置也可以交通挺方便的.性价比还算不错', '短评打分': 5}
{'短评内容': '酒店位置不错，吃行都方便；&lt;br /&gt;\n水流好象是小了点，房间空调的声音很吵，多维护下了；&lt;br /&gt;\n房间的宽带网络时断时有，很不爽；&lt;br /&gt;\n客房等服务员态度都挺不错，前台收银的可不怎么样了，既不打招呼，也没个笑脸，服务质量也不行，对工作流程等业务知识不熟悉。&lt;br /&gt;\n地板的颜色不好，感觉不干净呵呵！&lt;br /&gt;\n浴室有块地巾', '短评打分': 3}
{'短评内容': '还有洗澡的热火出水量太小了,跟小孩子撒尿一样.', '短评打分': 3}
{'短评内容': '这个酒店我刚住,一个字:烂.&lt;br /&gt;\n第一:酒店在一个家属区附近,晚上特别吵闹,到晚上一点还有很大噪音,而早上六点开始旁边家属区就开始建筑施工,声音很大,房子隔音效果极其差劲整个晚上我只睡了4个小时,痛苦至及,早前台换房子被拒.是我住过的最烂的房子.&lt;br /&gt;\n第二;费用太高,国庆期间竟然涨价一百,为340多,很不值.哄抬物价.&lt;br /&gt;\n这个酒店我以后', '短评打分': 3}
{'短评内容': '地理位置很好，在武林门广场边上，紧挨银泰、二百，边上就是延安路和武林路服装街，相当便利。。。', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '酒店的位置相当好，酒店里面的设施也很好我很满意。', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '无法通过你们预定到当天的特价房,所以有时通过你们订房反而更贵.', '短评打分': 5}
{'短评内容': '酒店还是不错的.就是浴室下水的时候有点慢,前台的服务人手少了点,&lt;br /&gt;\n&lt;br /&gt;\n要是3号楼有电梯就好了,不太方便,', '短评打分': 3}
{'短评内容': '地理位置不错，购物很方便，前面是延安路，后面是武林路，但房间有股味道，卫生间地面很滑，很容易摔到。&lt;br /&gt;\n旁边是居民区，凌晨被汽车报警器吵醒，隔音效果不是很好。&lt;br /&gt;\n总体感觉：设施简单、温馨不够。', '短评打分': 3}
{'短评内容': '不错，可以继续关注', '短评打分': 3}
{'短评内容': '酒店不错，房子很温馨，去西湖只要两站路。出酒店小巷过天桥往右走50米，有个小街，站在街口就能看见有家生煎包子店，里面东西不错，品种多，很实惠。', '短评打分': 3}
{'短评内容': '地理位置方便，酒店设施、服务质量均可，美中不足的是卫生间排水阻塞严重，拉下不少分数，建议立即改进！', '短评打分': 3}
{'短评内容': '前台的服务很到位，性价比不错的酒店但浴室排水似乎不那么通畅。', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;四天的行程跑了三个城市，相对国际大厦酒店，对假日之星还是很满意的，住的是238的商务大床房，很有家的感觉，卫生间很明亮，水龙头的水很也足。。。洗澡很舒服。。电视也比国际的大。。。喜欢房间里的躺椅。。。。舒服。。。以后还会住。。。价格再便宜些，会更满意。。&amp;lt;/P&amp;gt;', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;呵呵，电梯还是有的。你没有找到，在后面，不能刷卡。开门进去就是房间，当然里面有点动静外面能听到的啦。哈哈，感觉还可以，218还是贵了点。&amp;lt;/P&amp;gt;', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;位子好，交通比较方便。设施也比教新。就是酒店好象还在装修气味比教重。请有过敏体质的朋友注意&amp;lt;/P&amp;gt;', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;还不错，住的238的房间，房间面积大，因为刚开业不久，设施比较新。位置绝对市中心，性价比很高。&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;房间装修的味道没有完全去除，对此敏感的要注意。&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;浴室实在太小且积水&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;沒有电梯&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;冷气直对床头&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;&amp;lt;/P&amp;gt;', '短评打分': 3}
