{'短评内容': '非常好！环境好，服务好，早餐丰盛', '短评打分': 5}
{'短评内容': '服务和卫生都没话说，冬季空调温度上升的有点慢，早餐真的不怎么样，建议大家不要考虑，但是总的来说是家不错的酒店，交通相当便利，房间也很舒适。', '短评打分': 5}
{'短评内容': '真是不错的酒店。在外边看不咋样。入住了才知道真的很好~~', '短评打分': 5}
{'短评内容': '非常好的服务，和设施。我喜欢这家酒店。\r\n', '短评打分': 5}
{'短评内容': '地点适中,价格合理.', '短评打分': 5}
{'短评内容': '总的还说还可以，毕竟是日资的，里面的日本客人很多！卫生很好！只有一点就是就是在前台办理住店和离店的手续速度有待于提高！实在是需要耐心！', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '酒店的设施不错，服务还不错。但餐饮对国内客人而言不太适合口味，做的不好，没有中式餐馆。', '短评打分': 5}
{'短评内容': '浠烽挶鍜屾湇鍔′笉鎴愭瘮渚?涓嶆€庝箞鍠滄\ue0bd鍦ㄨ繖灞呬綇!', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;酒店的服务不错，但是早上的自助餐&amp;#8230;&amp;#8230;我每个月都入住的，但早餐内容从没有变化，希望有所改进。&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;&amp;lt;/P&amp;gt;', '短评打分': 3}
{'短评内容': '我想知道客房部副经理的联系方式！！', '短评打分': 3}
{'短评内容': '还行，说的过去的一家酒店，持房卡还可以免费游泳。就是上面照的那个泳池。', '短评打分': 3}
{'短评内容': '不会吧。床不是很舒服。前台在2楼，不方便。不是很好的4星级酒店。', '短评打分': 3}
{'短评内容': '酒店不错，服务好，卫生好！以后会再试！', '短评打分': 3}
