{'短评内容': '老酒店，设施比较陈旧。。。', '短评打分': 2}
{'短评内容': '不挑剔的人可以新楼的  挑剔的人住主楼。 ', '短评打分': 5}
{'短评内容': '在上海高尚地带，闹中带静的地方。不错。我感觉唯一不足的地方是房费不含早餐。早餐收费偏贵。如能调到78/每人 或高级房含早餐就较合理。', '短评打分': 5}
{'短评内容': '不錯', '短评打分': 5}
{'短评内容': '不错就是房间太小了,但感觉很好', '短评打分': 5}
{'短评内容': '设施较旧，硬件较差。服务一般。希望服务员（特别是前台接待人员）多一些自然的笑脸', '短评打分': 3}
{'短评内容': '希望免费上网', '短评打分': 5}
{'短评内容': '不愧是上海的老牌号酒店,接待很有规范,当天入住因客源多给升级了,尽管升级后的房间并不比预订的高级房好多少,但多了会客厅.给入住的亲戚面上增了不少光彩.', '短评打分': 5}
{'短评内容': '酒店在文化宫隔壁，下午有唱京剧的，比较吵，还有就是空调温度太高了，再有就是浴室比房间要高，跨度过高，如果年纪比较大的话，不太方便，位置挺好的，比较方便。', '短评打分': 3}
{'短评内容': '酒店地理位置很好,交通十分方便,价格也不是很贵,硬件一般,服务态度挺好的.', '短评打分': 3}
{'短评内容': '屋子有股味道，估计和天气有关。房间大，设施旧了一点，其他还好！', '短评打分': 5}
{'短评内容': '位置很好，闹中取静，交通方便；硬件设施虽然陈旧，但很温馨，服务很好，下次去上海还会选择本店。', '短评打分': 5}
{'短评内容': '房间噪音大，根本无法入睡！', '短评打分': 1}
{'短评内容': '位置非常不好找，附近人也不知道地址，入口的地方台阶太长，没有滚动的地方，有行李不好拿，内部环境虽然陈旧了，还是很温馨', '短评打分': 3}
{'短评内容': '不错的酒店，每次都住这，但价格有点贵', '短评打分': 3}
{'短评内容': '不错的酒店，再次光临，其实每次来上海都住这，什么都好，就是价格有点贵，呵呵', '短评打分': 5}
{'短评内容': '居住还算舒适....也不吵闹\r\n\r\n宽带收费太贵!', '短评打分': 3}
{'短评内容': '很喜欢这家酒店装修,和家具的颜色....有点古色古香的味道.\r\n\r\n步行到南京西路静安寺也很方便,性价比高,下次还会选择这里', '短评打分': 5}
{'短评内容': '很喜欢静安主楼、一直推荐给喜欢怀旧的朋友。房间很大、地段也好。新楼就完全不是那种感觉了、一定要注意。', '短评打分': 5}
{'短评内容': '设施很一般,服务很好,卫生很干净,最主要还是位置好离我去的地方很方便,价格不便宜.', '短评打分': 3}
{'短评内容': '是去华山医院看病，距离非常近，步行五六分钟，卫生和各类设施也不错，洗浴龙头水非常大，洗澡很舒服，但房间比较狭窄，房间面积大概是绍兴之类的城市同样价位房间的三分之二大', '短评打分': 5}
{'短评内容': '交通很方便，宾馆服务卫生各方面都不错。性价比很高。强烈推荐~', '短评打分': 5}
{'短评内容': '地理位置非常好,出行很方便,房间的卫生和设施方面也都不错,住着很舒适,但就是楼层没有服务员,叫的时候找不到.', '短评打分': 3}
{'短评内容': '我给国外的朋友订的,朋友很满意.前台的服务也很好.', '短评打分': 3}
{'短评内容': '服务很热情,位置很好.性价比比较高.', '短评打分': 5}
{'短评内容': '在此区域是一家性价比比较高的酒店', '短评打分': 3}
{'短评内容': '喜欢这个花园式的老饭店.....房间稍微小了一点,但还舒适,就是配置的电视机实在与房间太格格不入了,也太小了点,希望改进.', '短评打分': 5}
{'短评内容': '在此位置是一家性价比不错的酒店', '短评打分': 5}
{'短评内容': '还可以，离我办事的地方近', '短评打分': 5}
{'短评内容': '去地铁站和百货公司和南京西路商业圈很方便。环境也不错。\r\n', '短评打分': 5}
{'短评内容': '房间的卫生和设施方面都很不错,住着很舒适,而且很符合酒店的价位,但就是交通上不太方便.', '短评打分': 3}
{'短评内容': '周围很便利，服务很好', '短评打分': 5}
{'短评内容': '这是个有着上海洋房味道的老宾馆。非常好，以后有朋友或领导，一定介绍这家宾馆。', '短评打分': 5}
{'短评内容': '地处市中心，交通方便，服务一般。上网费提过多次，还在收，很遗憾。', '短评打分': 3}
{'短评内容': '这家酒店是一家老酒店了，我觉得周围的配套设施不好，餐饮不太方便，房间里的设施也不是很齐全，没有电脑，价格有点高，整体感觉性价比不高', '短评打分': 3}
{'短评内容': '收取上网费不合理。若不收上网费可推荐给更多客户、朋友、同事', '短评打分': 5}
{'短评内容': '各方面不错，干净整洁，环境也相对的安静，下次去还会选择', '短评打分': 3}
{'短评内容': '设施有些陈旧了房间还行挺干净的,服务也海不错,位置挺好的出行挺方便,性价比还是比较不错的.', '短评打分': 3}
{'短评内容': '老客人了.', '短评打分': 5}
{'短评内容': '酒店的卫生和设施条件都挺不错的.位置很好很方便出行.其它各主方面也不错', '短评打分': 3}
{'短评内容': '整体感觉还可以，交通方便。', '短评打分': 3}
{'短评内容': '这是我第二次住在这家酒店。如果不要求五星级酒店的设施，我认为此酒店性价很好，非常实惠。唯一不满是早上早起的时候看到保安睡在大堂沙发上。就给客户一个国营的感觉。', '短评打分': 5}
{'短评内容': '还可以，价格比较便宜。\r\n', '短评打分': 5}
{'短评内容': '酒店的地理位置还是挺好的,交通很方便,但不是很好找,还有就是房间面积有点偏小,不过价钱挺便宜的.', '短评打分': 3}
{'短评内容': '住过五次了，有三次是在老楼，两次在新楼。新楼不用说那是太差了，不过价格便宜些，老楼条件好一些，最近的三次我都住老楼，天热的一次被蚊子咬，连着两个晚上，脑袋全是大包。中间一次印象最深 的是打不到车，急死了，还把机票延了一个航班，才赶上。上周的一次是觉得好冷，空调却不能制热，冷死了，不过还好有热水，冷的厉害就冲个热水澡，一个晚上冲了有六回。不过想想谁让咱不舍得住隔壁的希尔顿呢！', '短评打分': 1}
{'短评内容': '1:不能免费上网，上网一分钟一元钱，简直就是抢钱！\r\n2：服务态度差！', '短评打分': 1}
{'短评内容': '硬件设施有待改进.!谢谢', '短评打分': 3}
{'短评内容': '上网费太贵，希望免费。一般情况下我会向朋友、同事推荐该饭店，但是上网继续收费，我将不推荐。', '短评打分': 5}
{'短评内容': '里面的设施不是太好,早餐也很差,服务态度还是可以的.价格还是比较便宜的,位置也还比较好找出行挺方便的,总体感觉还是比较不错的.', '短评打分': 3}
{'短评内容': '老牌国营企业的作风，大堂登记的地方比较暗，房间还很小很小，性价比很一般，服务很老套，我刚到前台登记时，服务人员就告诉我，房间很小，你要不 要，如果要换大的房间要家多少钱等，让你感觉很不舒服', '短评打分': 3}
{'短评内容': '总体水平还是不错的，闹中取静，卫生条件也可以。', '短评打分': 5}
{'短评内容': '感觉.!!', '短评打分': 5}
{'短评内容': '总体感觉一般。', '短评打分': 5}
{'短评内容': '交通方便，比较干净，如果去上海可以选择再次入住。', '短评打分': 3}
{'短评内容': '还不错 值得一住 不过我去的时候在装修 有点小遗憾', '短评打分': 5}
{'短评内容': '酒店还不错，交通方便，就是有点吵，老楼应该好些。', '短评打分': 5}
{'短评内容': 'stayed at their smallest branch(新館), so its not comparable to the main building, even it called新館 but it is a old motel as u can imagine but its a fair deal for the price i paid for and the staff is g', '短评打分': 5}
{'短评内容': '住了3天整体感觉还算不错，地理位置较好，周围离就餐办公地点比较近。\r\n唯一一点晚上有蚊子。', '短评打分': 5}
{'短评内容': '这个宾馆的环境不错, 在静安区闹中取静, 是个不错的选择. ', '短评打分': 3}
{'短评内容': '特别喜欢这个酒店，房子有历史感，门前的大树和草坪非常舒服。\r\n性价比不错。\r\n好停车。', '短评打分': 5}
{'短评内容': '老式洋房，大大的草坪，很舒适。出门就是南京路静安寺，很方便。', '短评打分': 5}
{'短评内容': '性价比极高，值得推荐', '短评打分': 5}
{'短评内容': '色调太过沉重 很压抑的感觉 位置不错', '短评打分': 1}
{'短评内容': '地点、环境、设施、位置等方面都不错。就是服务感觉不够细，大厅服务员一边聊天一边办事。可笑的是，我已经入住，同时又把我住的房间转租给别人，都要休息了，还有其他客人来敲门，不可思议。', '短评打分': 5}
{'短评内容': '位置很好，房间也不错', '短评打分': 5}
{'短评内容': '房间很干净,面积也不小.酒店的地理位置也好', '短评打分': 5}
{'短评内容': '带国外客户住了4晚，他非常非常满意，说下次到上海还到静安。我也对静安的评价非常好，一定跟朋友推荐这个酒家。', '短评打分': 5}
{'短评内容': '地理位置非常好,出行很方便,卫生服务上也都不错,呆在酒店还是很舒适的,就是卫生间有点小了,不太方便.', '短评打分': 3}
{'短评内容': '很舒服', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '宽带能免费就更好了。', '短评打分': 3}
{'短评内容': '老建筑，住的还是很舒适的，标间398元，性价比非常高，有朋友来拜会，感觉非常有面子。但是…………\r\n但是服务和规矩好像也老了一点，居然没有免费宽带，一分钟要收费一元钱，100元包日。服务员很热情，说如果您要上网，我们也有免费的，一夜498元，…………无语。跟不上时代啦！！！', '短评打分': 5}
{'短评内容': '卫生很好很干净,设施有些陈旧,地理位置不错交通方便,服务还可以,热情周到,住着也很舒服,总体来说都不错,值得推荐的一家酒店.', '短评打分': 3}
{'短评内容': '酒店的环境硬件设施都很不错，卫生服务都还不错。价格比较一般，位置出行还是比较方便的，可以考虑入住。', '短评打分': 3}
{'短评内容': '整体来讲还是一家很不错的酒店,位置非常好,出行都很方便,卫生和服务上也都不错,住着还是比较舒适的,就是房间的设施上有些陈旧了.', '短评打分': 3}
{'短评内容': '酒店离当时我要的地方近,比较方便,而且房间里面也很干净,设施有些稍旧,不过也没什么,住着还是挺舒服的,价格也很实惠', '短评打分': 5}
{'短评内容': '位置很好，设置很陈旧。不知道为什么不提供针线包？？', '短评打分': 1}
{'短评内容': '酒店比较卫生，价格较合理', '短评打分': 5}
{'短评内容': '房间里面设施有些陈旧了,环境还不错,位置非常好,服务很满意很周到,下次来上海还会选择这家酒店.', '短评打分': 3}
{'短评内容': '酒店的卫生服务都很好，房间的配置硬件设施舒适度也比较达标，价格合理适中，主要是位置距离我办事的地方非常近，会再次入住这家酒店。', '短评打分': 3}
{'短评内容': '性价比高', '短评打分': 3}
{'短评内容': '不错，还会再来', '短评打分': 3}
{'短评内容': '房间设计比较旧，感觉很压抑', '短评打分': 1}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '酒店离当时我要的地方近,比较方便,而且房间里面也很干净,设施有些稍旧,不过也没什么,住着还是挺舒服的,价格也很实惠.', '短评打分': 3}
{'短评内容': '主要是带家人去华山医院看病，这家店比较近，价格也还比较合理', '短评打分': 3}
{'短评内容': '酒店的服务卫生方面还是蛮不错的,位置也蛮不错的,交通很方便的,价格方面也比较合适的,就是房间面积小了点.', '短评打分': 3}
{'短评内容': '酒店很舒适，环境优美，交通十分便利，推荐。', '短评打分': 3}
{'短评内容': '酒店除了房间面积比较小之外，环境服务都是非常不错的，而且在附近办事也是非常的方便。', '短评打分': 3}
{'短评内容': '我订的房间在新楼。\r\n位置：此酒店地点为止非常好。离地铁2号线静安寺站徒步5-10分钟，在Hilton酒店旁边。\r\n酒店虽然设施比较陈旧，但相对于价位和所在地域环境来说还是十分超值，感觉比较舒适，适合商旅或家庭出游。极力推荐大家选择！', '短评打分': 5}
{'短评内容': '旧时的家的回味。回到小时候的亲切感。', '短评打分': 5}
{'短评内容': '适合商旅', '短评打分': 5}
{'短评内容': '酒店有点旧，但有西式风味', '短评打分': 5}
{'短评内容': '感觉不错', '短评打分': 5}
{'短评内容': '我订的房间在新楼。\n位置：此酒店地点为止非常好。离地铁2号线静安寺站徒步5-10分钟，在Hilton酒店旁边。\n其他：其他都感觉一般。房间大小一般，设施也一般。比如，有老电视机，家具也干净可是感觉像10年前的设计。走廊地毯也比较旧的可是算干净。希望前台服务提高一些。办入住手续好像花了15分钟。由于刚下飞机比较累，希望办这种手续快点。我挑的都是我感觉的小毛病，其他都还好。', '短评打分': 5}
{'短评内容': '适合旅游', '短评打分': 3}
{'短评内容': '一直支持', '短评打分': 3}
{'短评内容': ' 适合商旅', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '老客人了', '短评打分': 5}
{'短评内容': '比较安静，空调好，床还算舒适，但洗手间太小，一条毛巾有霉点，电视机很老旧。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '价格优势', '短评打分': 5}
{'短评内容': '酒店位置好，适合商务住宿', '短评打分': 5}
{'短评内容': '只适合普通商旅', '短评打分': 5}
{'短评内容': '我感觉酒店的服务卫生方面还是不错的,设施方面也比较齐全的,周边交通也蛮方便的,价格方面还是比较合适的.', '短评打分': 3}
{'短评内容': '應該再加強酒店服務管理及設備更新', '短评打分': 1}
{'短评内容': '酒店性价比还可以,地理位置很好出行比较方便,在上海这个价位住这样酒店还算不错的了.', '短评打分': 5}
{'短评内容': '都听好的,性价比也很高,位置也很方面.', '短评打分': 5}
{'短评内容': '酒店的住宿条件不错的，服务卫生以及设施都很好的，酒店的位置不错的，出行很方便的，性价比不错的酒店', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都很好的，酒店的位置以及交通都很方便的，价格还可以的。', '短评打分': 5}
{'短评内容': '酒店的位置还不错,但是洗手间的地面与卧室垫出的距离比较高,要是有老人和小孩子的话,就感觉非常不安全,而且面积也比较小,服务还可以,性价比一般.', '短评打分': 5}
{'短评内容': '酒店整体感觉都比较一般,就是里面的装修有些陈旧,不过位置还是可以,蛮方便的.', '短评打分': 5}
{'短评内容': '房间比较干净，服务也不错，就是设施有点旧了，位置还比较方便', '短评打分': 5}
{'短评内容': '主要是酒店的位置离公司比较近,房间里面环境也不错,没什么不满意的.', '短评打分': 5}
{'短评内容': '不错的,服务挺好的. ', '短评打分': 3}
{'短评内容': '其实房间是不错的,下次还会住,便宜点就好啦\n', '短评打分': 5}
{'短评内容': '整体感觉性价比还是可以了，值得推荐', '短评打分': 5}
{'短评内容': '酒店蛮好的,很安静布置得很好,我是去酒店看过以后才定的这家酒店还是很满意的,性价比比较高,很卫生干净.', '短评打分': 5}
{'短评内容': '总体感觉很好，住的很舒适，价格也挺合理的，可以在推荐', '短评打分': 5}
{'短评内容': '酒店的性价比不错的，服务卫生以及设施都很好的，酒店的位置以及交通都很好的', '短评打分': 5}
{'短评内容': '酒店的设施比较旧了,其它方面都还可以,位置不错,交通挺方便,价格方面当然是希望越便宜越好了.', '短评打分': 5}
{'短评内容': '接上一条评价：在酒店用餐时，服务人员用上海话介绍菜品，我用普通话他还讲上海话，无语。。。。。', '短评打分': 3}
{'短评内容': '设施老旧，卫生一般，前台服务态度非常差，和经济型连锁酒店差不多，真卜知道怎么评上4星的', '短评打分': 1}
{'短评内容': '酒店还是不错的，不过我刚到那给我安排的房间，空调声音太大，所以我又加钱换了个房间，还算不错，比较干净，舒适，设施也挺好的，而且在这个位置，交通便利，相对这个价位来说还可以。', '短评打分': 5}
{'短评内容': '房间比较干净，设施服务都很一般，价格还不错，总的来说还可以 ', '短评打分': 5}
{'短评内容': '酒店的整体感觉不错，就是住的空间有点小，价格还是挺合适的，服务和卫生条件也不错，位置也很方便\n', '短评打分': 5}
{'短评内容': '酒店很老了,设施方面有些陈旧了.', '短评打分': 1}
{'短评内容': '位置很好的宾馆', '短评打分': 3}
{'短评内容': '酒店的老楼的入住的人少，不知道新楼怎么样，它设施条件还可以，酒店位置离我办事的地方也比较的近', '短评打分': 5}
{'短评内容': '酒店的交通位置比较好,服务也不错,因为酒店开业时间比较长了,所以设施显得比较陈旧,不过可以了', '短评打分': 5}
{'短评内容': '当时住的房间的空间有点小，这样就感觉价格有点高了，别的都还好，服务不错、挺热情，地理位置也便利', '短评打分': 5}
{'短评内容': '接上条评价，更正一下：是4月23日入住的特价大床房，4月24日住8楼双床房！特价大床房，面积之小令人惊诧！且临近隔壁希尔顿酒店风机，噪音之大，令人无法入睡！洗手间便器虽然是科勒的，但尺寸以及舒适度皆极差！4月初，睡了一宿觉，被蚊子叮了好几个大包……实在纳闷！这样的酒店，怎么被评为四星级的呢？国家有关部门评级时是否也应该考虑一下游客的切身感受！？', '短评打分': 3}
{'短评内容': '上海颇多老式西洋建筑改造为酒店者，慕海格大厦之名入住静安宾馆，结果极度失望，酒店除地理位置外（打车不方便），无丝毫可取处！继4月22日入住特价大床房后，4月23日因下雨实在无法打到车而继续入住静安的8楼双床房，周末特惠，地毯极脏，盥洗盆漏水，设施陈旧，工作人员服务态度差！本人所住过4星级酒店中最差者！', '短评打分': 1}
{'短评内容': '酒店很一般,比较老,整体环境感觉不是很好；性价比较低；不过位置还是不错,交通很方便；如果只考虑位置,不考虑其他条件还是可以推荐一下；', '短评打分': 5}
{'短评内容': '    我是在深圳的上海人，每每回上海都住在静宾，以前还常住新楼。或许新的酒店如雨后春笋般涌现，但我觉得要到一个有历史、有底蕴的城市，就要住静宾这样的酒店，或许是还是我学生时代那份记忆起了不少作用，但一旦没有住在这一圈，我会感到不自在~。有些东西是要感觉的，比如顺手把房内的东西整理一下（也是体现我是懂事的人的表现哈），服务员就会在各个方面给你一个微甜的反馈（比如送上一碟满满的芒果、奇异果），这是我', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '除了位置尚可外，没什么好推荐的。在上海闹市区，400元以下还是建议住那些新装修的经济型酒店如“格林豪泰”，“MOTEL168”，“MOTEL268”，“汉庭快捷”，“如家快捷”等。', '短评打分': 1}
{'短评内容': '我是09年4月6号入住的，登记接待人员是个男的，态度冷漠，房间很小，浴缸的下水慢的出奇，房顶都快脱落了，房价458元我觉得和实际不符，门口有个草地不错，饭店老外也多，第二天结帐的女服务员态度还可以', '短评打分': 1}
{'短评内容': '介绍日本客人入住了老楼,除了浴室的浴缸设施显得陈旧,房间装修得还不错。前台虽不大,却显古典气氛。原本没有什么不满的,但进店和离店时,门口的那几位搬行李的服务生（不管老少)对客人的行李视而不见,叫了帮忙,也是懒散地爱理不理,真让人感到不悦。', '短评打分': 5}
{'短评内容': '位置比较设和旅游，周围的酒吧和餐馆比较适合外国人', '短评打分': 5}
{'短评内容': '酒店的附楼是在不行，从服务态度，到卫生和硬件设施完全不行，简直就是招待所，价格也不便宜，但是位置很好，出入去哪都方便。', '短评打分': 1}
{'短评内容': '酒店的地理位置很好，交通十分便利，而且些宾馆也属于上海的一家老宾馆了，所以很好找，价格也蛮便宜的', '短评打分': 5}
{'短评内容': '酒店的地理位置很好，交通十分便利，而且些宾馆也属于上海的一家老宾馆了，所以很好找，价格也蛮便宜的', '短评打分': 5}
{'短评内容': '酒店的软件方面还是不错的,设施条件就很一般了,有些陈旧了,价格还是蛮合适的.', '短评打分': 5}
{'短评内容': '感觉服务卫生方面还是不错的,房间里蛮干净的,位置也还好交通挺便利的,价格方面也比较合适的.', '短评打分': 5}
{'短评内容': '新楼设施太简陋.老楼还可以.新楼设施太简陋了.根本没有四星级标准,环境硬件设施都很不达标,价格倒是很便宜,位置非常好出行交通方便,如果是老楼会考虑入住,新楼以后不会考虑了.', '短评打分': 5}
{'短评内容': '服务周到、卫生条件也可以，设施条件也不错', '短评打分': 5}
{'短评内容': '请注意同一个房间即使在不同时段内使用两台笔记本电脑上网（房间内只能同一时间一台电脑上网，只有一个帐号），他们还是会收取双倍的费用！上网封顶费用是100元一天，但我们被收取200元。', '短评打分': 5}
{'短评内容': '我入住是新楼;发现这个宾馆完全是打着静安宾馆牌子的一家招待所！价格贵不说，让人感觉像县城里的招待所！用的东西都是上海宾馆淘汰的;卫生间象是火车上的洗手间.', '短评打分': 1}
{'短评内容': '很一般,很一般了,跟招待所似的.', '短评打分': 1}
{'短评内容': '酒店的服务环境还可以，但酒店的设施有些老了，价格在上海那边也算便宜的吧', '短评打分': 5}
{'短评内容': '酒店的服务很好，是一个老品牌酒店了，酒店的性价高，环境也不错', '短评打分': 5}
{'短评内容': '價格太高,如果想體會老上海的格調,可以考慮,普通房太小,行李沒地方放還要上網費,只好換行政房,不收上網費,房間大一點;同等價格同一地區會有更好的飯店可以選擇,請網友多比較', '短评打分': 5}
{'短评内容': '较为干净实惠', '短评打分': 5}
{'短评内容': '房间面积比较小,价格有些偏高.如果再优惠一些是可以考虑在次入住的.', '短评打分': 5}
{'短评内容': '酒店比较不错，干净整洁，服务也很周到。', '短评打分': 5}
{'短评内容': '卫生环境很好,隔音也很好,服务方面没感觉到,房间里的床睡得很舒适,价格还实惠,感觉还不错', '短评打分': 5}
{'短评内容': '价格还是蛮经济的，服务非常周到，位置感觉一般', '短评打分': 5}
{'短评内容': '选择这个酒店主要是我们在附近办事，觉得他的位置挺好的，环境设施也还不错，如果在这个附近的话，会选这里。', '短评打分': 5}
{'短评内容': '我们住的是北楼，结果发现两个不是同一家！强烈不推荐，这个宾馆完全是打着静安宾馆牌子的一家宾馆！价格贵不说，大门都和门框不合，让人感觉像县城里的招待所！中午在2楼吃饭，发现餐具上印的居然是上海宾馆！', '短评打分': 1}
{'短评内容': '酒店的服务环境都比较一般，装修设施还可以，主要就是他这个酒店的位置很好，交通什么的都很方便。', '短评打分': 5}
{'短评内容': '酒店地段不错,隔音效果不好,其他方面都挺好的,房间也很干净', '短评打分': 5}
{'短评内容': '酒店位于市中心,交通很方便,价格也可以接受,房间蛮干净', '短评打分': 5}
{'短评内容': '酒店挺好的,人员服务很热情,价格也蛮便宜的', '短评打分': 5}
{'短评内容': '酒店感觉还可以，比较干净，交通也比较便利，设施一般', '短评打分': 1}
{'短评内容': '酒店的服务卫生还可以，价格也挺实惠的。', '短评打分': 5}
{'短评内容': '酒店的的各方面条件都不错，价格优惠，位置方便，就是当时住店发生一件不愉快的事情，我在酒店点门口时钱包被偷了，证件和现金都丢了，最后只能让朋友给我打款，要不我都没办法回家', '短评打分': 5}
{'短评内容': '酒店的地理位置好，交通方便，设施也比较不错感觉舒服。', '短评打分': 5}
{'短评内容': '地理位置比较好交通方便.面积比较大住着比较舒适.', '短评打分': 5}
{'短评内容': '地理位置比较好交通方便.面积比较大住着比较舒适.', '短评打分': 5}
{'短评内容': '很一般\r\n酒店在很深的巷子里.....打车很不方面\r\n进酒店要走很高的台阶,没有行李的滑道\r\ncheck in 的柜台在台阶上,行李要搬上搬下的,没有行李的滑道\r\n前台态度很一般\r\n不推荐!', '短评打分': 1}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '还可以吧，我们住的毕竟不是正宗的静安宾馆', '短评打分': 3}
{'短评内容': '我住的时候是2月下旬，旅游淡季，房费便宜，250多元一天，在上海就是比较划算的了。', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 1}
{'短评内容': '前台的服务人员很幽默，并且坚守先来后到的原则，在上海这样的前台很少见。每天上午会有专人敲门询问是否有衣服需要代洗，给人感觉很贴心，要说缺点，就是卫生间相对狭小一些（与客房比），但总体感觉不错。', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '我觉得我很喜欢这个酒店,我住的是主楼的标件,我喜欢那些家具,都是很有价值的家具,很重,很香,电话很有特色,最喜欢的就是家具, 那些家具很贵哦, 不相信的话去抬以下那些椅子, 很重很重, 现在哪里有这样的高档家具, 唯一不喜欢的就是地毯, 地毯质量很好,可是有黑点,不是脏,其实很干净,我看过,电视里的节目很好看, 就是上网收费,不好, 我很喜欢,', '短评打分': 3}
{'短评内容': '最近我老婆住过,可能这饭店四星级?应该合适二星级。', '短评打分': 3}
{'短评内容': '脏乱差在这里可以体现的淋漓尽致了。', '短评打分': 1}
{'短评内容': '我住的是4星标间，这里实在是太差了，我以后都不会住这间酒店。装修不好，服务不好，地毯脏的要命，房间也很一般，都不知道为什么会是四星级？对了，还有上网，一元/分钟，而且速度奇慢，我上了十四分钟只打开了一个页面。&lt;br /&gt;\n我实在是郁闷极了，还好我只住了一个晚上。', '短评打分': 1}
{'短评内容': '去年我舅舅出差来上海,我给他定的这个酒店.结果我舅舅一点都不满意.给的房间是后楼,从前楼要走很长时间才能到后楼.装修和不好.最不满意的是,连有线电视都没有.那时正是世界杯的时候,我舅舅这个球迷晚上在酒店看不到比赛.气死人了.以后再也不住了.', '短评打分': 3}
{'短评内容': '太差了, 是我住过的最差的酒店, 居然还敢叫四星.&lt;br /&gt;\n我来住了两次, 天天生气,没办法, 公司只给订这里.&lt;br /&gt;\n前台态度差没效率,上次来的时候check-in花了快20分钟,进大门上那么多台阶也没人帮忙,门卡天天失效, 居然3天换了4次, 气死我了快.早饭差极,服务也差,桌上没餐具也没人给拿, 要好几遍才行. 价钱还那么贵.&lt;br /&gt;\n千万别', '短评打分': 3}
{'短评内容': '这好象是家日本式的饭店吧，以前只住过一次，但印象卫生间很小，地毯很脏，总的感觉：性价比不值！！！', '短评打分': 3}
{'短评内容': '环境不好，硬件也不好，服务还是不好，我想复印文件竟然要走很多路，酒店不提供房间服务。下次一定不去了', '短评打分': 3}
{'短评内容': '房价又涨！ELONG利润那么高还涨价！酒店和Elong都是没常识，打算再去静安的，现在是坚决不去！&lt;br /&gt;\n 大家注意了，不能夸奖，只能批评！多希望介绍些好的酒店。', '短评打分': 3}
{'短评内容': '我曾住過一晚,既貴又差,上海有太多比他物美價廉的飯店.例如齊魯萬怡酒店,價格相近,但比他好了兩顆星的價值.', '短评打分': 3}
{'短评内容': "- the 288 room is very bad, it's like the cheap motel room in Dallas!We booked the room and had to refuse to stay there because of the poor layout, cheap decoraton, noisy environment.Most of all, the ", '短评打分': 3}
{'短评内容': '绝对的不好，打总机询问房价，态度不要太差', '短评打分': 3}
{'短评内容': '288元的3*标间超值！虽然周围环境差些，但服务极好。', '短评打分': 3}
