{'descr': '精力实惠  随便住住还是可以接受的', 'star': 5}
{'descr': '一走进房间，一种自己卧室的感觉，非常舒适。前台服务态度也很好，好评！下次来南京还住汉庭海友！', 'star': 5}
{'descr': '不满意。不讲信用，房间白订。', 'star': 3}
{'descr': '很适合旅游的人居住，房间比较简洁，价位在南京来说算是便宜的了。', 'star': 5}
{'descr': '房间小了点.  其他还可以  体现自助的特色. ', 'star': 5}
{'descr': '我觉得还好，就是后来要续订的时候涨价了就没有续', 'star': 5}
{'descr': '房间太小了!', 'star': 3}
{'descr': '很一般 一个很古老的酒店。 水流小无法洗澡', 'star': 1}
{'descr': '大床房整天很干净。有洗发液和手纸，网线和电视以及中央空调。还是很舒适，感觉超值。', 'star': 3}
{'descr': '又一次入住了，在这个价位上是个挺不错的快捷酒店，就是房间里没有热水壶很不方便', 'star': 5}
{'descr': '一直住的是海友，就是一个便宜。。。条件一般般。', 'star': 5}
{'descr': '比想象中要落差。。门面不错。只是这个特价房是共同卫生间的。哎。', 'star': 3}
{'descr': '89块钱的套间，一个套间里面有四个小房间，共用一个卫生间、浴室。房间没有窗户，挺小的，能免费上网，但是速度很慢，还经常掉线。酒店大堂不错，有台球、游戏机和电视可以看。酒店离地铁站挺近，玄武湖、东南大学、南京大学也就在附近，坐两站公交就到了。总的来说，要是只是睡觉的话没有什么问题，89元反正还算值吧。', 'star': 5}
{'descr': '总体来说挺不错的，经济实惠，干净卫生，附近交通也蛮方便的，不过没有牙刷毛巾之类的洗浴用品，得自带或者去大厅买', 'star': 5}
{'descr': '地方有点小，不过还蛮干净的 ，外出旅行住一晚还凑合，不能太讲究', 'star': 5}
{'descr': '还算不错，就是房间内什么都没有，洗脸的东西就自已带了', 'star': 5}
{'descr': '在南京市来说价格算便宜的了，旅馆环境很好，走廊画了很多画，感觉很温馨，另外还有好多好玩的东西，可以上网，打台球之类的，也很环保很适合年轻人去住，唯一一点不好是电视机放的位置不对，躺在床上看有点低，去的时候带上牙刷，梳子，毛巾，拖鞋之类的，不带的话也可以买一次性的……', 'star': 5}
{'descr': '很舒适~很环保~这里还有一些年轻人玩的游戏~很不错~没事可以玩玩~', 'star': 5}
{'descr': '很不錯。小巧乾淨.交通也算便利，就是房間小了點，暖氣有點不足。', 'star': 5}
{'descr': '还不错的总体来说。。。。。服务态度也不错，就是吃饭的太少了', 'star': 5}
{'descr': '有特色，新鲜，有创意，适合年轻人，很干净，下次有机会还去住。', 'star': 5}
{'descr': '一楼的公共服务很不错，墙壁涂鸦也很特别，房间确实比较小，空调不好用，房间冷', 'star': 5}
{'descr': '进店给人的感觉很热情朝气,前台的服务彬彬有礼。进入客房区有股霉味让人不舒服。房间很小但很干净,空调制热很快。单身住还将就。', 'star': 3}
{'descr': '这家酒店很适合大学生外出旅行居住，环境不错，交通很方便的，真诚推荐', 'star': 5}
{'descr': '很不错，位置非常好，在鼓楼旁边，主干道上！\n就是没有浴巾，不方便！', 'star': 5}
{'descr': '很年轻~~只是房间有点过于小，被蚊子咬了，没有洗漱用品，大厅很有爱，总体挺好的，不错', 'star': 5}
{'descr': '非常喜欢这家店的风格，价格实惠，有种国外青年旅社的感觉，非常干净整洁，服务耐心周到细致', 'star': 5}
{'descr': '干净整洁，服务周到细致，非常适合年轻人，下回一定还去', 'star': 5}
{'descr': '好！装修风格、环境氛围非常适合年轻人入住！大力推荐！', 'star': 5}
{'descr': '很好很方便~非常实惠非常性价比的一家酒店', 'star': 5}
{'descr': '挺不错的一家店 适合年轻人 时尚 赞一个', 'star': 5}
{'descr': '时尚的客栈，交通方便，有电影看，年轻人多，服务也不错，挺好玩！', 'star': 5}
{'descr': '很好。。。。。。。。。。。。。。房间里配个开水煲就更好了', 'star': 5}
{'descr': '汉庭海友很干净，适合年轻人，我很喜欢，下次还住那里，，，，', 'star': 5}
{'descr': '希望我没有信用卡的也可以帮我保留一下房，有时候来不及5点赶到哎', 'star': 5}
{'descr': '总的来说还可以咯。。。感觉价格还是稍稍有点贵了。。', 'star': 5}
{'descr': '酒店的设计挺有风格的，还蛮喜欢的，适合年轻人，房间不大，但是挺整洁的。', 'star': 5}
{'descr': '大堂环境很不错，还配有电脑，想的很周到。但是套房应该标注清楚没有独立卫生间', 'star': 5}
{'descr': '服务态度很好，环境也不错，如果有机会，下次还是会去那里的', 'star': 5}
{'descr': '住的是单人大床房，干净舒服，挺有感觉的。', 'star': 5}
{'descr': '房间很小，但是一个人外出旅行还是可以考虑的，就是不提供免费的洗漱用品很不方便。', 'star': 5}
{'descr': '不错 很适合年轻朋友！虽然一些用品要自己购买  但是还是能够接受', 'star': 5}
{'descr': '好 好  好  好 好  好  好  好 ', 'star': 5}
{'descr': '酒店很干净，服务人员态度很好，喜欢！', 'star': 3}
{'descr': '不错，唯一不足的就是没拖鞋。', 'star': 3}
{'descr': '很适合年轻人，就是房间小了一点，位置不错，性价比较高。', 'star': 5}
{'descr': '我会再来我会再来我会再来我会再来我会再来', 'star': 5}
{'descr': '空间太小 不过很温馨，但不适合我住 因为茶水不方便，连拖鞋都没有 性价比不高', 'star': 1}
{'descr': '很不错的一家店，性价比高。涂鸦墙很有意思！', 'star': 5}
{'descr': '非常不错呢,位置不错,环境也还好,关键是服务人员也比较热情', 'star': 5}
{'descr': '非常干净，交通也算便利——虽然地铁不近，但公交还是很多滴 ～', 'star': 5}
{'descr': '硬件差。。。连热水壶都没有。。。热水还要到楼下打 。。。房间小 又闷 一次性杯子也没有 一点都不人性化', 'star': 1}
{'descr': '不错，很干净就是没有拖鞋', 'star': 3}
{'descr': '上下铺还不错，就是房间有点冷', 'star': 3}
{'descr': '很别致，不错，一楼还有很多玩的，然后就是房间有点小，只不过一个人够了，房间隔音不好', 'star': 5}
{'descr': '我住的是套房，没有窗子没有电视，只有一张床和一根网线，房间最多4平米，摆张床摆个小桌子，剩下一点你放鞋的地方。真是经济型酒店的典范啊！', 'star': 1}
{'descr': '很有创意的客栈式酒店，很喜欢，很适合年轻人', 'star': 5}
{'descr': '氛围不错，推荐入住~就是隔音稍微有点差。anyway ,住的挺舒服', 'star': 5}
{'descr': '空调网线都全的，地理位置也很好，不过很适合学生住', 'star': 5}
{'descr': '位置不错，房间较舒适，性价比比较好的酒店！', 'star': 5}
{'descr': '还行,就是没有电话不方便。还有不能上网。基础设施希望完善一下。', 'star': 5}
{'descr': '空间较小，适合学生一族。整洁、干净，隔音一般。', 'star': 5}
{'descr': '房间太小大概只有5平米，因为是一层进来有股霉味，不值这个价格', 'star': 1}
{'descr': '店还算干净，但是让我生气的是隐性消费太多了。洗漱用品要钱我忍了。那里的空调是中央空调比较大声，我又怕冷，所以睡觉的时候想把空调关掉，然后多要一条被子盖盖，居然加一条被子一晚上要10块钱。想钱想疯了吧。', 'star': 1}
{'descr': '干净不错要是有拖鞋就更好了', 'star': 3}
{'descr': '离火车站近起步价，干净，下次还来住，要是房间有拖鞋就更好了', 'star': 5}
{'descr': '房间的确是比较的小，不过像我这样不怎么挑剔的人来说还是能接受的！房间的卫生还是可以的，很干净。大厅的氛围的确很不错！服务员非常热情！总体啊还是非常不错的。', 'star': 5}
{'descr': ' 房间挺好，挺满意，下次还会来', 'star': 3}
{'descr': '不习惯洗手间 浴室为3个房间公用 房间特别小 转身都困难 房间里没有烧水壶 好在酒店大堂提供免费的上网和电影 89元的性价比实在不高 ', 'star': 1}
{'descr': '我住三日，', 'star': 3}
{'descr': '很不错，很适合年轻人，比我在上海住的海友好，下次有机会还去', 'star': 5}
{'descr': '很实惠，内部环境也很好。但貌似只有这家海友客栈比较便宜，其它的都挺贵', 'star': 5}
{'descr': '非常好', 'star': 3}
{'descr': '服务很好 但就是自己买用品不爽 其他一切都很不错 环境优雅', 'star': 5}
{'descr': '价格便宜，完全自助。\n房间干净，但绝对没有十个平方，顶多6平方！！\n门缝比较大，晚上灯光能透进来。', 'star': 5}
{'descr': '卫生做得不错挺干净的，而且有自助洗衣机，免费上网等。', 'star': 3}
{'descr': '挺不错的\n低碳生活  苦的是消费者。。。', 'star': 5}
{'descr': '挺干净', 'star': 3}
{'descr': '酒店的房间时很小，但是住宿的人不少，卫生还不错。', 'star': 5}
{'descr': '房间比预期的大很多，又干净又有格调~非常喜欢~已经不止一次入住了~', 'star': 5}
{'descr': '房间很干净，也挺安静。墙上的涂鸦挺好的。', 'star': 5}
{'descr': '还行吧，之前对套房理解有误。。。还以为是套间呢', 'star': 5}
{'descr': '就住一晚，还行吧，离鼓楼地铁站近，离八佰伴近！较为方便！', 'star': 5}
{'descr': '价格还是有点贵了，不过氛围不错，很适合年轻人~', 'star': 5}
{'descr': '+不错,每次来都住这\n\n', 'star': 5}
{'descr': '我订的是榻榻米房间...房间很小,不过很整洁,整体看起来挺舒服的,床也很软,我尤其喜欢那张椅子,大大的矮矮的,盘腿坐上去..哈哈.外面的走廊墙上全是涂鸦..很可爱.不过要自己带一切洗漱用品--!拖鞋可以买..一元一双...如果出差就不用住这个了..出门玩倒是可以考虑...', 'star': 5}
{'descr': '性价比很好，位置也很不错，到各个游玩点很方便，就是酒店位置不是很好找', 'star': 5}
{'descr': '还不错，就是位置有点不太醒目，比较难找，另外无锡的海友有ktv，自己蛮喜欢的，但这边好像没有~~', 'star': 5}
{'descr': '酒店地理环境离玄武湖 湖南路商业中心比较近；酒店内墙上有非常温馨整洁的涂鸦，大堂还有桌球 电影区 上网区；房间比较小，洗刷用品基本没有，电视屏幕也比较小，不过相对于价格来说已经非常划算了，总之性价比还是非常高的，推荐。', 'star': 3}
{'descr': '酒店比较温馨 有不少很可爱整洁的涂鸦 还有一个活动中心 可以上网 打桌球 看电影 很舒适的环境 离玄武湖 湖南路商业中心也比较近 非常不错 比较推荐', 'star': 5}
{'descr': '不错的地儿,性价比比较高啊，以后有机会还回去', 'star': 3}
{'descr': ' 空调没打足，半夜很热', 'star': 5}
{'descr': ' 很好很舒服，性价比高', 'star': 5}
{'descr': '住的还是可以的，有网线，有床，中央空调，还有一个小桌子，', 'star': 5}
{'descr': '+套间房间太小了，89还没洗手间，贵！', 'star': 5}
{'descr': '我住的是特价房，两个人的大床，因为都比较瘦，挺宽松的。房间小但设施五脏齐全，不错，值得推荐！', 'star': 5}
{'descr': '很喜欢这样的风格，年轻、时尚、活泼、环保、简约、经济，已经办理会员卡，以后来南京还会继续住这里。', 'star': 5}
{'descr': '很不错的客栈 地理位置很好 性价比很高 有机会会再次光顾！', 'star': 5}
{'descr': '很不错的酒店，性价比在南京算是极高的，推荐有需要的到这里来', 'star': 5}
{'descr': '性价比相当高！地点好！又不贵！就是自己都得带全了，还得自个儿买水。不过也无所谓了。', 'star': 5}
{'descr': '性价比挺高的,就是房间太小了，窗户也小：）', 'star': 5}
{'descr': '店面装修是我喜欢的风格。\r\n干净整洁。推荐。', 'star': 5}
{'descr': '+不错,很干净很别致!', 'star': 3}
{'descr': '不错,很干净很别致!', 'star': 5}
{'descr': '很适合80、90后，很现代，很蜗居，我很喜欢这儿的风格，大厅有公用的电视，还有2张很舒服的摇椅，大球一样，有电脑上网，还有留言板，走廊还有吹风机，都很不错', 'star': 5}
{'descr': '还是一个比较好的旅馆 但是大厅的电脑很多都坏了 为什么不修啊 用起来不怎么舒服 很多软件还要自己下载', 'star': 1}
{'descr': '除了 房间 很小 以外 别的 能接受 ，打车 去新街口 刚好3公里  不错', 'star': 5}
{'descr': '酒店很时尚，印象较深的就是涂鸦、公共活动区有上网、游戏、台球等，房间比较小，大床房的窗户也很小，不过一个人住也够了', 'star': 5}
{'descr': '除了房间小一点外。其他还不错。性价比蛮高的。', 'star': 5}
{'descr': ' 位置还可以 不难找 安全管理很好  下次还来  安静 干净 休息很好', 'star': 5}
{'descr': '基本还行，就是隔音效果太差了。半夜被吵醒好几次。睡不太安稳。', 'star': 5}
{'descr': '设施和服务很不错，性价比高。值得入住\r\n前台和壁画很有意思', 'star': 3}
{'descr': '+酒店有点像青年旅社，大厅可打台球，免费上网，房间很干净，以后来南京还住这里', 'star': 5}
{'descr': ' 各方面都非常满意，以后还会来', 'star': 5}
{'descr': '不用多说了，第四次入住。环境，地理位置都挺满意的。', 'star': 5}
{'descr': '+很好，很干净，很超值！', 'star': 5}
{'descr': '酒店较干净，住还可以，墙上绘图很有特色，性比价高，只是隔音差了点', 'star': 5}
{'descr': '在海友住过三次了，感觉性价比还是很高，听舒服的，下次还会考虑。', 'star': 5}
{'descr': '+还不错，给人一种方便快捷感', 'star': 5}
{'descr': '汉庭海友客栈挺干净 服务也很周到 配套的娱乐设施挺多的 很适合年轻人入住 推荐!', 'star': 5}
{'descr': '房间很小 而且没有洗漱用品 还有厕所味道很大', 'star': 5}
{'descr': '这家酒店真的很不错，虽然从南京火车站出来坐地铁不太好找要问问人，但是找到后到总统府这些景点都有公交车很方便，酒店也很干净，我已经向朋友推荐了。', 'star': 5}
{'descr': '第一次住这么小的房间，没有一次性的拖鞋，也没有牙刷和牙膏，什么都要自带，而且房间真的很小。', 'star': 1}
{'descr': '位置不错，很有意思墙上都画了画估计是为了认房间用的。它的淋浴非常的好，水很大。小孩子很喜欢他家大厅的足球游戏所以入住第二次。不足的地方就是房间太小了但是比较实用。榻榻米的房间算是最失败的地方了，根本不是什么榻榻米就是地板上放个床垫而已，总体来说还行吧。', 'star': 5}
{'descr': '感觉很有自己的风格，挺不错的，性价比高。', 'star': 5}
{'descr': '宾馆墙壁的贴图很有个性，很温暖，有家的感觉，这样的价格，性价比很高', 'star': 5}
{'descr': '房间太小了,而且容易受其他房间的影响,其他方面还好吧', 'star': 3}
{'descr': '我定的大床房 去了结果说没有了 在装修说的 住了个榻榻米 房间小 床又小 凳子居然很脏 整个宾馆虽然有很好的墙绘 但有股霉味和脚臭味 以后不会去了', 'star': 1}
{'descr': '不错，可住。在一个院子里，和汉庭一起，附近有小吃店，也有茶馆。', 'star': 5}
{'descr': '位置不错出行很方便，性价比极高，属于小巧实用型', 'star': 5}
{'descr': '性价比确实不错，卫生也可以；\r\n当然，在这个地段，这个价位，必须承受的是：房间非常小，没有洗漱用品，主要是没有拖鞋，这点非常麻烦，其他用品基本上经常出门的门都会自备，但是谁会带拖鞋到处跑呢。\r\n还有一点就是空调太大了。冷～～\r\n其他方面，都觉得比较满意。\r\n自己掏钱的话，应该是首选之地。', 'star': 5}
{'descr': '我是在暑假期间住在了南京汉庭海友客栈（南京鼓楼店），和父母一起住的，提前从网上订的，环境很不错，特别是性价比超高，只是有一点小建议，没窗户的房间有点潮。', 'star': 3}
{'descr': '除了有点小，其他都很好，汉庭旗下的，很放心哦，呵呵', 'star': 5}
{'descr': ' 房间比较小 但显得挺精致利索的 性价比还算过得去', 'star': 5}
{'descr': '非常温馨的小窝…', 'star': 5}
{'descr': '房间还挺干净整洁的，就是所有用品都需本人购买', 'star': 5}
{'descr': '我八月下旬住的79单间，房间不大，一床一桌一椅而已，没有电视之类的，只有一根网线接口，适合大学生背包族。不过他们家前台大厅还是很有意思滴', 'star': 5}
{'descr': ' 不错很卡通有意', 'star': 5}
{'descr': '离地铁不远，店员很礼貌，特价干净但小了点！', 'star': 5}
{'descr': '没有洗漱用品，不太方便，毛巾被子烧水壶吹风机电话都没有，这些可不是一次性用品啊，地点很方便，楼下就有公交站台', 'star': 5}
{'descr': '性价比非常高，内部设施和位置都还是不错的，推荐', 'star': 3}
{'descr': '性价比非常高，内部设施和位置都还是不错的，推荐', 'star': 3}
{'descr': '大床没床架，床垫不太舒服。其它都好。', 'star': 5}
{'descr': '+很不错，性价比很高，力荐', 'star': 5}
{'descr': '很适合年轻人入住，外面的大厅有电影看，还有桌球，电脑可以提供上网2个小时，就是床上用品3天换一次，房间小了一点，不过对得起这个价格，出差偶尔住住还行吧！', 'star': 5}
{'descr': '挺干净', 'star': 5}
{'descr': '环境不错,就是为什么我订的房间电视啥的都没有', 'star': 5}
{'descr': '一间套房网上下的订单是79一夜，到那里却要89。。。怎么回事？', 'star': 5}
{'descr': '+年轻化的很干净的酒店价格公道推荐！', 'star': 5}
{'descr': '便宜实惠,是旅行的很好选择,非常值得一住！', 'star': 5}
{'descr': '性价比高，很高。但是第一地方虽好，但实在难找，第二没有牙具这些确实不便。大厅这些倒是颇具创意，但是电影几天不换，座位太少。', 'star': 5}
{'descr': '挺不错的，很是满意，环境不错，价格还便宜，下次来南京还住这里', 'star': 3}
{'descr': '房间无窗所以觉得有些烟味，可能我比较敏感。总的来说还是很不错的，是一件有创意，也比较贴心的客栈。', 'star': 5}
{'descr': '因为我住的没有窗的房间，所以有点潮湿。但是估计有窗的房间就好些了。房间设计的很有味道，楼道墙壁是几米的漫画，楼下的大厅有台球桌、电脑等娱乐设施，挺齐全的，服务态度也不错，下次去的话可以再住，不过应该就不会定无窗的房间了。', 'star': 5}
{'descr': '是个不错的酒店，适合居住，要是餐饮方面再搞好点就更好了。', 'star': 5}
{'descr': '套房也很好，四个人每个人一个小单间，共用一个卫生间，也很舒适，很温馨。可是继特价房从99涨到109后，套房也跟着从79涨到89，呜呜。', 'star': 5}
{'descr': '去了感觉很好，比较特别的。价格适中。就是里面的一次性用品需自行购买。其他方面都可以。性价比高。', 'star': 3}
{'descr': '不错,推荐ing。', 'star': 5}
{'descr': '汉庭的装修跟莫泰168相比更年轻时尚一些，南京鼓楼店门厅区域比上海塘桥店更大，好玩的东西也要多，会有新鲜大片放映。这家店的特价房也分大床房跟高低铺，跟上海塘桥店不同的是南京鼓楼店的高低铺上下都是1.3米的床，住四个人应该没问题。蓝色的床上用品也比传统白色更舒服。缺点是大家都认为的隔间效果差。', 'star': 5}
{'descr': '客栈很小，但是很便宜，很干净，很适合囊中羞涩的年轻人旅游入住，很不错', 'star': 5}
{'descr': '不错，挺满意的，交通也便利，离南京图书馆很近，灰常方便', 'star': 5}
{'descr': '挺好的  还挺有特色 下次应该还会来这里', 'star': 5}
{'descr': '非常低碳，理念超级新，完全超出想象，价格合理~是汉庭旗下的~\n就是加被子还要多收10元真的不合理哦~', 'star': 5}
{'descr': '挺好的，就是没法喝热水', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '很棒的一家客栈，是汉庭新推出的吧，就是有点太死板了！其他都很好，地理位置相当棒！', 'star': 5}
{'descr': '我住的是79的单人间，空间较小，洗手间，淋浴间是共用的，不是很方便，晚上有蚊子，但地理位置不错，离街道远，较安静，性价比还可以，下次准备尝试一下其它客房', 'star': 5}
{'descr': '很经济很实惠的，适宜旅行，服务态度很好，特别是服务台前厅还有娱乐设施，很有意思', 'star': 5}
{'descr': '很实惠的地方，周围交通也很方便，很符合“低碳”的概念，下次去南京还会住这家。', 'star': 3}
{'descr': '干净，整洁，就是地太滑了', 'star': 5}
{'descr': '位置不错，离地铁站和公交站都近，在南京站和新街口之间，所以到两边都方便。房间很干净，就是有点小，很环保，不提供洗漱用品。公共设施很贴心，上网，打台球，看电视都方便，但电视节目比较单调，洗衣服也方便，但晾衣服的地方太小~', 'star': 5}
{'descr': '入住的特价房，床不大，但是两个女生还是足够了。\r\n空间比较狭小，但是并没有节省卫生间的空间，这点很喜欢，实在无法忍受狭小的卫生间，呵呵\r\n房间很干净，很温馨，性价比非常高，地理位置也很不错~南京歇脚的好去处~ 强烈推荐！', 'star': 5}
{'descr': '第一次去南京就住在那,住下了就不想换了,感觉还可以,就是我订的是没有窗口的房间,第二天就马上换房间了,下次去还是会住那里的', 'star': 3}
{'descr': '性价比挺高的，就是床单3天换一次让人有点习惯，不过适合年青人出差旅游', 'star': 5}
{'descr': '#酒店挺好的，经济实惠。', 'star': 5}
{'descr': '一如既往的好，这次定的是套房，住之前还很担心，看到房间之后还是很满意。', 'star': 5}
{'descr': '特价房换成蹋蹋米三天就变成327元了。还是很干净，交通也方便，没有洗漱用品，拖鞋，比较低炭，要有思想准备。', 'star': 5}
{'descr': '很适合年轻人居住，一楼有上网的地方，房间很有特色。交通也方便，有机会，会再去住。希望多开连锁店。', 'star': 5}
{'descr': '好评，还不错，就是一开始出租车司机带错地方了', 'star': 5}
{'descr': '还好吧，就是空间太狭窄，不过价钱也便宜，还算可以。', 'star': 5}
{'descr': '住的是高低铺，一进门就感觉非常温馨非常舒服，很多小细节都非常细心', 'star': 5}
{'descr': '80块钱很便宜的，就是我住之前，不知道套房是什么，里面除了一张床什么都没的，不过总的来说，不错了', 'star': 5}
{'descr': '便宜', 'star': 5}
{'descr': '很好，环境，卫生，地理位置都堪甲，价钱也很合适，支持，真的，凭良心说话。。。', 'star': 5}
{'descr': '前台服务态度太差！大厅说是有十台电脑，可有一半是坏的，反映前台也没人管，住了几天还是坏的', 'star': 1}
{'descr': '还可以...就是隔音差...', 'star': 5}
{'descr': '很干净，很适合自助游的年轻人，位置也不错，步行5分钟就能到地铁站，下次去还会住。', 'star': 3}
{'descr': '很干净很时尚的客栈，墙壁的彩绘很可爱的说', 'star': 5}
{'descr': '无窗房有点闷，其他都很好', 'star': 5}
{'descr': '不错呀 时尚', 'star': 3}
{'descr': '环境不错，很适合年轻的审美', 'star': 3}
{'descr': '比较适合年轻人 因为没有窗户所以有点闷。卫生一般，床左边靠墙的地方有污渍没洗干净。总的来说性价比还是不错的。', 'star': 5}
{'descr': '很不错', 'star': 5}
{'descr': '不错 就是房间太小', 'star': 5}
{'descr': '环境很温馨啊，典型的青旅的形式。', 'star': 5}
{'descr': '不错 干净 设施也都齐全 除了没有洗漱用品 位置不错 有停车场 装潢的很有特色 以后还会来住', 'star': 5}
{'descr': '很好的地方，值得推荐', 'star': 3}
{'descr': '很好的地方，值得推荐', 'star': 3}
{'descr': '感觉非常好，喜欢这的环境！', 'star': 5}
{'descr': '干净卫生 就是房间太小了&#183;&#183;&#183;&#183;啥都没有', 'star': 5}
{'descr': '首次入住，订的是129元的带窗大床房，客栈大厅很时尚，走廊墙上都是漫画，精致小巧的房间布置跟网上看到的一模一样，非常喜欢。1.35M的床非常舒适、被褥非常干净、两用的枕头设计得很贴心；墙上挂着漫画、地上铺着木地板，房间很新，就象从未有人住过一样。干湿分离的卫生间，沐浴喷头很舒服，蓝色透明的脚垫防滑效果不错，带纱网的窗户开在卫生间，一晚上都没有蚊子打扰。美中不足的是电梯二楼不停，提着行李上下楼不方便', 'star': 5}
{'descr': '汉庭海友客栈很适合年轻人入住，很温馨舒适！', 'star': 5}
{'descr': '酒店的风格非常喜欢哦~很几米风~性价比也相当不错哈~', 'star': 5}
{'descr': '就是房间的配套设施少了点，没有牙膏，牙刷，连烧水的壶，毛巾都没有', 'star': 3}
{'descr': '比我想像的好多了，便宜又干净，我们三个人住一点也不挤。以后去别的城市也希望能订到汉庭', 'star': 5}
{'descr': '风格符合年轻人，只是面积小的可怜', 'star': 5}
{'descr': '虽然房间没有免费拖鞋等 但都可以在公共区域的自动售卖机买到&#183;公共区域有大电视，电脑，各种游戏，书吧…挺有意思的，性价比也高', 'star': 3}
{'descr': '特价房非常难保证有上下铺，有的时候就算你电话确认了两次前台确认了一次都会没有房，希望酒店能在这一点上改善，不要跟顾客玩文字游戏，好在事情最后算是解决了。除此之外这家店还是很不错的，大厅可以上网看电视打台球什么的，东西也不贵，性价比很高', 'star': 5}
{'descr': '入住期间正值世界杯，在公共区域大荧幕和大家一起看球，非常有气氛~整体感觉非常年轻有朝气，公共区域设置很有feel…性价比高，推荐！但和地铁站距离稍远，离公交车站也有一段距离，需要好好找找咯~', 'star': 5}
{'descr': '酒店总体还不错，下次还会入住', 'star': 3}
{'descr': '酒店还不错', 'star': 5}
{'descr': '这个地方有点像青年旅馆，很特别，不是商务性质的宾馆，所以人家叫客栈嘛，非常适合出来旅游的朋友。大厅里面有电脑，每天使用房卡可以免费上一个小时，还有大屏幕电视，供休闲的座位，自动售货机、台球桌等。过道都画着彩色的画，不过还没见有谁随意在上面画，这和青年旅馆有点区别。\r\n房间很干净，虽然有点小但是很精悍，没有一点浪费的空间，就连水管子都是埋在墙里的，电视也是挂在墙上的。马桶什么的设备都很好用。房间（大', 'star': 5}
{'descr': '除了能洗热水澡就啥都没有了...没洗发水，没香皂，没有烧热水的壶...', 'star': 5}
{'descr': '就是毛巾沐浴露什么的都没有= =', 'star': 5}
{'descr': '个性，时尚，性价比很高的一家客栈，很值得推荐，下次去还会住，希望全国多开几家这样的海友。', 'star': 5}
{'descr': '价廉物美', 'star': 5}
{'descr': '室内设计合理，卫生条件较好，服务比较到位，很适合年轻人旅游住宿！', 'star': 5}
{'descr': '我最不能接受的是那里连双拖鞋都没有，问前台尽然说没有就是了，那我问他我洗完澡是不是不用穿鞋，他回答说是的，气人', 'star': 1}
{'descr': '小而干净，适合年青一簇', 'star': 5}
{'descr': '非常赞，特别是里面不是那种死板的宾馆风格，而是非常可爱的各种绘图和设计，特别适合年轻人的风格，即使不住，也推荐逛逛，心情会很不错的，哈哈', 'star': 5}
{'descr': '第一次就和几个同龄人出来玩，很高兴能住到这样物美价廉的客栈。客栈给人感觉很温馨，服务人员也挺亲切的。如果以后有机会，我还是会选择住在这里！', 'star': 5}
{'descr': '很好的，不错', 'star': 5}
{'descr': '距离地铁站不远，去湖南路什么的很方便\r\n下面大厅不错，设施也挺好的\r\n就是隔音差了点', 'star': 5}
{'descr': '整体还不错，就是隔音差了点儿。', 'star': 5}
{'descr': '订的是99元的上下铺特价房，房间偏小，浴室卫生间连在一起的设计不大好，胖一点的人洗澡都转不了身。比79元的特价房多了个电视，虽然频道不多。值得称赞的是床铺很大，上铺估计1米2，3，下铺也有1米5吧，我们三个人睡都够的，唯一不足是被子小了点，两个人盖不来。离地铁站不远，附近是民国时期的公馆区，有不少老建筑，适合人文游。旁边的百子亭非常有市井百姓的味道，赞~', 'star': 5}
{'descr': '非常非常好的酒店！', 'star': 5}
{'descr': '价格比较便宜，较适合年轻人，', 'star': 5}
{'descr': '性价比高，适合学生青年旅行出差住。', 'star': 5}
{'descr': '很好的,感觉很满意,就是房间有点小啦,不过都还好的', 'star': 5}
{'descr': '客栈内布置可爱温馨，基本干净。房内空间较小，略微压抑。', 'star': 5}
{'descr': '小一些 不过这个价位，值了。', 'star': 5}
{'descr': '虽然比较隐蔽，但是附近交通还是很方便的，靠近湖南路，还有鼓楼，距离新街口也很近的，有地铁一号线。\r\n店内的设施很好的，大厅的感觉很温馨，有斯诺克，还有网，大屏幕电视，感觉很好。\r\n房间虽然不大，但是活动空间还是足的，一米五的大床，一张桌子，还有足够的空间走动，浴室也很好，总的感觉就是赞！！！', 'star': 5}
{'descr': '很Q的店，虽然房间小有点闷，但是偶尔住住没关系啦。关键是大厅很有家的氛围哦，一起看电视、一起上网、一起打台球，很热闹很有情调滴~推荐~', 'star': 5}
{'descr': '房间位置距离玄武湖非常近，离一号站牌也挺近，交通很方便的，而且汉庭海友客栈的内部装修是我喜欢的style呢，很年轻化，我住的是特价房，没有窗户，卫生很棒，房间内没有牙刷牙膏等一次性用具，需自己备齐的~', 'star': 5}
{'descr': '挺有特色的，价格也不错', 'star': 5}
{'descr': '有“99连锁”的风格，房间虽小但挺干净，房内装饰也挺适合青年人住的。虽然没有配毛巾拖鞋但是有地巾，还是很方便的，特别是热水很好，洗澡很舒服。自己自带洗漱用品，住个干净实惠的房间，我觉得挺值。\r\n在两站地铁之间，但走得不远，公交线路挺多的，去火车站、坐机场大巴、去商业区都很方便，门口有个“好的”24小时便利店。\r\n大堂很有自己的风格，可玩的东西很多，有免费上网。不玩坐在那里看看也很好的。\r\n不便之处', 'star': 5}
{'descr': '住的79元的套间，是3个小房间公用一个卫生间，房间很小5平左右，没有窗户，很闷，就一张床和一个小桌子。没有洗漱用品和拖鞋，热水也要到走廊上接。大堂装修不错，有台球，吧台，电脑，桌上足球，很时尚。', 'star': 1}
{'descr': '舒适，环境挺不错，娱乐设施很多，有种家的感觉！挺喜欢，下次还选择这里！', 'star': 5}
