{'短评内容': '中规中矩.', '短评打分': 4}
{'短评内容': '酒店还可以，比较干净，服务也行，就是上网需要另收费', '短评打分': 5}
{'短评内容': '不错的酒店。', '短评打分': 5}
{'短评内容': '我是人民大学办事，酒店位置方便，设施条件也不错，值得推荐', '短评打分': 5}
{'短评内容': '酒店的位置有些偏，其他还是不错的，环境挺好的，服务也蛮周到的', '短评打分': 5}
{'短评内容': '服务很好，我们都退房了发现东西丢到房间了，他们很热情的帮助找，房间的设施条件感觉也不错', '短评打分': 5}
{'短评内容': '没什么不满意的', '短评打分': 5}
{'短评内容': '我经常去北京，每次去基本都住这，习惯了，觉得他周围的环境很好，离人大很近，双安商场什么的也挺近的，很方便，服务，硬件设施都很不错。', '短评打分': 5}
{'短评内容': '酒店各方面都挺不错的,位置也很好,交通很方便,之前也是总入住这家,很满意', '短评打分': 5}
{'短评内容': '酒店的价格很高,环境设施还不错.当时去人大办事找了一家距离人大比较近的酒店,位置很方便出行.', '短评打分': 5}
{'短评内容': '酒店服务很热情，而且感觉周边环境不错，安全，而且他的硬件设施也挺好，交通便利，价格方面稍微高点。', '短评打分': 5}
{'短评内容': '感觉不够4星级', '短评打分': 1}
{'短评内容': '酒店说是四星的，但是设施什么的达不到四星的标准，酒店的服务还是不错的，也挺整洁的', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '周边服务收费较高。', '短评打分': 5}
{'短评内容': '主楼前台态度不好，公寓楼的环境不好，设施不完善，卫生间里暖气不暖和', '短评打分': 1}
{'短评内容': '结帐的时候，找给我62元放前台了，刚出大门想起来，回去一问，说没看见说我收了，回去找遍每个地方就是没见到，从前台到大门不到几米，钱真的自己会飞了，虽然钱不多，但是堵得慌。', '短评打分': 3}
{'短评内容': '综合来说，非常不错，有北京文化底蕴，值得一住！', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '住的公寓楼，隔音不好，有点吵。。。', '短评打分': 3}
{'短评内容': '一个不能让客人满意的酒店，早晚要关门大吉。', '短评打分': 3}
{'短评内容': '如果你是对入住的酒店要求蛮高，但是价格适中的话，人民大学东门对门的燕山大酒店的公寓楼还是值得推荐的&lt;br /&gt;\n睡得还是蛮舒服的，虽然洗手间简陋，主楼一层的自助餐 周末58 元一位，食物美味丰富，燕山酒店地理位置优越，去商店 ， 学府还是可以的，但就是离地铁站远', '短评打分': 3}
{'短评内容': '我住的是公寓套间,400一宿.2星的标准....很差.老旧的破楼.套间倒是挺大,一个大床房和一个小单人房.但是卫生间小的两个人站着都会踩到.整个屋子的环境设备的确是2星的标准...更让人失望的事,屋子里有很多的锁着的门,不只一个.开始很奇怪,后来才发现原来是和隔壁的几个房间通着的!而且躺在床上就能听到隔壁的聊天声....&lt;br /&gt;\n楼下门口的保安,看谁上楼都要仔细的盯着,眼神很让人难', '短评打分': 3}
{'短评内容': '离三环近,位置服务都还可以.', '短评打分': 3}
{'短评内容': '套房可以三人住吗？速回复短信！１３７９３３３５０１３', '短评打分': 3}
