{'短评内容': '还不错，特价的时候买的', '短评打分': 5}
{'短评内容': '房間大，但價格真的貴了。離高鐵站近。餐飲也貴。', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '酒店真的很棒，離表演場地和動物園很近，裏面的自助餐也不錯，服務態度也好，只是我們房間窗外的景觀不咋好，但仍建議去住住。', '短评打分': 5}
{'短评内容': '各样设施都不错，尤其可以走长隆通道，不用排长队。', '短评打分': 5}
{'短评内容': '帮朋友订的。朋友说，很好。下次来，还住。不过就是旧的楼那边，网络不是很好。', '短评打分': 5}
{'短评内容': '很不错，非常推荐全家度假。\n我家小弟弟，一到酒店就说：这个酒店很不错！', '短评打分': 5}
{'短评内容': '这家酒店还是很不错的。以后会推荐给别的客户~~', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '性价比还可以，早茶不错！广交会期间价格不算太高，就是稍微远了一点。', '短评打分': 5}
{'短评内容': '酒店内的风景很不错~~~早餐也相当丰富。6号楼比较新。', '短评打分': 5}
{'短评内容': '一如既往的好', '短评打分': 3}
{'短评内容': '硬件不错,但工作人员不够诚实,办理入住时询问他们买晚上看马戏表演一家三口的票在哪买或哪种方式买最便宜,工作人员很肯定告诉我入住时买和在公园内买是一样最便宜的单价,可去到公园发现不但大人票比在前台买便宜5元/张,更可恨的是有家庭优惠套票他们也隐瞒我们,不但多花了六十多元钱,还害我们多花时间要另外去到大堂专门的马戏售票处买儿童票.人员素质及专业性实在是与酒店的档次十分不匹配.白虎自助餐不错,但中餐食街', '短评打分': 5}
{'短评内容': '    酒店大堂壮观，总体水平较好。但还是挑点刺希望以后可以做得更好。一是入住当天是周末，前台办理入住等候时间较长，我前面有三个人，等候了近二十分钟，办理人员虽然美丽，但笑容欠奉。二是加床的床褥偏软。三是白虎自助餐厅早上繁忙时间人手不足，等候收拾桌子时间较长。四是酒店入口处标识不是特别明显，开车容易错过。', '短评打分': 5}
{'短评内容': '感觉很好，房价合理，房间大而且环境很好，去长隆玩又有VIP服务', '短评打分': 5}
{'短评内容': '很好,交通方便。', '短评打分': 3}
{'短评内容': '卫生环境很好，客户很满意。', '短评打分': 3}
{'短评内容': 'I had very fun time!', '短评打分': 5}
{'短评内容': '房间不错！', '短评打分': 3}
{'短评内容': '非常不错，安静卫生。离长隆大马戏和动物园都很近，比较适合一家人度假。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '该酒店的环境非常好，在这个淡季去，很清静，悠闲。住的标准房非常打。下次水上乐园开时一定要再去玩。', '短评打分': 5}
{'短评内容': '酒店各方面是不错的。只是LG遗下手机在大堂，酒店的帮助冷淡，只是说看看闭路电视，过会儿又说电视没可疑，怎么会没可疑呢？LG清楚记得遗下的位置，要查很大机会能查到的，只是想打发你算了！五星级酒店，客服有待提高！', '短评打分': 1}
{'短评内容': '环境可以但房间隔音太差，隔壁房关门和电视声都能听见，房价贵，吃饭贵。', '短评打分': 3}
{'短评内容': '酒店软硬件设施还可以，只是服务有点儿差，不像五星级那么规范，也许是人多的原因，也正因为人多，所以比较吵，到处感觉乱哄哄的。如果在长隆玩儿的话，不住在这里也没办法，因为附近没有太像样的酒店了，虽然不满意也还是要住在这里。', '短评打分': 1}
{'短评内容': '广州长隆酒店超级爽，住的满意，玩得也很开心。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '很不错的酒店，去长隆玩很方便的，建议自助游的朋友入住', '短评打分': 5}
{'短评内容': '广州长隆酒店很好，让我实现了给儿子“住在动物园”的承诺。', '短评打分': 5}
{'短评内容': '广州长隆酒店是真正的五星级酒店，房间数量好多，感觉档次很高。', '短评打分': 5}
{'短评内容': '广州长隆酒店交通比较方便，有地铁到酒店的交通车，很好。', '短评打分': 5}
{'短评内容': '广州长隆酒店房间非常很好，我和朋友都很满意。', '短评打分': 5}
{'短评内容': '广州长隆酒店早餐很好吃，吃了不少，呵呵。非常满意。', '短评打分': 5}
{'短评内容': '广州长隆酒店是我见到的最好的酒店了，我很喜欢，玩得很搞笑。', '短评打分': 5}
{'短评内容': '广州长隆酒店房间好，价格不贵，早餐也不错，很满意。', '短评打分': 5}
{'短评内容': '广州长隆酒店广州长隆酒店房间很好，也很安静，景区也很好玩。 \n', '短评打分': 5}
{'短评内容': '广州长隆酒店入住环境一流，景色优美，服务很好，下次还会入住', '短评打分': 5}
{'短评内容': '广州长隆酒店很好，房间很安静，周围环境也很好。', '短评打分': 5}
{'短评内容': '广州长隆酒店房间很好，也很安静，景区也很好玩。', '短评打分': 5}
{'短评内容': '广州长隆酒店性价比很高，我和孩子都很喜欢。下次还会入住。', '短评打分': 5}
{'短评内容': '广州长隆酒店性价比很高，我和朋友都很喜欢。', '短评打分': 5}
{'短评内容': '广州长隆酒店性价比很高，我和朋友都很满意，下次还会入住。', '短评打分': 5}
{'短评内容': '广州长隆酒店房间很好，早餐也不错，我们玩得很高兴。', '短评打分': 5}
{'短评内容': '广州长隆酒店性价比很高，就是酒店的早餐偏贵了点。', '短评打分': 5}
{'短评内容': '广州长隆酒店交通算比较方便的了，价格也很合适，非常满意。', '短评打分': 5}
{'短评内容': '广州长隆酒店是我比较喜欢的酒店，我们都很满意。', '短评打分': 5}
{'短评内容': '广州长隆酒店房间很安静，晚上睡觉很舒服的，我很喜欢。', '短评打分': 5}
{'短评内容': '广州长隆酒店非常不错，我和朋友都很喜欢，都很满意。', '短评打分': 5}
{'短评内容': '广州长隆酒店很好很喜欢，价格偏贵，但是性价比不错。', '短评打分': 5}
{'短评内容': '广州长隆酒店是我入住的酒店最好的酒店之一，非常满意。', '短评打分': 5}
{'短评内容': '广州长隆酒店房间很安静，楼层也很高，符合我们的要求。', '短评打分': 5}
{'短评内容': '广州长隆酒店房间给我安排得很好，唯一的不足是确认时间长了点。', '短评打分': 5}
{'短评内容': '广州长隆酒店景色不错，玩得很高兴，我喜欢。', '短评打分': 5}
{'短评内容': '广州长隆酒店条件好，价格实惠，景区也很满意，客服也很好。优质', '短评打分': 5}
{'短评内容': '广州长隆酒店档次高，条件好，早餐也不错，很喜欢。', '短评打分': 5}
{'短评内容': '广州长隆酒店很不错，景区很好，我们玩的很高兴。', '短评打分': 5}
{'短评内容': '广州长隆酒店很好，我和孩子都很喜欢，下次还会去玩。', '短评打分': 5}
{'短评内容': '广州长隆酒店很满意，酒店很大，差点没有找到，呵呵。', '短评打分': 5}
{'短评内容': '广州长隆酒店很好，就是在给我确认酒店的时候花了很长时间。', '短评打分': 5}
{'短评内容': '广州长隆酒店早餐很好吃，就是价格稍微贵了点，整体算不错的。', '短评打分': 5}
{'短评内容': '广州长隆酒店价格高，房间不错，景区也很好。', '短评打分': 5}
{'短评内容': '广州长隆酒店很好，景区交通也很方便，整体不错', '短评打分': 5}
{'短评内容': '广州长隆酒店当次高，条件好早餐不错，我和朋友都很满意。', '短评打分': 5}
{'短评内容': '广州长隆酒店很好，房间很满意，客人很满意。', '短评打分': 5}
{'短评内容': '广州长隆酒店早餐不错，房间也很好，我和喜欢。', '短评打分': 5}
{'短评内容': '广州长隆酒店好舒服，我们一起去的几个人都喜欢，客人也很高兴。', '短评打分': 5}
{'短评内容': '广州长隆酒店很好，我们一起去的朋友都很喜欢，孩子也玩得很高兴。', '短评打分': 5}
{'短评内容': '广州长隆酒店价格中等，但服务不错，房间很好，喜欢。', '短评打分': 5}
{'短评内容': '广州长隆酒店非常好，当次很高，景区也很舒服。', '短评打分': 5}
{'短评内容': '广州长隆酒店房间很满意，我和朋友都很喜欢，景区也很好。', '短评打分': 5}
{'短评内容': '广州长隆酒店很好很喜欢，景区也很好玩，我和孩子都很喜欢。', '短评打分': 5}
{'短评内容': '广州长隆酒店很好，房间便宜，早餐更舒服，很好。', '短评打分': 5}
{'短评内容': '广州长隆酒店价格很喜欢，价格实惠，早餐也很好。', '短评打分': 5}
{'短评内容': '广州长隆酒店在景区游玩是最方便的酒店了，离几个景点都很方便。', '短评打分': 5}
{'短评内容': '广州长隆酒店房间不错，设施完善，我和朋友都喜欢。', '短评打分': 5}
{'短评内容': '广州长隆酒店价格稍微贵的，但在景区这么好的地方还是算物超所值了。', '短评打分': 5}
{'短评内容': '广州长隆酒店很好，我喜欢，房间大实施好。', '短评打分': 5}
{'短评内容': '广州长隆酒店是我和朋友在景区玩的时候看到非常满意，所以就定了，呵呵，好。', '短评打分': 5}
{'短评内容': '广州长隆酒店价格虽然贵了点，但早餐不错，景区也很好玩。', '短评打分': 5}
{'短评内容': '广州长隆酒店很舒服，住着很享受，环境很好。', '短评打分': 5}
{'短评内容': '广州长隆酒店很好，服务周到，条件也不错，喜欢。', '短评打分': 5}
{'短评内容': '广州长隆酒店很好，小孩很喜欢，服务员也不错。', '短评打分': 5}
{'短评内容': '广州长隆酒店房间很满意，景区环境太好了，价格也很公道。', '短评打分': 5}
{'短评内容': '广州长隆酒店一同去的朋友都很满意，大家都很喜欢。', '短评打分': 5}
{'短评内容': '广州长隆酒店很不错，朋友很满意，很喜欢。', '短评打分': 5}
{'短评内容': '广州长隆酒店和孩子一起去的，孩子很满意，景区也很好玩。', '短评打分': 5}
{'短评内容': '广州长隆酒店真的很不错，价格很公道，服务也很好。', '短评打分': 5}
{'短评内容': '广州长隆酒店很舒服，房间很好，价格也很实惠，景区也很好玩。', '短评打分': 5}
{'短评内容': '广州长隆酒店酒店不错，景区也很好，非常舒服。', '短评打分': 5}
{'短评内容': '因为希望订的是大床房，但到店时被告知只有标准间。不过好在免费升级成了猎趣房，房间的环境和硬件确实一流，唯一住过的能与之媲美的就是深圳茵特拉根酒店了。以后来番禺都会考虑。', '短评打分': 5}
{'短评内容': '酒店内部景观不错，房间有点潮湿。不过游玩几个主题公园非常方便，我会向朋友推荐。', '短评打分': 5}
{'短评内容': 'excellent!!!\nnext time will stay there also.', '短评打分': 5}
{'短评内容': '和女朋友渡過甜蜜一夜....\n可惜跟著分手, 所以沒想說的話', '短评打分': 5}
{'短评内容': '不错的酒店！环境好好，服务也很不错...', '短评打分': 5}
{'短评内容': '主题酒店感觉很新颖，但餐饮价格过高。较适合小孩', '短评打分': 5}
{'短评内容': '主题酒店，白虎餐厅名声很大。酒店入住，硬件很好。', '短评打分': 5}
{'短评内容': '物超所值的酒店，环境一流，硬件和软件都相当的不错，一个字“好”', '短评打分': 5}
{'短评内容': '白虎就像你家宠物，在你的注视下吃饭、睡觉、玩耍~~~', '短评打分': 5}
{'短评内容': '兒子很喜歡，就是如果房費能包括早餐和门票，性價比就更高了，否則有點小貴', '短评打分': 3}
{'短评内容': '房间的性价比不高，但是游玩长隆的景点就很方便，蝴蝶谷的饮食也很不错，价钱适中', '短评打分': 5}
{'短评内容': '酒店非常之大, 气势磅礴。中庭有各种动物看的确非常吸引孩子，这是他们的亮点。我因为航班原因到酒店时已非常晚了，他们在地铁站长隆入口的班车晚10点已没有了，造成我非常大的不便，对一个第一次来的人从地铁站走到酒店还是有一段路的，特别是冬天的晚上。能否酒店改进：只要有地铁，就应该有班车可以直接到酒店。', '短评打分': 5}
{'短评内容': '房间很大很漂亮，设施也很新，酒店就如同一个公园，光在酒店里面就可以逛上几个小时，很舒服，还会去住。', '短评打分': 5}
{'短评内容': '真的看着白虎睡觉！', '短评打分': 3}
{'短评内容': '酒店很不错，适合休闲度假，孩子玩的很高兴，很多家庭带着孩子去玩', '短评打分': 5}
{'短评内容': '酒店环境很美。服务好!还免费升级房间!', '短评打分': 3}
{'短评内容': '高价格有高享受。酒店设施还不错,去动物园游乐场都很方便,适合亲子游。', '短评打分': 5}
{'短评内容': '酒店总体不错，环境一流，就是吃东西的地方可选择的不多', '短评打分': 5}
{'短评内容': '吃不怎样；过年人太多了；服务一般；酒店本身硬件不错', '短评打分': 5}
{'短评内容': '还可以。挺干净的。', '短评打分': 3}
{'短评内容': '为了兑现给儿子“住在动物园”的承诺，春节期间带着老婆孩子在长隆住了两晚，总体感觉还是不错的。虽说人很多，但办理入住手续并没有网上传言的等很久，15分钟就搞定了，订的2号楼的高级房，事先看到网上一些对旧翼房间有霉味的评价，没敢定标准房，还好，房间和预期的差不多，卫生间很大，被子很舒服。要说缺点，一是无线网络还要通过页面登录，连接后登陆页面不能关闭，一关就断，麻烦；再就是价格，白虎自助餐不用说了，就算', '短评打分': 5}
{'短评内容': '酒店里面环境很好，餐饮味道不错，春节房费贵，但住客照样很多，进了大堂就像进了地铁站', '短评打分': 3}
{'短评内容': '酒店很大，离香江野生动物园很近，适合带孩子度假。', '短评打分': 5}
{'短评内容': '我们带宝宝入住，干净就是我们首要关心的问题。酒店很干净，地毯也干净。我们订的是野趣房，白天在阳台能听到动物的叫声，把宝宝乐得一阵阵。', '短评打分': 5}
{'短评内容': '全面、周到，入住可以获得很多游玩的优先通道，最适合节日人多时应用', '短评打分': 5}
{'短评内容': '环境不错，方便逛长隆。房间很大，酒店很多地方可以看到白虎。下次去还订它。', '短评打分': 5}
{'短评内容': '房间很干净，硬件也好，但不喜欢这里的餐饮。', '短评打分': 5}
{'短评内容': '酒店不错，配套的度假产品也还可以，需要指出的是大马戏实在有点忽悠人，性价比太低。动物园自驾还要买车的票，中途还不让下车。景点里的东西实在难吃，酒店旁的彩蝶谷吃东西还过的去。特别指出的是酒店淋浴时的水温忽冷忽热，不是太烫就是太凉。', '短评打分': 5}
{'短评内容': '很不错的酒店', '短评打分': 3}
{'短评内容': '白虎房很好，长隆景区是度假的不错选择，可以看大马戏、野生动物园和好吃的美食', '短评打分': 5}
{'短评内容': '广州长隆酒店入住环境一流，景色优美，服务很好，下次还会入住 \n', '短评打分': 5}
{'短评内容': '酒店设施还不错,去动物园游乐场都很方便,适合亲子游。', '短评打分': 5}
{'短评内容': '酒店不错,房间舒适!', '短评打分': 3}
{'短评内容': '环境可以，就是贵了点。', '短评打分': 3}
{'短评内容': '入住环境一流，景色优美，服务很好，下次还会入住', '短评打分': 5}
{'短评内容': '房间不错，里面有一个大床和一个双层床，适合一家人住。宽敞，干净。总体感觉很好。', '短评打分': 5}
{'短评内容': '非常好！订的房型满了，免费换到了高级房。环境一流。', '短评打分': 5}
{'短评内容': '环境还不错，标准房收费五星标准，但房间配备等未达到五星标准。', '短评打分': 5}
{'短评内容': '环境不错，餐饮贵。', '短评打分': 3}
{'短评内容': 'good。。。so nice。。。！very very  comfortable。。。', '短评打分': 5}
{'短评内容': '房间很宽敞，设计新颖。早餐丰富，可看到白虎和火烈鸟，用儿子的话说就是：好！很好！非常好！', '短评打分': 3}
{'短评内容': '我住的不是一般标准间，房间还是很大，有五星的气派。不过，没啥意思。', '短评打分': 1}
{'短评内容': '貴酒店裡面的餐廳，實在太貴又不好吃，其它方面都覺得很好。', '短评打分': 5}
{'短评内容': '这个就不想多说什么了，因为是个错误来的。', '短评打分': 5}
{'短评内容': '环境还是不错的，距离欢乐世界和大马戏很近，步行10分钟内就可以到达。尤其推荐大马戏，非常棒！在寒冷天气下演员仍然很敬业，值得欣赏！白虎餐厅价格比较高，食物也就只能说还可以，不是很值。', '短评打分': 5}
{'短评内容': '环境还是不错的，标准房性价比还比较高，距离欢乐世界和大马戏很近，步行10分钟内就可以到达。尤其推荐大马戏，非常棒！在寒冷天气下演员仍然很敬业，值得欣赏！', '短评打分': 5}
{'短评内容': '酒店不错,订的是最便宜的客房,也不错啊.不过酒店就餐贵啦,而且好像不怎么好吃', '短评打分': 5}
{'短评内容': '酒店还不错，价格再优惠点就更好了', '短评打分': 3}
{'短评内容': '豪华， 太大； 要走， 交通不便；\n\n没有出租；', '短评打分': 5}
{'短评内容': '酒店大环境很不错，周边设施齐全，房间大小合适，家庭出游的理想选择。', '短评打分': 5}
{'短评内容': '酒店很漂亮荼好饮菜好吃就是房隕音差的价戗也贵了点平点就好了', '短评打分': 5}
{'短评内容': ',超棒,我会继续选择长隆酒店.', '短评打分': 3}
{'短评内容': '位置不错，住的是狩猎房，从房间里面可以看到外面的老虎。', '短评打分': 5}
{'短评内容': '广州长隆酒店的服务就硬件设施不错，酒店占地较大，行李太多就不太方便。', '短评打分': 5}
{'短评内容': '酒店的内部设施还不错，房间也很干净。只是周围没有多少娱乐的设施。旁边的游乐场和马戏团很早就关闭了。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '酒店的环境还是不错，餐厅也比较多。不过房间设施和一次性用品就比较差一点了，装修已经很久了，客房服务离5星也有点距离。优点是 在景区内 游玩比较方便', '短评打分': 5}
{'短评内容': '酒店整体装修和房间还不错，但是菜一般化，客房服务也一般。还有一点特别要说明的是酒店的交通忒复杂，绕来绕去让人心情烦躁。酒店里面的娱乐活动也少的可怜，整个度假区里除了马戏团等活动以外，再没有让人值得怀念的夜生活。', '短评打分': 5}
{'短评内容': ' 酒店很不错 相当的给力 环境设施相当不错 只是内部太大 找房间花了点时间 以后还是会来住的 ', '短评打分': 5}
{'短评内容': '酒店房间很干净，床大而且舒适，不过酒店的超市非常贵，而且马戏团表演不能定位，感觉还不够人性化，还是秉着来一个宰一个的想法', '短评打分': 5}
{'短评内容': 'Room is clean and big, but no bath tube.', '短评打分': 5}
{'短评内容': '非常好玩，这个酒店可以看到很多动物，就像一个公园', '短评打分': 5}
{'短评内容': '很干净，很舒服！打折下来价格也不贵，总之就是一个好！', '短评打分': 5}
{'短评内容': '價格好 房間空間大 如果有巴士到碼頭就好多了', '短评打分': 5}
{'短评内容': '＋酒店还好', '短评打分': 3}
{'短评内容': '很好住的一间五星主题酒店服务还可以。就是隔音好差常听到脚步声人声', '短评打分': 3}
{'短评内容': '价格偏贵了点。其他都不错的，值得推荐。。。 \n', '短评打分': 5}
{'短评内容': '相当不错 长隆酒店 作为五星的广州典范 超值 超赞', '短评打分': 5}
{'短评内容': '很舒适的一间渡假酒店！环境舒适，设施恋齊全，網速又快，值得一住的酒店！', '短评打分': 5}
{'短评内容': '环境很好', '短评打分': 3}
{'短评内容': '酒店客房的隔音效果非常差，半夜都睡不好觉，很是郁闷。\n另外，早餐也很一般，与五星级酒店差距太远。', '短评打分': 1}
{'短评内容': '不错,环境很好,舒适.条件不错,服务很好.', '短评打分': 5}
{'短评内容': '酒店设施非常好, 早餐也很丰盛, 酒店内的动物园为酒店增色不少. 下次如果有机会在到广州还要住在这家酒店. ', '短评打分': 5}
{'短评内容': '长隆酒店是我和女儿去度假的时候入住的，6月1日。酒店够大，不愧是主题酒店，非常有特色的。虽然各个路口都有路标，但在酒店中，还是很容易迷路的。另外餐饮多样，蝴蝶谷餐厅感觉不错。总体还是很喜欢，酒店的风格。', '短评打分': 5}
{'短评内容': '环境优美、住宿条件好。服务水平可以，饮食口味不错。', '短评打分': 5}
{'短评内容': '非常好,下次还会住.', '短评打分': 3}
{'短评内容': '补充一下：订的是野趣房，单人包间。面价2000多，只用了1100.个人觉得值 ', '短评打分': 5}
{'短评内容': '朋友来看亚运。不错，本来订1天，贵有贵的理由！！', '短评打分': 5}
{'短评内容': '环境很好，条件不错，下次还住', '短评打分': 3}
{'短评内容': '环境超级棒，有度假休闲的感觉，吃早餐时在早餐厅可以看到3只白虎，特别震撼，就是离市区有些远，不过还算方便。', '短评打分': 5}
{'短评内容': '房间已经入住了，但是还是被扣了款，联系酒店告知入住不会扣款这才放心，觉得提前预定信用卡担保很不方便。', '短评打分': 3}
{'短评内容': '因为是长隆里面唯一的酒店，没有选择余地。房间感觉很破旧，与价格差距较大，令人失望；美食街的出品味道还不错，但服务水准不敢恭维，服务速度与态度不达标；野生动物园令人失望，但大马戏很精彩，令父母很开心。', '短评打分': 5}
{'短评内容': '+', '短评打分': 5}
{'短评内容': '酒店非常大，环境很好，特别是带小孩玩很不错。\r\n还有靠近动物园等旅游景点，很方便。', '短评打分': 5}
{'短评内容': 'It is very nice hotel with good facility, perfect service and comfortable pricing! Good choice for the Canton Show!', '短评打分': 5}
{'短评内容': '酒店总体很好，广交会 2 期，外国客户要求继续住此酒店。', '短评打分': 5}
{'短评内容': '酒店好，服务也好', '短评打分': 5}
{'短评内容': 'good...very good...perfect n nice...', '短评打分': 5}
{'短评内容': '帮朋友订的房间，酒店不错，可价钱还是有点高，希望设施也能对的住这价格．', '短评打分': 5}
{'短评内容': '+太远， 交通不方便。', '短评打分': 5}
{'短评内容': '入住前一天先打电话问前台，上次入住可赠送野生动物园游玩套票2张，这次是否有？前台服务小姐回复活动结束，现每间房可优惠150元/张购门票2张（原价180元/张）。可入住第二天购票时服务小姐说我们的房间没有捆绑套票的信息，返回前台询问又说没有活动。咬咬牙也就算了！！第三天中午九点电话问前台下午退房最晚可以到几点，回复说过12点就要加收半天房费，我说全国的酒店都可以适当延后了，你们怎么还这样？小姐斩钉截', '短评打分': 5}
{'短评内容': '是给外国朋友订的，他非常喜欢。酒店设施、环境很好。服务也很到位。到会馆，上机场，都有 Bus,非常方便。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '这个酒店一进门就让孩子们很开心，有白老虎欢迎；吃饭的时候看着白老虎懒洋洋滴躺在树底下，小朋友们都玩嗨了~开心的地方~', '短评打分': 5}
{'短评内容': '刚入住时间12：50，因上一个客人入住完还未打扫，对房间环境第一印象不怎么好，但晚上回来后感觉还不错；酒店整体环境非常好', '短评打分': 5}
{'短评内容': '酒店非常不错，很享受，而且到长隆欢乐世界，水上乐园，野生动物园，长隆大马戏都很近，有免费巴士到以上景区，10-15分钟一班，强烈推荐该酒店。', '短评打分': 3}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '觉得国庆间酒店价格偏高，推荐平时去比较合算。酒店还是蛮有特色的，值得一住。', '短评打分': 3}
{'短评内容': '酒店不错，离景点都很近。国庆期间去的，可能客人很多，服务人员配置不足吧，下午两点进了房间后才开始打扫房间', '短评打分': 5}
{'短评内容': '房间是挺大,但由于节假日游客太多,原定14:00入住,最终要等了一个小时15:00才能进房间,且进了房间还有一陈异味,就像是一阵臭脚味,应该是地毯发出来的.另白虎自助餐厅收费就是贵,两个大人带一个2岁半的小朋友(超过70CM身高就要收费)吃个晚餐要592;比景点贵多了,何况2岁半能吃多少东西.唯一的的好处就是离周边景区近,晚上看完大马戏走5分钟就回到房间了.在这里要推荐一下大马戏,真的值回票价,让', '短评打分': 1}
{'短评内容': '这家酒店装修基本达到五星级的标准，卫生间挺大的，水流也很大，泡澡比较舒服，房间设施还算人性化，就是没有梳妆台，也只有一把椅子，感觉挺不方便。大堂服务不太到位，人员素质达不到五星级标准，而且大堂让人觉得乱哄哄的吵人，办理入住和退房手续竟然还要拍很长的队，让人觉得太不可思议。头一次遇到五星酒店办手续还要拍这么长的队，坐都没地方。退房时还不允许延时，但是按时下来退房又要排很长的队，如果没能让顾客及时办理', '短评打分': 3}
{'短评内容': '位置和装修非常棒，住店可享受大马戏的VIP座位，可多次出入园区，只是国庆节人太多，入住、吃饭、退房、什么都排队，有点影响心情', '短评打分': 3}
{'短评内容': '+酒店不错，有主题特色，狩猎房的景观可以看到欢乐世界的过山车，房间、卫生间都很大，值得推荐。但是我们订的两间房，没有大床房不说', '短评打分': 5}
{'短评内容': '住的环境不错，就是住客购买主题公园门票没有优惠这点比较不满意', '短评打分': 3}
{'短评内容': '住的环境非常不错，只是住客购买景区门票却一点优惠都没有。', '短评打分': 5}
{'短评内容': '主题公园让人耳目一新，酒店设施完善服务周到，餐饮选择多，房间舒适。要是价格上再多些折扣就更好了。', '短评打分': 5}
{'短评内容': '十分满意', '短评打分': 5}
{'短评内容': '中国一流的酒店', '短评打分': 5}
{'短评内容': '酒店的硬件设施还可以，不过相对于同等星级酒店设施的价格偏贵，服务还算可以吧。主要是占据了地理位置的优势，玩儿起来比较方便。', '短评打分': 5}
{'短评内容': '酒店不错，位置好，如果在游乐场玩时，任何时段都可优先就更好了', '短评打分': 5}
{'短评内容': 'Ok', '短评打分': 5}
{'短评内容': '酒店大气，服务好，集吃住玩于一体，很有吸引了，老顾客能适当给些优惠活动就更好啦。', '短评打分': 3}
{'短评内容': '守猎房是看不到动物的，与标准房区别不大，早知订标准房便可。', '短评打分': 5}
{'短评内容': '度假旅游区的酒店，适合全家休假度假，非常享受，不过消费的价格水平奇高，要有心理准备。', '短评打分': 5}
{'短评内容': '+不错', '短评打分': 5}
{'短评内容': '环境还可以,就价格太高,吃饭的地方太少选择,价格偏高\r\n\r\n', '短评打分': 5}
{'短评内容': '酒店很好！', '短评打分': 5}
{'短评内容': '帮朋友订的高级套房，好得没得说了，真是奢侈的享受（有机会我也要去享受一下，哈哈）', '短评打分': 5}
{'短评内容': '长隆酒店是个度假的好地方,清静幽雅,环境给人很舒服', '短评打分': 5}
{'短评内容': '酒店设施、环境都很好，尤其孩子非常喜欢，值得一去！', '短评打分': 3}
{'短评内容': '我是帮朋友订的房，朋友到了后结果酒店没预留好房间，只好给升级房，朋友回来后大呼酒店超值！！哎～～～酒店也太疏忽了吧！！不过，主动给升级房，这点还是可以肯定的！！', '短评打分': 5}
{'短评内容': '入住这家酒店，感觉真的不错，住了两晚，一家人带了小孩子去的，床很宽，卫生特别好，服务不错，工作人员说话都很和气，离欢乐世界和马戏都很近，晚上还可以在酒店内散散步，酒店本身就很大，一不小心还会搞不清方向。不足的地方就是收费偏高，白虎自助餐厅没有想像中的好，东西也不多，可能是旺季的时候多些，建议在彩蝶谷用餐，价格还合理，味道不错，特别是早餐，房间就是没有电脑，小孩子都玩电脑，没有，电脑节目也不多，没有', '短评打分': 5}
{'短评内容': '度假酒店里面什么都很齐全,只要你带好钱,,提前到了只有把东西先存在大堂,去水上乐园玩,12点才可以开房间', '短评打分': 5}
{'短评内容': '酒店周围环境很好，绿树成荫，远离城市，开会度假都不错，房间布置和灯光效果比较舒适，服务基本到位，但还是欠缺热情。', '短评打分': 5}
{'短评内容': '第二次入住, 感覺還是一樣好\r\n只是入住有點晚, 住比較遠而已\r\n整體感覺不錯\r\n如看馬戲, 最好提早45分鐘進場\r\n不然會很後悔', '短评打分': 3}
{'短评内容': '＋酒店很大，设施齐全，环境优美，居住感觉良好。长隆很好玩，下次去还会入住。', '短评打分': 5}
{'短评内容': '.长隆酒店真的超级超级美啊。', '短评打分': 5}
{'短评内容': '+不錯，服務真的可以，稍後再評', '短评打分': 5}
{'短评内容': '酒店性价比不高  至少是我这个房型', '短评打分': 3}
{'短评内容': '我住的是白虎房，看动物很方便。感觉酒店环境整体硬件不错，房间非常多，服务也不错，但是价位在1000元左右还差不多，1700有点贵了，最让人觉得不舒服的是餐厅菜价已经是离谱的情况下还什么都收费，不喝茶水也要5元一位，打包盒2元一个，加点榨菜5元一小碟，呵呵，还不如加在菜价里。还有房间可以设计的更有风格一点，没有大堂设计的有主题度假村的特点，就像是普通商务酒店。\r\n\r\n', '短评打分': 5}
{'短评内容': '感觉很舒服，性价比很高，值得一去！只是房间门口（1318）有一点气味，可能是霉味吧。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '+房间还不错，只送两瓶水，小气了一点', '短评打分': 5}
{'短评内容': '价格越来越高,用餐越来越挤,结帐也慢,住客买门票也不优惠.', '短评打分': 3}
{'短评内容': '不错的度假酒店，空气清新，就是距离市区有些远。服务人员的素质不错。我们公司的国外客户带小孩如住，在孩子找不到自己父母的时候，他们能联系到我们。在此表示感谢！', '短评打分': 3}
{'短评内容': '周围环境不错，就是酒店楼层不高，有些压抑感。', '短评打分': 3}
{'短评内容': '非常不错的酒店，食街的品质相当不错，试吃的菜都比较正宗。再加上附近的几家乐园，很棒的旅游度假之地。特别喜欢水上乐园，去过很多世界各地水上乐园，都没有这家好。', '短评打分': 5}
{'短评内容': '酒店很大,设施也很齐全,最重要的是酒店客人去玩那些游乐项目,好多都可以优先,不用排队,下次还来', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
