{'短评内容': '普通的房间，，，，，，看地段就勉强接受吧', '短评打分': 5}
{'短评内容': '位置还行，交通蛮方便的。就是有蚊子', '短评打分': 5}
{'短评内容': '房间超乎想象的小。墙上还有明显的粉刷回潮的痕迹&#183;真的很纠结。', '短评打分': 1}
{'短评内容': '其他的都好，就是手机信号比较弱、电梯关门速度太快、晒衣服地方没有', '短评打分': 5}
{'短评内容': '地理位置绝佳，离地铁站、南京路、外滩很近，周边商店餐馆都多，但是价格高的离谱，都在发世博财啊！以前也住过，同样的房型价格只有现在的一半还不到', '短评打分': 5}
{'短评内容': '实在不值，设施差、服务差，唯一可取就是离世博近点。', '短评打分': 1}
{'短评内容': '地理位置优越，服务态度好，就是卫生差些，房间有些潮湿。', '短评打分': 5}
{'短评内容': '价格相对有点高..有趁乱打劫的意思\r\n', '短评打分': 3}
{'短评内容': '酒店不错，世博期间性价比算较高的', '短评打分': 5}
{'短评内容': '酒店周围很热闹。但是酒店内部差强人意。', '短评打分': 1}
{'短评内容': '地理位置很好，挨着书城，离人民广场地铁也近，但是设施一般，网速不好，低层的房间内手机信号也不好，高层好点。check out时间有点久。服务人员比较忙，但是态度都还蛮好的。', '短评打分': 1}
{'短评内容': '世博期间 这个位置是不错的。。。\r\n交通方便 就在来福士旁边\r\n', '短评打分': 5}
{'短评内容': '可能现在是世博会期间吧，房价比较贵。如果房价在100-200元之间，可能属于性价比较合适的。', '短评打分': 1}
{'短评内容': 'accept place, but expensive', '短评打分': 3}
{'短评内容': '整体还是不错的，虽然在世博期间稍微贵点，但还是可以理解的，离南京路步行街和人民广场都很近，很方便，挺。', '短评打分': 5}
{'短评内容': '不错的酒店，就是贵了点！', '短评打分': 3}
{'短评内容': '不错的酒店！', '短评打分': 5}
{'短评内容': '很安静，位子超好，性价比也行。欢迎大家来，我是沈阳的朋友。', '短评打分': 5}
{'短评内容': '世博会期间就这样啊？！太差了，涨价也太厉害！我明明是早就预定了，后来改了入住日期，就给我涨上去了，很离谱的价格，服务也跟不上！服务员整天板着脸。', '短评打分': 1}
{'短评内容': '地理位置不错，就是房间稍小了', '短评打分': 3}
{'短评内容': '在这么难预定到酒店的时期，能住到这样的酒店很不错了。', '短评打分': 3}
{'短评内容': '在这么难预定到酒店的时期，能住到这样的酒店很不错了。', '短评打分': 5}
{'短评内容': '地理位置还可以,交通比较便利,地铁8号线去世博2号门和6号门都可以.就是房间太小了.特别是卫生间.另隔音差,整套房间只有一套电源插口.手机充电了,相机就无法充电.', '短评打分': 1}
{'短评内容': '酒店设施太差了  像招待所  环境不好  就只是位置好  价格还超贵', '短评打分': 1}
{'短评内容': '一住进去，就绝望了。卫生太差了。卧室的地毯上竟然都是刷浆滴上的涂料，看着太脏了。厕所的脸盆是带裂纹的。不论卧室还是厕所灯光都巨暗。应该是怕太亮了，看见细菌吧。总之一句话，设备陈旧，卫生欠佳。\r\n唯一的优势就是地点好。离人民广场、外滩都还挺近的。价格也还ok 。', '短评打分': 1}
{'短评内容': '地理位置非常好 周边出行方便的不得了', '短评打分': 5}
{'短评内容': '酒店的性价比不错', '短评打分': 5}
{'短评内容': '9楼的房间真是对不起498的房价 ', '短评打分': 1}
{'短评内容': '房间小，插座难找实在是隐蔽，用电麻烦\r\n杯子也难找，厕所也小，总之除了位置不错之外其他的都不敢恭维\r\n\r\n性价比极差。。。', '短评打分': 1}
{'短评内容': '   酒店地理位置非常的好，离外滩、豫园、城隍庙、人民路、南京路步行街等都很近，我手机带GPS导航的，不行十几分钟就能到这些地方，有八号线去世博，二号线去陆家嘴，很方便，但是可能是世博的原因，价格高了啊，不过还是不错的，下次来的话可能还来24K。', '短评打分': 5}
{'短评内容': '软件设施太差了，墙上的漆掉了好几块也没人补一下', '短评打分': 1}
{'短评内容': 'good', '短评打分': 1}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '可能是世博会期间，价格高的离谱，除了交通方便，别的条件都很差，装修很旧的，还不如如家了', '短评打分': 1}
{'短评内容': '位置还可以，设施太差。我们7月4号5号住在该酒店，卫生间玻璃门合页老化导致门垮下破碎，玻璃碴划伤了我父亲的手，听到里面的响声我当时吓得腿发软。除了服务员拿了酒精为我父亲消毒外，没有一个人过问此事。我找到当班经理她居然一句起码的安慰都没有还说是双方的责任，请问一个70多岁，坐着轮椅的老人能有力气把他们的门怎么样吗？如果是她坐着轮椅出门的父亲碰上这种事她会怎样？因为我们当时赶时间，加上父亲伤势不重，没', '短评打分': 1}
{'短评内容': '位置真的是perfect，可是硬件设施你也跟上去啊，不然也太对不起你自己的价格了。', '短评打分': 1}
{'短评内容': '位置比较好，设施不是很好', '短评打分': 1}
{'短评内容': '靠近地铁出行很方便,很干净,但是床很小,隔音不好,有噪音.', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '地处繁华地段，餐饮方便，交通方便，逛世博乘地铁方便。', '短评打分': 5}
{'短评内容': '这个酒店最大的优势就是位置好。去哪儿都方便。火车站出来坐地铁一号线到人民广场站下车，走10分钟就很容易的找到酒店，去世博园到人民广场站坐地铁8号线，到虹桥机场或浦东机场坐地铁2号线。去南京路、淮海路、外滩都很方便。周边吃饭的地方也多。就是价格不便宜，看在方便的份上，还是可以优先考虑的。', '短评打分': 5}
{'短评内容': '酒店位置不错，去哪都很方便。房间太小，噪音太大', '短评打分': 1}
{'短评内容': '酒店服务比较到位态度很好地段好交通方便卫生清洁', '短评打分': 5}
{'短评内容': '房间连个烧水的热水瓶都没有，空调的声音大得象拖拉机，说是有窗房，可是那个窗还不如不开，外面就是一脏兮兮的地，谁敢开呀，退房时查房N长时间，压根儿就没有借什么电吹风，非说借了，占了超长时间，晕死，前台的态度也很一般，唯一的就是保安态度不错，还可以见到笑容，其他的一概都是冷脸', '短评打分': 3}
{'短评内容': '实在是因为世博会的原因，要不以这样的住宿条件还要这么贵的房价，实在是不值，同样的我们几天后去杭州，便宜了好多，可是环境却真的好多了，以后去上海不会入住这样的房子了', '短评打分': 1}
{'短评内容': '位置非常好，离人民广场、外滩、南京路都只有几分钟路程，可以寄存行李，但是房间非常小，三口之家住显得局促', '短评打分': 3}
{'短评内容': '贵，老，差，土，俗，要不是没办法了，打死也不住，四星的价钱，半星的水准，简直吐血', '短评打分': 1}
{'短评内容': '性价比不错。', '短评打分': 3}
{'短评内容': '离人民广场很近，却很安静。', '短评打分': 3}
{'短评内容': '闹中取静的地方。', '短评打分': 5}
{'短评内容': '酒店位置非常好，到人民广场、外滩、南京路都很近，坐地铁很方便。离电梯远的房间也比较安静，只是房间太小，一家三口住就比较局促', '短评打分': 5}
{'短评内容': '不是看世博的话，谁会住这贵条件很差的酒店。', '短评打分': 1}
{'短评内容': '不错，我下次还会入住', '短评打分': 5}
{'短评内容': '酒店位置是上海中心区，属于黄金地段，交通非常方便，200米左右就是地铁站，走路10分钟左右可以到南京路步行街，地铁十几分钟就可以到世博，很适合去上海游玩的旅客，路上可以省更多时间去游玩。有一点不太满意的是世博期间价格有点略贵，其他方面还是比较满意的！', '短评打分': 5}
{'短评内容': '上海24k国际连锁酒店福州路店环境整洁，干净，服务热情周到，让人有一种家的感觉。真的很好！', '短评打分': 5}
{'短评内容': '距上海大剧院不远，行走方便，还会选住。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '酒店位置很好，交通非常便利，房间设施一般，卫浴用具一般，不含早餐的房间感到不方便，房间的卫生不好，房顶有虫子，前台服务较好。世博期间这样的酒店性价比还算可以。', '短评打分': 5}
{'短评内容': '有点贵，地段好。', '短评打分': 5}
{'短评内容': '预订的房间居然没有保留。', '短评打分': 1}
{'短评内容': '酒店脏乱差，房间实在是差，设施旧', '短评打分': 1}
{'短评内容': '离世博会很近 交通便利 但是太贵了价格 酒店很旧', '短评打分': 1}
{'短评内容': '酒店的地理位置非常好，离人民广场、南京路、外滩都可以步行到达，地铁也很方便。我是春节时去住的，缺点是房间较小，淋浴间的玻璃防水差，洗手间冲凉后积水。', '短评打分': 3}
{'短评内容': '这是一个超垃圾的酒店。除了地理位置好，别的一无是处。环境一般，设施很差。前厅的服务人员态度烂得不得了。还有，诸如打电话等是乱收费。没有接通的电话也要收费至少2元。如果你想投诉，前厅给的回复是：所有的管理人员都出差了。憋死你！建议不要选这家酒店。否则有你后悔的！', '短评打分': 3}
{'短评内容': '好。我会常住并向朋友推荐！', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '不错，在人民广场附近有这样的酒店，很好。', '短评打分': 5}
{'短评内容': '上面的几条已经基本概括了。总体来说还算一般。就是价格比较贵。不过，考虑到世博期间，大概这个价格也算是在可接受的范围之内，因为别的地方都定不到房间了。\n房间太小了。跟七天差不多。但是价格太贵了，所以性价比非常不划算。\n我住靠电梯的房间，电梯开关的声音非常明显，声声入耳，所以，严重地不推荐。', '短评打分': 1}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店卫生条件还可以，地理位置很好，临近南京东路步行街。很方便', '短评打分': 5}
{'短评内容': '不能说这个酒店不好，只是因为我的出差住宿标准要高于这个标准，但是世博会期间很难订到合适的酒店，对那些住宿标准较低的客户来说，应该还是不错的。位置好，离外滩较近，离商业街很近。', '短评打分': 5}
{'短评内容': '设施不能正常使用,欠维护.', '短评打分': 5}
{'短评内容': '地点不错,但环境一般', '短评打分': 5}
{'短评内容': '位置决定一切', '短评打分': 5}
{'短评内容': '属于快捷型酒店，地理位置好，穿过浙江中路就到南京路 旅游住宿非常方便，价格稍微有点高', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '位置较好，服务业也不错。', '短评打分': 5}
{'短评内容': '我是在5月小长假其间入住的，房价是428，除了位置还好以外，其他真的很一般。酒店真的不应再一味赚钱，应该对硬件进行装修及改进了。', '短评打分': 1}
{'短评内容': '房间的门连反锁的扣子都没有，床垫都能摸到里面的弹簧，房间没有热水壶，饮水机又没有电源供使用，要泡杯茶都不行！只能喝冷水。有机会也不会再住这里！', '短评打分': 1}
{'短评内容': '还可以。', '短评打分': 3}
{'短评内容': '6点以后入住要信用卡担保，不爽！', '短评打分': 5}
{'短评内容': '服务真不行，做人不厚道。我订了无窗特惠房198元，给我一个大床，我想换同等条件的无窗二张床，可前台服务员说二张床的要加钱（鄙视她），当时没有立即换，过了半小时我去换，另外一个服务员帮我调了，可又不用加钱了。你们说同一个酒店怎么会出现这种不一置的价格了？', '短评打分': 1}
{'短评内容': '位置很好，但是房间设施太差，卫生也不干净，就是图个方便吧。', '短评打分': 5}
{'短评内容': '管理还是不严谨的，摆放的矿泉水是过期的，另外一次性拖鞋气味好大。不过位置还是不错的，可能是地段的原因，价位有点偏高！', '短评打分': 1}
{'短评内容': '尽管此前已知该店地理位置很方便，但入住后仍出乎意料，无论到外滩、人民广场、还是新天地、豫园，都方便之极，我都是步行去的。当然我比较善于走。设施陈旧了，床太硬，尤其是我定的“高级大床房”与想象的相距甚远。总之还是可以的。', '短评打分': 5}
{'短评内容': '位于上海市中心繁华地段福州路上，位置优越，附近吃玩游都很不错，特方便，标间的床有点偏小，在床上看电视需要仰视，有点不舒服！', '短评打分': 5}
{'短评内容': '就是房间小了一点，性价比还是不错的', '短评打分': 5}
{'短评内容': '酒店位置很好，离地铁，步行街都很近。附近就有肯德基，麦当劳和，就餐很方便。就是房间太小了，还有就是隔音效果比较差。', '短评打分': 5}
{'短评内容': 'great location, on Fuzhou rd near to Shanghai book city. Compared to other 24k hotel, this one is older and smaller room with basic room facility. Front desk and housekeeping service are good. So, a f', '短评打分': 5}
{'短评内容': '位置很好  离人民广场很近  就几分钟走路   ', '短评打分': 3}
{'短评内容': '交通很方便的', '短评打分': 5}
{'短评内容': '我订是的大订房，房间有点小。位置不错，就在南京东路和外滩边上。', '短评打分': 1}
{'短评内容': '这家酒店位置很好 出行逛街都很方便 设施相对一般 里面比较旧了\r\n但整体来说性价比还是可以的', '短评打分': 3}
{'短评内容': '这个酒店主要是位置好，地处中心地带，出行逛街都非常方便；但设施相对一般。', '短评打分': 5}
{'短评内容': '没有早餐，楼下是麦当劳，对面KFC，吃的比较方便', '短评打分': 3}
{'短评内容': '住了十几天，位置很方便，换过几个房间，离电梯较远的房间比较好，安静一些', '短评打分': 5}
{'短评内容': '不错的选择 就是墙壁是木头的 隔音不好 八点多退房人多很吵 晚上走廊没人还是很安静的 ', '短评打分': 5}
{'短评内容': '位置很不错', '短评打分': 5}
{'短评内容': '位置很好，靠近人民广场，交通便利。但隔音太差', '短评打分': 3}
{'短评内容': '酒店位置在福州路，很方便，肯德基与麦当劳就在隔壁，离人民广场、地铁口也很近，服务也可。就是特价房的手机信号太差，打电话会掉线的，服务员说要到走廊打电话的，下次会考虑大床房试试。', '短评打分': 5}
{'短评内容': '千万不要被店名中的“24k国际”忽悠，这家店真的是又破又旧。', '短评打分': 1}
{'短评内容': '墙有些薄，早上能听到走廊里开关门的声音', '短评打分': 3}
{'短评内容': '吃饭很方便，楼下是麦当劳，对面是KFC', '短评打分': 3}
{'短评内容': '出行方便', '短评打分': 3}
{'短评内容': '离电梯远的房间还不错，比较安静', '短评打分': 5}
{'短评内容': '位置非常好，对于商务客人来说，办公非常方便，附近交通也很方便。如果出差的话，适合居住。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '经济实惠型\r\n除了隔音不好其他都OK的', '短评打分': 5}
{'短评内容': '位置好，设施一般，离人民广场，南京路很近，离外滩也不远', '短评打分': 5}
{'短评内容': '嚴格來說，這一間不是酒店，只是一間招待所，床太矮唔舒服，全房只有一個充電口，行李沒有地方放置，只能放在地上。房太舊。不會再入住，也不推薦你入住，因你一定失望。', '短评打分': 1}
{'短评内容': '地理位置没得说 很方便 但设施实在有些老旧 性价比差了点', '短评打分': 1}
{'短评内容': '位置很好，离商业区很近，南京路，人民广场等，出门旅游很方便，晚上无骚扰电话。\r\n不足之处，房间稍小，晚上有点冷。', '短评打分': 3}
{'短评内容': '位置很好，离商业区很近，南京路，人民广场等，出门旅游很方便，晚上无骚扰电话。\r\n不足之处，房间稍小，晚上有点冷。', '短评打分': 5}
{'短评内容': '位置还不错，交通方便，安静，性价比超值。', '短评打分': 5}
{'短评内容': '位置很好。但服务很一般，几乎所有的服务人员都没有笑脸，和即将举办的世博会迎接各地宾客的状态差得很远。', '短评打分': 5}
{'短评内容': '隔音太差，空调太冷，晚上睡不着', '短评打分': 5}
{'短评内容': '位置超级好~适合对上海不熟悉，爱逛街的女性朋友~性价比很高，不过工作以后应该不会选择了，适合学生一族~', '短评打分': 5}
{'短评内容': '这酒店我住了3年，每次到上海都住它。地点好方便。但房间已经有点旧。希望酒店能更新一下。', '短评打分': 3}
{'短评内容': '酒店位置真的是很好 走一点点路 就到人民广场了 很方便 离外滩很近 步行10分钟就到了\r\n南京东路步行街也只要走走就到了\r\n总之地理位置是没话说的啦\r\n其它的嘛 服务还好吧 上次服务一般 这次去服务态度挺好的 ', '短评打分': 5}
{'短评内容': '方便！', '短评打分': 5}
{'短评内容': '23晚住在8楼，房间内无窗，房间内有异味，（说明通风不够好），而且较难忍受的是空调声音很大，开着没法睡。没办法就这样熬了一个晚上，其它还好，卫生比上次好', '短评打分': 5}
{'短评内容': '酒店位置很好，服务也还可以，就是房间小而且没有窗户，味道比较难闻', '短评打分': 5}
{'短评内容': '第二次住了，酒店整体比较旧，但出于地理位置非常理想，还是比较喜欢的。', '短评打分': 5}
{'短评内容': '处在来福士广场附近，上海书城也在附近，周围都是繁华的商业地带~环境很不错！很舒适~', '短评打分': 5}
{'短评内容': '不错，地段很方便', '短评打分': 5}
{'短评内容': '位置优越，卫生条件一般，隔音较差，总体还是不错的。', '短评打分': 5}
{'短评内容': '如果初到上海旅游，该酒店是一个比较好的选择，主要是地理位置极佳，到人民广场、南京路、外滩、新天地等地方步行即可到达。但酒店的硬件你要有心理准备，房间小，冲凉房玻璃密闭较差，冲凉后到处都是水，另外电插座少，衣架、热水壶都要向服务员要才有。总之，与房价、地理位置比起来，性价比还是可以的。经济型酒店吗。', '短评打分': 5}
{'短评内容': '地理位置不错主要的景点都能坐车到达,不过跟很多人说的一样房间太小,还好卫生间到是大的,服务不错,要是床能再大点舒服点去旅游的人到是个不错的选择.', '短评打分': 5}
{'短评内容': '酒店的位置非常好，楼下是85&#176;，走路10分钟就到南京东路步行街地铁口（人民广场地铁也就10分钟），去南京东路经过牙买加咖啡，周围一圈全市吃的，还有银行、来福士广场……。但是，酒店设施很旧很旧，墙面脏兮兮的还有掉漆。隔音也不行，长期听到隔壁左右的喧闹声。也不便宜，性价比就一般了。', '短评打分': 1}
{'短评内容': '酒店位置还行.房间隔音效果不好.', '短评打分': 5}
{'短评内容': '是该酒店的老住客了 只要不是替挑剔的话 以这等价位还是很OK的 总体来说还是不错的 赞一个', '短评打分': 5}
{'短评内容': '价格太贵，服务设施太一般，当然位置还不错，服务也还不错', '短评打分': 1}
{'短评内容': '房间真的很小哦，枕头怎么一床只有一个呀，不过服务态度还不错，随叫随到的，最好的是地理位置非常佳，市中心，黄金地段，要是价位再优惠点，我还会考虑下次再住的。', '短评打分': 5}
{'短评内容': '该酒店地理位置还是很好的，但是室内设施很陈旧，墙面上很脏，床垫也很不舒服而且隔音很差。以后不会再去入住了。', '短评打分': 1}
{'短评内容': '总体不错，位置很好', '短评打分': 5}
{'短评内容': '位置真的很不錯,到南京路特別進,就是屋子裡中央空調溫度實在太高,第二天關掉了還挺好,房間有點小,其他都還好', '短评打分': 5}
{'短评内容': '地理位置没话说，进出方便的很，但是房间墙面裂开，让人有些不舒服', '短评打分': 1}
{'短评内容': '在上海福州路那边，我是旅游回来暂时住下的，房间一般，前台说是我们到晚了没有订的特价房了，给我们升级的，但是房间窗户靠着马路，晚上车来车往的都能听到，有点吵。', '短评打分': 5}
{'短评内容': '地理位置没的说 绝对的中心位置 内部很一般 第一次见过没有窗的房间 调了一次也一般 卫生间倒是很不错 令人费解 总的来说很行吧', '短评打分': 1}
{'短评内容': '服务不错，卫生还好的。', '短评打分': 5}
{'短评内容': '装修风格、环境都不错，性价比高，地段也很方便', '短评打分': 3}
{'短评内容': '房间的卫生和设施很一般跟招待所一样很差,酒店的服务态度还行但是里面也不提供早餐不是太方便,位置还是比较好找,性价比还是挺低的.', '短评打分': 3}
{'短评内容': '酒店位置挺好的,去机场很方便,而且价格也比较适中,比较适合中途转机的客人.', '短评打分': 3}
{'短评内容': '地理位置很好,出行很方便,但房间的硬件设施有些陈旧了,而且隔音效果也不太好,如果只是来这边办事的话可以选择这家酒店.', '短评打分': 3}
{'短评内容': '还行，交通方便，距离南京路很近，地点挺好，服务人员态度很好，热情周到，细致耐心，卫生也好，就是房间小点，不过价格合理呦。', '短评打分': 3}
{'短评内容': '酒店位置很好,房间一般.', '短评打分': 5}
{'短评内容': '我上次订的是标准间，我感觉环境挺不错的，位置也方便，值得推荐 ', '短评打分': 3}
{'短评内容': '我觉得房间环境还可以，比较安静，但是因为电视机是挂壁式的，可能因为尺寸太小，离床又有一段距离，感觉不太清晰，位置还可以，上次是我是开车过去的，停车有点不太方便，整体感觉还可以', '短评打分': 3}
{'短评内容': '酒店的位置非常好，走路到南京路步行街只需要5-6分钟，离地铁一号线和二号线都不远。\r\n房间比较小，大床房的床不太大，1.8米个子的人睡不大够长哦……\r\n前台服务员的态度超好，超级耐心', '短评打分': 5}
{'短评内容': '帮同事定的，地理位置很不错', '短评打分': 5}
{'短评内容': '房价实在太小，性价比不高。除了地段优势别的基本没什么', '短评打分': 1}
{'短评内容': '酒店里地铁较近，出行算方便，在最繁华的地段，购物很方便。', '短评打分': 5}
{'短评内容': '位置好。很好。很方便。就是好。。我反正以后去上海必须住这里！在去玩的前提下啊。离南京路外滩都方便，楼下有肯德基，和麦当劳 \r\n两个都有的地方你说能不是热点地段吗？', '短评打分': 5}
{'短评内容': '酒店的服务卫生方面都挺不错的,设施方面也比较齐全.整体感觉性价比还是比较合适的.', '短评打分': 3}
{'短评内容': '卧具很差，睡得不踏实。', '短评打分': 3}
{'短评内容': '卫生服务方面做的都非常好,很热情,位置也不错,交通很方便,唯一一点就是房间有点小.', '短评打分': 3}
{'短评内容': '经济实惠，便利', '短评打分': 3}
{'短评内容': '经常入住，已经习惯了。实惠型酒店', '短评打分': 5}
{'短评内容': '网络太差，还不如我手机上网快！床也较差', '短评打分': 1}
{'短评内容': '对了，补充一点，服务态度非常好，热情细致，不厌其烦，不论是前台接待还是楼层服务人员包括保洁员都非常好。', '短评打分': 3}
{'短评内容': '酒店环境一般，但和较低的价格相比还是符合的。交通非常方便，周边环境挺好，距离南京路，人民广场都挺近的，购物、餐饮都方便。', '短评打分': 5}
{'短评内容': '房间设施简单，卫生还可以，不过床头柜上似乎没做仔细;房间隔音不大好，隔壁半夜开电视、说话的声音都听的到;电梯有待保养。\r\n\r\n位置还是不错的，距办事的地方蛮近。', '短评打分': 5}
{'短评内容': '房间有些小里面的卫生和设施还行,地点还是比较方便的,价格也是挺便宜的,服务还行,除了房间小以外其他方面都还是挺不错的.', '短评打分': 3}
{'短评内容': '酒店的房间比较小，设施条件和服务态度都挺好的，但是离外滩挺近的，地理位置确实不错，价格也能接受。', '短评打分': 3}
{'短评内容': '我感觉当天住的大床房B房间不是很好，比较潮湿，隔音效果不好，价格有点偏高了，地段还不错', '短评打分': 3}
{'短评内容': '在市中心的，价格便宜，靠近南京路步行街，出行、逛街很方便', '短评打分': 3}
{'短评内容': '在福州路位于市中心，出行还是非常方便的，房间的卫生和设施也还不错，服务也还行，我觉得这家酒店性价比还是比较高的', '短评打分': 3}
{'短评内容': '酒店很一般,位置很好交通便利,酒店整体比较老,设施也是一样,有饮水机没有插座.离南京路很近.', '短评打分': 3}
{'短评内容': '地理位置不错,但是酒店有点破,墙都裂开了!', '短评打分': 5}
{'短评内容': '实惠、地段好', '短评打分': 5}
{'短评内容': '在上海市中心，去外滩、城隍庙和南京路都非常方便，十几分钟都可以到达。酒店设施还算可以，不算顶尖但也不差，周围有超市和饭店，对于在外旅行或出差的人，这样的环境满足休息的需要是够了的。', '短评打分': 5}
{'短评内容': '酒店在上海那种老房子里，所以感觉比较陈旧，不过位置很好，交通特别的方便，服务也还可以，就是条件不好。', '短评打分': 3}
{'短评内容': '设施有些陈旧了,服务还行,位置还是比较不错的出行挺方便的,性价比也是比较不错.', '短评打分': 3}
{'短评内容': '这酒店我住了3年了，每年到上海都住它。没什么就是位置很好，很方便。就是房间设施有点旧，空间有点小，但价格大众化。所以嘛我下次还是住它。', '短评打分': 5}
{'短评内容': '床上的被褥子，我刚进房间时感觉好象别人用过，没有换似的，服务员说是刚换的，我想也就算了， 位置很方便，交通很便利，在南京路附近，购物很方便', '短评打分': 3}
{'短评内容': '垃圾酒店', '短评打分': 1}
{'短评内容': '特价房实在是差 墙壁渗水 无窗 所以冬天很闷很闷 前台服务态度不太好 卫生设备一般吧 ', '短评打分': 5}
{'短评内容': '酒店比较老旧了，设施陈旧，服务还算可以，主要就是他的位置好，价格又不贵。', '短评打分': 3}
{'短评内容': '设备旧,网速慢,服务差', '短评打分': 1}
{'短评内容': '由于是网上早就预定好的，所以入住很顺利，服务人员的态度也很亲切热心，这已经是我N次去上海入住的地方了，交通方便，周围吃得东西也多。\r\n唯一遗憾的是隔音效果还需要改造，楼上下左右的碰门声，以及隔壁的交谈声，都太清晰了，浅眠的客人可能会受不了这些打扰的。\r\n总的来说，24K还是不错的选择哈。', '短评打分': 5}
{'短评内容': '位置还是不错的,离市中心很近,出行都很方便,就是酒店没有停车场不太方便,另外就是房间的床有点小,不是太舒适.', '短评打分': 3}
{'短评内容': '24K国际连锁酒店（上海福州路店）坐落在市中心，南京路步行街近在咫尺，非常方便。服务人员的态度很好，服务很周到。', '短评打分': 5}
{'短评内容': '酒店位置很好，服务也不错，周围餐饮、交通非常方便。下次还会入住。', '短评打分': 5}
{'短评内容': '总体还不错，主要位置很方便，原来网络不行不过后来维修过能用了。', '短评打分': 5}
{'短评内容': '都很好，就是隔音太差', '短评打分': 5}
{'短评内容': '酒店位置很好  离南京路 外滩都比较近  步行分别也就十分钟左右  就是大床房的床如果再大一点的话就更好了   酒店的空调系统希望能够维修一下 以免一个房间开空调引起的外机震动影响其他客人休息  我就很不幸受到了噪音的污染', '短评打分': 5}
{'短评内容': '酒店地段不错,服务还好,248元的没窗户有些压抑', '短评打分': 5}
{'短评内容': '太脏了，不适合住。', '短评打分': 1}
{'短评内容': '酒店的环境硬件设施都很不错，卫生服务也很好，价格合理适中。整体来讲算是比较不错的酒店值得推荐。', '短评打分': 3}
{'短评内容': '酒店条件一般，设施太差了，别的还可以，位置比较方便，要是按现在的价格来说还是觉得性价比不高', '短评打分': 3}
{'短评内容': '我住的那间不怎么样？早知道在人民广场附件就不去了，花了200块钱住的那间居然没有窗子，很失望，在别的地方也许可以住的好一些吧', '短评打分': 1}
{'短评内容': '上次选这家酒店住要是因为位置方便，酒店本身卫生不错，设施一般', '短评打分': 3}
{'短评内容': '我觉得酒店的房间面积小了点,其它方面还是不错的,价格方面在这个地段上算是便宜的了.', '短评打分': 3}
{'短评内容': '离南京路很近，到外滩很方便。不过房间内设施不完善，连基本的电视信号都有问题。', '短评打分': 5}
{'短评内容': '酒店地理位置挺好挺方便,卫生干净,服务人员态度也很热情周到,总体来说是家性价比不错的酒店,下次如果出行到这个城市,还会选择入住的.', '短评打分': 3}
{'短评内容': 'bu  cuo', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '交通比较方便，对于旅游来说还不错，但是房间很一般，卫生间有点臭，房间的隔音效果也不好，很吵！', '短评打分': 1}
{'短评内容': '位置很好很方便，，周围吃的也不错，，房间偏小其他都ok', '短评打分': 5}
{'短评内容': '国庆假期入住了三天，感觉不错，尤其是地理位置令人满意，出门交通很方便，地铁站就在附近，饮食更方便，周围到处是快餐店，中式西式的都有。最喜欢福州路的书香气息。\r\n\r\n', '短评打分': 5}
{'短评内容': '国庆假期入住了三天，感觉非常好，尤其是地理位置令人满意，出门交通很方便，地铁站就在附近，饮食更方便，周围到处是快餐店，中式西式的都有。最喜欢福州路的书香气息。', '短评打分': 5}
{'短评内容': '就是房间小了点', '短评打分': 5}
{'短评内容': '地段那是没的说 距离人民广场地铁几分钟就到\n自然离杜莎夫人蜡像馆也很近 步行就到了\n楼下就有KFC 麦当劳 大娘水饺 寿司店 吃饭的广场等等\n很干净 \n房间是不够大，不过住两个人足够了 ，我没觉得拥挤\n如果觉得房间小，何不住个5星的总统套房？', '短评打分': 5}
{'短评内容': '选择该酒店就是看中位置好,就在人民广场,购物吃饭都非常方便,离外滩和步行街都很近, 在该地段这个价位是算低的了.不过卫生设施就很一般了.', '短评打分': 1}
{'短评内容': '房间小,而且感觉很不干净,地毯无比的脏,墙壁脱落的很严重,有一个床是挨着墙壁的,看着那班驳的墙壁浑身都起鸡皮疙瘩,整的我澡也没洗,衣服也没脱就在床上将就了一晚,实在是不会再来住了.', '短评打分': 1}
{'短评内容': '一般的酒店，房子是特别的小，我住的是268的大床房，除床的位置外，周围就一个人走过的位置。酒店的位置很好，出门三分钟就到广场了。酒店左右都有吃的。', '短评打分': 3}
{'短评内容': '酒店还不错，服务也很好。就是酒店的位置虽然在市中心，但是酒店在两面高架桥，两面山之中，的士到解放碑约5分钟，但不太好拦到的士。轻轨专设一站到酒店。酒店门口就一个工地小商店，酒店以外不太好找吃的。但是自已驾车就不成问题。', '短评打分': 5}
{'短评内容': '我住的是大床房，地理位置很好，离南京路只要几分钟的时间，但就是房间太小了，如果能大一点就更好了', '短评打分': 5}
{'短评内容': '地理位置很好，离南京路很近，卫生条件很好，', '短评打分': 5}
