{'短评内容': '不错不错，出差首选。', '短评打分': 5}
{'短评内容': '总体而言，是个性价比高的酒店。服务比较到位，晚间会送饮料、水果或者小零食。顶楼的旋转餐厅三餐都有提供自助，个人比较推荐晚间自助，可以俯瞰整个合肥的夜景。另外2楼4楼还有中餐厅，住店房客在宾馆的餐厅就餐都可以打折，感觉比较人性化。预订日期到了之后，毫不犹豫地续住了。', '短评打分': 5}
{'短评内容': '性价比比较高的酒店。送水果和饮料，让客人感到很温馨。自助早餐也还不错。房间设施也还可以。缺点是床有点小（我住的是普通标间的双床房）；前台服务不是很好；隔音较差；打车不是很方便。不过这是整个合肥的通病。总的来说，值得推荐！', '短评打分': 3}
{'短评内容': '性价比比较高的酒店。送水果和饮料，让客人感到很温馨。自助早餐也还不错。房间设施也还可以。缺点是床有点小（我住的是普通标间的双床房）；前台服务不是很好；隔音较差；打车不是很方便。不过这是整个合肥的通病。总的来说，值得推荐！', '短评打分': 5}
{'短评内容': '第一次住的房间还不错，', '短评打分': 5}
{'短评内容': '位置很好，出门交通方便，\r\n餐厅有特色，在顶楼可俯瞰合肥市，\r\n房间也比较干净', '短评打分': 5}
{'短评内容': '酒店性价比较高，服务卫生都比较好，住得较舒适。\r\n唯一的不足是房间为22平方的，比同级的稍小些。\r\n下次出差仍为第一选择。', '短评打分': 5}
{'短评内容': '地理位置不错，很方便。酒店蛮干净的 特价性价比很高', '短评打分': 5}
{'短评内容': '早餐确实不错，酒店卫生也比较好，打车去机场十几分钟。', '短评打分': 5}
{'短评内容': '呵呵，很不错.如果酒店能够提供接送客人来去机场或火车站的服务( 付费也没问题) 就更好了', '短评打分': 3}
{'短评内容': '早晨的自助餐很不错,有大宾馆的风范了', '短评打分': 3}
{'短评内容': '是第二次住,很不错! 房间很清爽,没有异味,这是最重要的!下次还会再住', '短评打分': 5}
{'短评内容': '很好的酒店，在电信大楼对面，20楼的旋转餐厅的晚上自助也不错。', '短评打分': 5}
{'短评内容': '总体还不错，走路就可以到当地好吃一条街还有包公祠。\r\n商业街也离得不远，信价比不错', '短评打分': 5}
{'短评内容': '毕竟是老酒店了，但新装修后卫生和硬件有提高，国有机关办的酒店，较安全，市中心位置，离包公墓公园很近。', '短评打分': 5}
{'短评内容': '酒店很温馨，下次还会去住。', '短评打分': 3}
{'短评内容': '酒店位置不错，出行比较方便，但新装修的房间气味太重。', '短评打分': 5}
{'短评内容': '酒店位置不错，各方面的设施及服务也很好，价格不算贵。', '短评打分': 5}
{'短评内容': '其他不错，就是房间较小', '短评打分': 5}
{'短评内容': '很不错的酒店，下次还会考虑', '短评打分': 3}
{'短评内容': '各方面都不错。唯一就是房间有些小，早餐很好。\r\n下次肯定还会选择这里的', '短评打分': 5}
{'短评内容': '服务一般，其他很好，自助餐不错', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 5}
{'短评内容': '隔音效果太差', '短评打分': 1}
{'短评内容': '卫生、服务、设施、位置都很好！性价比很好，就房间小了一点。', '短评打分': 5}
{'短评内容': '服务很好', '短评打分': 5}
{'短评内容': '下次来合肥还住这个店', '短评打分': 3}
{'短评内容': '物美价廉，就是停车不太安全', '短评打分': 5}
{'短评内容': '客房设施很新，房间偏小,地理位置在市中心', '短评打分': 3}
{'短评内容': '很好,不錯,性价比好,以這樣的价格值得', '短评打分': 3}
{'短评内容': '早餐很好,下次還會入住,很干淨 推薦入住', '短评打分': 5}
{'短评内容': '较好，房价再优惠点就好了', '短评打分': 5}
{'短评内容': '这个价位的酒店，在市中心应该是非常不错的选择。可就是墙壁隔音不好，都能听见隔壁悄悄话的声音。', '短评打分': 5}
{'短评内容': '很不错', '短评打分': 3}
{'短评内容': '总体不错，值得推荐。', '短评打分': 3}
{'短评内容': '酒店还不错,住了一晚,比较适合短时间商务出差', '短评打分': 5}
{'短评内容': '还是不错的，值得推荐。', '短评打分': 3}
{'短评内容': '总体来说还是很不错的。不过不知道为什么第一次预定的时候有一份水果，以后就再也没有了。', '短评打分': 5}
{'短评内容': '客房设施很新，房间偏小。\r\n地理位置在市中心，但是晚上到酒店却看不到酒店的霓虹灯招牌', '短评打分': 3}
{'短评内容': '很不错', '短评打分': 5}
{'短评内容': '房间设施还可以，早餐很不错。就是最近有楼层在装修，白天房间里噪音太大。', '短评打分': 5}
{'短评内容': '房间设施不错，顶层的旋转自助餐厅不错。', '短评打分': 5}
{'短评内容': '非常不错的酒店', '短评打分': 5}
{'短评内容': '很不错的酒店，尤其是早餐！', '短评打分': 5}
{'短评内容': '位置不错，早餐一般但20楼的旋转餐厅可以俯瞰整个合肥风景还是不错的，房间设施什么的都一般吧，整个中评', '短评打分': 5}
{'短评内容': '价格涨了后，性价比一般。住习惯了。', '短评打分': 5}
{'短评内容': '第一次入住，感觉不错。', '短评打分': 5}
{'短评内容': '房间还是很干净，就是偏小一点。早餐环境不错', '短评打分': 5}
{'短评内容': '价格偏高，取电盒有故障。', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '这个酒店位置不错，早餐也不错，但服务不怎么样，电梯太少，而且低层是安徽省粮食局，他们占用电梯仅有的2部电梯。前台服务业不怎么样。', '短评打分': 5}
{'短评内容': '房间特别小，比较压抑', '短评打分': 1}
{'短评内容': '该酒店设施和服务还不错，就是刚装修，又点味道，值得推荐。', '短评打分': 5}
{'短评内容': '卫生干净，设施完善，地理位置交通方便，服务热情周到，性价比不错的酒店', '短评打分': 3}
{'短评内容': '这个酒店的位置跟性价比不错.就是大厅在侧面.', '短评打分': 5}
{'短评内容': '酒店位置不错,装修较新,卫生,但服务较差, 入住后发现网线接触不好,时断时续, 打电话后,客服说派人来查看,但我一直在房间里没有人来.另一是由于中央空调温度过低,晚上房间较冷,打电话给客服,说要调高一些,但一夜都很冷,不得不加两床被子.', '短评打分': 1}
{'短评内容': '酒店里面很干净,设施和服务也都不错,而且位置方便,价格实惠.', '短评打分': 3}
{'短评内容': '不错的酒店，早餐差些，地段还行，房间还行', '短评打分': 3}
{'短评内容': '早餐不错！', '短评打分': 5}
{'短评内容': '位置很好，服务不错！早餐在20楼旋转餐厅，很棒！', '短评打分': 3}
{'短评内容': '挺好的！', '短评打分': 5}
{'短评内容': '房间新装修的不错，服务还好。', '短评打分': 5}
{'短评内容': '各方面都还说的过去，就是前台的服务员太少了，服务的水平和态度都需要提高，其次早餐的种类太简单了，根本不是4星的标准，需要提供', '短评打分': 5}
{'短评内容': '不出意外，重装完就涨了40大洋，不过条件确实比以前好些，值得入住。', '短评打分': 5}
{'短评内容': '更正一下，这宾馆还是值得住，性价比高，清洁，又在市中心', '短评打分': 3}
{'短评内容': '其实就是省粮食局招待所。中间楼层是大概是局机关和粮食市场办公地。\r\n订的这间特价房就是拐角处的房间，有拐不成型，不大。优点是：里面床铺挺洁净的（地毯有点黑），晚上也没骚扰电话，适合个人住宿。\r\n缺点是：隔音太差太差，就是关了房门，过道对面关门声也是声声入耳，大得吓人，清楚得象就是在旁边。', '短评打分': 1}
{'短评内容': 'nice place', '短评打分': 5}
{'短评内容': '房间比较小，位置还可以，早餐一般。其他尚可。', '短评打分': 5}
{'短评内容': '早餐非常丰富.地理位置也不错.', '短评打分': 5}
{'短评内容': '入住的整体感觉很好，酒店的服务，卫生都很好，地理位置交通方便，可以推荐的哦！', '短评打分': 3}
{'短评内容': '房间小,其它好', '短评打分': 5}
{'短评内容': '老四星了，硬件自然不会太好，但价格就好了，性价比不错，值得入住。不知重装完没，值得期待，但不要涨价！', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '酒店的位置很不错,距离淮海路步行街仅一个起步价.外观还行,内饰已陈旧,卫生间的设备和招待所的准备相去不远.&lt;br /&gt;\n&lt;font face=&quot;黑体&quot;&gt;晚上十点以后才发现问题严重:隔壁洗澡水声巨响,谈话声清楚可闻,窗外车流不息,难以入睡.&lt;/font&gt;早餐在旋转餐厅,但不会转,早点内容还算丰富,中式菜味道一般,西点少而次.&lt;br /&g', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;再上来哈拉几句。感觉不像4星级酒店，不过价钱也不像。服务比较热情，可以上网，卫生间比较干净，床单整洁，早餐个别味道不错，清洁速度比较快，有凤凰卫视新闻台，电视比较新，每天有送报纸和水，备有地图。房间较小（双人大床房间），冰箱声音大所以不开，隔音非常不好（最反感这个），电脑得和电视共用一个办公桌，座椅不是很干净，毛巾没必要用两种颜色的，没有备用的卫生纸，电水壶老化，', '短评打分': 5}
{'短评内容': '服务不错，挺热情。设施也比较好，卫生间很干净，床单非常整洁。就是隔音差，非常的不好，如果隔壁客人不自觉，电视声音过大，那就比较郁闷了。', '短评打分': 5}
{'短评内容': '很不错的一间酒店 性价比很高 除了门前修路交通不便以外 整体感觉很舒服 房间装修和布置都不错 ', '短评打分': 3}
